Orthogroup	Species	Pdam	Orthologs
OG0000007	Nvec	pdam_00020237-RA, pdam_00019751-RA, pdam_00002636-RA, pdam_00008162-RA, pdam_00016504-RA, pdam_00023638-RA, pdam_00023932-RA, pdam_00012513-RA, pdam_00023220-RA, pdam_00024597-RA, pdam_00020603-RA, pdam_00022082-RA, pdam_00012511-RA, pdam_00009374-RA, pdam_00012512-RA, pdam_00019231-RA, pdam_00015096-RA, pdam_00006061-RA, pdam_00003161-RA, pdam_00022081-RA, pdam_00020879-RA, pdam_00016505-RA, pdam_00007639-RA, pdam_00019124-RA, pdam_00019754-RA, pdam_00016503-RA, pdam_00012514-RA, pdam_00021199-RA, pdam_00005536-RA, pdam_00021602-RA, pdam_00024207-RA, pdam_00011505-RA, pdam_00023644-RA, pdam_00023643-RA, pdam_00023637-RA, pdam_00025640-RA, pdam_00023864-RA, pdam_00022207-RA, pdam_00016389-RA, pdam_00021237-RA, pdam_00023330-RA, pdam_00023495-RA, pdam_00023642-RA, pdam_00024232-RA, pdam_00025351-RA, pdam_00024598-RA, pdam_00023221-RA, pdam_00010297-RA, pdam_00007244-RA, pdam_00009742-RA, pdam_00009734-RA, pdam_00009740-RA, pdam_00003969-RA, pdam_00009737-RA, pdam_00002374-RA, pdam_00015238-RA, pdam_00018717-RA, pdam_00019953-RA, pdam_00019165-RA, pdam_00019903-RA, pdam_00007767-RA, pdam_00002376-RA, pdam_00021996-RA, pdam_00009729-RA, pdam_00009735-RA, pdam_00009741-RA, pdam_00009730-RA, pdam_00020089-RA, pdam_00009738-RA, pdam_00005519-RA, pdam_00010882-RA, pdam_00024739-RA, pdam_00002590-RA, pdam_00018184-RA, pdam_00019495-RA, pdam_00023438-RA, pdam_00024754-RA, pdam_00010883-RA, pdam_00005518-RA, pdam_00009182-RA, pdam_00003856-RA, pdam_00009183-RA, pdam_00016506-RA, pdam_00012796-RA, pdam_00015101-RA, pdam_00020878-RA, pdam_00016507-RA, pdam_00014394-RA, pdam_00003159-RA, pdam_00020877-RA, pdam_00015102-RA, pdam_00015097-RA, pdam_00003160-RA, pdam_00025681-RA, pdam_00022791-RA, pdam_00002635-RA, pdam_00006107-RA, pdam_00006794-RA, pdam_00007482-RA, pdam_00025438-RA, pdam_00016236-RA, pdam_00003311-RA, pdam_00023032-RA, pdam_00007481-RA, pdam_00024752-RA, pdam_00006106-RA, pdam_00024753-RA, pdam_00006108-RA, pdam_00003310-RA, pdam_00002634-RA, pdam_00003149-RA, pdam_00016670-RA, pdam_00017263-RA, pdam_00017168-RA, pdam_00019797-RA, pdam_00000086-RA, pdam_00020099-RA, pdam_00016821-RA, pdam_00017327-RA, pdam_00020419-RA, pdam_00022566-RA, pdam_00024509-RA, pdam_00025487-RA, pdam_00013553-RA, pdam_00025855-RA, pdam_00025934-RA, pdam_00025736-RA, pdam_00001413-RA, pdam_00016235-RA, pdam_00020615-RA, pdam_00025847-RA	NV2t012717001.1
OG0000008	Hsap	pdam_00023708-RA, pdam_00020574-RA, pdam_00020575-RA, pdam_00004129-RA, pdam_00021344-RA, pdam_00021343-RA, pdam_00026001-RA, pdam_00023532-RA, pdam_00020576-RA, pdam_00024254-RA, pdam_00024255-RA, pdam_00002288-RA, pdam_00017923-RA, pdam_00025823-RA, pdam_00025727-RA, pdam_00023748-RA, pdam_00020793-RA, pdam_00024963-RA, pdam_00024900-RA, pdam_00023733-RA, pdam_00004821-RA, pdam_00022549-RA, pdam_00015914-RA, pdam_00016193-RA, pdam_00018978-RA, pdam_00018976-RA, pdam_00014274-RA, pdam_00023299-RA, pdam_00023298-RA, pdam_00018980-RA, pdam_00018974-RA, pdam_00018977-RA, pdam_00021977-RA, pdam_00014277-RA, pdam_00014276-RA, pdam_00024928-RA, pdam_00023709-RA, pdam_00024000-RA, pdam_00024001-RA, pdam_00023999-RA, pdam_00016661-RA, pdam_00016664-RA, pdam_00022230-RA, pdam_00025215-RA, pdam_00014851-RA, pdam_00025283-RA, pdam_00023728-RA, pdam_00023707-RA, pdam_00014831-RA, pdam_00014852-RA, pdam_00023729-RA, pdam_00023698-RA, pdam_00023699-RA, pdam_00020783-RA, pdam_00024814-RA, pdam_00025772-RA, pdam_00016104-RA, pdam_00016099-RA, pdam_00016102-RA, pdam_00020786-RA, pdam_00024437-RA, pdam_00024438-RA, pdam_00023697-RA, pdam_00001043-RA, pdam_00020781-RA, pdam_00020780-RA, pdam_00023696-RA, pdam_00020778-RA, pdam_00020782-RA, pdam_00021979-RA, pdam_00022229-RA, pdam_00023531-RA, pdam_00016103-RA, pdam_00016101-RA, pdam_00016098-RA, pdam_00016100-RA, pdam_00025043-RA, pdam_00021976-RA, pdam_00021975-RA, pdam_00024813-RA, pdam_00023732-RA, pdam_00003862-RA, pdam_00020573-RA, pdam_00020572-RA, pdam_00000224-RA, pdam_00000895-RA, pdam_00011127-RA, pdam_00018270-RA, pdam_00022997-RA, pdam_00014043-RA, pdam_00016192-RA, pdam_00018132-RA, pdam_00012852-RA, pdam_00012850-RA, pdam_00013942-RA, pdam_00024747-RA, pdam_00014218-RA, pdam_00024748-RA, pdam_00006541-RA, pdam_00014275-RA, pdam_00024846-RA, pdam_00014942-RA, pdam_00015661-RA, pdam_00022272-RA	JAM1_HUMAN, JAM3_HUMAN, JAM2_HUMAN
OG0000008	Mmus	pdam_00023708-RA, pdam_00020574-RA, pdam_00020575-RA, pdam_00004129-RA, pdam_00021344-RA, pdam_00021343-RA, pdam_00026001-RA, pdam_00023532-RA, pdam_00020576-RA, pdam_00024254-RA, pdam_00024255-RA, pdam_00002288-RA, pdam_00017923-RA, pdam_00025823-RA, pdam_00025727-RA, pdam_00023748-RA, pdam_00020793-RA, pdam_00024963-RA, pdam_00024900-RA, pdam_00023733-RA, pdam_00004821-RA, pdam_00022549-RA, pdam_00015914-RA, pdam_00016193-RA, pdam_00018978-RA, pdam_00018976-RA, pdam_00014274-RA, pdam_00023299-RA, pdam_00023298-RA, pdam_00018980-RA, pdam_00018974-RA, pdam_00018977-RA, pdam_00021977-RA, pdam_00014277-RA, pdam_00014276-RA, pdam_00024928-RA, pdam_00023709-RA, pdam_00024000-RA, pdam_00024001-RA, pdam_00023999-RA, pdam_00016661-RA, pdam_00016664-RA, pdam_00022230-RA, pdam_00025215-RA, pdam_00014851-RA, pdam_00025283-RA, pdam_00023728-RA, pdam_00023707-RA, pdam_00014831-RA, pdam_00014852-RA, pdam_00023729-RA, pdam_00023698-RA, pdam_00023699-RA, pdam_00020783-RA, pdam_00024814-RA, pdam_00025772-RA, pdam_00016104-RA, pdam_00016099-RA, pdam_00016102-RA, pdam_00020786-RA, pdam_00024437-RA, pdam_00024438-RA, pdam_00023697-RA, pdam_00001043-RA, pdam_00020781-RA, pdam_00020780-RA, pdam_00023696-RA, pdam_00020778-RA, pdam_00020782-RA, pdam_00021979-RA, pdam_00022229-RA, pdam_00023531-RA, pdam_00016103-RA, pdam_00016101-RA, pdam_00016098-RA, pdam_00016100-RA, pdam_00025043-RA, pdam_00021976-RA, pdam_00021975-RA, pdam_00024813-RA, pdam_00023732-RA, pdam_00003862-RA, pdam_00020573-RA, pdam_00020572-RA, pdam_00000224-RA, pdam_00000895-RA, pdam_00011127-RA, pdam_00018270-RA, pdam_00022997-RA, pdam_00014043-RA, pdam_00016192-RA, pdam_00018132-RA, pdam_00012852-RA, pdam_00012850-RA, pdam_00013942-RA, pdam_00024747-RA, pdam_00014218-RA, pdam_00024748-RA, pdam_00006541-RA, pdam_00014275-RA, pdam_00024846-RA, pdam_00014942-RA, pdam_00015661-RA, pdam_00022272-RA	JAM1_MOUSE, JAM3_MOUSE, JAM2_MOUSE
OG0000008	Nvec	pdam_00002288-RA	NV2t000346001.1
OG0000008	Nvec	pdam_00017923-RA	NV2t012263001.1
OG0000008	Nvec	pdam_00025823-RA, pdam_00025727-RA, pdam_00023748-RA, pdam_00020793-RA, pdam_00024963-RA, pdam_00024900-RA, pdam_00023733-RA	NV2t021149001.1, NV2t021216001.1
OG0000008	Nvec	pdam_00016103-RA, pdam_00016101-RA, pdam_00016098-RA, pdam_00016100-RA, pdam_00025043-RA	NV2t019862001.1, NV2t019855001.1, NV2t025997001.1, NV2t019866001.1, NV2t019860001.1, NV2t019864001.1, NV2t019863001.1, NV2t019863002.1, NV2t019861001.1, NV2t019858001.1
OG0000008	Nvec	pdam_00021976-RA, pdam_00021975-RA	NV2t021535001.1, NV2t021535003.1, NV2t021535002.1
OG0000008	Nvec	pdam_00024813-RA, pdam_00023732-RA, pdam_00003862-RA, pdam_00020573-RA, pdam_00020572-RA, pdam_00000224-RA, pdam_00000895-RA, pdam_00011127-RA, pdam_00018270-RA, pdam_00022997-RA, pdam_00014043-RA, pdam_00016192-RA, pdam_00018132-RA, pdam_00012852-RA, pdam_00012850-RA, pdam_00013942-RA, pdam_00024747-RA, pdam_00014218-RA, pdam_00024748-RA, pdam_00006541-RA	NV2t020637001.1
OG0000009	Nvec	pdam_00024486-RA, pdam_00022869-RA, pdam_00016656-RA, pdam_00015407-RA, pdam_00024216-RA, pdam_00006335-RA, pdam_00006047-RA, pdam_00012103-RA, pdam_00025090-RA, pdam_00018012-RA, pdam_00021529-RA, pdam_00025938-RA, pdam_00007550-RA, pdam_00007099-RA, pdam_00012102-RA, pdam_00005940-RA, pdam_00008531-RA, pdam_00016510-RA, pdam_00005939-RA, pdam_00014022-RA, pdam_00004068-RA, pdam_00025091-RA, pdam_00013281-RA, pdam_00009988-RA, pdam_00022774-RA, pdam_00017450-RA, pdam_00020488-RA, pdam_00010009-RA, pdam_00001498-RA, pdam_00017261-RA, pdam_00015144-RA, pdam_00025186-RA, pdam_00020493-RA, pdam_00003587-RA, pdam_00015738-RA, pdam_00010010-RA, pdam_00022177-RA, pdam_00009445-RA, pdam_00000480-RA, pdam_00018276-RA, pdam_00003309-RA, pdam_00001976-RA, pdam_00009219-RA, pdam_00025170-RA, pdam_00005934-RA, pdam_00021549-RA, pdam_00023880-RA, pdam_00000431-RA, pdam_00022724-RA, pdam_00024342-RA, pdam_00016157-RA, pdam_00016158-RA, pdam_00024343-RA, pdam_00016872-RA, pdam_00007716-RA, pdam_00025692-RA, pdam_00024365-RA, pdam_00024452-RA, pdam_00025343-RA, pdam_00002871-RA, pdam_00006871-RA, pdam_00002870-RA, pdam_00021683-RA, pdam_00013219-RA, pdam_00023955-RA, pdam_00019882-RA, pdam_00017828-RA, pdam_00020779-RA, pdam_00013220-RA, pdam_00024341-RA, pdam_00013221-RA, pdam_00022725-RA, pdam_00025873-RA, pdam_00010087-RA, pdam_00002866-RA, pdam_00002865-RA, pdam_00001977-RA, pdam_00011206-RA, pdam_00006004-RA, pdam_00022642-RA, pdam_00025533-RA, pdam_00011575-RA, pdam_00024162-RA, pdam_00019185-RA, pdam_00023414-RA, pdam_00024672-RA, pdam_00019186-RA, pdam_00014708-RA, pdam_00024330-RA, pdam_00009218-RA, pdam_00008958-RA, pdam_00011205-RA, pdam_00013218-RA, pdam_00021546-RA, pdam_00006032-RA, pdam_00023216-RA, pdam_00019908-RA, pdam_00010328-RA, pdam_00020145-RA, pdam_00005005-RA, pdam_00024873-RA, pdam_00016590-RA, pdam_00007476-RA, pdam_00024557-RA, pdam_00025742-RA, pdam_00023415-RA, pdam_00008354-RA, pdam_00024460-RA, pdam_00005496-RA, pdam_00024734-RA, pdam_00025765-RA, pdam_00024540-RA, pdam_00020853-RA, pdam_00024709-RA, pdam_00006357-RA	NV2t015264001.1, NV2t010292001.1, NV2t025760001.1, NV2t004814001.1, NV2t004838001.1, NV2t004839001.1, NV2t025882001.1
OG0000010	Nvec	pdam_00010329-RA	NV2t009850001.1
OG0000010	Nvec	pdam_00020717-RA, pdam_00017725-RA, pdam_00013020-RA	NV2t016800001.1
OG0000010	Nvec	pdam_00023072-RA, pdam_00008605-RA, pdam_00008541-RA, pdam_00003384-RA, pdam_00006353-RA, pdam_00001493-RA, pdam_00009768-RA, pdam_00005488-RA, pdam_00018377-RA, pdam_00006089-RA, pdam_00006336-RA, pdam_00024630-RA, pdam_00006352-RA, pdam_00022728-RA, pdam_00013019-RA, pdam_00006343-RA, pdam_00016330-RA, pdam_00008606-RA, pdam_00016153-RA	NV2t006738001.1
OG0000011	Hsap	pdam_00006363-RA, pdam_00023516-RA, pdam_00003274-RA, pdam_00012591-RA, pdam_00021739-RA, pdam_00023661-RA, pdam_00007111-RA, pdam_00007117-RA, pdam_00021738-RA, pdam_00007119-RA, pdam_00011487-RA, pdam_00007125-RA, pdam_00007109-RA, pdam_00021776-RA, pdam_00002956-RA, pdam_00026027-RA, pdam_00022727-RA, pdam_00016536-RA, pdam_00016538-RA, pdam_00007124-RA, pdam_00019984-RA, pdam_00011486-RA, pdam_00007110-RA, pdam_00007118-RA, pdam_00024521-RA, pdam_00012163-RA, pdam_00025890-RA, pdam_00025331-RA, pdam_00017827-RA, pdam_00024282-RA, pdam_00022335-RA, pdam_00016662-RA, pdam_00017627-RA, pdam_00016218-RA, pdam_00025362-RA, pdam_00024522-RA, pdam_00015684-RA, pdam_00023660-RA, pdam_00006287-RA, pdam_00023605-RA, pdam_00023606-RA, pdam_00026074-RA, pdam_00022002-RA, pdam_00017264-RA, pdam_00022000-RA, pdam_00022001-RA, pdam_00022729-RA, pdam_00016213-RA, pdam_00016211-RA, pdam_00016296-RA, pdam_00016215-RA, pdam_00016214-RA, pdam_00016217-RA, pdam_00001625-RA, pdam_00016216-RA, pdam_00011309-RA, pdam_00003390-RA, pdam_00003389-RA, pdam_00021999-RA, pdam_00021998-RA, pdam_00025578-RA, pdam_00022730-RA, pdam_00023223-RA, pdam_00023224-RA, pdam_00013766-RA, pdam_00013767-RA, pdam_00013768-RA, pdam_00024520-RA, pdam_00024214-RA, pdam_00024665-RA, pdam_00022334-RA, pdam_00022804-RA, pdam_00021310-RA, pdam_00010062-RA, pdam_00010063-RA, pdam_00017161-RA, pdam_00024909-RA, pdam_00002089-RA, pdam_00022867-RA, pdam_00023069-RA, pdam_00010059-RA, pdam_00023659-RA, pdam_00016400-RA, pdam_00017157-RA, pdam_00017156-RA, pdam_00024281-RA, pdam_00021309-RA, pdam_00024280-RA, pdam_00023352-RA, pdam_00023426-RA, pdam_00015683-RA, pdam_00015681-RA, pdam_00019307-RA, pdam_00019306-RA, pdam_00019308-RA, pdam_00021659-RA, pdam_00021656-RA, pdam_00021654-RA, pdam_00021657-RA, pdam_00021646-RA, pdam_00021648-RA, pdam_00018683-RA, pdam_00016310-RA, pdam_00003940-RA, pdam_00021660-RA, pdam_00023353-RA, pdam_00021647-RA, pdam_00021652-RA, pdam_00012849-RA, pdam_00008237-RA, pdam_00017265-RA, pdam_00006222-RA, pdam_00025769-RA, pdam_00024279-RA	KRBD2_HUMAN
OG0000011	Nvec	pdam_00012591-RA	NV2t015756001.1
OG0000011	Nvec	pdam_00023660-RA, pdam_00006287-RA, pdam_00023605-RA, pdam_00023606-RA, pdam_00026074-RA, pdam_00022002-RA, pdam_00017264-RA, pdam_00022000-RA, pdam_00022001-RA, pdam_00022729-RA, pdam_00016213-RA, pdam_00016211-RA, pdam_00016296-RA, pdam_00016215-RA, pdam_00016214-RA, pdam_00016217-RA, pdam_00001625-RA, pdam_00016216-RA, pdam_00011309-RA, pdam_00003390-RA, pdam_00003389-RA, pdam_00021999-RA, pdam_00021998-RA, pdam_00025578-RA, pdam_00022730-RA, pdam_00023223-RA, pdam_00023224-RA, pdam_00013766-RA, pdam_00013767-RA, pdam_00013768-RA, pdam_00024520-RA, pdam_00024214-RA, pdam_00024665-RA, pdam_00022334-RA, pdam_00022804-RA, pdam_00021310-RA, pdam_00010062-RA, pdam_00010063-RA, pdam_00017161-RA, pdam_00024909-RA, pdam_00002089-RA, pdam_00022867-RA, pdam_00023069-RA, pdam_00010059-RA, pdam_00023659-RA, pdam_00016400-RA, pdam_00017157-RA, pdam_00017156-RA, pdam_00024281-RA, pdam_00021309-RA, pdam_00024280-RA, pdam_00023352-RA, pdam_00023426-RA, pdam_00015683-RA, pdam_00015681-RA, pdam_00019307-RA, pdam_00019306-RA, pdam_00019308-RA, pdam_00021659-RA, pdam_00021656-RA, pdam_00021654-RA, pdam_00021657-RA, pdam_00021646-RA, pdam_00021648-RA, pdam_00018683-RA, pdam_00016310-RA, pdam_00003940-RA, pdam_00021660-RA, pdam_00023353-RA, pdam_00021647-RA, pdam_00021652-RA, pdam_00012849-RA, pdam_00008237-RA	NV2t002867001.1
OG0000011	Nvec	pdam_00017265-RA, pdam_00006222-RA	NV2t005383001.1
OG0000011	Nvec	pdam_00025769-RA, pdam_00024279-RA	NV2t006657001.1
OG0000012	Hsap	pdam_00004223-RA, pdam_00008792-RA, pdam_00004230-RA, pdam_00022806-RA, pdam_00008793-RA, pdam_00008789-RA, pdam_00023686-RA, pdam_00023397-RA, pdam_00004199-RA, pdam_00025939-RA, pdam_00024740-RA, pdam_00022802-RA, pdam_00023398-RA, pdam_00022807-RA, pdam_00008791-RA, pdam_00004229-RA, pdam_00008785-RA, pdam_00024588-RA, pdam_00024589-RA, pdam_00008447-RA, pdam_00004209-RA, pdam_00008784-RA, pdam_00008779-RA, pdam_00009835-RA, pdam_00024829-RA, pdam_00024828-RA, pdam_00017554-RA, pdam_00023363-RA, pdam_00023362-RA, pdam_00025628-RA, pdam_00013333-RA, pdam_00005801-RA, pdam_00005800-RA, pdam_00023361-RA, pdam_00021468-RA, pdam_00017124-RA, pdam_00026055-RA, pdam_00023355-RA, pdam_00023354-RA, pdam_00017283-RA, pdam_00020116-RA, pdam_00012703-RA, pdam_00011047-RA, pdam_00021823-RA, pdam_00021819-RA, pdam_00021820-RA, pdam_00024757-RA, pdam_00024758-RA, pdam_00021825-RA, pdam_00021822-RA, pdam_00021824-RA, pdam_00025944-RA, pdam_00022135-RA, pdam_00016761-RA, pdam_00016382-RA, pdam_00016383-RA, pdam_00014827-RA, pdam_00021821-RA, pdam_00024797-RA, pdam_00025933-RA, pdam_00022307-RA, pdam_00022306-RA, pdam_00022308-RA, pdam_00015916-RA, pdam_00016537-RA, pdam_00025497-RA, pdam_00025868-RA, pdam_00017399-RA, pdam_00025791-RA, pdam_00025949-RA, pdam_00013949-RA, pdam_00026002-RA, pdam_00004412-RA, pdam_00019790-RA, pdam_00002404-RA, pdam_00025481-RA, pdam_00023356-RA, pdam_00000469-RA, pdam_00005803-RA, pdam_00016571-RA, pdam_00016570-RA	PP6R2_HUMAN, PP6R3_HUMAN, PP6R1_HUMAN
OG0000012	Mmus	pdam_00004223-RA, pdam_00008792-RA, pdam_00004230-RA, pdam_00022806-RA, pdam_00008793-RA, pdam_00008789-RA, pdam_00023686-RA, pdam_00023397-RA, pdam_00004199-RA, pdam_00025939-RA, pdam_00024740-RA, pdam_00022802-RA, pdam_00023398-RA, pdam_00022807-RA, pdam_00008791-RA, pdam_00004229-RA, pdam_00008785-RA, pdam_00024588-RA, pdam_00024589-RA, pdam_00008447-RA, pdam_00004209-RA, pdam_00008784-RA, pdam_00008779-RA, pdam_00009835-RA, pdam_00024829-RA, pdam_00024828-RA, pdam_00017554-RA, pdam_00023363-RA, pdam_00023362-RA, pdam_00025628-RA, pdam_00013333-RA, pdam_00005801-RA, pdam_00005800-RA, pdam_00023361-RA, pdam_00021468-RA, pdam_00017124-RA, pdam_00026055-RA, pdam_00023355-RA, pdam_00023354-RA, pdam_00017283-RA, pdam_00020116-RA, pdam_00012703-RA, pdam_00011047-RA, pdam_00021823-RA, pdam_00021819-RA, pdam_00021820-RA, pdam_00024757-RA, pdam_00024758-RA, pdam_00021825-RA, pdam_00021822-RA, pdam_00021824-RA, pdam_00025944-RA, pdam_00022135-RA, pdam_00016761-RA, pdam_00016382-RA, pdam_00016383-RA, pdam_00014827-RA, pdam_00021821-RA, pdam_00024797-RA, pdam_00025933-RA, pdam_00022307-RA, pdam_00022306-RA, pdam_00022308-RA, pdam_00015916-RA, pdam_00016537-RA, pdam_00025497-RA, pdam_00025868-RA, pdam_00017399-RA, pdam_00025791-RA, pdam_00025949-RA, pdam_00013949-RA, pdam_00026002-RA, pdam_00004412-RA, pdam_00019790-RA, pdam_00002404-RA, pdam_00025481-RA, pdam_00023356-RA, pdam_00000469-RA, pdam_00005803-RA, pdam_00016571-RA, pdam_00016570-RA	PP6R2_MOUSE, PP6R3_MOUSE, PP6R1_MOUSE
OG0000012	Nvec	pdam_00004223-RA, pdam_00008792-RA, pdam_00004230-RA, pdam_00022806-RA, pdam_00008793-RA, pdam_00008789-RA, pdam_00023686-RA, pdam_00023397-RA, pdam_00004199-RA, pdam_00025939-RA, pdam_00024740-RA, pdam_00022802-RA, pdam_00023398-RA, pdam_00022807-RA, pdam_00008791-RA, pdam_00004229-RA, pdam_00008785-RA, pdam_00024588-RA, pdam_00024589-RA, pdam_00008447-RA, pdam_00004209-RA, pdam_00008784-RA, pdam_00008779-RA, pdam_00009835-RA, pdam_00024829-RA, pdam_00024828-RA, pdam_00017554-RA, pdam_00023363-RA, pdam_00023362-RA, pdam_00025628-RA, pdam_00013333-RA, pdam_00005801-RA, pdam_00005800-RA, pdam_00023361-RA, pdam_00021468-RA, pdam_00017124-RA	NV2t006140001.1
OG0000012	Nvec	pdam_00026055-RA, pdam_00023355-RA, pdam_00023354-RA, pdam_00017283-RA, pdam_00020116-RA, pdam_00012703-RA, pdam_00011047-RA, pdam_00021823-RA, pdam_00021819-RA, pdam_00021820-RA, pdam_00024757-RA, pdam_00024758-RA, pdam_00021825-RA, pdam_00021822-RA, pdam_00021824-RA, pdam_00025944-RA, pdam_00022135-RA, pdam_00016761-RA, pdam_00016382-RA, pdam_00016383-RA, pdam_00014827-RA, pdam_00021821-RA, pdam_00024797-RA, pdam_00025933-RA	NV2t010135001.1, NV2t010135002.1, NV2t010553001.1, NV2t005969009.1, NV2t005969010.1, NV2t005969013.1, NV2t005969012.1, NV2t005969015.1, NV2t005969017.1, NV2t022086002.1, NV2t005969014.1, NV2t005969005.1, NV2t005969001.1, NV2t005969003.1, NV2t005969004.1, NV2t005969002.1, NV2t005969011.1, NV2t005969007.1, NV2t005969006.1, NV2t005969008.1, NV2t019067001.1, NV2t019067002.1, NV2t019067004.1, NV2t019067003.1
OG0000012	Nvec	pdam_00022307-RA, pdam_00022306-RA, pdam_00022308-RA, pdam_00015916-RA, pdam_00016537-RA, pdam_00025497-RA, pdam_00025868-RA, pdam_00017399-RA, pdam_00025791-RA, pdam_00025949-RA, pdam_00013949-RA, pdam_00026002-RA, pdam_00004412-RA, pdam_00019790-RA, pdam_00002404-RA	NV2t005425001.1
OG0000012	Nvec	pdam_00023356-RA, pdam_00000469-RA, pdam_00005803-RA, pdam_00016571-RA, pdam_00016570-RA	NV2t009657001.1
OG0000013	Hsap	pdam_00001492-RA, pdam_00001287-RA, pdam_00001286-RA, pdam_00020411-RA, pdam_00006264-RA, pdam_00009141-RA, pdam_00006769-RA, pdam_00006770-RA, pdam_00006768-RA, pdam_00006261-RA, pdam_00018737-RA, pdam_00025886-RA, pdam_00006385-RA, pdam_00001720-RA, pdam_00025652-RA, pdam_00022799-RA, pdam_00022798-RA, pdam_00001718-RA, pdam_00001719-RA, pdam_00009498-RA, pdam_00009497-RA, pdam_00009490-RA, pdam_00009496-RA, pdam_00018748-RA, pdam_00017189-RA, pdam_00001721-RA, pdam_00022800-RA, pdam_00025816-RA, pdam_00001717-RA, pdam_00006677-RA, pdam_00007450-RA, pdam_00006676-RA, pdam_00006671-RA, pdam_00006674-RA, pdam_00006673-RA, pdam_00006669-RA, pdam_00013640-RA, pdam_00013633-RA, pdam_00002127-RA, pdam_00013641-RA, pdam_00005190-RA, pdam_00005187-RA, pdam_00005189-RA, pdam_00008074-RA, pdam_00005044-RA, pdam_00018439-RA, pdam_00016644-RA, pdam_00001065-RA, pdam_00001063-RA, pdam_00001068-RA, pdam_00001067-RA, pdam_00001062-RA, pdam_00001061-RA, pdam_00001969-RA, pdam_00002697-RA, pdam_00023055-RA, pdam_00007884-RA, pdam_00023053-RA, pdam_00023051-RA, pdam_00024373-RA, pdam_00024372-RA, pdam_00007885-RA, pdam_00007887-RA, pdam_00023054-RA, pdam_00019528-RA, pdam_00019531-RA, pdam_00012632-RA, pdam_00012631-RA, pdam_00019527-RA, pdam_00012637-RA, pdam_00012633-RA, pdam_00012634-RA	NK2R_HUMAN, NK1R_HUMAN, NK3R_HUMAN
OG0000013	Mmus	pdam_00001492-RA, pdam_00001287-RA, pdam_00001286-RA, pdam_00020411-RA, pdam_00006264-RA, pdam_00009141-RA, pdam_00006769-RA, pdam_00006770-RA, pdam_00006768-RA, pdam_00006261-RA, pdam_00018737-RA, pdam_00025886-RA, pdam_00006385-RA, pdam_00001720-RA, pdam_00025652-RA, pdam_00022799-RA, pdam_00022798-RA, pdam_00001718-RA, pdam_00001719-RA, pdam_00009498-RA, pdam_00009497-RA, pdam_00009490-RA, pdam_00009496-RA, pdam_00018748-RA, pdam_00017189-RA, pdam_00001721-RA, pdam_00022800-RA, pdam_00025816-RA, pdam_00001717-RA, pdam_00006677-RA, pdam_00007450-RA, pdam_00006676-RA, pdam_00006671-RA, pdam_00006674-RA, pdam_00006673-RA, pdam_00006669-RA, pdam_00013640-RA, pdam_00013633-RA, pdam_00002127-RA, pdam_00013641-RA, pdam_00005190-RA, pdam_00005187-RA, pdam_00005189-RA, pdam_00008074-RA, pdam_00005044-RA, pdam_00018439-RA, pdam_00016644-RA, pdam_00001065-RA, pdam_00001063-RA, pdam_00001068-RA, pdam_00001067-RA, pdam_00001062-RA, pdam_00001061-RA, pdam_00001969-RA, pdam_00002697-RA, pdam_00023055-RA, pdam_00007884-RA, pdam_00023053-RA, pdam_00023051-RA, pdam_00024373-RA, pdam_00024372-RA, pdam_00007885-RA, pdam_00007887-RA, pdam_00023054-RA, pdam_00019528-RA, pdam_00019531-RA, pdam_00012632-RA, pdam_00012631-RA, pdam_00019527-RA, pdam_00012637-RA, pdam_00012633-RA, pdam_00012634-RA	NK2R_MOUSE, NK1R_MOUSE, NK3R_MOUSE
OG0000013	Nvec	pdam_00001287-RA	NV2t022046001.1
OG0000013	Nvec	pdam_00001286-RA	NV2t000557001.1, NV2t010078001.1, NV2t010078002.1
OG0000013	Nvec	pdam_00020411-RA	NV2t016530001.1, NV2t016530002.1, NV2t016530003.1, NV2t016530004.1, NV2t016530005.1
OG0000013	Nvec	pdam_00006264-RA	NV2t011008001.1
OG0000013	Nvec	pdam_00009141-RA	NV2t018622001.1
OG0000013	Nvec	pdam_00006769-RA, pdam_00006770-RA, pdam_00006768-RA	NV2t018120001.1, NV2t018120002.1
OG0000013	Nvec	pdam_00018737-RA, pdam_00025886-RA, pdam_00006385-RA, pdam_00001720-RA, pdam_00025652-RA, pdam_00022799-RA, pdam_00022798-RA, pdam_00001718-RA, pdam_00001719-RA, pdam_00009498-RA, pdam_00009497-RA, pdam_00009490-RA, pdam_00009496-RA, pdam_00018748-RA	NV2t000925001.1
OG0000013	Nvec	pdam_00017189-RA	NV2t001992001.1
OG0000013	Nvec	pdam_00001721-RA, pdam_00022800-RA, pdam_00025816-RA, pdam_00001717-RA, pdam_00006677-RA	NV2t010575001.1, NV2t010575005.1, NV2t010575002.1, NV2t010575004.1, NV2t010575003.1, NV2t010575006.1, NV2t010575007.1
OG0000013	Nvec	pdam_00007450-RA, pdam_00006676-RA, pdam_00006671-RA, pdam_00006674-RA, pdam_00006673-RA, pdam_00006669-RA	NV2t009619001.1, NV2t009619002.1, NV2t009619003.1
OG0000013	Nvec	pdam_00013640-RA, pdam_00013633-RA	NV2t014996001.1
OG0000013	Nvec	pdam_00002127-RA, pdam_00013641-RA, pdam_00005190-RA, pdam_00005187-RA, pdam_00005189-RA	NV2t014995001.1
