Orthogroup	Hsap	Gfas
OG0000411	CLIP2_HUMAN, CLIP1_HUMAN	gfas1.m1.20377.m1
OG0000412	RFX1_HUMAN, RFX3_HUMAN, RFX2_HUMAN	gfas1.m1.2534.m1
OG0000419	PODN_HUMAN, PONL1_HUMAN, ASPN_HUMAN, PGS1_HUMAN, PGS2_HUMAN, ECM2_HUMAN	gfas1.m1.7105.m1, gfas1.m1.21589.m1
OG0000420	VLDLR_HUMAN, LDLR_HUMAN, LRP8_HUMAN	gfas1.m1.1143.m1, gfas1.m1.4755.m1, gfas1.m1.1161.m1
OG0000421	SYT3_HUMAN, SYT9_HUMAN, SYT10_HUMAN, SYT6_HUMAN, SYT17_HUMAN, SYT4_HUMAN, SYT7_HUMAN	gfas1.m1.3376.m1
OG0000422	CAH7_HUMAN, CAH5B_HUMAN, CAH5A_HUMAN, CAH2_HUMAN, CAH3_HUMAN, CAH13_HUMAN, CAH1_HUMAN	gfas1.m1.6445.m1
OG0000423	CPNE4_HUMAN, CPNE6_HUMAN, CPNE7_HUMAN, CPNE2_HUMAN, CPNE1_HUMAN, CPNE3_HUMAN	gfas1.m1.16094.m1, gfas1.m1.15748.m1
OG0000424	DMRT3_HUMAN, DMRT1_HUMAN	gfas1.m1.1313.m1, gfas1.m1.1311.m1, gfas1.m1.403.m1, gfas1.m1.23185.m1, gfas1.m1.13791.m1
OG0000425	1433G_HUMAN, 1433F_HUMAN, 1433S_HUMAN, 1433Z_HUMAN, 1433B_HUMAN, 1433T_HUMAN	gfas1.m1.7477.m1
OG0000426	GCNT4_HUMAN, GCNT7_HUMAN, GNT2A_HUMAN	gfas1.m1.16701.m1, gfas1.m1.6300.m1, gfas1.m1.4411.m1, gfas1.m1.10944.m1, gfas1.m1.7781.m1, gfas1.m1.12657.m1, gfas1.m1.13380.m1
OG0000427	DYLT5_HUMAN	gfas1.m1.15453.m1, gfas1.m1.15452.m1, gfas1.m1.15459.m1, gfas1.m1.6498.m1, gfas1.m1.4360.m1, gfas1.m1.4359.m1, gfas1.m1.4351.m1, gfas1.m1.20898.m1, gfas1.m1.17887.m1
OG0000428	GNAZ_HUMAN, GNAI2_HUMAN, GNAI1_HUMAN, GNAI3_HUMAN, GNAT3_HUMAN, GNAT1_HUMAN, GNAT2_HUMAN	gfas1.m1.18651.m1
OG0000429	IFIH1_HUMAN, DHX58_HUMAN, RIGI_HUMAN	gfas1.m1.15686.m1, gfas1.m1.8853.m1, gfas1.m1.5491.m1, gfas1.m1.8851.m1
OG0000432	MRP2_HUMAN, MRP3_HUMAN, MRP1_HUMAN, MRP6_HUMAN	gfas1.m1.3500.m1, gfas1.m1.23575.m1, gfas1.m1.8829.m1, gfas1.m1.9293.m1, gfas1.m1.3501.m1, gfas1.m1.3506.m1
OG0000436	ZIC4_HUMAN, ZIC3_HUMAN, ZIC2_HUMAN, ZIC1_HUMAN	gfas1.m1.13708.m1, gfas1.m1.1619.m1, gfas1.m1.1620.m1, gfas1.m1.1624.m1
OG0000438	S26A2_HUMAN, S26A5_HUMAN, S26A6_HUMAN	gfas1.m1.3153.m1, gfas1.m1.3149.m1, gfas1.m1.3150.m1, gfas1.m1.3154.m1
OG0000439	S29A3_HUMAN, S29A2_HUMAN, S29A1_HUMAN	gfas1.m1.15866.m1
OG0000440	ADHX_HUMAN, ADH4_HUMAN, ADH7_HUMAN, ADH1A_HUMAN, ADH1B_HUMAN, ADH1G_HUMAN	gfas1.m1.21639.m1, gfas1.m1.6660.m1, gfas1.m1.21101.m1, gfas1.m1.9571.m1, gfas1.m1.18005.m1
OG0000442	ARSL_HUMAN, ARSD_HUMAN, ARSF_HUMAN, ARSH_HUMAN, STS_HUMAN	gfas1.m1.6812.m1, gfas1.m1.5928.m1, gfas1.m1.6811.m1, gfas1.m1.6803.m1, gfas1.m1.5918.m1
OG0000444	HYAS1_HUMAN, HYAS2_HUMAN, HYAS3_HUMAN	gfas1.m1.20679.m1, gfas1.m1.16114.m1, gfas1.m1.8645.m1
OG0000445	PON1_HUMAN, PON3_HUMAN, PON2_HUMAN	gfas1.m1.1936.m1, gfas1.m1.19319.m1, gfas1.m1.19318.m1, gfas1.m1.8554.m1, gfas1.m1.19316.m1, gfas1.m1.19317.m1
OG0000446	CELF3_HUMAN, CELF6_HUMAN, CELF5_HUMAN, CELF4_HUMAN	gfas1.m1.7159.m1
OG0000447	MYCD_HUMAN, MRTFB_HUMAN, MRTFA_HUMAN	gfas1.m1.7398.m1, gfas1.m1.6247.m1
OG0000448	AP2E_HUMAN, AP2B_HUMAN, AP2C_HUMAN, AP2A_HUMAN	gfas1.m1.1919.m1
OG0000449	MYC_HUMAN, MYCN_HUMAN	gfas1.m1.16865.m1, gfas1.m1.16864.m1, gfas1.m1.16866.m1, gfas1.m1.16862.m1
OG0000450	KCNQ1_HUMAN, KCNQ5_HUMAN, KCNQ4_HUMAN, KCNQ3_HUMAN, KCNQ2_HUMAN	gfas1.m1.12589.m1, gfas1.m1.11077.m1
OG0000451	LMX1A_HUMAN, LMX1B_HUMAN	gfas1.m1.7720.m1
OG0000452	GDF11_HUMAN, GDF8_HUMAN, INHBB_HUMAN, INHBA_HUMAN, INHBE_HUMAN, INHBC_HUMAN	gfas1.m1.19068.m1, gfas1.m1.19067.m1, gfas1.m1.380.m1
OG0000453	PMS2_HUMAN, PM2P2_HUMAN, PM2P1_HUMAN, PM2P5_HUMAN, PM2P3_HUMAN, PM2PB_HUMAN, UPK3B_HUMAN, PMS2L_HUMAN	gfas1.m1.17205.m1
OG0000455	PMFBP_HUMAN	gfas1.m1.18920.m1, gfas1.m1.18919.m1
OG0000456	USF1_HUMAN, USF2_HUMAN	gfas1.m1.4006.m1
OG0000457	HMGB3_HUMAN, HMGB2_HUMAN, HGB1A_HUMAN, SP110_HUMAN, SP140_HUMAN, SP14L_HUMAN, SP100_HUMAN, HMGB1_HUMAN	gfas1.m1.1832.m1
OG0000458	CRUM2_HUMAN, CRUM1_HUMAN	gfas1.m1.6882.m1
OG0000467	NPTX1_HUMAN, NPTXR_HUMAN, NPTX2_HUMAN	gfas1.m1.4994.m1
OG0000469	TNR27_HUMAN, TNR19_HUMAN	gfas1.m1.20259.m1, gfas1.m1.11532.m1, gfas1.m1.11533.m1, gfas1.m1.3160.m1, gfas1.m1.12033.m1, gfas1.m1.1888.m1, gfas1.m1.18663.m1, gfas1.m1.19834.m1, gfas1.m1.3159.m1, gfas1.m1.12792.m1
OG0000470	LIN41_HUMAN	gfas1.m1.8822.m1, gfas1.m1.8819.m1, gfas1.m1.8824.m1, gfas1.m1.3417.m1, gfas1.m1.18853.m1, gfas1.m1.1551.m1
OG0000471	S6A19_HUMAN, S6A18_HUMAN, S6A20_HUMAN	gfas1.m1.3910.m1, gfas1.m1.4374.m1, gfas1.m1.4372.m1
OG0000472	CHIT1_HUMAN, OVGP1_HUMAN, CHIA_HUMAN	gfas1.m1.20089.m1, gfas1.m1.6433.m1, gfas1.m1.6429.m1
OG0000473	AMPQ_HUMAN, AMPN_HUMAN, AMPE_HUMAN	gfas1.m1.17140.m1, gfas1.m1.22034.m1, gfas1.m1.23424.m1
OG0000474	ANO7_HUMAN	gfas1.m1.3934.m1, gfas1.m1.3938.m1
OG0000475	CAR14_HUMAN, CAR10_HUMAN, CAR11_HUMAN, CARD9_HUMAN	gfas1.m1.6056.m1, gfas1.m1.6054.m1, gfas1.m1.6057.m1, gfas1.m1.6055.m1, gfas1.m1.10636.m1
OG0000477	ECE1_HUMAN, ECE2_HUMAN, EFCE2_HUMAN	gfas1.m1.7607.m1, gfas1.m1.15804.m1, gfas1.m1.7793.m1
OG0000478	EF2_HUMAN	gfas1.m1.18855.m1
OG0000480	FKRP_HUMAN	gfas1.m1.17896.m1, gfas1.m1.9953.m1, gfas1.m1.17274.m1, gfas1.m1.8046.m1, gfas1.m1.21586.m1, gfas1.m1.753.m1, gfas1.m1.19021.m1, gfas1.m1.15359.m1
OG0000482	PLPP3_HUMAN, PLPP2_HUMAN, PLPP1_HUMAN	gfas1.m1.8594.m1, gfas1.m1.3824.m1, gfas1.m1.18684.m1, gfas1.m1.5054.m1
OG0000483	DTX3L_HUMAN, DTX3_HUMAN	gfas1.m1.16055.m1, gfas1.m1.291.m1, gfas1.m1.292.m1, gfas1.m1.287.m1, gfas1.m1.20935.m1, gfas1.m1.288.m1, gfas1.m1.281.m1, gfas1.m1.20933.m1, gfas1.m1.284.m1, gfas1.m1.11694.m1, gfas1.m1.283.m1
OG0000486	LYZL5_HUMAN, LYSC_HUMAN, LYZL1_HUMAN, LYZL2_HUMAN, SACA3_HUMAN, LYZL4_HUMAN, LYZL6_HUMAN	gfas1.m1.15201.m1
OG0000487	ILEU_HUMAN, HMSD_HUMAN, SPB8_HUMAN, SPB9_HUMAN, SPB6_HUMAN	gfas1.m1.2597.m1, gfas1.m1.17633.m1, gfas1.m1.14450.m1, gfas1.m1.14453.m1
OG0000488	RHBG_HUMAN, RHCG_HUMAN	gfas1.m1.4834.m1, gfas1.m1.6496.m1
OG0000489	CGAS_HUMAN	gfas1.m1.16207.m1, gfas1.m1.19683.m1, gfas1.m1.21280.m1, gfas1.m1.1998.m1, gfas1.m1.10114.m1, gfas1.m1.9522.m1, gfas1.m1.21823.m1, gfas1.m1.2240.m1, gfas1.m1.6907.m1, gfas1.m1.1124.m1
OG0000491	CATS_HUMAN, CATL2_HUMAN, CATL1_HUMAN, CATL3_HUMAN	gfas1.m1.7819.m1, gfas1.m1.7817.m1, gfas1.m1.5110.m1, gfas1.m1.5111.m1
OG0000492	GLBL2_HUMAN, GLBL3_HUMAN	gfas1.m1.2600.m1, gfas1.m1.12171.m1, gfas1.m1.22979.m1, gfas1.m1.7986.m1, gfas1.m1.22620.m1, gfas1.m1.1668.m1, gfas1.m1.23830.m1
OG0000494	NUDT3_HUMAN, NUD4B_HUMAN, NUDT4_HUMAN, NUD10_HUMAN, NUD11_HUMAN	gfas1.m1.3514.m1, gfas1.m1.3515.m1
OG0000495	MARC2_HUMAN, MARC1_HUMAN	gfas1.m1.10839.m1, gfas1.m1.5654.m1
OG0000497	MAFF_HUMAN, MAFK_HUMAN, MAFG_HUMAN	gfas1.m1.16569.m1, gfas1.m1.19095.m1, gfas1.m1.19096.m1, gfas1.m1.301.m1, gfas1.m1.300.m1, gfas1.m1.306.m1
OG0000499	PPBT_HUMAN, PPBI_HUMAN, PPB1_HUMAN, PPBN_HUMAN	gfas1.m1.13770.m1, gfas1.m1.7882.m1, gfas1.m1.8776.m1
OG0000500	CO4A3_HUMAN, CO4A1_HUMAN, CO4A5_HUMAN, CO4A4_HUMAN, CO4A6_HUMAN, CO4A2_HUMAN	gfas1.m1.20080.m1, gfas1.m1.16023.m1
OG0000501	HPGDS_HUMAN	gfas1.m1.17389.m1, gfas1.m1.9939.m1, gfas1.m1.21872.m1, gfas1.m1.9937.m1, gfas1.m1.22387.m1, gfas1.m1.17390.m1, gfas1.m1.17388.m1
OG0000502	SAM13_HUMAN, SAMD1_HUMAN	gfas1.m1.6503.m1, gfas1.m1.12953.m1
OG0000504	CAN9_HUMAN, CAN11_HUMAN, CAN1_HUMAN, CAN2_HUMAN, CAN8_HUMAN	gfas1.m1.7397.m1
OG0000505	AQP7B_HUMAN, AQP7_HUMAN, AQP3_HUMAN, AQP9_HUMAN	gfas1.m1.4653.m1, gfas1.m1.4662.m1
OG0000506	GSTM3_HUMAN, GSTM4_HUMAN, GSTM2_HUMAN, GSTM1_HUMAN, GSTM5_HUMAN	gfas1.m1.18162.m1, gfas1.m1.18163.m1
OG0000507	CAMP1_HUMAN, CAMP3_HUMAN, CAMP2_HUMAN	gfas1.m1.637.m1, gfas1.m1.635.m1
OG0000508	PRP39_HUMAN	gfas1.m1.17770.m1
OG0000509	SGSM3_HUMAN	gfas1.m1.3036.m1
OG0000511	SWAHA_HUMAN, SWAHB_HUMAN, SWAHD_HUMAN, SWAHC_HUMAN	gfas1.m1.6634.m1
OG0000512	ASPG_HUMAN	gfas1.m1.13297.m1, gfas1.m1.9353.m1
OG0000513	DUS2_HUMAN	gfas1.m1.6282.m1
OG0000514	CHST1_HUMAN, CHST3_HUMAN, CHST4_HUMAN, CHST5_HUMAN, CHST6_HUMAN, CHST2_HUMAN, CHST7_HUMAN	gfas1.m1.1590.m1
OG0000515	EYA2_HUMAN, EYA4_HUMAN, EYA1_HUMAN	gfas1.m1.215.m1
OG0000516	TLE6_HUMAN, TLE2_HUMAN, TLE3_HUMAN, TLE1_HUMAN, TLE4_HUMAN	gfas1.m1.1114.m1
OG0000517	NET4_HUMAN, NTNG1_HUMAN, NET3_HUMAN, LAMB3_HUMAN, LAMB4_HUMAN, LAMB1_HUMAN, LAMB2_HUMAN	gfas1.m1.16088.m1
OG0000518	ARHG6_HUMAN, ARHG7_HUMAN	gfas1.m1.2594.m1
OG0000519	FOXD2_HUMAN, FOXD3_HUMAN, FOXD1_HUMAN, FX4L1_HUMAN, FOXD4_HUMAN, FX4L4_HUMAN, FX4L5_HUMAN, FX4L3_HUMAN, FX4L6_HUMAN	gfas1.m1.4925.m1
OG0000520	KPCB_HUMAN, KPCG_HUMAN, KPCA_HUMAN	gfas1.m1.4793.m1
OG0000521	WSCD2_HUMAN, WSCD1_HUMAN, KREM1_HUMAN, KREM2_HUMAN	gfas1.m1.23220.m1
OG0000522	FHL1_HUMAN, FHL3_HUMAN, FHL5_HUMAN, FHL2_HUMAN	gfas1.m1.3869.m1, gfas1.m1.6787.m1, gfas1.m1.6786.m1
OG0000523	RC3H1_HUMAN, RC3H2_HUMAN	gfas1.m1.5415.m1
OG0000524	MARK2_HUMAN, MARK3_HUMAN, MARK1_HUMAN	gfas1.m1.6550.m1
OG0000525	GTR2_HUMAN, GTR14_HUMAN, GTR3_HUMAN, GLUT4_HUMAN, GTR1_HUMAN	gfas1.m1.17845.m1
OG0000536	NPY2R_HUMAN, PRLHR_HUMAN, QRFPR_HUMAN, NPFF1_HUMAN, NPFF2_HUMAN	gfas1.m1.14257.m1, gfas1.m1.14255.m1, gfas1.m1.14258.m1
OG0000537	TLR2_HUMAN, TLR10_HUMAN, TLR6_HUMAN, TLR1_HUMAN	gfas1.m1.3776.m1
OG0000538	CTRL_HUMAN, CTRB1_HUMAN, CTRB2_HUMAN, PRS33_HUMAN	gfas1.m1.7723.m1, gfas1.m1.21489.m1, gfas1.m1.22364.m1, gfas1.m1.3897.m1, gfas1.m1.16187.m1, gfas1.m1.8775.m1
OG0000539	PTPRF_HUMAN, PTPRS_HUMAN, PTPRD_HUMAN	gfas1.m1.3139.m1
OG0000540	GLT13_HUMAN, GALT1_HUMAN	gfas1.m1.9438.m1, gfas1.m1.1324.m1, gfas1.m1.9440.m1, gfas1.m1.7411.m1, gfas1.m1.4277.m1
OG0000541	DMBX1_HUMAN	gfas1.m1.5283.m1, gfas1.m1.2441.m1, gfas1.m1.5284.m1, gfas1.m1.2443.m1, gfas1.m1.2439.m1, gfas1.m1.2440.m1, gfas1.m1.2437.m1
OG0000542	ADCY1_HUMAN, ADCY7_HUMAN, ADCY4_HUMAN, ADCY2_HUMAN, ADCY8_HUMAN, ADCY3_HUMAN	gfas1.m1.4736.m1
OG0000543	TENS4_HUMAN	gfas1.m1.7816.m1
OG0000544	KPB1_HUMAN, KPB2_HUMAN	gfas1.m1.18353.m1
OG0000545	PRDM6_HUMAN	gfas1.m1.1121.m1, gfas1.m1.1118.m1, gfas1.m1.9583.m1, gfas1.m1.3959.m1
OG0000546	WDR64_HUMAN	gfas1.m1.5175.m1, gfas1.m1.21610.m1, gfas1.m1.18191.m1, gfas1.m1.10359.m1
OG0000547	CTR3_HUMAN, CTR2_HUMAN, CTR1_HUMAN	gfas1.m1.7065.m1, gfas1.m1.13513.m1, gfas1.m1.15791.m1, gfas1.m1.4765.m1, gfas1.m1.18619.m1
OG0000548	NWD1_HUMAN	gfas1.m1.7188.m1, gfas1.m1.21595.m1, gfas1.m1.9695.m1, gfas1.m1.2078.m1, gfas1.m1.2086.m1, gfas1.m1.12855.m1, gfas1.m1.23298.m1
OG0000550	NEUL2_HUMAN, NEUL3_HUMAN, NEUL1_HUMAN, NEU1B_HUMAN	gfas1.m1.14929.m1, gfas1.m1.738.m1
OG0000551	LRAT_HUMAN, PLAT1_HUMAN, PLAT4_HUMAN, PLAT2_HUMAN, PLAT3_HUMAN	gfas1.m1.7156.m1, gfas1.m1.7153.m1, gfas1.m1.7155.m1, gfas1.m1.10931.m1, gfas1.m1.20829.m1
OG0000552	S15A4_HUMAN, S15A3_HUMAN	gfas1.m1.13561.m1, gfas1.m1.113.m1, gfas1.m1.121.m1, gfas1.m1.114.m1
OG0000553	FAXC_HUMAN	gfas1.m1.18624.m1, gfas1.m1.8762.m1, gfas1.m1.17407.m1, gfas1.m1.21034.m1, gfas1.m1.12465.m1, gfas1.m1.10591.m1, gfas1.m1.10588.m1, gfas1.m1.10589.m1
OG0000554	ANPRB_HUMAN, ANPRA_HUMAN	gfas1.m1.2916.m1, gfas1.m1.16712.m1, gfas1.m1.18766.m1, gfas1.m1.16710.m1, gfas1.m1.15403.m1, gfas1.m1.15402.m1, gfas1.m1.15401.m1
OG0000555	IFT56_HUMAN	gfas1.m1.4918.m1, gfas1.m1.13072.m1, gfas1.m1.16592.m1, gfas1.m1.19626.m1, gfas1.m1.3448.m1, gfas1.m1.3452.m1, gfas1.m1.3451.m1, gfas1.m1.3458.m1, gfas1.m1.3457.m1
OG0000556	B2CL1_HUMAN, B2CL2_HUMAN, BCL2_HUMAN	gfas1.m1.14143.m1, gfas1.m1.18521.m1, gfas1.m1.23288.m1, gfas1.m1.16579.m1
OG0000557	ZNFX1_HUMAN	gfas1.m1.7223.m1, gfas1.m1.7222.m1, gfas1.m1.3973.m1, gfas1.m1.3967.m1, gfas1.m1.9500.m1, gfas1.m1.8769.m1, gfas1.m1.3187.m1, gfas1.m1.9185.m1, gfas1.m1.9184.m1, gfas1.m1.15694.m1
OG0000558	LMTD1_HUMAN	gfas1.m1.5127.m1
OG0000559	TIMP1_HUMAN, TIMP3_HUMAN, TIMP2_HUMAN, TIMP4_HUMAN	gfas1.m1.1222.m1, gfas1.m1.1221.m1, gfas1.m1.1223.m1
OG0000562	MK09_HUMAN, MK10_HUMAN, MK08_HUMAN	gfas1.m1.17727.m1
OG0000563	MGT5A_HUMAN	gfas1.m1.6822.m1, gfas1.m1.14063.m1, gfas1.m1.6724.m1, gfas1.m1.12586.m1, gfas1.m1.10239.m1, gfas1.m1.10240.m1, gfas1.m1.8397.m1
OG0000566	LMTK3_HUMAN, LMTK2_HUMAN, LMTK1_HUMAN	gfas1.m1.20688.m1
OG0000568	BHMT1_HUMAN, BHMT2_HUMAN	gfas1.m1.4877.m1, gfas1.m1.4941.m1, gfas1.m1.4942.m1, gfas1.m1.14782.m1, gfas1.m1.3777.m1, gfas1.m1.23028.m1
OG0000569	SLN14_HUMAN, SLN11_HUMAN, SLN13_HUMAN, SLN12_HUMAN, SN12L_HUMAN, SLFN5_HUMAN	gfas1.m1.5162.m1, gfas1.m1.23509.m1
OG0000570	CDCP2_HUMAN	gfas1.m1.7040.m1, gfas1.m1.19717.m1, gfas1.m1.23389.m1, gfas1.m1.15162.m1
OG0000572	DEST_HUMAN, COF2_HUMAN, COF1_HUMAN	gfas1.m1.9926.m1, gfas1.m1.11326.m1
OG0000573	GATA_HUMAN	gfas1.m1.2478.m1, gfas1.m1.14057.m1, gfas1.m1.10810.m1
OG0000574	CBPM_HUMAN, CBPE_HUMAN	gfas1.m1.20233.m1, gfas1.m1.4190.m1, gfas1.m1.6063.m1, gfas1.m1.10581.m1
OG0000575	EMAL4_HUMAN, EMAL1_HUMAN, EMAL2_HUMAN	gfas1.m1.16229.m1
OG0000576	CFAB_HUMAN, CO2_HUMAN	gfas1.m1.20573.m1, gfas1.m1.15816.m1, gfas1.m1.12403.m1, gfas1.m1.20487.m1, gfas1.m1.11340.m1, gfas1.m1.20053.m1
OG0000577	DRAM1_HUMAN, DRAM2_HUMAN	gfas1.m1.14951.m1, gfas1.m1.13257.m1, gfas1.m1.5839.m1, gfas1.m1.13249.m1, gfas1.m1.13250.m1
OG0000578	ARAP1_HUMAN, ARAP3_HUMAN, ARAP2_HUMAN	gfas1.m1.21853.m1, gfas1.m1.22145.m1
OG0000580	MEF2C_HUMAN, MEF2D_HUMAN, MEF2A_HUMAN	gfas1.m1.13973.m1
OG0000581	CHD8_HUMAN, CHD6_HUMAN, CHD7_HUMAN, CHD9_HUMAN	gfas1.m1.5109.m1
OG0000582	PKP4_HUMAN, CTND2_HUMAN	gfas1.m1.16893.m1, gfas1.m1.3275.m1
OG0000584	PH4H_HUMAN, TY3H_HUMAN, TPH2_HUMAN, TPH1_HUMAN	gfas1.m1.1753.m1
OG0000585	S38A6_HUMAN, S38A5_HUMAN, S38A3_HUMAN, S38A1_HUMAN, S38A2_HUMAN, S38A4_HUMAN	gfas1.m1.20189.m1
OG0000586	CSRP3_HUMAN, CSRP2_HUMAN, CSRP1_HUMAN	gfas1.m1.7006.m1
OG0000587	PIR_HUMAN	gfas1.m1.19859.m1
OG0000588	ABI3_HUMAN, ABI2_HUMAN, ABI1_HUMAN	gfas1.m1.12232.m1, gfas1.m1.17877.m1
OG0000589	TPD53_HUMAN, TPD52_HUMAN, TPD55_HUMAN, TPD54_HUMAN	gfas1.m1.16509.m1
OG0000590	BMP6_HUMAN, BMP7_HUMAN, BMP8A_HUMAN, BMP8B_HUMAN, BMP5_HUMAN	gfas1.m1.15039.m1
OG0000591	ACSL5_HUMAN, ACSL6_HUMAN, ACSL1_HUMAN	gfas1.m1.809.m1, gfas1.m1.810.m1, gfas1.m1.812.m1
OG0000592	SAPL1_HUMAN, SAP_HUMAN	gfas1.m1.4748.m1
OG0000593	ASB9_HUMAN, ASB5_HUMAN, ASB11_HUMAN	gfas1.m1.5617.m1, gfas1.m1.15449.m1, gfas1.m1.19383.m1
OG0000594	RASEF_HUMAN	gfas1.m1.11.m1
OG0000595	DDX43_HUMAN, DDX53_HUMAN	gfas1.m1.15948.m1
OG0000596	DPYS_HUMAN, DPYL5_HUMAN, DPYL1_HUMAN, DPYL3_HUMAN, DPYL4_HUMAN, DPYL2_HUMAN	gfas1.m1.3427.m1
OG0000597	AGAP2_HUMAN, AGAP3_HUMAN, AGAP1_HUMAN, AGA11_HUMAN, AGAP5_HUMAN, AGAP9_HUMAN, AGAP7_HUMAN, AGAP4_HUMAN, AGAP6_HUMAN	gfas1.m1.11248.m1
OG0000607	CCBE1_HUMAN	gfas1.m1.5747.m1, gfas1.m1.5749.m1, gfas1.m1.21068.m1, gfas1.m1.16089.m1, gfas1.m1.10525.m1, gfas1.m1.12118.m1, gfas1.m1.10903.m1, gfas1.m1.12868.m1, gfas1.m1.11346.m1, gfas1.m1.12765.m1
OG0000608	FOSB_HUMAN, FOS_HUMAN, FOSL1_HUMAN, FOSL2_HUMAN	gfas1.m1.18979.m1, gfas1.m1.21572.m1
OG0000609	PA21B_HUMAN	gfas1.m1.16222.m1, gfas1.m1.2031.m1
OG0000610	PCDH1_HUMAN, PCDH7_HUMAN, PCDH9_HUMAN, PC11X_HUMAN, PC11Y_HUMAN, PCD20_HUMAN, PCD17_HUMAN, PCD12_HUMAN	gfas1.m1.1709.m1
OG0000611	FAT4_HUMAN	gfas1.m1.1091.m1, gfas1.m1.17655.m1, gfas1.m1.5183.m1, gfas1.m1.3086.m1, gfas1.m1.15754.m1, gfas1.m1.3171.m1, gfas1.m1.3169.m1
OG0000612	SC6A6_HUMAN, S6A11_HUMAN, S6A13_HUMAN, S6A12_HUMAN, SC6A8_HUMAN	gfas1.m1.18588.m1, gfas1.m1.7862.m1
OG0000613	S39A6_HUMAN, S39AA_HUMAN	gfas1.m1.20720.m1, gfas1.m1.18262.m1, gfas1.m1.12027.m1
OG0000614	TIGD5_HUMAN, TIGD1_HUMAN, CENP1_HUMAN, JERKY_HUMAN, JERKL_HUMAN, TIGD2_HUMAN, TIGD7_HUMAN	gfas1.m1.21719.m1
OG0000615	PLCD4_HUMAN, PLCD3_HUMAN, PLCD1_HUMAN	gfas1.m1.7797.m1
OG0000616	HS905_HUMAN, HS902_HUMAN, HS90A_HUMAN, HS90B_HUMAN, H90B4_HUMAN, H90B3_HUMAN	gfas1.m1.3117.m1
OG0000617	LR74B_HUMAN	gfas1.m1.9145.m1, gfas1.m1.2150.m1, gfas1.m1.15610.m1, gfas1.m1.7498.m1
OG0000618	MEOX2_HUMAN, MEOX1_HUMAN	gfas1.m1.7116.m1, gfas1.m1.7117.m1, gfas1.m1.7119.m1, gfas1.m1.7118.m1
OG0000619	P5I11_HUMAN	gfas1.m1.13193.m1
OG0000621	RDH13_HUMAN, RDH11_HUMAN, RDH12_HUMAN	gfas1.m1.10720.m1, gfas1.m1.5242.m1
OG0000622	HMGX3_HUMAN	gfas1.m1.22355.m1, gfas1.m1.22264.m1, gfas1.m1.21314.m1, gfas1.m1.21202.m1, gfas1.m1.7611.m1, gfas1.m1.15129.m1, gfas1.m1.20378.m1, gfas1.m1.22674.m1, gfas1.m1.7612.m1, gfas1.m1.12228.m1, gfas1.m1.11401.m1
OG0000625	GON4L_HUMAN, YYAP1_HUMAN	gfas1.m1.18555.m1
OG0000626	ALAT2_HUMAN, ALAT1_HUMAN	gfas1.m1.4383.m1, gfas1.m1.4388.m1, gfas1.m1.20982.m1, gfas1.m1.4386.m1
OG0000627	H4_HUMAN	gfas1.m1.4397.m1, gfas1.m1.2529.m1, gfas1.m1.6077.m1, gfas1.m1.2532.m1, gfas1.m1.19400.m1
OG0000630	MYPT2_HUMAN, MYPT1_HUMAN	gfas1.m1.13702.m1, gfas1.m1.13703.m1
OG0000632	QRIC2_HUMAN	gfas1.m1.7177.m1, gfas1.m1.14860.m1, gfas1.m1.14620.m1, gfas1.m1.6672.m1
OG0000633	CNO11_HUMAN	gfas1.m1.4513.m1, gfas1.m1.23803.m1, gfas1.m1.8277.m1, gfas1.m1.8089.m1, gfas1.m1.18474.m1, gfas1.m1.20132.m1, gfas1.m1.5029.m1, gfas1.m1.22951.m1, gfas1.m1.22705.m1, gfas1.m1.105.m1
OG0000634	PROZ_HUMAN, FA9_HUMAN, PROC_HUMAN, FA7_HUMAN, FA10_HUMAN	gfas1.m1.17322.m1, gfas1.m1.22444.m1
OG0000637	MGLYR_HUMAN, GP179_HUMAN	gfas1.m1.823.m1, gfas1.m1.15480.m1, gfas1.m1.15482.m1
OG0000638	TAOK3_HUMAN, TAOK1_HUMAN, TAOK2_HUMAN	gfas1.m1.10076.m1
OG0000639	LOXL2_HUMAN, LOXL3_HUMAN, LOXL4_HUMAN	gfas1.m1.7406.m1, gfas1.m1.17639.m1, gfas1.m1.7405.m1
OG0000640	NR2F6_HUMAN, COT2_HUMAN, COT1_HUMAN	gfas1.m1.13971.m1, gfas1.m1.16836.m1
OG0000641	ATD3A_HUMAN, ATD3B_HUMAN	gfas1.m1.202.m1
OG0000642	RUFY2_HUMAN, RUFY1_HUMAN	gfas1.m1.9352.m1
OG0000643	ASGL1_HUMAN	gfas1.m1.16244.m1, gfas1.m1.16243.m1, gfas1.m1.4381.m1
OG0000644	EZRI_HUMAN, MOES_HUMAN, RADI_HUMAN	gfas1.m1.23204.m1, gfas1.m1.14243.m1
OG0000645	C27C1_HUMAN, CP27A_HUMAN	gfas1.m1.6630.m1, gfas1.m1.2739.m1
OG0000646	C2CD5_HUMAN	gfas1.m1.3412.m1
OG0000647	REQU_HUMAN, DPF1_HUMAN, DPF3_HUMAN	gfas1.m1.5092.m1
OG0000648	NFIC_HUMAN, NFIB_HUMAN, NFIX_HUMAN, NFIA_HUMAN	gfas1.m1.370.m1
