Orthogroup	Mmus	Gfas
OG0000391	GAPR1_MOUSE	gfas1.m1.7634.m1, gfas1.m1.7632.m1, gfas1.m1.14912.m1, gfas1.m1.14911.m1, gfas1.m1.17794.m1
OG0000392	ACSM3_MOUSE, ACSM5_MOUSE, ACSM2_MOUSE, ACSM1_MOUSE, ACSM4_MOUSE	gfas1.m1.3453.m1, gfas1.m1.3456.m1, gfas1.m1.3447.m1, gfas1.m1.20202.m1
OG0000394	ARHGP_MOUSE, KALRN_MOUSE, TRIO_MOUSE	gfas1.m1.14634.m1, gfas1.m1.1032.m1, gfas1.m1.14633.m1
OG0000395	CLIC3_MOUSE, CLIC1_MOUSE, CLIC5_MOUSE, CLIC4_MOUSE, CLIC6_MOUSE	gfas1.m1.4027.m1, gfas1.m1.18491.m1, gfas1.m1.4025.m1
OG0000396	HS3SB_MOUSE, HS3SA_MOUSE, HS3S6_MOUSE, HS3S2_MOUSE, HS3S5_MOUSE, HS3S1_MOUSE	gfas1.m1.8930.m1, gfas1.m1.8931.m1, gfas1.m1.12017.m1
OG0000397	FAS_MOUSE	gfas1.m1.15732.m1, gfas1.m1.16242.m1, gfas1.m1.8354.m1, gfas1.m1.8353.m1, gfas1.m1.8545.m1, gfas1.m1.8352.m1, gfas1.m1.6291.m1
OG0000398	TMM26_MOUSE	gfas1.m1.3943.m1, gfas1.m1.2848.m1, gfas1.m1.16075.m1, gfas1.m1.6507.m1, gfas1.m1.8128.m1
OG0000399	FMO5_MOUSE, FMO2_MOUSE, FMO4_MOUSE, FMO1_MOUSE, FMO3_MOUSE	gfas1.m1.8305.m1, gfas1.m1.6757.m1, gfas1.m1.8003.m1, gfas1.m1.8004.m1
OG0000400	DHB1_MOUSE	gfas1.m1.13019.m1, gfas1.m1.15306.m1, gfas1.m1.7830.m1, gfas1.m1.7828.m1, gfas1.m1.4618.m1, gfas1.m1.13018.m1, gfas1.m1.4628.m1, gfas1.m1.3653.m1, gfas1.m1.3650.m1, gfas1.m1.21512.m1
OG0000401	FGRL1_MOUSE	gfas1.m1.22842.m1, gfas1.m1.20690.m1, gfas1.m1.19589.m1, gfas1.m1.20275.m1, gfas1.m1.20869.m1, gfas1.m1.20442.m1, gfas1.m1.13396.m1, gfas1.m1.14812.m1
OG0000403	CATD_MOUSE, RENI1_MOUSE, RENI2_MOUSE, CATE_MOUSE, PEPC_MOUSE, PEPA5_MOUSE, NAPSA_MOUSE	gfas1.m1.14949.m1
OG0000404	KI20A_MOUSE	gfas1.m1.3756.m1
OG0000406	INT6_MOUSE, INT6L_MOUSE	gfas1.m1.2326.m1
OG0000407	ARM10_MOUSE, ARMX3_MOUSE, ARMX6_MOUSE, ARMX1_MOUSE, ARMX2_MOUSE, ARMX5_MOUSE	gfas1.m1.13883.m1
OG0000408	SCRIB_MOUSE	gfas1.m1.15254.m1
OG0000409	TRPC1_MOUSE, TRPC5_MOUSE, TRPC4_MOUSE, TRPC2_MOUSE, TRPC6_MOUSE, TRPC7_MOUSE, TRPC3_MOUSE	gfas1.m1.2217.m1, gfas1.m1.16337.m1, gfas1.m1.16336.m1
OG0000410	TAF11_MOUSE	gfas1.m1.1733.m1
OG0000411	CLIP2_MOUSE, CLIP1_MOUSE	gfas1.m1.20377.m1
OG0000412	RFX1_MOUSE, RFX3_MOUSE, RFX2_MOUSE	gfas1.m1.2534.m1
OG0000419	NEPN_MOUSE, PODN_MOUSE, PONL1_MOUSE, ASPN_MOUSE, PGS1_MOUSE, PGS2_MOUSE, ECM2_MOUSE	gfas1.m1.7105.m1, gfas1.m1.21589.m1
OG0000420	VLDLR_MOUSE, LDLR_MOUSE, LRP8_MOUSE	gfas1.m1.1143.m1, gfas1.m1.4755.m1, gfas1.m1.1161.m1
OG0000421	SYT3_MOUSE, SYT9_MOUSE, SYT10_MOUSE, SYT6_MOUSE, SYT17_MOUSE, SYT4_MOUSE, SYT7_MOUSE	gfas1.m1.3376.m1
OG0000422	CAH7_MOUSE, CAH5B_MOUSE, CAH5A_MOUSE, CAH2_MOUSE, CAH3_MOUSE, CAH13_MOUSE, CAH1_MOUSE	gfas1.m1.6445.m1
OG0000423	CPNE4_MOUSE, CPNE6_MOUSE, CPNE7_MOUSE, CPNE2_MOUSE, CPNE1_MOUSE, CPNE3_MOUSE	gfas1.m1.16094.m1, gfas1.m1.15748.m1
OG0000424	DMRT3_MOUSE, DMRT1_MOUSE	gfas1.m1.1313.m1, gfas1.m1.1311.m1, gfas1.m1.403.m1, gfas1.m1.23185.m1, gfas1.m1.13791.m1
OG0000425	1433G_MOUSE, 1433F_MOUSE, 1433S_MOUSE, 1433Z_MOUSE, 1433B_MOUSE, 1433T_MOUSE	gfas1.m1.7477.m1
OG0000426	GCNT4_MOUSE, GCNT7_MOUSE, GCNT2_MOUSE	gfas1.m1.16701.m1, gfas1.m1.6300.m1, gfas1.m1.4411.m1, gfas1.m1.10944.m1, gfas1.m1.7781.m1, gfas1.m1.12657.m1, gfas1.m1.13380.m1
OG0000427	DYLT5_MOUSE	gfas1.m1.15453.m1, gfas1.m1.15452.m1, gfas1.m1.15459.m1, gfas1.m1.6498.m1, gfas1.m1.4360.m1, gfas1.m1.4359.m1, gfas1.m1.4351.m1, gfas1.m1.20898.m1, gfas1.m1.17887.m1
OG0000428	GNAZ_MOUSE, GNAI2_MOUSE, GNAI1_MOUSE, GNAI3_MOUSE, GNAT3_MOUSE, GNAT1_MOUSE, GNAT2_MOUSE	gfas1.m1.18651.m1
OG0000429	IFIH1_MOUSE, DHX58_MOUSE, RIGI_MOUSE	gfas1.m1.15686.m1, gfas1.m1.8853.m1, gfas1.m1.5491.m1, gfas1.m1.8851.m1
OG0000432	MRP2_MOUSE, MRP3_MOUSE, MRP1_MOUSE, MRP6_MOUSE	gfas1.m1.3500.m1, gfas1.m1.23575.m1, gfas1.m1.8829.m1, gfas1.m1.9293.m1, gfas1.m1.3501.m1, gfas1.m1.3506.m1
OG0000436	ZIC4_MOUSE, ZIC3_MOUSE, ZIC2_MOUSE, ZIC1_MOUSE	gfas1.m1.13708.m1, gfas1.m1.1619.m1, gfas1.m1.1620.m1, gfas1.m1.1624.m1
OG0000438	S26A2_MOUSE, S26A5_MOUSE, S26A6_MOUSE	gfas1.m1.3153.m1, gfas1.m1.3149.m1, gfas1.m1.3150.m1, gfas1.m1.3154.m1
OG0000439	S29A3_MOUSE, S29A2_MOUSE, S29A1_MOUSE	gfas1.m1.15866.m1
OG0000440	ADHX_MOUSE, ADH4_MOUSE, ADH7_MOUSE, ADH1_MOUSE	gfas1.m1.21639.m1, gfas1.m1.6660.m1, gfas1.m1.21101.m1, gfas1.m1.9571.m1, gfas1.m1.18005.m1
OG0000442	STS_MOUSE	gfas1.m1.6812.m1, gfas1.m1.5928.m1, gfas1.m1.6811.m1, gfas1.m1.6803.m1, gfas1.m1.5918.m1
OG0000444	HYAS1_MOUSE, HYAS2_MOUSE, HYAS3_MOUSE	gfas1.m1.20679.m1, gfas1.m1.16114.m1, gfas1.m1.8645.m1
OG0000445	PON1_MOUSE, PON3_MOUSE, PON2_MOUSE	gfas1.m1.1936.m1, gfas1.m1.19319.m1, gfas1.m1.19318.m1, gfas1.m1.8554.m1, gfas1.m1.19316.m1, gfas1.m1.19317.m1
OG0000446	CELF3_MOUSE, CELF6_MOUSE, CELF4_MOUSE	gfas1.m1.7159.m1
OG0000447	MYCD_MOUSE, MRTFB_MOUSE, MRTFA_MOUSE	gfas1.m1.7398.m1, gfas1.m1.6247.m1
OG0000448	AP2E_MOUSE, AP2B_MOUSE, AP2C_MOUSE, AP2A_MOUSE	gfas1.m1.1919.m1
OG0000449	MYCB_MOUSE, MYC_MOUSE, MYCN_MOUSE, MYCS_MOUSE	gfas1.m1.16865.m1, gfas1.m1.16864.m1, gfas1.m1.16866.m1, gfas1.m1.16862.m1
OG0000450	KCNQ1_MOUSE, KCNQ5_MOUSE, KCNQ4_MOUSE, KCNQ3_MOUSE, KCNQ2_MOUSE	gfas1.m1.12589.m1, gfas1.m1.11077.m1
OG0000451	LMX1A_MOUSE, LMX1B_MOUSE	gfas1.m1.7720.m1
OG0000452	GDF11_MOUSE, GDF8_MOUSE, INHBB_MOUSE, INHBA_MOUSE, INHBE_MOUSE, INHBC_MOUSE	gfas1.m1.19068.m1, gfas1.m1.19067.m1, gfas1.m1.380.m1
OG0000453	UPK3B_MOUSE, PMS2_MOUSE	gfas1.m1.17205.m1
OG0000455	PMFBP_MOUSE	gfas1.m1.18920.m1, gfas1.m1.18919.m1
OG0000456	USF1_MOUSE, USF2_MOUSE	gfas1.m1.4006.m1
OG0000457	HMGB3_MOUSE, HMGB2_MOUSE, SP110_MOUSE, CSPRS_MOUSE, SP100_MOUSE, HMGB1_MOUSE	gfas1.m1.1832.m1
OG0000458	CRUM2_MOUSE, CRUM1_MOUSE	gfas1.m1.6882.m1
OG0000467	NPTX1_MOUSE, NPTXR_MOUSE, NPTX2_MOUSE	gfas1.m1.4994.m1
OG0000469	TNR27_MOUSE, TNR19_MOUSE	gfas1.m1.20259.m1, gfas1.m1.11532.m1, gfas1.m1.11533.m1, gfas1.m1.3160.m1, gfas1.m1.12033.m1, gfas1.m1.1888.m1, gfas1.m1.18663.m1, gfas1.m1.19834.m1, gfas1.m1.3159.m1, gfas1.m1.12792.m1
OG0000470	LIN41_MOUSE	gfas1.m1.8822.m1, gfas1.m1.8819.m1, gfas1.m1.8824.m1, gfas1.m1.3417.m1, gfas1.m1.18853.m1, gfas1.m1.1551.m1
OG0000471	S6A19_MOUSE, S6A18_MOUSE, S620B_MOUSE, S620A_MOUSE	gfas1.m1.3910.m1, gfas1.m1.4374.m1, gfas1.m1.4372.m1
OG0000472	CHIT1_MOUSE, OVGP1_MOUSE, CHIL3_MOUSE, CHIL4_MOUSE, CHIA_MOUSE	gfas1.m1.20089.m1, gfas1.m1.6433.m1, gfas1.m1.6429.m1
OG0000473	AMPQ_MOUSE, AMPN_MOUSE, AMPE_MOUSE	gfas1.m1.17140.m1, gfas1.m1.22034.m1, gfas1.m1.23424.m1
OG0000474	ANO7_MOUSE	gfas1.m1.3934.m1, gfas1.m1.3938.m1
OG0000475	CAR14_MOUSE, CAR10_MOUSE, CAR11_MOUSE, CARD9_MOUSE	gfas1.m1.6056.m1, gfas1.m1.6054.m1, gfas1.m1.6057.m1, gfas1.m1.6055.m1, gfas1.m1.10636.m1
OG0000477	ECE1_MOUSE, ECE2_MOUSE, EFCE2_MOUSE	gfas1.m1.7607.m1, gfas1.m1.15804.m1, gfas1.m1.7793.m1
OG0000478	EF2_MOUSE	gfas1.m1.18855.m1
OG0000480	FKRP_MOUSE	gfas1.m1.17896.m1, gfas1.m1.9953.m1, gfas1.m1.17274.m1, gfas1.m1.8046.m1, gfas1.m1.21586.m1, gfas1.m1.753.m1, gfas1.m1.19021.m1, gfas1.m1.15359.m1
OG0000482	PLPP3_MOUSE, PLPP2_MOUSE, PLPP1_MOUSE	gfas1.m1.8594.m1, gfas1.m1.3824.m1, gfas1.m1.18684.m1, gfas1.m1.5054.m1
OG0000483	DTX3L_MOUSE, DTX3_MOUSE	gfas1.m1.16055.m1, gfas1.m1.291.m1, gfas1.m1.292.m1, gfas1.m1.287.m1, gfas1.m1.20935.m1, gfas1.m1.288.m1, gfas1.m1.281.m1, gfas1.m1.20933.m1, gfas1.m1.284.m1, gfas1.m1.11694.m1, gfas1.m1.283.m1
OG0000486	LYZL5_MOUSE, LYZ1_MOUSE, LYZ2_MOUSE, LYZL1_MOUSE, SACA3_MOUSE, LYZL4_MOUSE, LYZL6_MOUSE	gfas1.m1.15201.m1
OG0000487	ILEUA_MOUSE, ILEUC_MOUSE, ILEUB_MOUSE, SPB8_MOUSE, SPB6_MOUSE	gfas1.m1.2597.m1, gfas1.m1.17633.m1, gfas1.m1.14450.m1, gfas1.m1.14453.m1
OG0000488	RHBG_MOUSE, RHCG_MOUSE	gfas1.m1.4834.m1, gfas1.m1.6496.m1
OG0000489	CGAS_MOUSE	gfas1.m1.16207.m1, gfas1.m1.19683.m1, gfas1.m1.21280.m1, gfas1.m1.1998.m1, gfas1.m1.10114.m1, gfas1.m1.9522.m1, gfas1.m1.21823.m1, gfas1.m1.2240.m1, gfas1.m1.6907.m1, gfas1.m1.1124.m1
OG0000491	CATS_MOUSE, CATL1_MOUSE, TEST2_MOUSE	gfas1.m1.7819.m1, gfas1.m1.7817.m1, gfas1.m1.5110.m1, gfas1.m1.5111.m1
OG0000492	GLBL2_MOUSE, GLBL3_MOUSE	gfas1.m1.2600.m1, gfas1.m1.12171.m1, gfas1.m1.22979.m1, gfas1.m1.7986.m1, gfas1.m1.22620.m1, gfas1.m1.1668.m1, gfas1.m1.23830.m1
OG0000494	NUDT3_MOUSE, NUDT4_MOUSE, NUD10_MOUSE, NUD11_MOUSE	gfas1.m1.3514.m1, gfas1.m1.3515.m1
OG0000495	MARC2_MOUSE, MARC1_MOUSE	gfas1.m1.10839.m1, gfas1.m1.5654.m1
OG0000497	MAFF_MOUSE, MAFK_MOUSE, MAFG_MOUSE	gfas1.m1.16569.m1, gfas1.m1.19095.m1, gfas1.m1.19096.m1, gfas1.m1.301.m1, gfas1.m1.300.m1, gfas1.m1.306.m1
OG0000499	PPBT_MOUSE, PPBN_MOUSE, PPBI_MOUSE	gfas1.m1.13770.m1, gfas1.m1.7882.m1, gfas1.m1.8776.m1
OG0000500	CO4A3_MOUSE, CO4A1_MOUSE, CO4A5_MOUSE, CO4A4_MOUSE, CO4A2_MOUSE	gfas1.m1.20080.m1, gfas1.m1.16023.m1
OG0000501	HPGDS_MOUSE	gfas1.m1.17389.m1, gfas1.m1.9939.m1, gfas1.m1.21872.m1, gfas1.m1.9937.m1, gfas1.m1.22387.m1, gfas1.m1.17390.m1, gfas1.m1.17388.m1
OG0000502	SAM13_MOUSE, SAMD1_MOUSE	gfas1.m1.6503.m1, gfas1.m1.12953.m1
OG0000504	CAN9_MOUSE, CAN11_MOUSE, CAN1_MOUSE, CAN2_MOUSE, CAN8_MOUSE	gfas1.m1.7397.m1
OG0000505	AQP7_MOUSE, AQP3_MOUSE, AQP9_MOUSE	gfas1.m1.4653.m1, gfas1.m1.4662.m1
OG0000506	GSTM5_MOUSE, GSTM4_MOUSE, GSTM7_MOUSE, GSTM2_MOUSE, GSTM1_MOUSE, GSTM3_MOUSE, GSTM6_MOUSE	gfas1.m1.18162.m1, gfas1.m1.18163.m1
OG0000507	CAMP1_MOUSE, CAMP3_MOUSE, CAMP2_MOUSE	gfas1.m1.637.m1, gfas1.m1.635.m1
OG0000508	PRP39_MOUSE	gfas1.m1.17770.m1
OG0000509	SGSM3_MOUSE	gfas1.m1.3036.m1
OG0000511	SWAHA_MOUSE, SWAHB_MOUSE, SWAHD_MOUSE, SWAHC_MOUSE	gfas1.m1.6634.m1
OG0000512	ASPG_MOUSE	gfas1.m1.13297.m1, gfas1.m1.9353.m1
OG0000513	DUS2_MOUSE	gfas1.m1.6282.m1
OG0000514	CHST1_MOUSE, CHST3_MOUSE, CHST4_MOUSE, CHST5_MOUSE, CHST2_MOUSE, CHST7_MOUSE	gfas1.m1.1590.m1
OG0000515	EYA2_MOUSE, EYA4_MOUSE, EYA1_MOUSE	gfas1.m1.215.m1
OG0000516	TLE6_MOUSE, TLE2_MOUSE, TLE3_MOUSE, TLE1_MOUSE, TLE4_MOUSE	gfas1.m1.1114.m1
OG0000517	NET4_MOUSE, NTNG1_MOUSE, NET3_MOUSE, LAMB3_MOUSE, LAMB1_MOUSE, LAMB2_MOUSE	gfas1.m1.16088.m1
OG0000518	ARHG6_MOUSE, ARHG7_MOUSE	gfas1.m1.2594.m1
OG0000519	FOXD2_MOUSE, FOXD3_MOUSE, FOXD1_MOUSE, FOXD4_MOUSE	gfas1.m1.4925.m1
OG0000520	KPCB_MOUSE, KPCG_MOUSE, KPCA_MOUSE	gfas1.m1.4793.m1
OG0000521	WSCD2_MOUSE, WSCD1_MOUSE, KREM1_MOUSE, KREM2_MOUSE	gfas1.m1.23220.m1
OG0000522	FHL1_MOUSE, FHL3_MOUSE, FHL5_MOUSE, FHL2_MOUSE	gfas1.m1.3869.m1, gfas1.m1.6787.m1, gfas1.m1.6786.m1
OG0000523	RC3H1_MOUSE, RC3H2_MOUSE	gfas1.m1.5415.m1
OG0000524	MARK2_MOUSE, MARK3_MOUSE, MARK1_MOUSE	gfas1.m1.6550.m1
OG0000525	GTR2_MOUSE, GTR3_MOUSE, GLUT4_MOUSE, GTR1_MOUSE	gfas1.m1.17845.m1
OG0000536	NPY2R_MOUSE, PRLHR_MOUSE, QRFPR_MOUSE, NPFF2_MOUSE	gfas1.m1.14257.m1, gfas1.m1.14255.m1, gfas1.m1.14258.m1
OG0000537	TLR2_MOUSE, TLR6_MOUSE, TLR1_MOUSE, TLR13_MOUSE	gfas1.m1.3776.m1
OG0000538	CTRB1_MOUSE, PRS30_MOUSE, PRS33_MOUSE	gfas1.m1.7723.m1, gfas1.m1.21489.m1, gfas1.m1.22364.m1, gfas1.m1.3897.m1, gfas1.m1.16187.m1, gfas1.m1.8775.m1
OG0000539	PTPRF_MOUSE, PTPRS_MOUSE, PTPRD_MOUSE	gfas1.m1.3139.m1
OG0000540	GLT13_MOUSE, GALT1_MOUSE	gfas1.m1.9438.m1, gfas1.m1.1324.m1, gfas1.m1.9440.m1, gfas1.m1.7411.m1, gfas1.m1.4277.m1
OG0000541	DMBX1_MOUSE	gfas1.m1.5283.m1, gfas1.m1.2441.m1, gfas1.m1.5284.m1, gfas1.m1.2443.m1, gfas1.m1.2439.m1, gfas1.m1.2440.m1, gfas1.m1.2437.m1
OG0000542	ADCY1_MOUSE, ADCY7_MOUSE, ADCY4_MOUSE, ADCY2_MOUSE, ADCY8_MOUSE, ADCY3_MOUSE	gfas1.m1.4736.m1
OG0000543	TENS4_MOUSE	gfas1.m1.7816.m1
OG0000544	KPB1_MOUSE, KPB2_MOUSE	gfas1.m1.18353.m1
OG0000545	PRDM6_MOUSE	gfas1.m1.1121.m1, gfas1.m1.1118.m1, gfas1.m1.9583.m1, gfas1.m1.3959.m1
OG0000546	WDR64_MOUSE	gfas1.m1.5175.m1, gfas1.m1.21610.m1, gfas1.m1.18191.m1, gfas1.m1.10359.m1
OG0000547	CTR3_MOUSE, CTR2_MOUSE, CTR1_MOUSE	gfas1.m1.7065.m1, gfas1.m1.13513.m1, gfas1.m1.15791.m1, gfas1.m1.4765.m1, gfas1.m1.18619.m1
OG0000548	NWD1_MOUSE	gfas1.m1.7188.m1, gfas1.m1.21595.m1, gfas1.m1.9695.m1, gfas1.m1.2078.m1, gfas1.m1.2086.m1, gfas1.m1.12855.m1, gfas1.m1.23298.m1
OG0000550	NEUL2_MOUSE, NEUL3_MOUSE, NEUL1_MOUSE, NEU1B_MOUSE	gfas1.m1.14929.m1, gfas1.m1.738.m1
OG0000551	LRAT_MOUSE, PLAT1_MOUSE, PLAT3_MOUSE	gfas1.m1.7156.m1, gfas1.m1.7153.m1, gfas1.m1.7155.m1, gfas1.m1.10931.m1, gfas1.m1.20829.m1
OG0000552	S15A4_MOUSE, S15A3_MOUSE	gfas1.m1.13561.m1, gfas1.m1.113.m1, gfas1.m1.121.m1, gfas1.m1.114.m1
OG0000553	FAXC_MOUSE	gfas1.m1.18624.m1, gfas1.m1.8762.m1, gfas1.m1.17407.m1, gfas1.m1.21034.m1, gfas1.m1.12465.m1, gfas1.m1.10591.m1, gfas1.m1.10588.m1, gfas1.m1.10589.m1
OG0000554	ANPRB_MOUSE, ANPRA_MOUSE	gfas1.m1.2916.m1, gfas1.m1.16712.m1, gfas1.m1.18766.m1, gfas1.m1.16710.m1, gfas1.m1.15403.m1, gfas1.m1.15402.m1, gfas1.m1.15401.m1
OG0000555	IFT56_MOUSE	gfas1.m1.4918.m1, gfas1.m1.13072.m1, gfas1.m1.16592.m1, gfas1.m1.19626.m1, gfas1.m1.3448.m1, gfas1.m1.3452.m1, gfas1.m1.3451.m1, gfas1.m1.3458.m1, gfas1.m1.3457.m1
OG0000556	B2CL1_MOUSE, B2CL2_MOUSE, BCL2_MOUSE	gfas1.m1.14143.m1, gfas1.m1.18521.m1, gfas1.m1.23288.m1, gfas1.m1.16579.m1
OG0000557	ZNFX1_MOUSE	gfas1.m1.7223.m1, gfas1.m1.7222.m1, gfas1.m1.3973.m1, gfas1.m1.3967.m1, gfas1.m1.9500.m1, gfas1.m1.8769.m1, gfas1.m1.3187.m1, gfas1.m1.9185.m1, gfas1.m1.9184.m1, gfas1.m1.15694.m1
OG0000558	LMTD1_MOUSE	gfas1.m1.5127.m1
OG0000559	TIMP1_MOUSE, TIMP3_MOUSE, TIMP2_MOUSE, TIMP4_MOUSE	gfas1.m1.1222.m1, gfas1.m1.1221.m1, gfas1.m1.1223.m1
OG0000562	MK09_MOUSE, MK10_MOUSE, MK08_MOUSE	gfas1.m1.17727.m1
OG0000563	MGT5A_MOUSE	gfas1.m1.6822.m1, gfas1.m1.14063.m1, gfas1.m1.6724.m1, gfas1.m1.12586.m1, gfas1.m1.10239.m1, gfas1.m1.10240.m1, gfas1.m1.8397.m1
OG0000566	LMTK3_MOUSE, LMTK2_MOUSE, LMTK1_MOUSE	gfas1.m1.20688.m1
OG0000568	BHMT1_MOUSE, BHMT2_MOUSE	gfas1.m1.4877.m1, gfas1.m1.4941.m1, gfas1.m1.4942.m1, gfas1.m1.14782.m1, gfas1.m1.3777.m1, gfas1.m1.23028.m1
OG0000569	SLN14_MOUSE, SLFN8_MOUSE, SLFN9_MOUSE, SLFN2_MOUSE, SLFN1_MOUSE, SLFN5_MOUSE	gfas1.m1.5162.m1, gfas1.m1.23509.m1
OG0000570	CDCP2_MOUSE	gfas1.m1.7040.m1, gfas1.m1.19717.m1, gfas1.m1.23389.m1, gfas1.m1.15162.m1
OG0000572	DEST_MOUSE, COF2_MOUSE, COF1_MOUSE	gfas1.m1.9926.m1, gfas1.m1.11326.m1
OG0000573	GATA_MOUSE	gfas1.m1.2478.m1, gfas1.m1.14057.m1, gfas1.m1.10810.m1
OG0000574	CBPM_MOUSE, CBPE_MOUSE	gfas1.m1.20233.m1, gfas1.m1.4190.m1, gfas1.m1.6063.m1, gfas1.m1.10581.m1
OG0000575	EMAL4_MOUSE, EMAL1_MOUSE, EMAL2_MOUSE	gfas1.m1.16229.m1
OG0000576	CFAB_MOUSE, CO2_MOUSE	gfas1.m1.20573.m1, gfas1.m1.15816.m1, gfas1.m1.12403.m1, gfas1.m1.20487.m1, gfas1.m1.11340.m1, gfas1.m1.20053.m1
OG0000577	DRAM1_MOUSE, DRAM2_MOUSE	gfas1.m1.14951.m1, gfas1.m1.13257.m1, gfas1.m1.5839.m1, gfas1.m1.13249.m1, gfas1.m1.13250.m1
OG0000578	ARAP1_MOUSE, ARAP3_MOUSE, ARAP2_MOUSE	gfas1.m1.21853.m1, gfas1.m1.22145.m1
OG0000580	MEF2C_MOUSE, MEF2D_MOUSE, MEF2A_MOUSE	gfas1.m1.13973.m1
OG0000581	CHD8_MOUSE, CHD6_MOUSE, CHD7_MOUSE, CHD9_MOUSE	gfas1.m1.5109.m1
OG0000582	PKP4_MOUSE, CTND2_MOUSE	gfas1.m1.16893.m1, gfas1.m1.3275.m1
OG0000584	PH4H_MOUSE, TY3H_MOUSE, TPH2_MOUSE, TPH1_MOUSE	gfas1.m1.1753.m1
OG0000585	S38A6_MOUSE, S38A5_MOUSE, S38A3_MOUSE, S38A1_MOUSE, S38A2_MOUSE, S38A4_MOUSE	gfas1.m1.20189.m1
OG0000586	CSRP3_MOUSE, CSRP2_MOUSE, CSRP1_MOUSE	gfas1.m1.7006.m1
OG0000587	PIR_MOUSE	gfas1.m1.19859.m1
OG0000588	ABI3_MOUSE, ABI2_MOUSE, ABI1_MOUSE	gfas1.m1.12232.m1, gfas1.m1.17877.m1
OG0000589	TPD53_MOUSE, TPD52_MOUSE, TPD54_MOUSE	gfas1.m1.16509.m1
OG0000590	BMP6_MOUSE, BMP7_MOUSE, BMP8A_MOUSE, BMP8B_MOUSE, BMP5_MOUSE	gfas1.m1.15039.m1
OG0000591	ACSL5_MOUSE, ACSL6_MOUSE, ACSL1_MOUSE	gfas1.m1.809.m1, gfas1.m1.810.m1, gfas1.m1.812.m1
OG0000592	SAPL1_MOUSE, SAP_MOUSE	gfas1.m1.4748.m1
OG0000593	ASB9_MOUSE, ASB5_MOUSE, ASB11_MOUSE	gfas1.m1.5617.m1, gfas1.m1.15449.m1, gfas1.m1.19383.m1
OG0000594	RASEF_MOUSE	gfas1.m1.11.m1
OG0000596	DPYS_MOUSE, DPYL5_MOUSE, DPYL1_MOUSE, DPYL3_MOUSE, DPYL4_MOUSE, DPYL2_MOUSE	gfas1.m1.3427.m1
OG0000597	AGAP2_MOUSE, AGAP3_MOUSE, AGAP1_MOUSE	gfas1.m1.11248.m1
OG0000607	CCBE1_MOUSE	gfas1.m1.5747.m1, gfas1.m1.5749.m1, gfas1.m1.21068.m1, gfas1.m1.16089.m1, gfas1.m1.10525.m1, gfas1.m1.12118.m1, gfas1.m1.10903.m1, gfas1.m1.12868.m1, gfas1.m1.11346.m1, gfas1.m1.12765.m1
OG0000608	FOSB_MOUSE, FOS_MOUSE, FOSL1_MOUSE, FOSL2_MOUSE	gfas1.m1.18979.m1, gfas1.m1.21572.m1
OG0000609	PA21B_MOUSE	gfas1.m1.16222.m1, gfas1.m1.2031.m1
OG0000610	PCD20_MOUSE, PCD12_MOUSE	gfas1.m1.1709.m1
OG0000611	FAT4_MOUSE	gfas1.m1.1091.m1, gfas1.m1.17655.m1, gfas1.m1.5183.m1, gfas1.m1.3086.m1, gfas1.m1.15754.m1, gfas1.m1.3171.m1, gfas1.m1.3169.m1
OG0000612	SC6A6_MOUSE, S6A11_MOUSE, S6A13_MOUSE, S6A12_MOUSE, SC6A8_MOUSE	gfas1.m1.18588.m1, gfas1.m1.7862.m1
OG0000613	S39A6_MOUSE, S39AA_MOUSE	gfas1.m1.20720.m1, gfas1.m1.18262.m1, gfas1.m1.12027.m1
OG0000614	TIGD5_MOUSE, JERKY_MOUSE, JERKL_MOUSE, TIGD2_MOUSE	gfas1.m1.21719.m1
OG0000615	PLCD4_MOUSE, PLCD3_MOUSE, PLCD1_MOUSE	gfas1.m1.7797.m1
OG0000616	HS90A_MOUSE, HS90B_MOUSE	gfas1.m1.3117.m1
OG0000617	LR74B_MOUSE	gfas1.m1.9145.m1, gfas1.m1.2150.m1, gfas1.m1.15610.m1, gfas1.m1.7498.m1
OG0000618	MEOX2_MOUSE, MEOX1_MOUSE	gfas1.m1.7116.m1, gfas1.m1.7117.m1, gfas1.m1.7119.m1, gfas1.m1.7118.m1
OG0000619	P5I11_MOUSE	gfas1.m1.13193.m1
OG0000621	RDH13_MOUSE, RDH11_MOUSE, RDH12_MOUSE	gfas1.m1.10720.m1, gfas1.m1.5242.m1
OG0000625	GON4L_MOUSE	gfas1.m1.18555.m1
OG0000626	ALAT2_MOUSE, ALAT1_MOUSE	gfas1.m1.4383.m1, gfas1.m1.4388.m1, gfas1.m1.20982.m1, gfas1.m1.4386.m1
OG0000627	H4_MOUSE	gfas1.m1.4397.m1, gfas1.m1.2529.m1, gfas1.m1.6077.m1, gfas1.m1.2532.m1, gfas1.m1.19400.m1
OG0000630	MYPT2_MOUSE, MYPT1_MOUSE	gfas1.m1.13702.m1, gfas1.m1.13703.m1
OG0000632	QRIC2_MOUSE	gfas1.m1.7177.m1, gfas1.m1.14860.m1, gfas1.m1.14620.m1, gfas1.m1.6672.m1
