Orthogroup	Mmus	Pdam
OG0000627	BSPH1_MOUSE	pdam_00017896-RA, pdam_00012308-RA, pdam_00011527-RA, pdam_00020546-RA, pdam_00020542-RA, pdam_00001594-RA, pdam_00001592-RA, pdam_00001593-RA, pdam_00001591-RA
OG0000628	CAC1H_MOUSE	pdam_00009305-RA, pdam_00008782-RA, pdam_00025505-RA
OG0000629	CAMP1_MOUSE, CAMP3_MOUSE, CAMP2_MOUSE	pdam_00002594-RA
OG0000630	CERU_MOUSE, HEPH_MOUSE, HPHL1_MOUSE	pdam_00006688-RA, pdam_00015933-RA, pdam_00015932-RA, pdam_00015934-RA, pdam_00015929-RA, pdam_00012802-RA, pdam_00012801-RA, pdam_00006740-RA
OG0000631	CHD7_MOUSE, CHD6_MOUSE, CHD8_MOUSE, CHD9_MOUSE	pdam_00004643-RA
OG0000632	DEST_MOUSE, COF2_MOUSE, COF1_MOUSE	pdam_00017849-RA, pdam_00006547-RA
OG0000633	CP46A_MOUSE	pdam_00017121-RA, pdam_00014893-RA, pdam_00012125-RA, pdam_00015068-RA, pdam_00012868-RA, pdam_00001012-RA, pdam_00013570-RA, pdam_00013571-RA
OG0000634	CSRP3_MOUSE, CSRP2_MOUSE, CSRP1_MOUSE	pdam_00005454-RA
OG0000635	PKP4_MOUSE, CTND2_MOUSE	pdam_00015588-RA, pdam_00000724-RA
OG0000636	IHH_MOUSE, DHH_MOUSE, SHH_MOUSE	pdam_00014018-RA, pdam_00015707-RA
OG0000637	REQU_MOUSE, DPF1_MOUSE, DPF3_MOUSE	pdam_00003766-RA
OG0000638	DPYS_MOUSE, DPYL5_MOUSE, DPYL1_MOUSE, DPYL3_MOUSE, DPYL4_MOUSE, DPYL2_MOUSE	pdam_00006951-RA
OG0000639	ELAV1_MOUSE, ELAV3_MOUSE, ELAV4_MOUSE, ELAV2_MOUSE	pdam_00013243-RA, pdam_00013247-RA, pdam_00006641-RA
OG0000640	EMAL4_MOUSE, EMAL1_MOUSE, EMAL2_MOUSE	pdam_00003911-RA
OG0000642	FADS1_MOUSE, FADS2_MOUSE, FS2P1_MOUSE, FADS3_MOUSE	pdam_00017100-RA, pdam_00015453-RA
OG0000643	FBX50_MOUSE, FBX17_MOUSE, FBX27_MOUSE, FBX2_MOUSE, FBX44_MOUSE, FBX6_MOUSE	pdam_00001556-RA, pdam_00001555-RA
OG0000644	FBXL7_MOUSE	pdam_00008154-RA, pdam_00015135-RA, pdam_00006381-RA, pdam_00010351-RA, pdam_00018774-RA, pdam_00010895-RA
OG0000645	FGF18_MOUSE, FGF17_MOUSE, FGF8_MOUSE	pdam_00011699-RA, pdam_00011707-RA, pdam_00011698-RA, pdam_00011697-RA, pdam_00007632-RA
OG0000646	FHL1_MOUSE, FHL3_MOUSE, FHL5_MOUSE, FHL2_MOUSE	pdam_00012543-RA, pdam_00011149-RA
OG0000647	FMO5_MOUSE, FMO2_MOUSE, FMO1_MOUSE, FMO3_MOUSE	pdam_00000379-RA, pdam_00006962-RA, pdam_00006961-RA
OG0000648	GCNT7_MOUSE, GCNT2_MOUSE, GCNT4_MOUSE, GCNT1_MOUSE, GCNT3_MOUSE	pdam_00004389-RA
OG0000649	GLUCM_MOUSE	pdam_00023317-RA, pdam_00021006-RA, pdam_00021012-RA, pdam_00002052-RA, pdam_00002051-RA, pdam_00005335-RA, pdam_00021011-RA
OG0000650	H10_MOUSE	pdam_00013847-RA, pdam_00022882-RA, pdam_00022738-RA, pdam_00022741-RA, pdam_00007056-RA, pdam_00000775-RA
OG0000653	LAMA4_MOUSE, LAMA5_MOUSE, LAMA3_MOUSE	pdam_00005840-RA, pdam_00005839-RA, pdam_00003709-RA
OG0000654	LEMD2_MOUSE, MAN1_MOUSE	pdam_00008249-RA, pdam_00008250-RA, pdam_00008247-RA
OG0000655	LMO4_MOUSE	pdam_00007889-RA, pdam_00012799-RA, pdam_00007893-RA
OG0000656	LMTD1_MOUSE	pdam_00011730-RA
OG0000657	M4K2_MOUSE, M4K1_MOUSE, M4K3_MOUSE, M4K5_MOUSE	pdam_00022022-RA
OG0000658	MAFK_MOUSE, MAFG_MOUSE, MAFF_MOUSE	pdam_00011116-RA, pdam_00011114-RA, pdam_00018944-RA, pdam_00011115-RA, pdam_00011117-RA, pdam_00018945-RA, pdam_00009443-RA
OG0000659	MEF2D_MOUSE, MEF2C_MOUSE, MEF2A_MOUSE	pdam_00000861-RA
OG0000660	MYCD_MOUSE, MRTFB_MOUSE, MRTFA_MOUSE	pdam_00005735-RA
OG0000661	NEUL2_MOUSE, NEUL3_MOUSE, NEUL1_MOUSE, NEU1B_MOUSE	pdam_00020355-RA, pdam_00011377-RA
OG0000662	NHLC1_MOUSE	pdam_00024045-RA, pdam_00011643-RA, pdam_00011644-RA, pdam_00004677-RA, pdam_00025544-RA, pdam_00022731-RA, pdam_00024370-RA, pdam_00024043-RA, pdam_00017743-RA, pdam_00013559-RA, pdam_00012652-RA
OG0000665	NUDT3_MOUSE, NUDT4_MOUSE, NUD10_MOUSE, NUD11_MOUSE	pdam_00001026-RA
OG0000666	NWD1_MOUSE	pdam_00002962-RA, pdam_00014349-RA, pdam_00008174-RA, pdam_00021578-RA, pdam_00021580-RA, pdam_00021579-RA, pdam_00013884-RA, pdam_00004781-RA
OG0000667	PAK1_MOUSE, PAK2_MOUSE, PAK3_MOUSE	pdam_00014829-RA
OG0000668	PH4H_MOUSE, TY3H_MOUSE, TPH2_MOUSE, TPH1_MOUSE	pdam_00007442-RA
OG0000669	PIR_MOUSE	pdam_00007306-RA
OG0000670	PLPP3_MOUSE, PLPP2_MOUSE, PLPP1_MOUSE	pdam_00010780-RA, pdam_00010779-RA, pdam_00002228-RA
OG0000671	RM15_MOUSE	pdam_00022425-RA, pdam_00010270-RA, pdam_00006863-RA, pdam_00010268-RA, pdam_00010264-RA, pdam_00022424-RA, pdam_00022422-RA, pdam_00022423-RA, pdam_00022426-RA, pdam_00017467-RA, pdam_00018707-RA
OG0000672	S29A2_MOUSE, S29A1_MOUSE	pdam_00018624-RA
OG0000673	SAPL1_MOUSE, SAP_MOUSE	pdam_00020424-RA
OG0000674	SLNL1_MOUSE	pdam_00009134-RA, pdam_00002622-RA, pdam_00017799-RA
OG0000675	SPY2_MOUSE, SPRY3_MOUSE, SPY4_MOUSE, SPY1_MOUSE	pdam_00011696-RA, pdam_00005041-RA, pdam_00005039-RA, pdam_00005040-RA
OG0000676	SWAHC_MOUSE, SWAHD_MOUSE, SWAHA_MOUSE, SWAHB_MOUSE	pdam_00009119-RA, pdam_00004804-RA
OG0000677	TM163_MOUSE	pdam_00013695-RA, pdam_00013697-RA, pdam_00013694-RA, pdam_00019080-RA, pdam_00019079-RA, pdam_00000129-RA, pdam_00000128-RA, pdam_00000123-RA, pdam_00015000-RA, pdam_00014999-RA
OG0000678	TOR1A_MOUSE, TOR1B_MOUSE, TOR3A_MOUSE, TOR2X_MOUSE, TOR2A_MOUSE	pdam_00022296-RA
OG0000679	UBR2_MOUSE	pdam_00012149-RA, pdam_00020015-RA, pdam_00003844-RA, pdam_00017507-RA, pdam_00024317-RA, pdam_00007581-RA, pdam_00017508-RA, pdam_00007582-RA, pdam_00000209-RA, pdam_00023749-RA, pdam_00022555-RA
OG0000680	VP13C_MOUSE, VP13A_MOUSE	pdam_00004024-RA, pdam_00007606-RA, pdam_00007607-RA, pdam_00007610-RA, pdam_00007611-RA, pdam_00007608-RA, pdam_00007609-RA
OG0000681	XKR6_MOUSE, XKR4_MOUSE, XKR7_MOUSE	pdam_00002818-RA, pdam_00002821-RA
OG0000701	CUZD1_MOUSE	pdam_00007002-RA, pdam_00007001-RA
OG0000702	SRCRL_MOUSE, CD5L_MOUSE, SRB4D_MOUSE	pdam_00022232-RA, pdam_00025302-RA
OG0000704	TSN11_MOUSE, CD151_MOUSE	pdam_00012077-RA, pdam_00012072-RA, pdam_00008597-RA
OG0000706	COBA2_MOUSE, CO5A1_MOUSE, COBA1_MOUSE	pdam_00005882-RA, pdam_00018710-RA, pdam_00007013-RA
OG0000707	TSEAR_MOUSE	pdam_00023747-RA, pdam_00017754-RA, pdam_00017757-RA, pdam_00017753-RA, pdam_00017755-RA, pdam_00017756-RA, pdam_00020730-RA
OG0000708	LGI2_MOUSE, LGI3_MOUSE, LGI4_MOUSE, LGI1_MOUSE	pdam_00018248-RA
OG0000709	S6A17_MOUSE, S6A15_MOUSE	pdam_00001146-RA, pdam_00001147-RA, pdam_00001144-RA
OG0000710	NEDD8_MOUSE	pdam_00004375-RA, pdam_00023526-RA, pdam_00004371-RA
OG0000711	PLCD4_MOUSE, PLCD3_MOUSE, PLCD1_MOUSE	pdam_00017444-RA
OG0000712	ARSB_MOUSE	pdam_00009726-RA, pdam_00001266-RA, pdam_00019336-RA, pdam_00016557-RA, pdam_00016558-RA, pdam_00009886-RA, pdam_00010072-RA, pdam_00010071-RA
OG0000713	KCRM_MOUSE, KCRB_MOUSE	pdam_00010805-RA, pdam_00010807-RA, pdam_00009166-RA, pdam_00003307-RA
OG0000715	CHSTB_MOUSE	pdam_00000781-RA, pdam_00007193-RA, pdam_00017547-RA, pdam_00010967-RA, pdam_00004099-RA, pdam_00004098-RA, pdam_00006693-RA, pdam_00016367-RA, pdam_00005240-RA
OG0000716	ABCA5_MOUSE, ABCA9_MOUSE, ABC8A_MOUSE, ABC8B_MOUSE, ABCA6_MOUSE	pdam_00005435-RA, pdam_00005437-RA
OG0000717	ACSL5_MOUSE, ACSL6_MOUSE, ACSL1_MOUSE	pdam_00009465-RA, pdam_00009469-RA, pdam_00009474-RA
OG0000718	ADHX_MOUSE, ADH4_MOUSE, ADH7_MOUSE, ADH1_MOUSE	pdam_00019515-RA, pdam_00022046-RA
OG0000719	XDH_MOUSE, AOXB_MOUSE, AOXC_MOUSE, AOXD_MOUSE, AOXA_MOUSE	pdam_00016239-RA, pdam_00015397-RA
OG0000720	ARAP1_MOUSE, ARAP3_MOUSE, ARAP2_MOUSE	pdam_00011946-RA
OG0000721	ARRD3_MOUSE, ARRD2_MOUSE, TXNIP_MOUSE, ARRD4_MOUSE	pdam_00015160-RA, pdam_00003145-RA, pdam_00015165-RA, pdam_00015168-RA
OG0000722	ASGL1_MOUSE	pdam_00024410-RA, pdam_00000248-RA, pdam_00017671-RA
OG0000723	AT1B1_MOUSE, AT1B3_MOUSE, AT1B2_MOUSE, AT1B4_MOUSE, ATP4B_MOUSE	pdam_00001774-RA
OG0000724	AT2A3_MOUSE, AT2A1_MOUSE, AT2A2_MOUSE	pdam_00006613-RA
OG0000725	CP27A_MOUSE, CP27B_MOUSE	pdam_00009122-RA, pdam_00016567-RA
OG0000728	TSP3_MOUSE, TSP4_MOUSE, COMP_MOUSE	pdam_00004761-RA, pdam_00004765-RA
OG0000729	CRSPL_MOUSE, PI15_MOUSE, CRLD1_MOUSE, CRLD2_MOUSE	pdam_00020230-RA, pdam_00020229-RA, pdam_00020232-RA, pdam_00018382-RA
OG0000730	CRX_MOUSE, OTX1_MOUSE, OTX2_MOUSE	pdam_00000648-RA, pdam_00000647-RA, pdam_00000650-RA, pdam_00000649-RA
OG0000732	CSEN_MOUSE, KCIP1_MOUSE, KCIP4_MOUSE	pdam_00003580-RA
OG0000733	DHB1_MOUSE	pdam_00022094-RA, pdam_00005321-RA, pdam_00005322-RA, pdam_00011271-RA, pdam_00011270-RA, pdam_00000970-RA
OG0000734	ECE1_MOUSE, ECE2_MOUSE, EFCE2_MOUSE	pdam_00016941-RA, pdam_00014595-RA
OG0000735	EGLN1_MOUSE, EGLN2_MOUSE, EGLN3_MOUSE	pdam_00023039-RA, pdam_00005262-RA
OG0000736	ETS1_MOUSE, ETS2_MOUSE	pdam_00006392-RA, pdam_00022989-RA
OG0000737	FRRS1_MOUSE	pdam_00012972-RA, pdam_00015851-RA, pdam_00015853-RA, pdam_00015852-RA, pdam_00006675-RA
OG0000738	GTR3_MOUSE, GLUT4_MOUSE, GTR1_MOUSE	pdam_00006372-RA
OG0000739	GON4L_MOUSE	pdam_00013959-RA
OG0000740	GP157_MOUSE	pdam_00011144-RA, pdam_00000009-RA, pdam_00011702-RA, pdam_00010164-RA, pdam_00011143-RA, pdam_00011141-RA, pdam_00011142-RA
OG0000742	HNMT_MOUSE	pdam_00016549-RA, pdam_00016553-RA, pdam_00016552-RA, pdam_00021213-RA, pdam_00006534-RA, pdam_00016486-RA
OG0000743	KANK3_MOUSE, KANK4_MOUSE, KANK2_MOUSE	pdam_00019217-RA
OG0000744	KS6A1_MOUSE, KS6A2_MOUSE, KS6A3_MOUSE, KS6A6_MOUSE	pdam_00004023-RA
OG0000745	MFSD6_MOUSE	pdam_00009662-RA, pdam_00011161-RA, pdam_00009282-RA, pdam_00025947-RA, pdam_00012681-RA, pdam_00023192-RA, pdam_00014280-RA, pdam_00012680-RA
OG0000746	MRCKG_MOUSE, MRCKA_MOUSE, MRCKB_MOUSE	pdam_00011615-RA
OG0000747	MSD1_MOUSE, MSD2_MOUSE	pdam_00023679-RA, pdam_00024508-RA, pdam_00024294-RA, pdam_00024293-RA, pdam_00024678-RA, pdam_00024986-RA
OG0000748	MYO5A_MOUSE, MYO5B_MOUSE	pdam_00017928-RA, pdam_00012322-RA
OG0000750	NDUF5_MOUSE	pdam_00018837-RA, pdam_00010530-RA, pdam_00019048-RA, pdam_00010826-RA, pdam_00000511-RA
OG0000751	NFAT5_MOUSE	pdam_00001731-RA
OG0000752	NFIX_MOUSE, NFIA_MOUSE, NFIB_MOUSE, NFIC_MOUSE	pdam_00009298-RA
OG0000753	OTOAN_MOUSE	pdam_00010836-RA
OG0000754	PTN5_MOUSE, PTN7_MOUSE, PTPRR_MOUSE	pdam_00005132-RA
OG0000755	PTTG_MOUSE	pdam_00015775-RA, pdam_00020083-RA, pdam_00019007-RA
OG0000756	PUM1_MOUSE, PUM2_MOUSE	pdam_00007156-RA
OG0000757	QRIC2_MOUSE	pdam_00002876-RA, pdam_00003939-RA, pdam_00012580-RA, pdam_00008623-RA
OG0000758	RASEF_MOUSE	pdam_00010435-RA
OG0000759	SEPT8_MOUSE, SEP11_MOUSE, SEPT6_MOUSE, SEP14_MOUSE, SEP10_MOUSE	pdam_00021392-RA
OG0000760	RFC1_MOUSE	pdam_00018403-RA, pdam_00007881-RA, pdam_00016956-RA, pdam_00018406-RA, pdam_00018405-RA, pdam_00007879-RA, pdam_00007880-RA, pdam_00018404-RA, pdam_00018410-RA, pdam_00018408-RA
OG0000761	STA13_MOUSE, RHG07_MOUSE	pdam_00015919-RA
OG0000762	RIMS4_MOUSE, RIMS3_MOUSE, RIMS2_MOUSE, RIMS1_MOUSE	pdam_00002624-RA
OG0000763	S23A2_MOUSE, S23A1_MOUSE	pdam_00001508-RA, pdam_00010620-RA, pdam_00025189-RA, pdam_00010619-RA, pdam_00022199-RA
OG0000765	SDC2_MOUSE, SDC4_MOUSE, SDC3_MOUSE, SDC1_MOUSE	pdam_00009433-RA, pdam_00012869-RA
OG0000767	TLE2_MOUSE, TLE3_MOUSE, TLE1_MOUSE, TLE4_MOUSE	pdam_00000835-RA
OG0000768	TNR5_MOUSE, TNR14_MOUSE, TNR1B_MOUSE, TNR21_MOUSE, TR11B_MOUSE	pdam_00003786-RA
OG0000769	TP4A3_MOUSE, TP4A1_MOUSE, TP4A2_MOUSE	pdam_00016231-RA
OG0000771	TRAD1_MOUSE, XAF1_MOUSE	pdam_00022753-RA, pdam_00003749-RA, pdam_00017575-RA, pdam_00003746-RA, pdam_00003754-RA, pdam_00003753-RA, pdam_00003748-RA
OG0000772	WDR55_MOUSE	pdam_00006726-RA
OG0000773	ZC12A_MOUSE, ZC12D_MOUSE	pdam_00007335-RA, pdam_00012426-RA, pdam_00013354-RA
OG0000791	MUC4_MOUSE	pdam_00010052-RA, pdam_00020447-RA, pdam_00020250-RA, pdam_00020251-RA, pdam_00007410-RA, pdam_00007407-RA, pdam_00016170-RA
OG0000792	TRAF3_MOUSE	pdam_00021261-RA, pdam_00006317-RA, pdam_00019184-RA, pdam_00003854-RA, pdam_00003859-RA, pdam_00003858-RA, pdam_00003857-RA, pdam_00024076-RA
OG0000793	AMPE_MOUSE	pdam_00019300-RA, pdam_00019301-RA, pdam_00010542-RA, pdam_00010512-RA, pdam_00010511-RA
OG0000796	SC6A1_MOUSE	pdam_00010323-RA, pdam_00020808-RA, pdam_00002746-RA, pdam_00002744-RA
OG0000797	CAD23_MOUSE	pdam_00009511-RA, pdam_00011678-RA, pdam_00015549-RA, pdam_00011285-RA
OG0000798	CAC1E_MOUSE, CAC1B_MOUSE, CAC1A_MOUSE	pdam_00021158-RA, pdam_00004054-RA, pdam_00005881-RA
OG0000799	S39A8_MOUSE, S39AE_MOUSE	pdam_00004861-RA, pdam_00003197-RA
OG0000800	TM232_MOUSE	pdam_00023442-RA, pdam_00003480-RA, pdam_00013155-RA, pdam_00001224-RA
OG0000801	GARL3_MOUSE, SIPA1_MOUSE, SI1L3_MOUSE, SI1L1_MOUSE, SI1L2_MOUSE	pdam_00000631-RA
OG0000802	KCC1B_MOUSE, KCC1A_MOUSE, KCC1D_MOUSE	pdam_00001448-RA
OG0000803	AD4F1_MOUSE, ADCL3_MOUSE, NCEH1_MOUSE, AAAD_MOUSE	pdam_00000949-RA, pdam_00000950-RA
OG0000804	CAR14_MOUSE, CAR10_MOUSE, CAR11_MOUSE, CARD9_MOUSE	pdam_00024614-RA, pdam_00005104-RA
OG0000805	PCGF2_MOUSE, BMI1_MOUSE	pdam_00013535-RA, pdam_00013539-RA, pdam_00013537-RA, pdam_00013536-RA
OG0000806	TMC7_MOUSE	pdam_00010491-RA, pdam_00019448-RA, pdam_00020999-RA
OG0000807	MOES_MOUSE, EZRI_MOUSE, RADI_MOUSE	pdam_00023174-RA
OG0000808	PLEK_MOUSE	pdam_00019156-RA, pdam_00005855-RA, pdam_00001369-RA, pdam_00001368-RA, pdam_00022865-RA
OG0000809	ADIPL_MOUSE, ERFE_MOUSE	pdam_00013563-RA
OG0000810	AGO2_MOUSE, AGO1_MOUSE, AGO4_MOUSE, AGO3_MOUSE	pdam_00023282-RA, pdam_00023283-RA
OG0000811	AGRD1_MOUSE	pdam_00018943-RA, pdam_00006668-RA, pdam_00006679-RA, pdam_00014397-RA
OG0000812	AGRL3_MOUSE, AGRL1_MOUSE, AGRL2_MOUSE	pdam_00013147-RA, pdam_00013144-RA, pdam_00002301-RA
OG0000813	AKT3_MOUSE, AKT2_MOUSE, AKT1_MOUSE	pdam_00018836-RA
OG0000814	AL3A2_MOUSE, AL3A1_MOUSE, AL3B2_MOUSE, AL3B3_MOUSE, AL3B1_MOUSE	pdam_00015154-RA
OG0000815	ARGL1_MOUSE	pdam_00001032-RA
OG0000816	ASTRC_MOUSE, ASTRA_MOUSE, ASTRB_MOUSE	pdam_00017956-RA
OG0000817	FBRS_MOUSE, AUTS2_MOUSE	pdam_00018390-RA
OG0000818	BCAP_MOUSE, BANK1_MOUSE	pdam_00006426-RA, pdam_00003387-RA
OG0000819	RPE65_MOUSE, BCDO1_MOUSE, BCDO2_MOUSE	pdam_00020931-RA, pdam_00006478-RA, pdam_00016478-RA, pdam_00016479-RA
OG0000820	POSTN_MOUSE, BGH3_MOUSE	pdam_00015946-RA
OG0000821	BGLR_MOUSE	pdam_00008087-RA, pdam_00000377-RA, pdam_00000376-RA
OG0000822	BIRC7_MOUSE, XIAP_MOUSE, BIRC3_MOUSE, BIRC2_MOUSE	pdam_00011280-RA, pdam_00007333-RA
OG0000823	CALL3_MOUSE, CALM1_MOUSE, CALM2_MOUSE, CALM3_MOUSE	pdam_00013116-RA
OG0000825	LAMP1_MOUSE, LAMP2_MOUSE, CD68_MOUSE, LAMP3_MOUSE	pdam_00020021-RA
OG0000827	CLN3_MOUSE	pdam_00019704-RA, pdam_00019703-RA, pdam_00019705-RA
OG0000828	TTPAL_MOUSE, RLBP1_MOUSE, CLVS1_MOUSE, CLVS2_MOUSE	pdam_00013597-RA
OG0000829	CNDD3_MOUSE	pdam_00000748-RA
OG0000831	RIGI_MOUSE, IFIH1_MOUSE, DHX58_MOUSE	pdam_00005823-RA, pdam_00009770-RA
OG0000832	DICER_MOUSE	pdam_00016995-RA, pdam_00016994-RA, pdam_00016992-RA, pdam_00016991-RA, pdam_00016699-RA
OG0000833	DTNA_MOUSE, DTNB_MOUSE	pdam_00011903-RA
OG0000834	EPS8_MOUSE, ES8L2_MOUSE, ES8L1_MOUSE	pdam_00000736-RA
OG0000835	EREP1_MOUSE, EREP3_MOUSE, EREP2_MOUSE	pdam_00003874-RA
OG0000836	F219A_MOUSE, F219B_MOUSE	pdam_00008326-RA
OG0000837	FKRP_MOUSE	pdam_00022328-RA, pdam_00020659-RA, pdam_00013328-RA, pdam_00009241-RA, pdam_00009242-RA
OG0000838	FOXD3_MOUSE, FOXD1_MOUSE, FOXD4_MOUSE	pdam_00022599-RA
OG0000839	TSHR_MOUSE, FSHR_MOUSE, LSHR_MOUSE	pdam_00008579-RA, pdam_00012628-RA, pdam_00020643-RA
OG0000840	GABT_MOUSE	pdam_00022101-RA
OG0000841	GHC1_MOUSE, GHC2_MOUSE	pdam_00002789-RA
OG0000842	GLYL3_MOUSE, GLYAL_MOUSE, GLYAT_MOUSE, KEG1_MOUSE	pdam_00010685-RA
OG0000843	GRB14_MOUSE, GRB7_MOUSE, GRB10_MOUSE	pdam_00004932-RA
OG0000844	GSTT4_MOUSE, GSTT2_MOUSE, GSTT3_MOUSE, GSTT1_MOUSE	pdam_00011465-RA, pdam_00003618-RA
OG0000848	IIGP5_MOUSE, IIGP1_MOUSE, IRB10_MOUSE, TGTP1_MOUSE, TGTP2_MOUSE, IRGM1_MOUSE, IRGM2_MOUSE, IRGM3_MOUSE	pdam_00005367-RA, pdam_00025062-RA
OG0000849	IQEC3_MOUSE, IQEC2_MOUSE, IQEC1_MOUSE	pdam_00020096-RA
OG0000850	ITB1_MOUSE	pdam_00001495-RA, pdam_00017623-RA, pdam_00024130-RA, pdam_00017624-RA
OG0000851	KALRN_MOUSE, TRIO_MOUSE	pdam_00005282-RA, pdam_00005281-RA
OG0000852	KCC2A_MOUSE, KCC2D_MOUSE, KCC2B_MOUSE, KCC2G_MOUSE	pdam_00001879-RA, pdam_00001059-RA
OG0000853	SETD5_MOUSE, KMT2E_MOUSE	pdam_00001408-RA
OG0000856	LNEBL_MOUSE, LASP1_MOUSE	pdam_00008451-RA
OG0000857	VLDLR_MOUSE, LDLR_MOUSE, LRP8_MOUSE	pdam_00012276-RA, pdam_00012269-RA
OG0000858	LICH_MOUSE, LIPK_MOUSE, LIPF_MOUSE	pdam_00014613-RA, pdam_00013293-RA, pdam_00020584-RA
OG0000859	LOXL4_MOUSE, LOXL3_MOUSE, LOXL2_MOUSE	pdam_00003572-RA, pdam_00003571-RA
OG0000861	LRCH4_MOUSE, LRCH3_MOUSE, LRCH2_MOUSE, LRCH1_MOUSE	pdam_00006324-RA
OG0000862	LRIG1_MOUSE, LRIG2_MOUSE, LRIG3_MOUSE	pdam_00019655-RA
OG0000863	MGT4B_MOUSE, MGT4A_MOUSE	pdam_00007230-RA
OG0000864	TGO1_MOUSE, MIA_MOUSE, OTOR_MOUSE	pdam_00015369-RA
OG0000865	TFE3_MOUSE, MITF_MOUSE, TFEB_MOUSE, TFEC_MOUSE	pdam_00007506-RA
OG0000866	MPRD_MOUSE	pdam_00003377-RA, pdam_00020244-RA, pdam_00025158-RA, pdam_00025159-RA, pdam_00017211-RA, pdam_00017209-RA, pdam_00017208-RA
OG0000867	PHF19_MOUSE, PHF1_MOUSE, MTF2_MOUSE	pdam_00022394-RA, pdam_00022393-RA
OG0000868	MTG8R_MOUSE, MTG8_MOUSE, MTG16_MOUSE	pdam_00021758-RA
OG0000870	MYOC_MOUSE, NOE2_MOUSE, NOE3_MOUSE, NOE1_MOUSE	pdam_00010159-RA, pdam_00014856-RA, pdam_00010160-RA, pdam_00013315-RA
OG0000871	MYPT1_MOUSE, MYPT2_MOUSE	pdam_00002700-RA
OG0000872	NPM2_MOUSE, NPM_MOUSE, NPM3_MOUSE	pdam_00005019-RA
OG0000873	PRLHR_MOUSE, NPY4R_MOUSE, NPY1R_MOUSE, NPY6R_MOUSE	pdam_00001928-RA
OG0000874	PAQRB_MOUSE, PAQRA_MOUSE	pdam_00004244-RA
OG0000875	PLIN2_MOUSE, PLIN3_MOUSE, PLIN5_MOUSE, PLIN4_MOUSE	pdam_00000846-RA
OG0000876	POGK_MOUSE	pdam_00011023-RA, pdam_00025306-RA, pdam_00015739-RA, pdam_00011194-RA, pdam_00015564-RA, pdam_00009979-RA, pdam_00017738-RA, pdam_00008843-RA, pdam_00018008-RA, pdam_00022497-RA
OG0000877	PSD3_MOUSE, PSD2_MOUSE, PSD1_MOUSE	pdam_00007359-RA
OG0000878	RGF1C_MOUSE, RGF1B_MOUSE	pdam_00010428-RA
OG0000879	RGS19_MOUSE, RGS17_MOUSE, RGS20_MOUSE	pdam_00008944-RA, pdam_00000367-RA
OG0000880	SRGP3_MOUSE, SRGP1_MOUSE, SRGP2_MOUSE	pdam_00012205-RA
OG0000881	ZN641_MOUSE, RHIT_MOUSE	pdam_00000746-RA
OG0000882	RIPR1_MOUSE, RIPR2_MOUSE, RIPR3_MOUSE	pdam_00017635-RA
OG0000883	RMI1_MOUSE	pdam_00007298-RA
OG0000884	S13A5_MOUSE, S13A2_MOUSE, S13A3_MOUSE	pdam_00021691-RA, pdam_00021689-RA, pdam_00021692-RA, pdam_00021690-RA
OG0000886	S36A4_MOUSE, S36A3_MOUSE, S36A1_MOUSE, S36A2_MOUSE	pdam_00007228-RA
OG0000887	SHC4_MOUSE, SHC1_MOUSE, SHC2_MOUSE, SHC3_MOUSE	pdam_00010704-RA
OG0000888	SLMAP_MOUSE	pdam_00020412-RA
OG0000889	SP8_MOUSE, SP9_MOUSE, SP7_MOUSE, SP6_MOUSE	pdam_00000270-RA, pdam_00009233-RA
OG0000890	SUN3_MOUSE, SPAG4_MOUSE, SUN5_MOUSE, SUN2_MOUSE, SUN1_MOUSE	pdam_00005441-RA
OG0000892	SSH3_MOUSE, SSH2_MOUSE, SSH1_MOUSE	pdam_00000340-RA
OG0000893	STAG2_MOUSE, STAG1_MOUSE, STAG3_MOUSE	pdam_00016364-RA
OG0000894	STML3_MOUSE, STOM_MOUSE	pdam_00010695-RA
OG0000895	SVIL_MOUSE	pdam_00011028-RA, pdam_00025633-RA, pdam_00025634-RA
OG0000896	SYTL4_MOUSE, SYTL5_MOUSE	pdam_00020212-RA, pdam_00020214-RA
OG0000897	TM38A_MOUSE, TM38B_MOUSE	pdam_00002263-RA, pdam_00002264-RA, pdam_00006843-RA, pdam_00007398-RA, pdam_00025763-RA, pdam_00002258-RA, pdam_00002261-RA
OG0000898	TMIG1_MOUSE	pdam_00014830-RA, pdam_00001042-RA, pdam_00019990-RA
OG0000899	TRPM3_MOUSE, TRPM1_MOUSE, TRPM7_MOUSE, TRPM6_MOUSE	pdam_00014050-RA, pdam_00020220-RA
OG0000900	TTC14_MOUSE	pdam_00015028-RA
OG0000901	TTL12_MOUSE	pdam_00003266-RA
OG0000902	UB2D1_MOUSE, UB2D3_MOUSE, U2D2B_MOUSE, UB2D2_MOUSE	pdam_00019927-RA
OG0000903	UBQL4_MOUSE, UBQL2_MOUSE, UBQL1_MOUSE	pdam_00022506-RA
OG0000904	WSB2_MOUSE, WSB1_MOUSE	pdam_00015547-RA, pdam_00020201-RA, pdam_00018252-RA, pdam_00005324-RA
OG0000926	ANGP1_MOUSE, ANGP2_MOUSE, ANGP4_MOUSE	pdam_00005269-RA, pdam_00021164-RA
OG0000927	ZMYM4_MOUSE	pdam_00019885-RA
