Orthogroup	Pdam	Nvec
OG0000013	pdam_00006769-RA, pdam_00006770-RA, pdam_00006768-RA	NV2t018120001.1, NV2t018120002.1
OG0000013	pdam_00018737-RA, pdam_00025886-RA, pdam_00006385-RA, pdam_00001720-RA, pdam_00025652-RA, pdam_00022799-RA, pdam_00022798-RA, pdam_00001718-RA, pdam_00001719-RA, pdam_00009498-RA, pdam_00009497-RA, pdam_00009490-RA, pdam_00009496-RA, pdam_00018748-RA	NV2t000925001.1
OG0000013	pdam_00017189-RA	NV2t001992001.1
OG0000013	pdam_00001721-RA, pdam_00022800-RA, pdam_00025816-RA, pdam_00001717-RA, pdam_00006677-RA	NV2t010575001.1, NV2t010575005.1, NV2t010575002.1, NV2t010575004.1, NV2t010575003.1, NV2t010575006.1, NV2t010575007.1
OG0000013	pdam_00007450-RA, pdam_00006676-RA, pdam_00006671-RA, pdam_00006674-RA, pdam_00006673-RA, pdam_00006669-RA	NV2t009619001.1, NV2t009619002.1, NV2t009619003.1
OG0000013	pdam_00013640-RA, pdam_00013633-RA	NV2t014996001.1
OG0000013	pdam_00002127-RA, pdam_00013641-RA, pdam_00005190-RA, pdam_00005187-RA, pdam_00005189-RA	NV2t014995001.1
OG0000013	pdam_00008074-RA	NV2t008989001.1
OG0000013	pdam_00001063-RA	NV2t010100001.1
OG0000013	pdam_00001068-RA, pdam_00001067-RA	NV2t010102001.1
OG0000013	pdam_00001062-RA, pdam_00001061-RA	NV2t010586001.1
OG0000013	pdam_00001969-RA, pdam_00002697-RA	NV2t009527001.1, NV2t009996001.1
OG0000013	pdam_00023055-RA, pdam_00007884-RA, pdam_00023053-RA, pdam_00023051-RA, pdam_00024373-RA, pdam_00024372-RA, pdam_00007885-RA, pdam_00007887-RA, pdam_00023054-RA, pdam_00019528-RA, pdam_00019531-RA, pdam_00012632-RA, pdam_00012631-RA, pdam_00019527-RA, pdam_00012637-RA, pdam_00012633-RA, pdam_00012634-RA	NV2t000262001.1
OG0000014	pdam_00022623-RA	NV2t006156001.1
OG0000014	pdam_00002145-RA	NV2t017888001.1, NV2t017888002.1
OG0000014	pdam_00003322-RA	NV2t014321001.1, NV2t014321002.1
OG0000014	pdam_00001145-RA, pdam_00014570-RA, pdam_00021463-RA, pdam_00013621-RA, pdam_00002666-RA, pdam_00013619-RA, pdam_00002659-RA, pdam_00025740-RA, pdam_00002663-RA, pdam_00002662-RA, pdam_00002661-RA, pdam_00002660-RA	NV2t006023001.1, NV2t003658001.1
OG0000014	pdam_00008248-RA, pdam_00012872-RA	NV2t018782001.1
OG0000014	pdam_00020044-RA	NV2t009759001.1
OG0000014	pdam_00007451-RA, pdam_00005376-RA, pdam_00007452-RA, pdam_00002669-RA	NV2t010396001.1, NV2t025027001.1
OG0000014	pdam_00011108-RA	NV2t004565001.1, NV2t005336001.1, NV2t020327001.1, NV2t011571001.1
OG0000014	pdam_00003802-RA, pdam_00023114-RA, pdam_00023115-RA	NV2t019367001.1, NV2t019368001.1, NV2t019368002.1, NV2t019845001.1, NV2t019842001.1
OG0000014	pdam_00015656-RA, pdam_00025778-RA, pdam_00020181-RA, pdam_00020180-RA, pdam_00018994-RA, pdam_00012762-RA	NV2t006395001.1
OG0000014	pdam_00013636-RA, pdam_00013637-RA, pdam_00013358-RA, pdam_00009063-RA, pdam_00016970-RA, pdam_00016972-RA, pdam_00016973-RA, pdam_00023595-RA, pdam_00013359-RA, pdam_00016223-RA, pdam_00005025-RA, pdam_00015153-RA, pdam_00019558-RA, pdam_00005085-RA, pdam_00021186-RA, pdam_00021188-RA, pdam_00021190-RA, pdam_00021187-RA, pdam_00021185-RA, pdam_00021184-RA, pdam_00021189-RA, pdam_00021181-RA, pdam_00021182-RA, pdam_00008815-RA, pdam_00000676-RA, pdam_00017219-RA	NV2t004537001.1
OG0000014	pdam_00020600-RA, pdam_00006143-RA	NV2t022394001.1
OG0000014	pdam_00002287-RA, pdam_00002321-RA, pdam_00012051-RA	NV2t023196001.1
OG0000015	pdam_00006655-RA, pdam_00015693-RA, pdam_00007529-RA, pdam_00017040-RA, pdam_00012404-RA, pdam_00012406-RA, pdam_00012405-RA, pdam_00023826-RA, pdam_00023600-RA, pdam_00002213-RA, pdam_00021638-RA, pdam_00022329-RA, pdam_00003550-RA, pdam_00003548-RA, pdam_00020683-RA, pdam_00003544-RA, pdam_00003549-RA, pdam_00003545-RA, pdam_00022195-RA, pdam_00022198-RA, pdam_00022196-RA, pdam_00025190-RA, pdam_00024619-RA, pdam_00003546-RA	NV2t018400001.1, NV2t018400002.1
OG0000015	pdam_00017345-RA, pdam_00013791-RA, pdam_00007242-RA, pdam_00015258-RA, pdam_00009041-RA, pdam_00011497-RA, pdam_00023718-RA, pdam_00002531-RA, pdam_00020356-RA, pdam_00022940-RA, pdam_00021318-RA, pdam_00007243-RA, pdam_00014488-RA, pdam_00005959-RA, pdam_00010823-RA, pdam_00003524-RA, pdam_00021384-RA, pdam_00002297-RA, pdam_00002298-RA	NV2t000061001.1
OG0000015	pdam_00007317-RA, pdam_00012211-RA	NV2t000100001.1
OG0000015	pdam_00008683-RA	NV2t003390001.1
OG0000015	pdam_00021386-RA, pdam_00021382-RA, pdam_00010872-RA, pdam_00010862-RA, pdam_00010866-RA, pdam_00017472-RA, pdam_00010863-RA, pdam_00010868-RA, pdam_00010867-RA, pdam_00010871-RA, pdam_00020557-RA, pdam_00016436-RA, pdam_00005616-RA, pdam_00025108-RA, pdam_00025107-RA, pdam_00010879-RA	NV2t002125003.1
OG0000015	pdam_00013828-RA	NV2t015626001.1, NV2t015632001.1
OG0000017	pdam_00021348-RA	NV2t020149001.1, NV2t018336001.1, NV2t003655001.1, NV2t015595001.1, NV2t016412001.1, NV2t000022001.1, NV2t001574001.1
OG0000017	pdam_00018470-RA	NV2t021157001.1
OG0000017	pdam_00018468-RA	NV2t006730001.1
OG0000017	pdam_00013516-RA	NV2t003750001.1, NV2t003750003.1, NV2t015967001.1, NV2t020189003.1, NV2t019492001.1, NV2t015049001.1, NV2t025511001.1, NV2t000885001.1, NV2t001397001.1, NV2t002434001.1, NV2t005928001.1, NV2t018757001.1, NV2t001464001.1, NV2t019247001.1, NV2t003471001.1, NV2t022845001.1, NV2t024005001.1, NV2t020228001.1, NV2t016357001.1
OG0000017	pdam_00010408-RA	NV2t010425001.1, NV2t001756001.1, NV2t012955001.1, NV2t007780001.1, NV2t019296001.1, NV2t005490001.1, NV2t012954001.1, NV2t008239001.1, NV2t025857001.1, NV2t010584001.1, NV2t002547001.1, NV2t015848001.1, NV2t009388001.1, NV2t009388002.1, NV2t007973001.1, NV2t015722001.1, NV2t020080001.1, NV2t023783001.1, NV2t011030002.1
OG0000017	pdam_00025006-RA	NV2t005449001.1, NV2t025884001.1, NV2t024556001.1, NV2t023948001.1, NV2t011023001.1
OG0000018	pdam_00004524-RA	NV2t007608001.1
OG0000018	pdam_00019167-RA	NV2t023280001.1
OG0000018	pdam_00007577-RA, pdam_00007568-RA, pdam_00007567-RA, pdam_00007570-RA, pdam_00007569-RA, pdam_00007566-RA, pdam_00022376-RA, pdam_00007571-RA, pdam_00007575-RA, pdam_00025117-RA, pdam_00007560-RA, pdam_00026023-RA, pdam_00007561-RA, pdam_00025589-RA, pdam_00007559-RA, pdam_00007562-RA, pdam_00007564-RA, pdam_00025118-RA	NV2t023815001.1
OG0000018	pdam_00007574-RA, pdam_00004262-RA	NV2t023024001.1
OG0000018	pdam_00025988-RA, pdam_00015043-RA	NV2t023056001.1, NV2t023294001.1, NV2t022974001.1, NV2t023019001.1
OG0000018	pdam_00011259-RA, pdam_00011255-RA	NV2t023292001.1
OG0000018	pdam_00008465-RA, pdam_00007200-RA, pdam_00007202-RA, pdam_00007203-RA, pdam_00018595-RA	NV2t016342001.1
OG0000018	pdam_00012332-RA, pdam_00020774-RA, pdam_00004334-RA, pdam_00013650-RA, pdam_00012098-RA, pdam_00012095-RA, pdam_00012097-RA, pdam_00012094-RA, pdam_00010604-RA, pdam_00016281-RA, pdam_00012349-RA, pdam_00006417-RA	NV2t010391001.1
OG0000018	pdam_00013164-RA, pdam_00022011-RA, pdam_00022484-RA, pdam_00010509-RA, pdam_00013168-RA, pdam_00013167-RA, pdam_00013166-RA, pdam_00015076-RA	NV2t023818001.1
OG0000018	pdam_00023360-RA	NV2t023028001.1, NV2t023044001.1, NV2t023029001.1, NV2t022984001.1, NV2t023037001.1, NV2t023042001.1, NV2t022985001.1, NV2t023022001.1, NV2t023009001.1, NV2t023035001.1, NV2t023023001.1, NV2t022974002.1, NV2t023295002.1, NV2t023715001.1
OG0000019	pdam_00002747-RA, pdam_00014212-RA, pdam_00003869-RA, pdam_00025773-RA, pdam_00023681-RA, pdam_00018061-RA, pdam_00002422-RA, pdam_00019098-RA, pdam_00023658-RA, pdam_00014210-RA, pdam_00017934-RA, pdam_00013758-RA, pdam_00013759-RA, pdam_00000936-RA, pdam_00018073-RA, pdam_00018091-RA, pdam_00018074-RA, pdam_00018088-RA, pdam_00021992-RA, pdam_00024248-RA, pdam_00014208-RA, pdam_00015688-RA, pdam_00012279-RA, pdam_00018090-RA, pdam_00021994-RA, pdam_00018089-RA, pdam_00016936-RA, pdam_00016935-RA, pdam_00012277-RA, pdam_00012281-RA, pdam_00024874-RA, pdam_00012280-RA, pdam_00018072-RA, pdam_00002806-RA, pdam_00015630-RA, pdam_00021167-RA, pdam_00008206-RA, pdam_00023855-RA, pdam_00021166-RA, pdam_00018519-RA, pdam_00019939-RA, pdam_00019938-RA, pdam_00023854-RA, pdam_00021162-RA, pdam_00025631-RA, pdam_00020510-RA, pdam_00020511-RA, pdam_00015623-RA, pdam_00021889-RA, pdam_00015628-RA, pdam_00020507-RA, pdam_00020508-RA, pdam_00021890-RA, pdam_00015629-RA	NV2t006804001.1
OG0000019	pdam_00023168-RA	NV2t019779001.1, NV2t019779002.1
OG0000019	pdam_00002146-RA, pdam_00005006-RA, pdam_00005008-RA, pdam_00005007-RA, pdam_00017187-RA, pdam_00002148-RA, pdam_00006254-RA, pdam_00005011-RA, pdam_00015488-RA, pdam_00015487-RA, pdam_00015484-RA, pdam_00012857-RA, pdam_00012856-RA, pdam_00018815-RA, pdam_00002196-RA, pdam_00002189-RA, pdam_00002190-RA, pdam_00026009-RA, pdam_00002183-RA, pdam_00002188-RA, pdam_00002180-RA, pdam_00002182-RA, pdam_00002194-RA, pdam_00024591-RA, pdam_00010210-RA, pdam_00013693-RA	NV2t006014001.1, NV2t006014002.1
OG0000020	pdam_00002363-RA, pdam_00005544-RA, pdam_00021200-RA, pdam_00022058-RA, pdam_00021207-RA, pdam_00022057-RA, pdam_00022055-RA, pdam_00024386-RA, pdam_00020598-RA	NV2t012864001.1
OG0000020	pdam_00021201-RA, pdam_00021202-RA, pdam_00010586-RA, pdam_00014477-RA, pdam_00025377-RA, pdam_00014469-RA	NV2t011069001.1
OG0000020	pdam_00017116-RA	NV2t008000001.1, NV2t022307001.1, NV2t020124001.1, NV2t020124002.1, NV2t020124004.1, NV2t020124003.1, NV2t020124005.1
OG0000020	pdam_00013996-RA	NV2t010176001.1, NV2t023746001.1
OG0000020	pdam_00007669-RA, pdam_00017407-RA, pdam_00010561-RA, pdam_00022825-RA, pdam_00025811-RA	NV2t011904017.1, NV2t011904011.1, NV2t011903001.1, NV2t011904008.1, NV2t011904006.1, NV2t011904003.1, NV2t011904009.1, NV2t011904004.1, NV2t011904005.1, NV2t011904015.1, NV2t011904007.1, NV2t011904010.1, NV2t011904013.1, NV2t011904016.1, NV2t011904001.1, NV2t011904002.1, NV2t011904014.1, NV2t011904012.1, NV2t014524001.1
OG0000021	pdam_00010749-RA	NV2t024118001.1
OG0000021	pdam_00009410-RA	NV2t009487001.1
OG0000021	pdam_00023687-RA, pdam_00024326-RA, pdam_00022890-RA	NV2t020786001.1
OG0000021	pdam_00024856-RA	NV2t004540001.1, NV2t012882001.1, NV2t019119001.1, NV2t002560001.1, NV2t002879001.1, NV2t019190001.1, NV2t017372001.1, NV2t017724001.1, NV2t001570001.1, NV2t001579001.1, NV2t010761001.1, NV2t006131001.1, NV2t006131002.1, NV2t025493001.1, NV2t009040003.1, NV2t016010001.1, NV2t009446001.1, NV2t008350001.1, NV2t023979001.1, NV2t009717001.1, NV2t011365001.1, NV2t017644004.1, NV2t002351001.1, NV2t012512001.1, NV2t020454001.1, NV2t010416001.1, NV2t017079001.1, NV2t006138001.1, NV2t004283001.1, NV2t011139001.1, NV2t022526001.1, NV2t011459002.1, NV2t011455001.1, NV2t011455002.1, NV2t011459001.1, NV2t025084001.1, NV2t024584001.1, NV2t024916001.1, NV2t016209001.1, NV2t004947001.1, NV2t002892001.1, NV2t023970001.1, NV2t010905002.1, NV2t010905001.1, NV2t019063001.1, NV2t025758001.1, NV2t006867001.1
OG0000022	pdam_00002741-RA, pdam_00002740-RA, pdam_00002739-RA	NV2t021684001.1, NV2t021687001.1
OG0000022	pdam_00012892-RA	NV2t024493002.1, NV2t024493001.1, NV2t024493003.1, NV2t018310001.1, NV2t018306001.1, NV2t018306002.1
OG0000022	pdam_00006750-RA	NV2t018077001.1
OG0000022	pdam_00014407-RA	NV2t023064001.1, NV2t023064002.1
OG0000022	pdam_00017936-RA, pdam_00000091-RA	NV2t023859001.1
OG0000022	pdam_00003070-RA	NV2t023644001.1, NV2t013368001.1
OG0000022	pdam_00011448-RA	NV2t013994001.1
OG0000022	pdam_00012549-RA, pdam_00012548-RA	NV2t003279001.1, NV2t021385001.1, NV2t002433001.1
OG0000022	pdam_00013606-RA	NV2t011270001.1
OG0000022	pdam_00018235-RA	NV2t016035001.1, NV2t016035002.1
OG0000022	pdam_00018232-RA	NV2t016036001.1
OG0000022	pdam_00003020-RA, pdam_00002820-RA	NV2t025961001.1, NV2t020641001.1, NV2t020641002.1, NV2t020641003.1, NV2t020641005.1, NV2t020641004.1, NV2t020640001.1, NV2t020639001.1
OG0000022	pdam_00003707-RA, pdam_00017308-RA	NV2t008948001.1, NV2t015924001.1, NV2t016077001.1, NV2t017022001.1, NV2t015925001.1, NV2t015925002.1, NV2t017021001.1, NV2t023642001.1, NV2t016574001.1, NV2t016080001.1
OG0000022	pdam_00003021-RA, pdam_00003022-RA	NV2t007357001.1
OG0000022	pdam_00007737-RA, pdam_00007740-RA, pdam_00022004-RA	NV2t006019001.1
OG0000022	pdam_00006785-RA, pdam_00009354-RA, pdam_00010846-RA, pdam_00007519-RA	NV2t003953001.1
OG0000022	pdam_00008387-RA, pdam_00003084-RA	NV2t010250001.1, NV2t004041001.1
OG0000023	pdam_00013897-RA	NV2t010075001.1, NV2t010075002.1
OG0000023	pdam_00013896-RA	NV2t010076001.1, NV2t010076002.1
OG0000023	pdam_00000020-RA	NV2t023421001.1, NV2t023421003.1, NV2t023421004.1, NV2t023421005.1, NV2t023421006.1, NV2t023421007.1, NV2t023421008.1, NV2t023421009.1, NV2t023421002.1
OG0000023	pdam_00007651-RA	NV2t009939001.1, NV2t024983001.1
OG0000023	pdam_00010949-RA	NV2t002307001.1
OG0000023	pdam_00010948-RA	NV2t001943001.1, NV2t001943002.1
OG0000023	pdam_00023339-RA	NV2t000511001.1, NV2t000513001.1, NV2t000513002.1
OG0000023	pdam_00006722-RA, pdam_00006724-RA, pdam_00006721-RA, pdam_00006723-RA	NV2t003314001.1, NV2t003314002.1, NV2t003314003.1, NV2t003314004.1
OG0000023	pdam_00000913-RA	NV2t021659001.1, NV2t021659002.1, NV2t021659003.1
OG0000023	pdam_00000910-RA	NV2t021302002.1, NV2t021302001.1, NV2t021303001.1, NV2t022132001.1, NV2t022132002.1
OG0000023	pdam_00000911-RA, pdam_00000912-RA	NV2t022136001.1
OG0000023	pdam_00000692-RA, pdam_00017022-RA, pdam_00000698-RA	NV2t011164002.1, NV2t011164001.1, NV2t011164003.1, NV2t011164004.1
OG0000023	pdam_00009499-RA	NV2t000620001.1
OG0000023	pdam_00003019-RA, pdam_00007437-RA, pdam_00019129-RA, pdam_00007455-RA, pdam_00007449-RA, pdam_00007438-RA, pdam_00007436-RA, pdam_00007435-RA	NV2t009673001.1
OG0000023	pdam_00003808-RA, pdam_00011158-RA	NV2t008331001.1
OG0000024	pdam_00007775-RA	NV2t020507001.1
OG0000024	pdam_00007253-RA	NV2t021369001.1, NV2t018254001.1, NV2t019068001.1
OG0000024	pdam_00004782-RA	NV2t018255001.1, NV2t019069001.1
OG0000024	pdam_00025208-RA, pdam_00016730-RA, pdam_00016729-RA, pdam_00005869-RA, pdam_00025209-RA, pdam_00025596-RA	NV2t023396001.1
OG0000024	pdam_00020771-RA, pdam_00020770-RA, pdam_00024751-RA, pdam_00003812-RA, pdam_00016037-RA, pdam_00016032-RA, pdam_00016028-RA, pdam_00016029-RA, pdam_00006935-RA, pdam_00004476-RA, pdam_00023676-RA, pdam_00002649-RA, pdam_00021150-RA, pdam_00021153-RA, pdam_00021149-RA, pdam_00025788-RA, pdam_00025932-RA, pdam_00025630-RA, pdam_00023671-RA, pdam_00023672-RA, pdam_00014190-RA, pdam_00003825-RA, pdam_00003823-RA, pdam_00003822-RA, pdam_00003820-RA, pdam_00012355-RA, pdam_00012337-RA, pdam_00020775-RA, pdam_00016280-RA, pdam_00011726-RA, pdam_00003821-RA, pdam_00012333-RA, pdam_00012334-RA, pdam_00020772-RA, pdam_00024701-RA, pdam_00024102-RA, pdam_00023491-RA, pdam_00023492-RA, pdam_00022373-RA, pdam_00020773-RA, pdam_00012352-RA, pdam_00012344-RA, pdam_00012350-RA, pdam_00012340-RA, pdam_00012339-RA, pdam_00012353-RA, pdam_00012341-RA, pdam_00012331-RA, pdam_00012351-RA, pdam_00012338-RA, pdam_00012345-RA, pdam_00019831-RA, pdam_00019842-RA, pdam_00025263-RA, pdam_00025264-RA, pdam_00016532-RA, pdam_00016529-RA, pdam_00016528-RA, pdam_00016530-RA, pdam_00016531-RA, pdam_00016282-RA	NV2t008086001.1
OG0000024	pdam_00007772-RA, pdam_00007771-RA, pdam_00007770-RA, pdam_00007769-RA, pdam_00007773-RA, pdam_00007768-RA, pdam_00003501-RA, pdam_00015957-RA, pdam_00007774-RA	NV2t020505001.1
OG0000025	pdam_00009155-RA, pdam_00009156-RA	NV2t024513001.1
OG0000025	pdam_00022646-RA, pdam_00021983-RA, pdam_00023744-RA, pdam_00018082-RA, pdam_00025404-RA, pdam_00024558-RA, pdam_00025300-RA, pdam_00023847-RA, pdam_00006709-RA, pdam_00013089-RA, pdam_00013090-RA, pdam_00018077-RA, pdam_00025301-RA, pdam_00005109-RA, pdam_00006710-RA, pdam_00014678-RA, pdam_00019864-RA, pdam_00022300-RA, pdam_00022302-RA, pdam_00002027-RA, pdam_00003106-RA, pdam_00009369-RA, pdam_00009370-RA, pdam_00002028-RA, pdam_00022038-RA, pdam_00023710-RA, pdam_00022037-RA, pdam_00025403-RA, pdam_00014984-RA, pdam_00009129-RA, pdam_00022036-RA, pdam_00005705-RA, pdam_00021115-RA, pdam_00018075-RA, pdam_00025299-RA, pdam_00023772-RA, pdam_00024425-RA, pdam_00021794-RA, pdam_00023773-RA, pdam_00008331-RA, pdam_00019267-RA, pdam_00024872-RA, pdam_00011013-RA, pdam_00021795-RA, pdam_00005472-RA, pdam_00019924-RA, pdam_00006006-RA, pdam_00022981-RA, pdam_00006341-RA, pdam_00024817-RA, pdam_00011978-RA, pdam_00008955-RA, pdam_00015567-RA, pdam_00010385-RA, pdam_00005521-RA, pdam_00015817-RA, pdam_00016447-RA, pdam_00021539-RA, pdam_00015568-RA, pdam_00020013-RA, pdam_00000715-RA, pdam_00020777-RA, pdam_00023774-RA, pdam_00023106-RA, pdam_00021538-RA, pdam_00023936-RA, pdam_00005280-RA, pdam_00010547-RA, pdam_00022145-RA, pdam_00014704-RA, pdam_00011022-RA, pdam_00002509-RA, pdam_00001173-RA, pdam_00013424-RA, pdam_00003597-RA, pdam_00010364-RA, pdam_00012951-RA, pdam_00019251-RA, pdam_00015602-RA, pdam_00025054-RA, pdam_00023184-RA, pdam_00020258-RA, pdam_00020446-RA	NV2t024428001.1, NV2t024428002.1
OG0000026	pdam_00020048-RA	NV2t005314001.1
OG0000026	pdam_00005686-RA, pdam_00005691-RA, pdam_00005687-RA, pdam_00005690-RA, pdam_00005685-RA, pdam_00005693-RA, pdam_00005689-RA, pdam_00005694-RA, pdam_00005696-RA, pdam_00001797-RA, pdam_00004220-RA, pdam_00004217-RA, pdam_00004219-RA, pdam_00004218-RA, pdam_00004266-RA, pdam_00022408-RA, pdam_00022409-RA, pdam_00022410-RA, pdam_00017605-RA, pdam_00024283-RA, pdam_00004268-RA, pdam_00004265-RA, pdam_00013757-RA, pdam_00005688-RA, pdam_00025244-RA, pdam_00025243-RA, pdam_00025242-RA, pdam_00000587-RA, pdam_00022904-RA, pdam_00005676-RA, pdam_00014651-RA, pdam_00005678-RA, pdam_00022906-RA	NV2t020256001.1
OG0000026	pdam_00018636-RA	NV2t004753001.1, NV2t001985001.1, NV2t025689002.1, NV2t025689001.1, NV2t025688001.1, NV2t002698001.1, NV2t002698002.1, NV2t002695001.1, NV2t002696001.1, NV2t024864001.1, NV2t025183001.1, NV2t012033001.1, NV2t012036001.1, NV2t012033003.1, NV2t012033005.1, NV2t012033004.1
OG0000026	pdam_00013381-RA, pdam_00013380-RA	NV2t001244001.1, NV2t001979001.1, NV2t024719001.1
OG0000027	pdam_00014934-RA	NV2t021338001.1, NV2t021338002.1
OG0000027	pdam_00024103-RA	NV2t022595001.1
OG0000027	pdam_00019157-RA	NV2t020545001.1, NV2t020545002.1
OG0000027	pdam_00019160-RA	NV2t020201002.1, NV2t020201003.1
OG0000027	pdam_00021283-RA, pdam_00008284-RA, pdam_00008286-RA, pdam_00008285-RA, pdam_00008262-RA, pdam_00008261-RA, pdam_00008275-RA	NV2t023949001.1, NV2t023947001.1, NV2t023947002.1
OG0000027	pdam_00022870-RA, pdam_00013508-RA	NV2t015106001.1
OG0000028	pdam_00008028-RA	NV2t005709020.1, NV2t020227001.1, NV2t011243001.1, NV2t011247001.1, NV2t011241003.1, NV2t011241001.1, NV2t011241002.1, NV2t011241004.1, NV2t011245001.1, NV2t011242001.1, NV2t009307019.1, NV2t009363020.1, NV2t009363017.1, NV2t009363018.1, NV2t009363019.1, NV2t009303003.1, NV2t009371003.1, NV2t009363009.1, NV2t009363003.1, NV2t009363001.1, NV2t009363004.1, NV2t009363007.1, NV2t009363014.1, NV2t009363006.1, NV2t009363002.1, NV2t009371001.1, NV2t009371002.1, NV2t009363012.1, NV2t009363013.1, NV2t009363011.1, NV2t009363010.1, NV2t009363005.1, NV2t009363016.1, NV2t009363015.1, NV2t009363008.1, NV2t009371005.1, NV2t009371008.1, NV2t009371010.1, NV2t009371006.1, NV2t009371011.1, NV2t009371013.1, NV2t009371014.1, NV2t009371012.1, NV2t009371009.1, NV2t009371004.1, NV2t009371007.1, NV2t009371015.1, NV2t009371016.1, NV2t008280001.1, NV2t008280002.1, NV2t009307001.1, NV2t009307005.1, NV2t009303004.1, NV2t009303010.1, NV2t009303012.1, NV2t009303011.1, NV2t009303007.1, NV2t009303009.1, NV2t009303008.1, NV2t009303005.1, NV2t009303006.1, NV2t009303002.1, NV2t009307004.1, NV2t009307016.1, NV2t009303001.1, NV2t009307022.1, NV2t009307011.1, NV2t009307012.1, NV2t009307013.1, NV2t009307018.1, NV2t009307002.1, NV2t009307003.1, NV2t009307023.1, NV2t009307007.1, NV2t009307014.1, NV2t009307020.1, NV2t009307021.1, NV2t009307008.1, NV2t009307015.1
OG0000029	pdam_00021964-RA, pdam_00018716-RA, pdam_00017510-RA, pdam_00024159-RA, pdam_00022688-RA, pdam_00025192-RA, pdam_00016303-RA, pdam_00004695-RA, pdam_00021302-RA, pdam_00019632-RA	NV2t004144001.1, NV2t004145001.1, NV2t013317001.1
OG0000029	pdam_00023905-RA, pdam_00023903-RA, pdam_00023907-RA	NV2t003751001.1
OG0000030	pdam_00001979-RA	NV2t002771001.1
OG0000030	pdam_00001975-RA	NV2t010189001.1, NV2t010189002.1
OG0000030	pdam_00010469-RA, pdam_00010466-RA, pdam_00010467-RA, pdam_00010465-RA, pdam_00007456-RA, pdam_00015375-RA, pdam_00020466-RA, pdam_00001986-RA, pdam_00015620-RA, pdam_00001959-RA, pdam_00009031-RA, pdam_00020107-RA, pdam_00001967-RA, pdam_00001968-RA, pdam_00001960-RA, pdam_00001963-RA, pdam_00016106-RA, pdam_00024022-RA, pdam_00024771-RA, pdam_00024021-RA, pdam_00024024-RA, pdam_00022244-RA, pdam_00022258-RA, pdam_00022256-RA, pdam_00022253-RA, pdam_00022245-RA, pdam_00024020-RA, pdam_00022254-RA, pdam_00025595-RA, pdam_00019055-RA, pdam_00024023-RA, pdam_00024765-RA, pdam_00024770-RA, pdam_00016894-RA, pdam_00021235-RA, pdam_00017042-RA, pdam_00001985-RA, pdam_00019726-RA, pdam_00023592-RA, pdam_00006997-RA, pdam_00006996-RA, pdam_00006995-RA, pdam_00006993-RA, pdam_00006988-RA, pdam_00006992-RA, pdam_00006998-RA, pdam_00007234-RA, pdam_00016115-RA, pdam_00016116-RA, pdam_00016108-RA, pdam_00016105-RA, pdam_00014578-RA, pdam_00016109-RA, pdam_00014577-RA, pdam_00014576-RA, pdam_00007233-RA, pdam_00007235-RA, pdam_00016107-RA, pdam_00016114-RA, pdam_00018794-RA, pdam_00006119-RA, pdam_00014284-RA, pdam_00001182-RA, pdam_00008012-RA, pdam_00024593-RA, pdam_00008013-RA, pdam_00002793-RA, pdam_00002797-RA, pdam_00014281-RA, pdam_00014283-RA	NV2t021947001.1
OG0000031	pdam_00023664-RA, pdam_00003590-RA, pdam_00021121-RA, pdam_00021299-RA, pdam_00024703-RA, pdam_00024735-RA, pdam_00015188-RA, pdam_00011057-RA, pdam_00024204-RA, pdam_00025030-RA, pdam_00025226-RA, pdam_00012895-RA, pdam_00003591-RA, pdam_00024549-RA, pdam_00008301-RA, pdam_00020565-RA, pdam_00025373-RA, pdam_00006078-RA, pdam_00015748-RA, pdam_00006977-RA, pdam_00024360-RA, pdam_00026046-RA, pdam_00025964-RA	NV2t004843001.1
OG0000031	pdam_00021118-RA, pdam_00021120-RA, pdam_00021990-RA, pdam_00018411-RA, pdam_00024850-RA, pdam_00020567-RA, pdam_00025084-RA, pdam_00023494-RA, pdam_00008391-RA, pdam_00020569-RA, pdam_00025133-RA, pdam_00021119-RA, pdam_00001623-RA, pdam_00024552-RA, pdam_00020867-RA, pdam_00008300-RA, pdam_00023663-RA, pdam_00024879-RA	NV2t008030003.1
OG0000033	pdam_00024907-RA, pdam_00020434-RA, pdam_00020436-RA, pdam_00020433-RA, pdam_00024315-RA, pdam_00024316-RA, pdam_00016390-RA, pdam_00016396-RA, pdam_00021440-RA, pdam_00021513-RA, pdam_00021514-RA, pdam_00022784-RA, pdam_00021439-RA, pdam_00022614-RA, pdam_00025156-RA, pdam_00021441-RA, pdam_00023675-RA, pdam_00016402-RA, pdam_00021598-RA, pdam_00021599-RA, pdam_00021597-RA, pdam_00020657-RA, pdam_00022613-RA, pdam_00022612-RA, pdam_00022611-RA, pdam_00025537-RA, pdam_00025494-RA, pdam_00021328-RA, pdam_00024515-RA, pdam_00016394-RA, pdam_00016397-RA, pdam_00024389-RA, pdam_00024388-RA, pdam_00024512-RA, pdam_00024387-RA, pdam_00021329-RA, pdam_00021515-RA, pdam_00021517-RA, pdam_00021516-RA, pdam_00021511-RA, pdam_00021510-RA, pdam_00014149-RA, pdam_00014150-RA, pdam_00016391-RA, pdam_00021519-RA	NV2t006062001.1
