Orthogroup	Pdam	Mmus
OG0001195	pdam_00014278-RA	IGLO5_MOUSE, NEGR1_MOUSE, LSAMP_MOUSE, NTRI_MOUSE
OG0001196	pdam_00008016-RA	SCHI1_MOUSE, IQIP1_MOUSE
OG0001197	pdam_00000030-RA	K0825_MOUSE
OG0001198	pdam_00006561-RA, pdam_00013026-RA, pdam_00013025-RA	KCTD7_MOUSE
OG0001199	pdam_00014698-RA	KCNC2_MOUSE, KCNC4_MOUSE, KCNC3_MOUSE, KCNC1_MOUSE
OG0001200	pdam_00014328-RA	KCNN4_MOUSE, KCNN1_MOUSE, KCNN2_MOUSE, KCNN3_MOUSE
OG0001201	pdam_00012561-RA	NKPD1_MOUSE
OG0001202	pdam_00020098-RA	KDM5B_MOUSE, KDM5A_MOUSE, KDM5C_MOUSE, KDM5D_MOUSE
OG0001203	pdam_00015402-RA, pdam_00001066-RA	KHK_MOUSE
OG0001204	pdam_00012560-RA	LARP1_MOUSE
OG0001205	pdam_00018105-RA, pdam_00020535-RA	LMBL3_MOUSE, LMBL1_MOUSE, LMBL4_MOUSE
OG0001206	pdam_00009639-RA	PAXI_MOUSE, LPXN_MOUSE, TGFI1_MOUSE
OG0001207	pdam_00018367-RA	M3K11_MOUSE, M3K9_MOUSE, M3K10_MOUSE
OG0001208	pdam_00008069-RA	MA1A1_MOUSE, MA1A2_MOUSE
OG0001209	pdam_00002112-RA	MAD4_MOUSE, MAD3_MOUSE, MXI1_MOUSE, MAD1_MOUSE
OG0001210	pdam_00022666-RA	MAF_MOUSE, MAFB_MOUSE, NRL_MOUSE, MAFA_MOUSE
OG0001211	pdam_00007308-RA	MAOM_MOUSE, MAON_MOUSE, MAOX_MOUSE
OG0001212	pdam_00014119-RA, pdam_00014122-RA, pdam_00014120-RA	MBOA2_MOUSE, MBOA1_MOUSE
OG0001213	pdam_00019381-RA, pdam_00023715-RA, pdam_00011113-RA, pdam_00005115-RA, pdam_00005117-RA, pdam_00005120-RA	MCAF2_MOUSE
OG0001214	pdam_00005751-RA	METL8_MOUSE, METL2_MOUSE, METL6_MOUSE
OG0001215	pdam_00014589-RA	MLF2_MOUSE, MLF1_MOUSE
OG0001216	pdam_00013205-RA	MOCOS_MOUSE
OG0001217	pdam_00014545-RA, pdam_00024940-RA, pdam_00024184-RA	MSD4_MOUSE, NAIF1_MOUSE
OG0001218	pdam_00006868-RA	MSI1H_MOUSE, MSI2H_MOUSE
OG0001219	pdam_00014636-RA	MTCH2_MOUSE, MTCH1_MOUSE
OG0001220	pdam_00021403-RA, pdam_00009234-RA	MYO3B_MOUSE, MYO3A_MOUSE
OG0001221	pdam_00001994-RA	MYO9B_MOUSE, MYO9A_MOUSE
OG0001222	pdam_00016981-RA	NAR5_MOUSE, NAR2A_MOUSE, NAR2B_MOUSE, NAR1_MOUSE, NAR4_MOUSE
OG0001223	pdam_00011508-RA	NAV1_MOUSE, NAV3_MOUSE, NAV2_MOUSE
OG0001224	pdam_00018102-RA	NDRG2_MOUSE, NDRG4_MOUSE, NDRG1_MOUSE, NDRG3_MOUSE
OG0001225	pdam_00021863-RA	NDST4_MOUSE, NDST3_MOUSE, NDST2_MOUSE, NDST1_MOUSE
OG0001226	pdam_00002428-RA	NECA3_MOUSE, NECA1_MOUSE
OG0001227	pdam_00020611-RA	NF2L3_MOUSE, NF2L1_MOUSE, NFE2_MOUSE, NF2L2_MOUSE
OG0001228	pdam_00011286-RA	NKAI2_MOUSE, NKAI1_MOUSE, NKAI3_MOUSE, NKAI4_MOUSE
OG0001229	pdam_00007065-RA	NPT2B_MOUSE, NPT2C_MOUSE, NPT2A_MOUSE
OG0001230	pdam_00021541-RA	OGT1_MOUSE
OG0001231	pdam_00006331-RA, pdam_00006332-RA	OVOL1_MOUSE, OVOL2_MOUSE, OVOL3_MOUSE
OG0001232	pdam_00002589-RA	PHF20_MOUSE, P20L1_MOUSE
OG0001233	pdam_00017321-RA, pdam_00017791-RA	P4HA1_MOUSE, P4HA2_MOUSE
OG0001234	pdam_00016598-RA	P63_MOUSE, P73_MOUSE
OG0001235	pdam_00021501-RA	PARD3_MOUSE, PAR3L_MOUSE
OG0001236	pdam_00000191-RA	PBX4_MOUSE, PBX1_MOUSE, PBX2_MOUSE, PBX3_MOUSE
OG0001237	pdam_00018365-RA	PCX1_MOUSE, PCX2_MOUSE, PCX3_MOUSE
OG0001238	pdam_00017031-RA	PDK3_MOUSE, PDK1_MOUSE, PDK4_MOUSE, PDK2_MOUSE
OG0001239	pdam_00017015-RA, pdam_00014667-RA	PDP1_MOUSE, PDP2_MOUSE
OG0001240	pdam_00008094-RA	PHKG2_MOUSE, PHKG1_MOUSE
OG0001241	pdam_00012370-RA	PKHA2_MOUSE, PKHA1_MOUSE
OG0001242	pdam_00019486-RA, pdam_00004207-RA	PKHD1_MOUSE, PKHL1_MOUSE
OG0001243	pdam_00018670-RA	PKHG5_MOUSE
OG0001244	pdam_00009090-RA	PLPP4_MOUSE, PLPP5_MOUSE
OG0001245	pdam_00009216-RA, pdam_00009212-RA, pdam_00013475-RA, pdam_00009220-RA, pdam_00009221-RA	PMGT1_MOUSE
OG0001246	pdam_00014633-RA	PPAP_MOUSE, PPAT_MOUSE, PPAL_MOUSE
OG0001247	pdam_00012544-RA	PRIC3_MOUSE
OG0001248	pdam_00001744-RA	RAE2_MOUSE, RAE1_MOUSE
OG0001249	pdam_00018852-RA, pdam_00011224-RA	RB11A_MOUSE, RB11B_MOUSE
OG0001250	pdam_00007979-RA	RHG33_MOUSE
OG0001251	pdam_00010902-RA	RTP3_MOUSE, RTP4_MOUSE, RTP1_MOUSE, RTP2_MOUSE
OG0001252	pdam_00014950-RA	RUVB2_MOUSE
OG0001253	pdam_00008142-RA, pdam_00008144-RA, pdam_00008145-RA, pdam_00014778-RA, pdam_00025232-RA, pdam_00022797-RA	SAM9L_MOUSE
OG0001254	pdam_00004745-RA	SCAM5_MOUSE, SCAM3_MOUSE, SCAM1_MOUSE, SCAM2_MOUSE
OG0001255	pdam_00007819-RA, pdam_00004539-RA	SCUB2_MOUSE, SCUB3_MOUSE, SCUB1_MOUSE
OG0001256	pdam_00011310-RA	SDHA_MOUSE
OG0001257	pdam_00015002-RA	SHB_MOUSE, SHD_MOUSE, SHE_MOUSE, SHF_MOUSE
OG0001258	pdam_00004332-RA	SHRM4_MOUSE, SHRM2_MOUSE, SHRM3_MOUSE
OG0001259	pdam_00008931-RA	SIA7F_MOUSE, SIA7E_MOUSE, SIA7D_MOUSE, SIA7C_MOUSE
OG0001260	pdam_00019931-RA	SL9B1_MOUSE, SL9B2_MOUSE
OG0001261	pdam_00002683-RA	SNTG1_MOUSE, SNTG2_MOUSE
OG0001262	pdam_00003533-RA, pdam_00022126-RA	SNX10_MOUSE, SNX11_MOUSE
OG0001263	pdam_00007176-RA	SORC2_MOUSE, SORC3_MOUSE, SORC1_MOUSE
OG0001264	pdam_00022007-RA	SPE39_MOUSE
OG0001265	pdam_00012226-RA	SRPK3_MOUSE, SRPK1_MOUSE, SRPK2_MOUSE
OG0001268	pdam_00003531-RA	ST32C_MOUSE, ST32A_MOUSE, ST32B_MOUSE
OG0001269	pdam_00015019-RA, pdam_00011812-RA, pdam_00012359-RA, pdam_00012361-RA, pdam_00012360-RA	STING_MOUSE
OG0001270	pdam_00014006-RA	SYPL1_MOUSE, SYPL2_MOUSE, SYNPR_MOUSE, SYPH_MOUSE
OG0001271	pdam_00020425-RA	T11L1_MOUSE, T11L2_MOUSE, TCP11_MOUSE
OG0001272	pdam_00002782-RA	TEAD1_MOUSE, TEAD4_MOUSE, TEAD2_MOUSE, TEAD3_MOUSE
OG0001273	pdam_00005543-RA, pdam_00001782-RA	TFF3_MOUSE, TFF2_MOUSE, TFF1_MOUSE
OG0001274	pdam_00001708-RA	TICN2_MOUSE, TICN1_MOUSE, TICN3_MOUSE
OG0001275	pdam_00000712-RA, pdam_00000694-RA	TLX2_MOUSE, TLX3_MOUSE, TLX1_MOUSE
OG0001276	pdam_00024538-RA	TOX4_MOUSE, TOX3_MOUSE, TOX_MOUSE
OG0001277	pdam_00006568-RA, pdam_00006569-RA	TPC1_MOUSE
OG0001278	pdam_00015458-RA	TREF1_MOUSE
OG0001279	pdam_00016574-RA, pdam_00016578-RA	TTC7A_MOUSE, TTC7B_MOUSE
OG0001280	pdam_00021372-RA	UBX11_MOUSE
OG0001281	pdam_00002628-RA	VATH_MOUSE
OG0001282	pdam_00005766-RA, pdam_00005768-RA, pdam_00000015-RA	WIPF2_MOUSE, WIPF1_MOUSE
OG0001283	pdam_00006570-RA	YPEL4_MOUSE, YPEL1_MOUSE, YPEL3_MOUSE, YPEL2_MOUSE
OG0001284	pdam_00000265-RA, pdam_00023626-RA, pdam_00024947-RA, pdam_00011796-RA	ZBED4_MOUSE, ZBED6_MOUSE
OG0001286	pdam_00002592-RA	ZMAT3_MOUSE, ZMAT4_MOUSE, ZN346_MOUSE
OG0001287	pdam_00010333-RA, pdam_00017356-RA, pdam_00015587-RA, pdam_00020043-RA, pdam_00015167-RA, pdam_00015166-RA	OACYL_MOUSE
OG0001330	pdam_00003075-RA	GBRB3_MOUSE, GBRB2_MOUSE, GBRB1_MOUSE
OG0001331	pdam_00000283-RA, pdam_00000284-RA	TRHDE_MOUSE, AMPN_MOUSE, AMPQ_MOUSE
OG0001332	pdam_00020821-RA, pdam_00020822-RA, pdam_00020828-RA, pdam_00022428-RA	DAB1_MOUSE, DAB2_MOUSE
OG0001333	pdam_00025566-RA, pdam_00025406-RA	TIGD3_MOUSE, CENPB_MOUSE, TIGD4_MOUSE
OG0001334	pdam_00009891-RA	ATS10_MOUSE, ATS12_MOUSE, ATS7_MOUSE
OG0001335	pdam_00004114-RA, pdam_00013172-RA, pdam_00015120-RA	SFRP4_MOUSE, SFRP3_MOUSE
OG0001337	pdam_00012048-RA, pdam_00012082-RA, pdam_00026068-RA	TRAF6_MOUSE
OG0001338	pdam_00019840-RA	WFD18_MOUSE, WFDC3_MOUSE
OG0001339	pdam_00008346-RA, pdam_00021454-RA	PAX3_MOUSE, PAX7_MOUSE
OG0001340	pdam_00007219-RA, pdam_00011062-RA, pdam_00020343-RA, pdam_00020108-RA, pdam_00021018-RA	SPB13_MOUSE
OG0001341	pdam_00000204-RA	CCNB2_MOUSE, CCNB1_MOUSE
OG0001344	pdam_00004120-RA, pdam_00004121-RA	RBM3_MOUSE, CIRBP_MOUSE
OG0001345	pdam_00021322-RA, pdam_00015555-RA, pdam_00015563-RA, pdam_00015562-RA, pdam_00015556-RA	P20D2_MOUSE
OG0001346	pdam_00008927-RA	NCALD_MOUSE, HPCA_MOUSE, HPCL1_MOUSE
OG0001347	pdam_00024693-RA, pdam_00007712-RA	NTRK1_MOUSE, NTRK3_MOUSE, NTRK2_MOUSE
OG0001348	pdam_00023995-RA	KC1A_MOUSE
OG0001349	pdam_00015259-RA	FGD4_MOUSE, FGD1_MOUSE, FGD3_MOUSE, FGD2_MOUSE
OG0001351	pdam_00015401-RA	IMA1_MOUSE, IMA8_MOUSE
OG0001352	pdam_00001093-RA	TMM91_MOUSE, SYNG1_MOUSE, SYN1L_MOUSE
OG0001353	pdam_00009211-RA	AKCL2_MOUSE, ALDR_MOUSE, ALD1_MOUSE, ALD2_MOUSE
OG0001354	pdam_00012087-RA, pdam_00008231-RA, pdam_00017701-RA	CBPE_MOUSE
OG0001356	pdam_00010249-RA	DHX36_MOUSE
OG0001357	pdam_00002281-RA	KIF2C_MOUSE, KIF2A_MOUSE, KIF2B_MOUSE
OG0001358	pdam_00019596-RA	MICA3_MOUSE, MICA2_MOUSE
OG0001359	pdam_00013426-RA, pdam_00010824-RA, pdam_00007155-RA	PEF1_MOUSE
OG0001360	pdam_00002830-RA	RAB38_MOUSE
OG0001361	pdam_00020987-RA, pdam_00010471-RA, pdam_00021232-RA	F167B_MOUSE, F167A_MOUSE
OG0001362	pdam_00023869-RA	HAOX2_MOUSE
OG0001363	pdam_00001554-RA, pdam_00006506-RA, pdam_00007527-RA	PPR27_MOUSE
OG0001364	pdam_00022042-RA, pdam_00022044-RA, pdam_00002253-RA	PRD14_MOUSE
OG0001365	pdam_00005640-RA, pdam_00005638-RA	1A1L1_MOUSE, 1A1L2_MOUSE
OG0001366	pdam_00006866-RA	3BHS4_MOUSE, 3BHS5_MOUSE, 3BHS1_MOUSE, 3BHS6_MOUSE, 3BHS2_MOUSE, 3BHS3_MOUSE
OG0001367	pdam_00000507-RA	RHG44_MOUSE, RHG17_MOUSE, 3BP1_MOUSE
OG0001368	pdam_00000533-RA	3MG_MOUSE
OG0001370	pdam_00008412-RA	ACBD5_MOUSE
OG0001371	pdam_00001347-RA, pdam_00018136-RA, pdam_00018135-RA	ACE3_MOUSE, ACE_MOUSE
OG0001372	pdam_00003912-RA	IREB2_MOUSE, ACOHC_MOUSE
OG0001373	pdam_00021700-RA, pdam_00019709-RA, pdam_00022095-RA, pdam_00017685-RA, pdam_00022093-RA	ACP7_MOUSE
OG0001374	pdam_00014634-RA, pdam_00011606-RA	AHRR_MOUSE, AHR_MOUSE
OG0001376	pdam_00011727-RA, pdam_00020406-RA, pdam_00019854-RA	AMZ1_MOUSE, AMZ2_MOUSE
OG0001377	pdam_00021214-RA	ANR28_MOUSE, ANR44_MOUSE, ANR52_MOUSE
OG0001378	pdam_00010350-RA	ANTRL_MOUSE, ANTR1_MOUSE, ANTR2_MOUSE
OG0001379	pdam_00001739-RA, pdam_00021878-RA	AOFB_MOUSE, AOFA_MOUSE
OG0001380	pdam_00014839-RA	ARHG1_MOUSE, ARHGC_MOUSE
OG0001381	pdam_00006805-RA	ARHG4_MOUSE, ARHG9_MOUSE, SPT13_MOUSE
OG0001382	pdam_00005527-RA	AT2B4_MOUSE, AT2B1_MOUSE, AT2B2_MOUSE
OG0001383	pdam_00022240-RA	ATD3A_MOUSE
OG0001384	pdam_00018063-RA	ATLA1_MOUSE, ATLA3_MOUSE, ATLA2_MOUSE
OG0001385	pdam_00004708-RA	ATX3_MOUSE
OG0001386	pdam_00008778-RA	BAIP2_MOUSE, BI2L2_MOUSE, BI2L1_MOUSE
OG0001387	pdam_00009248-RA	BANP_MOUSE
OG0001388	pdam_00016711-RA	CASL_MOUSE, EFS_MOUSE, BCAR1_MOUSE
OG0001389	pdam_00015459-RA, pdam_00003570-RA, pdam_00019461-RA, pdam_00019460-RA	BODG_MOUSE
OG0001390	pdam_00015773-RA, pdam_00015308-RA, pdam_00000815-RA, pdam_00004316-RA	BOLL_MOUSE
OG0001391	pdam_00010131-RA, pdam_00001800-RA	BST1_MOUSE, CD38_MOUSE
OG0001392	pdam_00004827-RA	BTBD8_MOUSE
OG0001393	pdam_00020169-RA	C2C2L_MOUSE, C2CD2_MOUSE
OG0001394	pdam_00000897-RA	CAN5_MOUSE
OG0001395	pdam_00020933-RA	CARL3_MOUSE, CARL1_MOUSE
OG0001396	pdam_00017868-RA, pdam_00002387-RA, pdam_00018877-RA	CBAR1_MOUSE, CBAR2_MOUSE
OG0001397	pdam_00012950-RA, pdam_00012948-RA	CBS_MOUSE
OG0001398	pdam_00000460-RA, pdam_00006295-RA	CCD63_MOUSE
OG0001399	pdam_00015269-RA	CDK16_MOUSE, CDK18_MOUSE, CDK17_MOUSE
OG0001400	pdam_00001456-RA	MANF_MOUSE, CDNF_MOUSE
OG0001401	pdam_00005082-RA	CDS1_MOUSE, CDS2_MOUSE
OG0001402	pdam_00013240-RA	CEGT_MOUSE
OG0001403	pdam_00000979-RA	DEUP1_MOUSE, CEP63_MOUSE
OG0001404	pdam_00015268-RA	CERK1_MOUSE
OG0001405	pdam_00011053-RA, pdam_00011052-RA	EFCB8_MOUSE
OG0001406	pdam_00008017-RA	CTSR3_MOUSE, CFA91_MOUSE
OG0001408	pdam_00004176-RA	CHD4_MOUSE, CHD5_MOUSE
OG0001409	pdam_00013969-RA, pdam_00000445-RA	CIDEB_MOUSE, CIDEA_MOUSE, CIDEC_MOUSE
OG0001410	pdam_00005876-RA	CIP4_MOUSE, FBP1L_MOUSE, FNBP1_MOUSE
OG0001411	pdam_00022446-RA, pdam_00012054-RA	CIPC_MOUSE
OG0001412	pdam_00006232-RA, pdam_00009217-RA	SOCS3_MOUSE, SOCS2_MOUSE, CISH_MOUSE
OG0001413	pdam_00014525-RA, pdam_00020079-RA, pdam_00020080-RA	CKS1_MOUSE, CKS2_MOUSE
OG0001414	pdam_00008593-RA, pdam_00008591-RA, pdam_00005141-RA	CLOCK_MOUSE, NPAS2_MOUSE
OG0001415	pdam_00009890-RA, pdam_00018623-RA	CMA1A_MOUSE, CMA1B_MOUSE
OG0001416	pdam_00014205-RA	CNKR3_MOUSE, ICEF1_MOUSE, CNKR2_MOUSE
OG0001417	pdam_00021920-RA, pdam_00021918-RA, pdam_00021921-RA	CP4V2_MOUSE
OG0001418	pdam_00013792-RA	CPSF7_MOUSE, CPSF6_MOUSE
OG0001419	pdam_00001226-RA	CPZIP_MOUSE, WASC2_MOUSE
OG0001420	pdam_00014061-RA	CRTC1_MOUSE, CRTC3_MOUSE, CRTC2_MOUSE
OG0001421	pdam_00006473-RA, pdam_00007818-RA, pdam_00007820-RA	CRY2_MOUSE, CRY1_MOUSE
OG0001422	pdam_00012991-RA, pdam_00023873-RA, pdam_00021305-RA, pdam_00023874-RA	CSR2B_MOUSE
OG0001426	pdam_00021013-RA	GRDN_MOUSE, DAPLE_MOUSE
OG0001427	pdam_00009540-RA	HLF_MOUSE, DBP_MOUSE, TEF_MOUSE
OG0001428	pdam_00010135-RA	DCAM1_MOUSE, DCAM2_MOUSE
OG0001429	pdam_00005873-RA, pdam_00020350-RA, pdam_00020352-RA	DDR2_MOUSE, DDR1_MOUSE
OG0001430	pdam_00014432-RA, pdam_00014434-RA, pdam_00014433-RA, pdam_00003795-RA, pdam_00014261-RA	DHRS7_MOUSE
OG0001431	pdam_00008418-RA, pdam_00023598-RA, pdam_00005150-RA, pdam_00013789-RA, pdam_00011630-RA	DIRC2_MOUSE
OG0001432	pdam_00009240-RA	DJC10_MOUSE
OG0001433	pdam_00020093-RA	DMTF1_MOUSE
OG0001434	pdam_00004436-RA, pdam_00022395-RA	DNSL2_MOUSE, DNAS1_MOUSE
OG0001435	pdam_00021698-RA	DOC2G_MOUSE, DOC2A_MOUSE, RP3A_MOUSE, DOC2B_MOUSE
OG0001436	pdam_00016432-RA, pdam_00011588-RA	SEPR_MOUSE, DPP4_MOUSE
OG0001437	pdam_00007141-RA, pdam_00005456-RA, pdam_00008729-RA	DRAM1_MOUSE, DRAM2_MOUSE
OG0001438	pdam_00009389-RA	DYST_MOUSE, K0754_MOUSE, MACF1_MOUSE
OG0001439	pdam_00011594-RA	EHD4_MOUSE, EHD2_MOUSE, EHD1_MOUSE, EHD3_MOUSE
OG0001441	pdam_00000467-RA	ELYS_MOUSE
OG0001442	pdam_00014587-RA	ENOA_MOUSE, ENOG_MOUSE, ENOB_MOUSE
OG0001443	pdam_00018310-RA	EXOC3_MOUSE, EX3L1_MOUSE, TNAP2_MOUSE
OG0001444	pdam_00000774-RA	F264_MOUSE, F261_MOUSE, F262_MOUSE
OG0001445	pdam_00019471-RA	FBH1_MOUSE
OG0001446	pdam_00021193-RA	FXL20_MOUSE, FBXL2_MOUSE
OG0001447	pdam_00016920-RA, pdam_00013607-RA	FKBP7_MOUSE, FKB14_MOUSE
OG0001448	pdam_00008050-RA	FL2D_MOUSE
OG0001449	pdam_00016373-RA	FMR1_MOUSE, FXR2_MOUSE, FXR1_MOUSE
OG0001450	pdam_00005053-RA	JUNO_MOUSE, FOLR1_MOUSE, FOLR2_MOUSE
OG0001451	pdam_00004954-RA	FOXP1_MOUSE, FOXP4_MOUSE, FOXP2_MOUSE
OG0001452	pdam_00006899-RA, pdam_00006901-RA, pdam_00006898-RA, pdam_00000721-RA	FSTL5_MOUSE, FSTL4_MOUSE
OG0001453	pdam_00022690-RA, pdam_00012162-RA, pdam_00024883-RA, pdam_00021966-RA	PHF7_MOUSE, G2E3_MOUSE
OG0001454	pdam_00019648-RA	G6PD1_MOUSE, G6PD2_MOUSE
OG0001455	pdam_00018023-RA	GIPC3_MOUSE, GIPC1_MOUSE, GIPC2_MOUSE
OG0001456	pdam_00005670-RA	GLYG_MOUSE
OG0001457	pdam_00018188-RA	GRP4_MOUSE, GRP1_MOUSE, GRP2_MOUSE
OG0001459	pdam_00018925-RA	GSTO2_MOUSE, GSTO1_MOUSE
OG0001460	pdam_00001713-RA, pdam_00002908-RA	H6ST1_MOUSE, H6ST3_MOUSE, H6ST2_MOUSE
OG0001461	pdam_00010714-RA, pdam_00008122-RA	HEBP2_MOUSE
OG0001462	pdam_00004046-RA	HNRPF_MOUSE, HNRH2_MOUSE, HNRH1_MOUSE
OG0001463	pdam_00007401-RA	KAZD1_MOUSE, IBP7_MOUSE, IBPL1_MOUSE
OG0001464	pdam_00013580-RA, pdam_00013579-RA	IF4G1_MOUSE, IF4G3_MOUSE
OG0001465	pdam_00023815-RA, pdam_00024620-RA, pdam_00008899-RA	TCO2_MOUSE, IF_MOUSE
OG0001466	pdam_00003873-RA	IGDC3_MOUSE, IGDC4_MOUSE, PRTG_MOUSE
OG0001467	pdam_00005197-RA, pdam_00011070-RA	IMDH1_MOUSE, IMDH2_MOUSE
OG0001468	pdam_00020400-RA	INT10_MOUSE
OG0001469	pdam_00017386-RA	INT8_MOUSE
OG0001470	pdam_00009353-RA	IPO8_MOUSE, IPO7_MOUSE
OG0001471	pdam_00000730-RA	IPP2_MOUSE
OG0001472	pdam_00017112-RA, pdam_00002591-RA	IRF2_MOUSE, IRF1_MOUSE
OG0001473	pdam_00019783-RA	WWP2_MOUSE, ITCH_MOUSE, WWP1_MOUSE
OG0001474	pdam_00007499-RA	ITPR1_MOUSE, ITPR3_MOUSE, ITPR2_MOUSE
OG0001475	pdam_00001734-RA	JADE3_MOUSE, JADE2_MOUSE, JADE1_MOUSE
OG0001476	pdam_00015774-RA	KCND1_MOUSE, KCND3_MOUSE, KCND2_MOUSE
OG0001477	pdam_00004581-RA	KDM1A_MOUSE
OG0001478	pdam_00013819-RA, pdam_00016253-RA	KI16B_MOUSE
OG0001479	pdam_00019525-RA	KI26B_MOUSE, KI26A_MOUSE
OG0001480	pdam_00019207-RA, pdam_00013748-RA	KLH20_MOUSE
OG0001481	pdam_00021324-RA, pdam_00021323-RA	KMO_MOUSE
OG0001483	pdam_00023875-RA	ZAP70_MOUSE, KSYK_MOUSE
OG0001484	pdam_00021848-RA, pdam_00010402-RA	LAMA2_MOUSE, LAMA1_MOUSE
OG0001486	pdam_00017192-RA, pdam_00006157-RA, pdam_00002884-RA, pdam_00008567-RA	LBX1_MOUSE, LBX2_MOUSE
OG0001487	pdam_00018701-RA	LDHB_MOUSE, LDHA_MOUSE, LDHC_MOUSE
OG0001488	pdam_00016448-RA	LRC41_MOUSE
OG0001489	pdam_00005549-RA	MARHB_MOUSE, MARH9_MOUSE, MARH4_MOUSE
OG0001490	pdam_00001898-RA	MBD4_MOUSE
OG0001492	pdam_00010401-RA	MCTP2_MOUSE, MCTP1_MOUSE
OG0001493	pdam_00016759-RA	PEAR1_MOUSE, MEG11_MOUSE, MEG10_MOUSE
OG0001494	pdam_00008059-RA	MGST3_MOUSE
OG0001495	pdam_00013807-RA, pdam_00000926-RA, pdam_00000922-RA, pdam_00000921-RA, pdam_00007139-RA	MGT4E_MOUSE, MGT4C_MOUSE
OG0001496	pdam_00024953-RA, pdam_00005758-RA	MILK1_MOUSE, MILK2_MOUSE
OG0001497	pdam_00014108-RA	MINY2_MOUSE, MINY1_MOUSE
OG0001498	pdam_00005943-RA, pdam_00013582-RA	MTHR_MOUSE
OG0001499	pdam_00000201-RA, pdam_00015784-RA, pdam_00015786-RA	MYO1E_MOUSE, MYO1F_MOUSE
OG0001500	pdam_00017622-RA	NEK10_MOUSE
OG0001501	pdam_00007614-RA	NIN_MOUSE, NINL_MOUSE
OG0001502	pdam_00008816-RA	NKX63_MOUSE, NKX61_MOUSE
OG0001503	pdam_00008870-RA	NOL4L_MOUSE, NOL4_MOUSE
OG0001504	pdam_00019344-RA	NPDC1_MOUSE
OG0001506	pdam_00009396-RA, pdam_00009399-RA	ORAI1_MOUSE, ORAI2_MOUSE, ORAI3_MOUSE
OG0001507	pdam_00011667-RA	ORML3_MOUSE, ORML2_MOUSE, ORML1_MOUSE
OG0001508	pdam_00012270-RA	OTOP1_MOUSE, OTOP3_MOUSE, OTOP2_MOUSE
OG0001509	pdam_00004756-RA	OTP_MOUSE
OG0001510	pdam_00019026-RA	OXSR1_MOUSE, STK39_MOUSE
OG0001512	pdam_00000394-RA, pdam_00008138-RA	P2RX4_MOUSE, P2RX5_MOUSE
OG0001513	pdam_00005911-RA	P85A_MOUSE, P85B_MOUSE, P55G_MOUSE
OG0001514	pdam_00001586-RA, pdam_00004551-RA	PACN3_MOUSE, PACN1_MOUSE, PACN2_MOUSE
OG0001516	pdam_00015031-RA	PDCD4_MOUSE
OG0001517	pdam_00019666-RA	PDE1B_MOUSE, PDE1A_MOUSE, PDE1C_MOUSE
OG0001518	pdam_00020127-RA	PDZ11_MOUSE, WHRN_MOUSE
OG0001519	pdam_00016246-RA	PELI3_MOUSE, PELI1_MOUSE, PELI2_MOUSE
OG0001520	pdam_00014943-RA, pdam_00014944-RA	PHRF1_MOUSE, SFR19_MOUSE
OG0001521	pdam_00025113-RA, pdam_00025112-RA, pdam_00025115-RA, pdam_00025116-RA	PIF1_MOUSE
OG0001522	pdam_00000738-RA, pdam_00005573-RA	PLSL_MOUSE, PLSI_MOUSE, PLST_MOUSE
OG0001523	pdam_00011337-RA	POLH_MOUSE
OG0001524	pdam_00012860-RA, pdam_00007722-RA	PPA5_MOUSE
OG0001525	pdam_00011236-RA	PPIP1_MOUSE, PPIP2_MOUSE
OG0001526	pdam_00010090-RA, pdam_00010092-RA	PRKDC_MOUSE
OG0001527	pdam_00016984-RA	PSN1_MOUSE, PSN2_MOUSE
OG0001528	pdam_00017145-RA	PTN18_MOUSE, PTN12_MOUSE, PTN22_MOUSE
OG0001529	pdam_00010639-RA	PTPR2_MOUSE
OG0001530	pdam_00001630-RA	PTPRF_MOUSE, PTPRS_MOUSE, PTPRD_MOUSE
OG0001531	pdam_00016414-RA	RAB5B_MOUSE, RAB5A_MOUSE, RAB5C_MOUSE
OG0001532	pdam_00008041-RA	RCAN1_MOUSE, RCAN3_MOUSE, RCAN2_MOUSE
OG0001533	pdam_00016519-RA	RCOR3_MOUSE, RCOR1_MOUSE
OG0001535	pdam_00012699-RA	RFOX3_MOUSE, RFOX2_MOUSE, RFOX1_MOUSE
OG0001536	pdam_00016188-RA	RGPS1_MOUSE, RGPS2_MOUSE
OG0001538	pdam_00016061-RA, pdam_00016063-RA	RHOB_MOUSE, RHOC_MOUSE, RHOA_MOUSE
OG0001539	pdam_00019502-RA	RIMB2_MOUSE, RIMB1_MOUSE
OG0001540	pdam_00001227-RA	ROBO3_MOUSE, ROBO2_MOUSE, ROBO1_MOUSE
OG0001541	pdam_00020439-RA	RPAP1_MOUSE
OG0001542	pdam_00009310-RA, pdam_00010362-RA	RSAD1_MOUSE
OG0001543	pdam_00023511-RA, pdam_00007787-RA	RSH6A_MOUSE, RSH4A_MOUSE
OG0001545	pdam_00022514-RA	S41A3_MOUSE, S41A2_MOUSE, S41A1_MOUSE
OG0001546	pdam_00023139-RA	SAHH2_MOUSE, SAHH3_MOUSE
OG0001547	pdam_00015320-RA	SAR1A_MOUSE, SAR1B_MOUSE
OG0001548	pdam_00015499-RA	SAT2_MOUSE, SAT1_MOUSE, SATL1_MOUSE
OG0001549	pdam_00015691-RA	SCD2_MOUSE, ACOD1_MOUSE, SCD3_MOUSE, SCD4_MOUSE
