Orthogroup	Gfas	Mmus
OG0001047	gfas1.m1.18601.m1	MOCOS_MOUSE
OG0001049	gfas1.m1.1016.m1	ARP3B_MOUSE, ARP3_MOUSE
OG0001050	gfas1.m1.104.m1	HNF6_MOUSE, ONEC3_MOUSE, ONEC2_MOUSE
OG0001053	gfas1.m1.2743.m1, gfas1.m1.10846.m1, gfas1.m1.10847.m1, gfas1.m1.21923.m1, gfas1.m1.11144.m1	TPC_MOUSE
OG0001054	gfas1.m1.8304.m1, gfas1.m1.616.m1, gfas1.m1.7326.m1, gfas1.m1.7324.m1	PGGHG_MOUSE
OG0001055	gfas1.m1.858.m1	PARD3_MOUSE, PAR3L_MOUSE
OG0001056	gfas1.m1.6890.m1, gfas1.m1.6896.m1	CALM1_MOUSE, CALM2_MOUSE, CALM3_MOUSE
OG0001057	gfas1.m1.1347.m1, gfas1.m1.21982.m1, gfas1.m1.4324.m1, gfas1.m1.11866.m1, gfas1.m1.10017.m1, gfas1.m1.11170.m1, gfas1.m1.6290.m1	SMI11_MOUSE
OG0001058	gfas1.m1.1531.m1, gfas1.m1.18897.m1	SH3G3_MOUSE, SH3G2_MOUSE, SH3G1_MOUSE
OG0001059	gfas1.m1.19861.m1	MAOM_MOUSE, MAON_MOUSE, MAOX_MOUSE
OG0001060	gfas1.m1.12532.m1, gfas1.m1.23594.m1, gfas1.m1.16171.m1, gfas1.m1.16169.m1	TM198_MOUSE
OG0001061	gfas1.m1.677.m1	SIA7F_MOUSE, SIA7E_MOUSE, SIA7D_MOUSE, SIA7C_MOUSE
OG0001062	gfas1.m1.23417.m1, gfas1.m1.19289.m1, gfas1.m1.17814.m1, gfas1.m1.17818.m1, gfas1.m1.11122.m1, gfas1.m1.22968.m1, gfas1.m1.11121.m1, gfas1.m1.16963.m1	MYOC_MOUSE
OG0001063	gfas1.m1.5474.m1, gfas1.m1.18112.m1	SNX10_MOUSE, SNX11_MOUSE
OG0001064	gfas1.m1.4239.m1, gfas1.m1.8463.m1	TTC7A_MOUSE, TTC7B_MOUSE
OG0001066	gfas1.m1.21656.m1, gfas1.m1.3865.m1, gfas1.m1.19042.m1, gfas1.m1.3761.m1	GP157_MOUSE
OG0001068	gfas1.m1.7760.m1, gfas1.m1.7767.m1, gfas1.m1.7766.m1, gfas1.m1.22888.m1, gfas1.m1.824.m1	PDK1L_MOUSE, STK35_MOUSE
OG0001069	gfas1.m1.1596.m1	SPE39_MOUSE
OG0001071	gfas1.m1.22471.m1, gfas1.m1.12529.m1	BAIP2_MOUSE, BI2L2_MOUSE, BI2L1_MOUSE
OG0001072	gfas1.m1.7462.m1	SDHA_MOUSE
OG0001073	gfas1.m1.2469.m1, gfas1.m1.8347.m1	CY24B_MOUSE, NOX1_MOUSE, NOX3_MOUSE
OG0001074	gfas1.m1.23550.m1	DUSP2_MOUSE, DUS4_MOUSE, DUS1_MOUSE
OG0001075	gfas1.m1.1082.m1, gfas1.m1.6038.m1	STX12_MOUSE, STX7_MOUSE
OG0001076	gfas1.m1.508.m1	ENPP2_MOUSE, ENPP1_MOUSE, ENPP3_MOUSE
OG0001077	gfas1.m1.13232.m1, gfas1.m1.23443.m1, gfas1.m1.13237.m1, gfas1.m1.15013.m1	CERU_MOUSE, HPHL1_MOUSE, HEPH_MOUSE
OG0001081	gfas1.m1.2731.m1	PBX4_MOUSE, PBX1_MOUSE, PBX2_MOUSE, PBX3_MOUSE
OG0001082	gfas1.m1.5606.m1	GNA15_MOUSE, GNA11_MOUSE, GNA14_MOUSE, GNAQ_MOUSE
OG0001083	gfas1.m1.17311.m1	GARL3_MOUSE
OG0001083	gfas1.m1.3996.m1	RPGP2_MOUSE, RPGP1_MOUSE
OG0001084	gfas1.m1.4430.m1, gfas1.m1.9940.m1, gfas1.m1.12197.m1	ITB1_MOUSE
OG0001085	gfas1.m1.13819.m1, gfas1.m1.4298.m1, gfas1.m1.4278.m1	CNPY3_MOUSE, CNPY4_MOUSE
OG0001086	gfas1.m1.17666.m1	AB17B_MOUSE, AB17C_MOUSE, AB17A_MOUSE
OG0001087	gfas1.m1.346.m1	DCDC2_MOUSE, DCD2C_MOUSE
OG0001088	gfas1.m1.20445.m1, gfas1.m1.20444.m1, gfas1.m1.5602.m1	DDX25_MOUSE, DD19A_MOUSE
OG0001089	gfas1.m1.1194.m1, gfas1.m1.18997.m1	IQGA2_MOUSE, IQGA1_MOUSE
OG0001090	gfas1.m1.9469.m1, gfas1.m1.9475.m1, gfas1.m1.9470.m1	MBOA2_MOUSE, MBOA1_MOUSE
OG0001091	gfas1.m1.4412.m1	HCN1_MOUSE, HCN2_MOUSE, HCN4_MOUSE, HCN3_MOUSE
OG0001092	gfas1.m1.13221.m1	FA53C_MOUSE, FA53A_MOUSE, FA53B_MOUSE
OG0001094	gfas1.m1.1514.m1	NAV1_MOUSE, NAV3_MOUSE, NAV2_MOUSE
OG0001095	gfas1.m1.1704.m1	MYO9B_MOUSE, MYO9A_MOUSE
OG0001096	gfas1.m1.5219.m1	NFE2_MOUSE, NF2L2_MOUSE, NF2L1_MOUSE, NF2L3_MOUSE
OG0001097	gfas1.m1.14085.m1	MAD4_MOUSE, MAD3_MOUSE, MXI1_MOUSE, MAD1_MOUSE
OG0001099	gfas1.m1.5810.m1, gfas1.m1.5799.m1, gfas1.m1.7878.m1	AGAL_MOUSE, NAGAB_MOUSE
OG0001100	gfas1.m1.14984.m1	UBX11_MOUSE
OG0001101	gfas1.m1.18178.m1	SPNS3_MOUSE, SPNS2_MOUSE, SPNS1_MOUSE
OG0001103	gfas1.m1.15478.m1	CSK22_MOUSE, CSK21_MOUSE
OG0001104	gfas1.m1.18042.m1, gfas1.m1.17964.m1, gfas1.m1.16851.m1	PEA15_MOUSE, FADD_MOUSE
OG0001105	gfas1.m1.13815.m1, gfas1.m1.8118.m1	BCDO1_MOUSE, RPE65_MOUSE, BCDO2_MOUSE
OG0001106	gfas1.m1.6264.m1	SH2D5_MOUSE, SLAP2_MOUSE
OG0001107	gfas1.m1.10441.m1	MTDC_MOUSE, MTD2L_MOUSE, C1TM_MOUSE, C1TC_MOUSE
OG0001108	gfas1.m1.15614.m1	GRK1_MOUSE, GRK6_MOUSE, GRK4_MOUSE, GRK5_MOUSE
OG0001109	gfas1.m1.5192.m1, gfas1.m1.5189.m1, gfas1.m1.23259.m1, gfas1.m1.5194.m1	DKK3_MOUSE
OG0001110	gfas1.m1.6237.m1, gfas1.m1.7914.m1	SERC2_MOUSE, SERC1_MOUSE, SERC3_MOUSE
OG0001111	gfas1.m1.6076.m1	SRPK2_MOUSE, SRPK1_MOUSE, SRPK3_MOUSE
OG0001112	gfas1.m1.18945.m1	ELAP1_MOUSE, ELAP2_MOUSE
OG0001113	gfas1.m1.1599.m1, gfas1.m1.17731.m1	RTN2_MOUSE, RTN1_MOUSE
OG0001114	gfas1.m1.19265.m1, gfas1.m1.4635.m1	ATLA1_MOUSE, ATLA3_MOUSE, ATLA2_MOUSE
OG0001115	gfas1.m1.13852.m1, gfas1.m1.13848.m1	DNJC5_MOUSE, DNJ5B_MOUSE
OG0001117	gfas1.m1.18509.m1, gfas1.m1.4915.m1	FGF18_MOUSE, FGF17_MOUSE, FGF8_MOUSE
OG0001118	gfas1.m1.6591.m1	TLDC2_MOUSE, OXR1_MOUSE, NCOA7_MOUSE
OG0001119	gfas1.m1.3555.m1, gfas1.m1.21339.m1	P4HA1_MOUSE, P4HA2_MOUSE
OG0001121	gfas1.m1.15571.m1	DLGP4_MOUSE, DLGP1_MOUSE, DLGP3_MOUSE, DLGP2_MOUSE
OG0001122	gfas1.m1.13725.m1	DLG3_MOUSE, DLG2_MOUSE, DLG4_MOUSE, DLG1_MOUSE
OG0001123	gfas1.m1.978.m1	RETR1_MOUSE, RETR2_MOUSE, RETR3_MOUSE
OG0001124	gfas1.m1.15311.m1	NDST4_MOUSE, NDST3_MOUSE, NDST2_MOUSE, NDST1_MOUSE
OG0001126	gfas1.m1.1973.m1, gfas1.m1.1976.m1	SGK3_MOUSE, SGK2_MOUSE, SGK1_MOUSE
OG0001128	gfas1.m1.14309.m1	GFPT2_MOUSE, GFPT1_MOUSE
OG0001129	gfas1.m1.15414.m1, gfas1.m1.400.m1	JUND_MOUSE, JUN_MOUSE, JUNB_MOUSE
OG0001130	gfas1.m1.2282.m1	RUVB2_MOUSE
OG0001131	gfas1.m1.1409.m1	MAN1_MOUSE
OG0001132	gfas1.m1.1493.m1	SSU72_MOUSE
OG0001133	gfas1.m1.13533.m1	LHX4_MOUSE, LHX3_MOUSE, LHX1_MOUSE, LHX5_MOUSE
OG0001134	gfas1.m1.14472.m1, gfas1.m1.14467.m1, gfas1.m1.14228.m1	GBRR1_MOUSE, GBRR2_MOUSE
OG0001135	gfas1.m1.13255.m1	SPRC_MOUSE, SPRL1_MOUSE
OG0001136	gfas1.m1.18926.m1, gfas1.m1.18923.m1	KCND1_MOUSE, KCND3_MOUSE, KCND2_MOUSE
OG0001137	gfas1.m1.15531.m1, gfas1.m1.12846.m1	KHK_MOUSE
OG0001138	gfas1.m1.3721.m1	MA1A1_MOUSE, MA1A2_MOUSE
OG0001139	gfas1.m1.1146.m1, gfas1.m1.1147.m1	OTOP1_MOUSE, OTOP3_MOUSE, OTOP2_MOUSE
OG0001140	gfas1.m1.18865.m1	CLN3_MOUSE
OG0001141	gfas1.m1.11713.m1	SPIN4_MOUSE, SPIN1_MOUSE, SSTY1_MOUSE, SPI2C_MOUSE
OG0001143	gfas1.m1.6535.m1	P5CR3_MOUSE
OG0001143	gfas1.m1.10110.m1	P5CR1_MOUSE, P5CR2_MOUSE
OG0001144	gfas1.m1.18092.m1, gfas1.m1.17367.m1	DAG1_MOUSE
OG0001145	gfas1.m1.22005.m1, gfas1.m1.20042.m1	TTC12_MOUSE
OG0001146	gfas1.m1.14585.m1	SYPH_MOUSE, SYNPR_MOUSE, SYPL1_MOUSE, SYPL2_MOUSE
OG0001147	gfas1.m1.11797.m1, gfas1.m1.23722.m1, gfas1.m1.20927.m1, gfas1.m1.20928.m1	CP4V2_MOUSE
OG0001148	gfas1.m1.9531.m1	COQA1_MOUSE, EMID1_MOUSE, EMIL3_MOUSE, EMIL1_MOUSE
OG0001149	gfas1.m1.4002.m1, gfas1.m1.4004.m1, gfas1.m1.18856.m1	CDN1A_MOUSE, CDN1B_MOUSE
OG0001150	gfas1.m1.4181.m1, gfas1.m1.4183.m1	NFIP1_MOUSE, NFIP2_MOUSE
OG0001151	gfas1.m1.5945.m1, gfas1.m1.14939.m1	FLNC_MOUSE, FLNA_MOUSE, FLNB_MOUSE
OG0001152	gfas1.m1.13133.m1	SHRM4_MOUSE, SHRM2_MOUSE, SHRM3_MOUSE
OG0001153	gfas1.m1.8266.m1	ACTN4_MOUSE, ACTN3_MOUSE, ACTN2_MOUSE, ACTN1_MOUSE
OG0001154	gfas1.m1.16163.m1	EHMT2_MOUSE, EHMT1_MOUSE
OG0001155	gfas1.m1.21976.m1, gfas1.m1.19818.m1	VPP1_MOUSE, VPP4_MOUSE, VPP2_MOUSE
OG0001156	gfas1.m1.6867.m1	BABA2_MOUSE
OG0001157	gfas1.m1.16642.m1, gfas1.m1.15683.m1	KAP3_MOUSE, KAP2_MOUSE
OG0001158	gfas1.m1.621.m1, gfas1.m1.623.m1	RIMB2_MOUSE, RIMB1_MOUSE
OG0001159	gfas1.m1.5152.m1	PCX1_MOUSE, PCX3_MOUSE, PCX2_MOUSE
OG0001160	gfas1.m1.16223.m1	PPAP_MOUSE, PPAT_MOUSE, PPAL_MOUSE
OG0001161	gfas1.m1.2435.m1	TICN2_MOUSE, TICN1_MOUSE, TICN3_MOUSE
OG0001162	gfas1.m1.890.m1	INT10_MOUSE
OG0001163	gfas1.m1.21388.m1	HAGHL_MOUSE, GLO2_MOUSE, PNKD_MOUSE
OG0001164	gfas1.m1.17370.m1, gfas1.m1.9828.m1	ITPR1_MOUSE, ITPR3_MOUSE, ITPR2_MOUSE
OG0001165	gfas1.m1.18570.m1	CYH1_MOUSE, CYH2_MOUSE, CYH3_MOUSE, CYH4_MOUSE
OG0001166	gfas1.m1.2991.m1, gfas1.m1.16019.m1	KIF28_MOUSE
OG0001167	gfas1.m1.10997.m1	F117B_MOUSE, F117A_MOUSE, GLCI1_MOUSE
OG0001168	gfas1.m1.349.m1, gfas1.m1.16398.m1	CYB5B_MOUSE, CYB5_MOUSE
OG0001169	gfas1.m1.6449.m1, gfas1.m1.18446.m1	CTL4_MOUSE
OG0001170	gfas1.m1.21972.m1, gfas1.m1.21993.m1	DEUP1_MOUSE, CEP63_MOUSE
OG0001171	gfas1.m1.8037.m1	PKHA2_MOUSE, PKHA1_MOUSE
OG0001172	gfas1.m1.5229.m1, gfas1.m1.1177.m1	MDM4_MOUSE, MDM2_MOUSE
OG0001173	gfas1.m1.1331.m1	F178B_MOUSE, SLF2_MOUSE
OG0001174	gfas1.m1.5392.m1	R3HD2_MOUSE, ARP21_MOUSE
OG0001175	gfas1.m1.599.m1	FUS_MOUSE
OG0001176	gfas1.m1.7591.m1	P63_MOUSE, P73_MOUSE
OG0001177	gfas1.m1.12948.m1, gfas1.m1.15563.m1	NRAM1_MOUSE, NRAM2_MOUSE
OG0001178	gfas1.m1.16503.m1	SNTG1_MOUSE, SNTG2_MOUSE
OG0001179	gfas1.m1.1406.m1	FAT2_MOUSE, FAT3_MOUSE
OG0001180	gfas1.m1.15363.m1	PKN2_MOUSE, PKN3_MOUSE, PKN1_MOUSE
OG0001181	gfas1.m1.7983.m1	SCHI1_MOUSE, IQIP1_MOUSE
OG0001182	gfas1.m1.13633.m1	BIN1_MOUSE, AMPH_MOUSE
OG0001183	gfas1.m1.8839.m1, gfas1.m1.15811.m1, gfas1.m1.16515.m1	DAPP1_MOUSE
OG0001184	gfas1.m1.4343.m1	ELAV1_MOUSE, ELAV3_MOUSE, ELAV4_MOUSE, ELAV2_MOUSE
OG0001185	gfas1.m1.14251.m1	DYST_MOUSE, K0754_MOUSE, MACF1_MOUSE
OG0001186	gfas1.m1.5957.m1	CCD62_MOUSE
OG0001188	gfas1.m1.15490.m1	CACB3_MOUSE, CACB4_MOUSE, CACB1_MOUSE, CACB2_MOUSE
OG0001189	gfas1.m1.2371.m1, gfas1.m1.2374.m1	XKR4_MOUSE, XKR6_MOUSE, XKR7_MOUSE
OG0001191	gfas1.m1.5597.m1	DVL2_MOUSE, DVL3_MOUSE, DVL1_MOUSE
OG0001192	gfas1.m1.13989.m1	PJVK_MOUSE, GSDME_MOUSE
OG0001193	gfas1.m1.4753.m1	T11L1_MOUSE, T11L2_MOUSE, TCP11_MOUSE
OG0001194	gfas1.m1.3167.m1	RAE2_MOUSE, RAE1_MOUSE
OG0001195	gfas1.m1.19362.m1, gfas1.m1.5502.m1	PDE10_MOUSE
OG0001196	gfas1.m1.5470.m1	ST32C_MOUSE, ST32B_MOUSE, ST32A_MOUSE
OG0001197	gfas1.m1.243.m1, gfas1.m1.14413.m1	LMBL3_MOUSE, LMBL1_MOUSE, LMBL4_MOUSE
OG0001200	gfas1.m1.19672.m1	CPT1B_MOUSE, CPT1A_MOUSE
OG0001201	gfas1.m1.3019.m1	RHG33_MOUSE
OG0001202	gfas1.m1.1795.m1	CAST1_MOUSE, CAST2_MOUSE
OG0001203	gfas1.m1.7836.m1	TGFI1_MOUSE, LPXN_MOUSE, PAXI_MOUSE
OG0001204	gfas1.m1.3633.m1	ASIC4_MOUSE, ASIC3_MOUSE, ASIC2_MOUSE, ASIC1_MOUSE
OG0001206	gfas1.m1.18947.m1	PDK3_MOUSE, PDK1_MOUSE, PDK4_MOUSE, PDK2_MOUSE
OG0001207	gfas1.m1.23277.m1	CREM_MOUSE, ATF1_MOUSE, CREB1_MOUSE
OG0001208	gfas1.m1.1504.m1	SL9B1_MOUSE, SL9B2_MOUSE
OG0001209	gfas1.m1.1854.m1	YPEL2_MOUSE, YPEL3_MOUSE, YPEL1_MOUSE, YPEL4_MOUSE
OG0001210	gfas1.m1.21451.m1	PLPP4_MOUSE, PLPP5_MOUSE
OG0001211	gfas1.m1.2604.m1	PRC2A_MOUSE, PRC2B_MOUSE, PRC2C_MOUSE
OG0001212	gfas1.m1.3246.m1, gfas1.m1.22849.m1, gfas1.m1.3247.m1	HEM0_MOUSE, HEM1_MOUSE
OG0001213	gfas1.m1.15715.m1	FAN_MOUSE
OG0001214	gfas1.m1.8766.m1	AP2B1_MOUSE, AP1B1_MOUSE
OG0001215	gfas1.m1.19421.m1	VATH_MOUSE
OG0001216	gfas1.m1.14335.m1	E2F5_MOUSE, E2F4_MOUSE
OG0001217	gfas1.m1.6718.m1	ENTP1_MOUSE, ENTP8_MOUSE, ENTP3_MOUSE, ENTP2_MOUSE
OG0001218	gfas1.m1.13220.m1	DAAF9_MOUSE
OG0001219	gfas1.m1.15701.m1	M3K3_MOUSE, M3K2_MOUSE
OG0001220	gfas1.m1.642.m1	PHF20_MOUSE, P20L1_MOUSE
OG0001221	gfas1.m1.19745.m1	2ABG_MOUSE, 2ABB_MOUSE, 2ABA_MOUSE, 2ABD_MOUSE
OG0001222	gfas1.m1.18267.m1, gfas1.m1.15335.m1	EPC2_MOUSE, EPC1_MOUSE
OG0001223	gfas1.m1.14420.m1	NDRG3_MOUSE, NDRG1_MOUSE, NDRG2_MOUSE, NDRG4_MOUSE
OG0001224	gfas1.m1.14722.m1	PEAR1_MOUSE, MEG11_MOUSE, MEG10_MOUSE
OG0001225	gfas1.m1.19559.m1, gfas1.m1.17278.m1	PDP1_MOUSE, PDP2_MOUSE
OG0001226	gfas1.m1.2587.m1, gfas1.m1.4551.m1	SC5A5_MOUSE, SC5AC_MOUSE, SC5A8_MOUSE
OG0001227	gfas1.m1.17527.m1	SCUB3_MOUSE, SCUB1_MOUSE, PHXR5_MOUSE, SCUB2_MOUSE
OG0001228	gfas1.m1.1675.m1	NKPD1_MOUSE
OG0001229	gfas1.m1.14790.m1	OGT1_MOUSE
OG0001230	gfas1.m1.18199.m1, gfas1.m1.18201.m1	DYR_MOUSE
OG0001231	gfas1.m1.17926.m1	ELMO2_MOUSE, ELMO1_MOUSE
OG0001232	gfas1.m1.18088.m1	AT132_MOUSE, AT133_MOUSE, AT135_MOUSE, AT134_MOUSE
OG0001233	gfas1.m1.4528.m1	ARHG2_MOUSE, AKP13_MOUSE, ARG28_MOUSE, ARHGI_MOUSE
OG0001234	gfas1.m1.20776.m1	K0825_MOUSE
OG0001235	gfas1.m1.3566.m1	PKHG5_MOUSE
OG0001236	gfas1.m1.14682.m1	KDM5B_MOUSE, KDM5A_MOUSE, KDM5C_MOUSE, KDM5D_MOUSE
OG0001237	gfas1.m1.3385.m1	ABLM1_MOUSE, DEMA_MOUSE, ABLM3_MOUSE, ABLM2_MOUSE
OG0001238	gfas1.m1.7120.m1	PSA_MOUSE
OG0001239	gfas1.m1.7461.m1	AGO2_MOUSE, AGO1_MOUSE, AGO4_MOUSE, AGO3_MOUSE
OG0001240	gfas1.m1.15171.m1	DRC1_MOUSE
OG0001241	gfas1.m1.23877.m1	SAP3_MOUSE
OG0001242	gfas1.m1.15961.m1	GABP1_MOUSE, GABP2_MOUSE
OG0001243	gfas1.m1.4826.m1	CYTB_MOUSE, CYTA_MOUSE, CYT1_MOUSE, CYT2_MOUSE, CYT3_MOUSE
OG0001244	gfas1.m1.10632.m1	NPT2C_MOUSE, NPT2A_MOUSE, NPT2B_MOUSE
OG0001245	gfas1.m1.10438.m1	HTRA2_MOUSE, HTRA3_MOUSE, HTRA4_MOUSE, HTRA1_MOUSE
OG0001246	gfas1.m1.9136.m1	MTCH1_MOUSE, MTCH2_MOUSE
OG0001247	gfas1.m1.14775.m1	SHB_MOUSE, SHD_MOUSE, SHE_MOUSE, SHF_MOUSE
OG0001248	gfas1.m1.20306.m1	GGA2_MOUSE, GGA3_MOUSE, GGA1_MOUSE
OG0001249	gfas1.m1.651.m1	SDC4_MOUSE, SDC2_MOUSE, SDC3_MOUSE, SDC1_MOUSE
OG0001274	gfas1.m1.2337.m1, gfas1.m1.2230.m1	BARX1_MOUSE, BARX2_MOUSE
OG0001275	gfas1.m1.197.m1	S22A4_MOUSE, S22AL_MOUSE, S22A5_MOUSE
OG0001276	gfas1.m1.16501.m1	CLK4_MOUSE, CLK1_MOUSE, CLK3_MOUSE, CLK2_MOUSE
OG0001277	gfas1.m1.12402.m1, gfas1.m1.15821.m1	LYAM2_MOUSE, LYAM1_MOUSE, LYAM3_MOUSE
OG0001279	gfas1.m1.3465.m1, gfas1.m1.3466.m1, gfas1.m1.1503.m1	ATS2_MOUSE
OG0001280	gfas1.m1.4533.m1	CCNB2_MOUSE, CCNB1_MOUSE
OG0001281	gfas1.m1.12444.m1, gfas1.m1.6961.m1	MDGA2_MOUSE, MDGA1_MOUSE
OG0001282	gfas1.m1.15495.m1, gfas1.m1.19109.m1	B3A3_MOUSE, B3A2_MOUSE, B3AT_MOUSE
OG0001284	gfas1.m1.2320.m1	ZN740_MOUSE, PATZ1_MOUSE, MAZ_MOUSE
OG0001287	gfas1.m1.8058.m1	PAX5_MOUSE, PAX2_MOUSE, PAX8_MOUSE
OG0001288	gfas1.m1.15527.m1	IMA1_MOUSE, IMA8_MOUSE
OG0001289	gfas1.m1.19104.m1	S39A8_MOUSE, S39AE_MOUSE
OG0001290	gfas1.m1.1983.m1	DHX36_MOUSE
OG0001291	gfas1.m1.7993.m1, gfas1.m1.7994.m1, gfas1.m1.14487.m1	LMO3_MOUSE, RBTN1_MOUSE
OG0001292	gfas1.m1.18911.m1	CAC1E_MOUSE, CAC1B_MOUSE, CAC1A_MOUSE
OG0001293	gfas1.m1.2658.m1	RHOQ_MOUSE, RHOU_MOUSE, CDC42_MOUSE
OG0001294	gfas1.m1.20208.m1	PLXA3_MOUSE, PLXA1_MOUSE, PLXA4_MOUSE, PLXA2_MOUSE
OG0001295	gfas1.m1.3547.m1, gfas1.m1.14222.m1, gfas1.m1.3558.m1	ATOH8_MOUSE
OG0001296	gfas1.m1.446.m1	CRX_MOUSE, OTX1_MOUSE, OTX2_MOUSE
OG0001297	gfas1.m1.7275.m1	FURIN_MOUSE, PCSK4_MOUSE, PCSK5_MOUSE
OG0001298	gfas1.m1.21265.m1	NTRK1_MOUSE, NTRK3_MOUSE, NTRK2_MOUSE
OG0001299	gfas1.m1.5950.m1	NRK_MOUSE, MINK1_MOUSE, TNIK_MOUSE, M4K4_MOUSE
OG0001300	gfas1.m1.9557.m1	NPNT_MOUSE, EGFL6_MOUSE
OG0001301	gfas1.m1.3974.m1	RAB5A_MOUSE, RAB5C_MOUSE, RAB5B_MOUSE
OG0001302	gfas1.m1.17780.m1	GIMA6_MOUSE, GIMA3_MOUSE, GIMA5_MOUSE, GIMA1_MOUSE
OG0001303	gfas1.m1.2944.m1, gfas1.m1.2950.m1	VGLU3_MOUSE, VGLU1_MOUSE, VGLU2_MOUSE
OG0001304	gfas1.m1.19915.m1, gfas1.m1.20014.m1, gfas1.m1.16051.m1, gfas1.m1.2131.m1	TFF3_MOUSE, TFF1_MOUSE
OG0001305	gfas1.m1.21637.m1, gfas1.m1.17881.m1, gfas1.m1.17879.m1	PGBM_MOUSE
OG0001306	gfas1.m1.2882.m1	PLPL2_MOUSE, PLPL3_MOUSE
OG0001307	gfas1.m1.16312.m1, gfas1.m1.13838.m1, gfas1.m1.13840.m1, gfas1.m1.13839.m1, gfas1.m1.4260.m1	DHRS7_MOUSE
OG0001309	gfas1.m1.13183.m1	IPO8_MOUSE, IPO7_MOUSE
OG0001310	gfas1.m1.11229.m1, gfas1.m1.9530.m1	CCD47_MOUSE
OG0001311	gfas1.m1.1785.m1	STMN1_MOUSE, STMN4_MOUSE, STMN2_MOUSE, STMN3_MOUSE
OG0001312	gfas1.m1.16211.m1	ELYS_MOUSE
OG0001314	gfas1.m1.6157.m1, gfas1.m1.22429.m1	FKBP7_MOUSE, FKB14_MOUSE
OG0001315	gfas1.m1.16761.m1, gfas1.m1.15435.m1	HNRL1_MOUSE, HNRL2_MOUSE, HNRPU_MOUSE
OG0001316	gfas1.m1.21979.m1, gfas1.m1.22278.m1, gfas1.m1.23792.m1	CN093_MOUSE
OG0001319	gfas1.m1.5601.m1	ENOA_MOUSE, ENOG_MOUSE, ENOB_MOUSE
OG0001321	gfas1.m1.21199.m1	UBA7_MOUSE, UBA1Y_MOUSE, UBA1_MOUSE
OG0001322	gfas1.m1.11155.m1, gfas1.m1.9772.m1, gfas1.m1.22580.m1, gfas1.m1.12927.m1, gfas1.m1.6097.m1, gfas1.m1.22360.m1	AOC1_MOUSE
OG0001323	gfas1.m1.3046.m1	CPZIP_MOUSE, WASC2_MOUSE
OG0001324	gfas1.m1.7450.m1	GIPC1_MOUSE, GIPC3_MOUSE, GIPC2_MOUSE
OG0001325	gfas1.m1.3544.m1, gfas1.m1.16332.m1, gfas1.m1.1741.m1, gfas1.m1.19719.m1, gfas1.m1.4983.m1	DIRC2_MOUSE
OG0001326	gfas1.m1.1384.m1, gfas1.m1.1385.m1	TOIP2_MOUSE, TOIP1_MOUSE
OG0001330	gfas1.m1.8194.m1, gfas1.m1.6990.m1	P2RX5_MOUSE, P2RX4_MOUSE
OG0001331	gfas1.m1.23290.m1, gfas1.m1.7874.m1, gfas1.m1.23184.m1	HYKK_MOUSE
OG0001332	gfas1.m1.11160.m1	REPS2_MOUSE, REPS1_MOUSE
OG0001333	gfas1.m1.13222.m1, gfas1.m1.1572.m1, gfas1.m1.838.m1	MVP_MOUSE
OG0001335	gfas1.m1.8067.m1	PDE1B_MOUSE, PDE1A_MOUSE, PDE1C_MOUSE
OG0001336	gfas1.m1.1371.m1	SCMC2_MOUSE, SCMC1_MOUSE, SCMC3_MOUSE
OG0001337	gfas1.m1.14527.m1	GRP2_MOUSE, GRP4_MOUSE, GRP1_MOUSE
OG0001338	gfas1.m1.1433.m1, gfas1.m1.17029.m1, gfas1.m1.20915.m1	PGH1_MOUSE, PGH2_MOUSE
OG0001340	gfas1.m1.20636.m1	D19L1_MOUSE, D19L2_MOUSE
OG0001342	gfas1.m1.2610.m1	PDZ11_MOUSE, WHRN_MOUSE
OG0001343	gfas1.m1.2713.m1	BTBD8_MOUSE
OG0001346	gfas1.m1.21357.m1, gfas1.m1.19763.m1, gfas1.m1.12560.m1	NISCH_MOUSE
OG0001347	gfas1.m1.19083.m1, gfas1.m1.21819.m1	CND2_MOUSE
OG0001349	gfas1.m1.763.m1, gfas1.m1.9132.m1	AHR_MOUSE, AHRR_MOUSE
OG0001350	gfas1.m1.16942.m1, gfas1.m1.20008.m1	HERC2_MOUSE
OG0001352	gfas1.m1.23411.m1	MRC1_MOUSE, MRC2_MOUSE, PLA2R_MOUSE
OG0001353	gfas1.m1.15649.m1	HSF2_MOUSE, HSF4_MOUSE, HSF1_MOUSE
OG0001354	gfas1.m1.841.m1, gfas1.m1.17687.m1, gfas1.m1.21520.m1, gfas1.m1.23759.m1, gfas1.m1.12540.m1, gfas1.m1.16264.m1	KMT5A_MOUSE
OG0001355	gfas1.m1.6929.m1, gfas1.m1.17368.m1	TASOR_MOUSE
OG0001356	gfas1.m1.4591.m1	MANF_MOUSE, CDNF_MOUSE
OG0001357	gfas1.m1.16224.m1	IREB2_MOUSE, ACOHC_MOUSE
OG0001358	gfas1.m1.15858.m1	AT2B4_MOUSE, AT2B1_MOUSE, AT2B2_MOUSE
OG0001360	gfas1.m1.1482.m1	CHD4_MOUSE, CHD5_MOUSE
OG0001361	gfas1.m1.18514.m1	EHD4_MOUSE, EHD2_MOUSE, EHD1_MOUSE, EHD3_MOUSE
OG0001362	gfas1.m1.16214.m1	RHG44_MOUSE, RHG17_MOUSE, 3BP1_MOUSE
