Orthogroup	Gfas	Hsap
OG0001083	gfas1.m1.17311.m1	GARL3_HUMAN
OG0001083	gfas1.m1.3996.m1	RPGP2_HUMAN, RPGP1_HUMAN
OG0001084	gfas1.m1.4430.m1, gfas1.m1.9940.m1, gfas1.m1.12197.m1	ITB1_HUMAN
OG0001085	gfas1.m1.13819.m1, gfas1.m1.4298.m1, gfas1.m1.4278.m1	CNPY3_HUMAN, CNPY4_HUMAN
OG0001086	gfas1.m1.17666.m1	AB17B_HUMAN, AB17C_HUMAN, AB17A_HUMAN
OG0001087	gfas1.m1.346.m1	DCDC2_HUMAN, DCD2B_HUMAN, DCD2C_HUMAN
OG0001088	gfas1.m1.20445.m1, gfas1.m1.20444.m1, gfas1.m1.5602.m1	DDX25_HUMAN, DD19B_HUMAN, DD19A_HUMAN
OG0001089	gfas1.m1.1194.m1, gfas1.m1.18997.m1	IQGA2_HUMAN, IQGA3_HUMAN, IQGA1_HUMAN
OG0001090	gfas1.m1.9469.m1, gfas1.m1.9475.m1, gfas1.m1.9470.m1	MBOA2_HUMAN, MBOA1_HUMAN
OG0001091	gfas1.m1.4412.m1	HCN1_HUMAN, HCN2_HUMAN, HCN4_HUMAN, HCN3_HUMAN
OG0001092	gfas1.m1.13221.m1	FA53C_HUMAN, FA53A_HUMAN, FA53B_HUMAN
OG0001094	gfas1.m1.1514.m1	NAV1_HUMAN, NAV3_HUMAN, NAV2_HUMAN
OG0001095	gfas1.m1.1704.m1	MYO9B_HUMAN, MYO9A_HUMAN
OG0001096	gfas1.m1.5219.m1	NFE2_HUMAN, NF2L2_HUMAN, NF2L1_HUMAN, NF2L3_HUMAN
OG0001097	gfas1.m1.14085.m1	MAD4_HUMAN, MAD3_HUMAN, MXI1_HUMAN, MAD1_HUMAN
OG0001099	gfas1.m1.5810.m1, gfas1.m1.5799.m1, gfas1.m1.7878.m1	AGAL_HUMAN, NAGAB_HUMAN
OG0001100	gfas1.m1.14984.m1	UBX11_HUMAN
OG0001101	gfas1.m1.18178.m1	SPNS3_HUMAN, SPNS2_HUMAN, SPNS1_HUMAN
OG0001103	gfas1.m1.15478.m1	CSK22_HUMAN, CSK21_HUMAN, CSK23_HUMAN
OG0001104	gfas1.m1.18042.m1, gfas1.m1.17964.m1, gfas1.m1.16851.m1	PEA15_HUMAN, FADD_HUMAN
OG0001105	gfas1.m1.13815.m1, gfas1.m1.8118.m1	BCDO1_HUMAN, RPE65_HUMAN, BCDO2_HUMAN
OG0001106	gfas1.m1.6264.m1	SH2D5_HUMAN, SLAP2_HUMAN
OG0001107	gfas1.m1.10441.m1	MTDC_HUMAN, MTD2L_HUMAN, C1TM_HUMAN, C1TC_HUMAN
OG0001108	gfas1.m1.15614.m1	GRK1_HUMAN, GRK6_HUMAN, GRK4_HUMAN, GRK5_HUMAN
OG0001109	gfas1.m1.5192.m1, gfas1.m1.5189.m1, gfas1.m1.23259.m1, gfas1.m1.5194.m1	DKK3_HUMAN
OG0001110	gfas1.m1.6237.m1, gfas1.m1.7914.m1	SERC2_HUMAN, SERC1_HUMAN, SERC3_HUMAN
OG0001111	gfas1.m1.6076.m1	SRPK2_HUMAN, SRPK1_HUMAN, SRPK3_HUMAN
OG0001112	gfas1.m1.18945.m1	ELAP1_HUMAN, ELAP2_HUMAN
OG0001113	gfas1.m1.1599.m1, gfas1.m1.17731.m1	RTN2_HUMAN, RTN1_HUMAN
OG0001114	gfas1.m1.19265.m1, gfas1.m1.4635.m1	ATLA1_HUMAN, ATLA3_HUMAN, ATLA2_HUMAN
OG0001115	gfas1.m1.13852.m1, gfas1.m1.13848.m1	DNJ5G_HUMAN, DNJC5_HUMAN, DNJ5B_HUMAN
OG0001117	gfas1.m1.18509.m1, gfas1.m1.4915.m1	FGF18_HUMAN, FGF17_HUMAN, FGF8_HUMAN
OG0001118	gfas1.m1.6591.m1	TLDC2_HUMAN, OXR1_HUMAN, NCOA7_HUMAN
OG0001119	gfas1.m1.3555.m1, gfas1.m1.21339.m1	P4HA1_HUMAN, P4HA2_HUMAN
OG0001121	gfas1.m1.15571.m1	DLGP4_HUMAN, DLGP1_HUMAN, DLGP3_HUMAN, DLGP2_HUMAN
OG0001122	gfas1.m1.13725.m1	DLG3_HUMAN, DLG2_HUMAN, DLG4_HUMAN, DLG1_HUMAN
OG0001123	gfas1.m1.978.m1	RETR1_HUMAN, RETR2_HUMAN, RETR3_HUMAN
OG0001124	gfas1.m1.15311.m1	NDST4_HUMAN, NDST3_HUMAN, NDST2_HUMAN, NDST1_HUMAN
OG0001126	gfas1.m1.1973.m1, gfas1.m1.1976.m1	SGK3_HUMAN, SGK2_HUMAN, SGK1_HUMAN
OG0001128	gfas1.m1.14309.m1	GFPT2_HUMAN, GFPT1_HUMAN
OG0001129	gfas1.m1.15414.m1, gfas1.m1.400.m1	JUND_HUMAN, JUN_HUMAN, JUNB_HUMAN
OG0001130	gfas1.m1.2282.m1	RUVB2_HUMAN
OG0001131	gfas1.m1.1409.m1	MAN1_HUMAN
OG0001132	gfas1.m1.1493.m1	S72L6_HUMAN, S72L2_HUMAN, S72L4_HUMAN, S72L3_HUMAN, S72L5_HUMAN, S72L1_HUMAN, SSU72_HUMAN
OG0001133	gfas1.m1.13533.m1	LHX4_HUMAN, LHX3_HUMAN, LHX1_HUMAN, LHX5_HUMAN
OG0001134	gfas1.m1.14472.m1, gfas1.m1.14467.m1, gfas1.m1.14228.m1	GBRR3_HUMAN, GBRR1_HUMAN, GBRR2_HUMAN
OG0001135	gfas1.m1.13255.m1	SPRC_HUMAN, SPRL1_HUMAN
OG0001136	gfas1.m1.18926.m1, gfas1.m1.18923.m1	KCND1_HUMAN, KCND3_HUMAN, KCND2_HUMAN
OG0001137	gfas1.m1.15531.m1, gfas1.m1.12846.m1	KHK_HUMAN
OG0001138	gfas1.m1.3721.m1	MA1A1_HUMAN, MA1A2_HUMAN
OG0001139	gfas1.m1.1146.m1, gfas1.m1.1147.m1	OTOP1_HUMAN, OTOP3_HUMAN, OTOP2_HUMAN
OG0001140	gfas1.m1.18865.m1	CLN3_HUMAN
OG0001141	gfas1.m1.11713.m1	SPIN4_HUMAN, SPIN3_HUMAN, SPIN1_HUMAN, SPI2A_HUMAN, SPI2B_HUMAN
OG0001143	gfas1.m1.6535.m1	P5CR3_HUMAN
OG0001143	gfas1.m1.10110.m1	P5CR1_HUMAN, P5CR2_HUMAN
OG0001144	gfas1.m1.18092.m1, gfas1.m1.17367.m1	DAG1_HUMAN
OG0001145	gfas1.m1.22005.m1, gfas1.m1.20042.m1	TTC12_HUMAN
OG0001146	gfas1.m1.14585.m1	SYPH_HUMAN, SYNPR_HUMAN, SYPL1_HUMAN, SYPL2_HUMAN
OG0001147	gfas1.m1.11797.m1, gfas1.m1.23722.m1, gfas1.m1.20927.m1, gfas1.m1.20928.m1	CP4V2_HUMAN
OG0001148	gfas1.m1.9531.m1	COQA1_HUMAN, EMID1_HUMAN, EMIL3_HUMAN, EMIL1_HUMAN
OG0001149	gfas1.m1.4002.m1, gfas1.m1.4004.m1, gfas1.m1.18856.m1	CDN1A_HUMAN, CDN1B_HUMAN
OG0001150	gfas1.m1.4181.m1, gfas1.m1.4183.m1	NFIP1_HUMAN, NFIP2_HUMAN
OG0001151	gfas1.m1.5945.m1, gfas1.m1.14939.m1	FLNC_HUMAN, FLNA_HUMAN, FLNB_HUMAN
OG0001152	gfas1.m1.13133.m1	SHRM4_HUMAN, SHRM2_HUMAN, SHRM3_HUMAN
OG0001153	gfas1.m1.8266.m1	ACTN4_HUMAN, ACTN3_HUMAN, ACTN2_HUMAN, ACTN1_HUMAN
OG0001154	gfas1.m1.16163.m1	EHMT2_HUMAN, EHMT1_HUMAN
OG0001155	gfas1.m1.21976.m1, gfas1.m1.19818.m1	VPP1_HUMAN, VPP4_HUMAN, VPP3_HUMAN, VPP2_HUMAN
OG0001156	gfas1.m1.6867.m1	BABA2_HUMAN
OG0001157	gfas1.m1.16642.m1, gfas1.m1.15683.m1	KAP3_HUMAN, KAP2_HUMAN
OG0001158	gfas1.m1.621.m1, gfas1.m1.623.m1	RIMB2_HUMAN, RIMB1_HUMAN
OG0001159	gfas1.m1.5152.m1	PCX1_HUMAN, PCX3_HUMAN, PCX2_HUMAN
OG0001160	gfas1.m1.16223.m1	PPAP_HUMAN, PPAT_HUMAN, PPAL_HUMAN
OG0001161	gfas1.m1.2435.m1	TICN2_HUMAN, TICN1_HUMAN, TICN3_HUMAN
OG0001162	gfas1.m1.890.m1	INT10_HUMAN
OG0001163	gfas1.m1.21388.m1	HAGHL_HUMAN, GLO2_HUMAN, PNKD_HUMAN
OG0001164	gfas1.m1.17370.m1, gfas1.m1.9828.m1	ITPR1_HUMAN, ITPR3_HUMAN, ITPR2_HUMAN
OG0001165	gfas1.m1.18570.m1	CYH1_HUMAN, CYH2_HUMAN, CYH3_HUMAN, CYH4_HUMAN
OG0001166	gfas1.m1.2991.m1, gfas1.m1.16019.m1	KIF28_HUMAN
OG0001167	gfas1.m1.10997.m1	F117B_HUMAN, F117A_HUMAN, GLCI1_HUMAN
OG0001168	gfas1.m1.349.m1, gfas1.m1.16398.m1	CYB5B_HUMAN, CYB5_HUMAN
OG0001169	gfas1.m1.6449.m1, gfas1.m1.18446.m1	CTL4_HUMAN
OG0001170	gfas1.m1.21972.m1, gfas1.m1.21993.m1	DEUP1_HUMAN, CEP63_HUMAN
OG0001171	gfas1.m1.8037.m1	PKHA2_HUMAN, PKHA1_HUMAN
OG0001172	gfas1.m1.5229.m1, gfas1.m1.1177.m1	MDM4_HUMAN, MDM2_HUMAN
OG0001173	gfas1.m1.1331.m1	F178B_HUMAN, SLF2_HUMAN
OG0001174	gfas1.m1.5392.m1	R3HD1_HUMAN, R3HD2_HUMAN, ARP21_HUMAN
OG0001175	gfas1.m1.599.m1	RBP56_HUMAN, FUS_HUMAN
OG0001176	gfas1.m1.7591.m1	P63_HUMAN, P73_HUMAN
OG0001177	gfas1.m1.12948.m1, gfas1.m1.15563.m1	NRAM1_HUMAN, NRAM2_HUMAN
OG0001178	gfas1.m1.16503.m1	SNTG1_HUMAN, SNTG2_HUMAN
OG0001179	gfas1.m1.1406.m1	FAT2_HUMAN, FAT1_HUMAN, FAT3_HUMAN
OG0001180	gfas1.m1.15363.m1	PKN2_HUMAN, PKN3_HUMAN, PKN1_HUMAN
OG0001181	gfas1.m1.7983.m1	IQIP1_HUMAN, SCHI1_HUMAN
OG0001182	gfas1.m1.13633.m1	BIN1_HUMAN, AMPH_HUMAN
OG0001183	gfas1.m1.8839.m1, gfas1.m1.15811.m1, gfas1.m1.16515.m1	DAPP1_HUMAN
OG0001184	gfas1.m1.4343.m1	ELAV1_HUMAN, ELAV3_HUMAN, ELAV4_HUMAN, ELAV2_HUMAN
OG0001185	gfas1.m1.14251.m1	DYST_HUMAN, K0754_HUMAN, MACF1_HUMAN
OG0001186	gfas1.m1.5957.m1	CCD62_HUMAN
OG0001188	gfas1.m1.15490.m1	CACB3_HUMAN, CACB4_HUMAN, CACB1_HUMAN, CACB2_HUMAN
OG0001189	gfas1.m1.2371.m1, gfas1.m1.2374.m1	XKR4_HUMAN, XKR6_HUMAN, XKR7_HUMAN
OG0001191	gfas1.m1.5597.m1	DVL2_HUMAN, DVL3_HUMAN, DVL1_HUMAN, DVLP1_HUMAN
OG0001192	gfas1.m1.13989.m1	PJVK_HUMAN, GSDME_HUMAN
OG0001193	gfas1.m1.4753.m1	T11L1_HUMAN, T11L2_HUMAN, T11X1_HUMAN, T11X2_HUMAN, TCP11_HUMAN
OG0001194	gfas1.m1.3167.m1	RAE2_HUMAN, RAE1_HUMAN
OG0001195	gfas1.m1.19362.m1, gfas1.m1.5502.m1	PDE10_HUMAN
OG0001196	gfas1.m1.5470.m1	ST32C_HUMAN, ST32B_HUMAN, ST32A_HUMAN
OG0001197	gfas1.m1.243.m1, gfas1.m1.14413.m1	LMBL3_HUMAN, LMBL1_HUMAN, LMBL4_HUMAN
OG0001200	gfas1.m1.19672.m1	CPT1B_HUMAN, CPT1A_HUMAN
OG0001201	gfas1.m1.3019.m1	RHG33_HUMAN
OG0001202	gfas1.m1.1795.m1	CAST1_HUMAN, CAST2_HUMAN, CAST3_HUMAN
OG0001203	gfas1.m1.7836.m1	TGFI1_HUMAN, LPXN_HUMAN, PAXI_HUMAN
OG0001204	gfas1.m1.3633.m1	ASIC4_HUMAN, ASIC3_HUMAN, ASIC2_HUMAN, ASIC1_HUMAN
OG0001206	gfas1.m1.18947.m1	PDK3_HUMAN, PDK1_HUMAN, PDK4_HUMAN, PDK2_HUMAN
OG0001207	gfas1.m1.23277.m1	CREM_HUMAN, ATF1_HUMAN, CREB1_HUMAN
OG0001208	gfas1.m1.1504.m1	SL9B1_HUMAN, SL9P1_HUMAN, SL9B2_HUMAN
OG0001209	gfas1.m1.1854.m1	YPEL2_HUMAN, YPEL3_HUMAN, YPEL1_HUMAN, YPEL4_HUMAN
OG0001210	gfas1.m1.21451.m1	PLPP4_HUMAN, PLPP5_HUMAN
OG0001211	gfas1.m1.2604.m1	PRC2A_HUMAN, PRC2B_HUMAN, PRC2C_HUMAN
OG0001212	gfas1.m1.3246.m1, gfas1.m1.22849.m1, gfas1.m1.3247.m1	HEM0_HUMAN, HEM1_HUMAN
OG0001213	gfas1.m1.15715.m1	FAN_HUMAN
OG0001214	gfas1.m1.8766.m1	AP2B1_HUMAN, AP1B1_HUMAN
OG0001215	gfas1.m1.19421.m1	VATH_HUMAN
OG0001216	gfas1.m1.14335.m1	E2F5_HUMAN, E2F4_HUMAN
OG0001217	gfas1.m1.6718.m1	ENTP1_HUMAN, ENTP8_HUMAN, ENTP3_HUMAN, ENTP2_HUMAN
OG0001218	gfas1.m1.13220.m1	DAAF9_HUMAN
OG0001219	gfas1.m1.15701.m1	M3K3_HUMAN, M3K2_HUMAN
OG0001220	gfas1.m1.642.m1	PHF20_HUMAN, P20L1_HUMAN
OG0001221	gfas1.m1.19745.m1	2ABG_HUMAN, 2ABB_HUMAN, 2ABA_HUMAN, 2ABD_HUMAN
OG0001222	gfas1.m1.18267.m1, gfas1.m1.15335.m1	EPC2_HUMAN, EPC1_HUMAN
OG0001223	gfas1.m1.14420.m1	NDRG3_HUMAN, NDRG1_HUMAN, NDRG2_HUMAN, NDRG4_HUMAN
OG0001224	gfas1.m1.14722.m1	PEAR1_HUMAN, MEG11_HUMAN, MEG10_HUMAN
OG0001225	gfas1.m1.19559.m1, gfas1.m1.17278.m1	PDP1_HUMAN, PDP2_HUMAN
OG0001226	gfas1.m1.2587.m1, gfas1.m1.4551.m1	SC5A5_HUMAN, SC5AC_HUMAN, SC5A8_HUMAN
OG0001227	gfas1.m1.17527.m1	SCUB3_HUMAN, SCUB1_HUMAN, SCUB2_HUMAN
OG0001228	gfas1.m1.1675.m1	KDIS_HUMAN, NKPD1_HUMAN
OG0001229	gfas1.m1.14790.m1	OGT1_HUMAN
OG0001230	gfas1.m1.18199.m1, gfas1.m1.18201.m1	DYR_HUMAN, DYR2_HUMAN
OG0001231	gfas1.m1.17926.m1	ELMO2_HUMAN, ELMO1_HUMAN
OG0001232	gfas1.m1.18088.m1	AT132_HUMAN, AT133_HUMAN, AT135_HUMAN, AT134_HUMAN
OG0001233	gfas1.m1.4528.m1	ARHG2_HUMAN, AKP13_HUMAN, ARG28_HUMAN, ARHGI_HUMAN
OG0001234	gfas1.m1.20776.m1	K0825_HUMAN
OG0001235	gfas1.m1.3566.m1	PKHG5_HUMAN
OG0001236	gfas1.m1.14682.m1	KDM5B_HUMAN, KDM5A_HUMAN, KDM5C_HUMAN, KDM5D_HUMAN
OG0001237	gfas1.m1.3385.m1	ABLM1_HUMAN, DEMA_HUMAN, ABLM3_HUMAN, ABLM2_HUMAN
OG0001238	gfas1.m1.7120.m1	PSA_HUMAN, PSAL_HUMAN
OG0001239	gfas1.m1.7461.m1	AGO2_HUMAN, AGO1_HUMAN, AGO4_HUMAN, AGO3_HUMAN
OG0001240	gfas1.m1.15171.m1	DRC1_HUMAN
OG0001241	gfas1.m1.23877.m1	SAP3_HUMAN
OG0001242	gfas1.m1.15961.m1	GABP1_HUMAN, GABP2_HUMAN
OG0001243	gfas1.m1.4826.m1	CYTB_HUMAN, CYTA_HUMAN
OG0001244	gfas1.m1.10632.m1	NPT2C_HUMAN, NPT2A_HUMAN, NPT2B_HUMAN
OG0001245	gfas1.m1.10438.m1	HTRA2_HUMAN, HTRA3_HUMAN, HTRA4_HUMAN, HTRA1_HUMAN
OG0001246	gfas1.m1.9136.m1	MTCH1_HUMAN, MTCH2_HUMAN
OG0001247	gfas1.m1.14775.m1	SHB_HUMAN, SHD_HUMAN, SHE_HUMAN, SHF_HUMAN
OG0001248	gfas1.m1.20306.m1	GGA2_HUMAN, GGA3_HUMAN, GGA1_HUMAN
OG0001249	gfas1.m1.651.m1	SDC4_HUMAN, SDC2_HUMAN, SDC3_HUMAN, SDC1_HUMAN
OG0001274	gfas1.m1.2337.m1, gfas1.m1.2230.m1	BARX1_HUMAN, BARX2_HUMAN
OG0001275	gfas1.m1.197.m1	S22A4_HUMAN, S22A5_HUMAN
OG0001276	gfas1.m1.16501.m1	CLK4_HUMAN, CLK1_HUMAN, CLK3_HUMAN, CLK2_HUMAN
OG0001277	gfas1.m1.12402.m1, gfas1.m1.15821.m1	LYAM2_HUMAN, LYAM1_HUMAN, LYAM3_HUMAN
OG0001279	gfas1.m1.3465.m1, gfas1.m1.3466.m1, gfas1.m1.1503.m1	ATS14_HUMAN, ATS3_HUMAN, ATS2_HUMAN
OG0001280	gfas1.m1.4533.m1	CCNB2_HUMAN, CCNB1_HUMAN
OG0001281	gfas1.m1.12444.m1, gfas1.m1.6961.m1	MDGA2_HUMAN, MDGA1_HUMAN
OG0001282	gfas1.m1.15495.m1, gfas1.m1.19109.m1	B3A3_HUMAN, B3A2_HUMAN, B3AT_HUMAN
OG0001284	gfas1.m1.2320.m1	ZN740_HUMAN, PATZ1_HUMAN, VEZF1_HUMAN, MAZ_HUMAN
OG0001287	gfas1.m1.8058.m1	PAX5_HUMAN, PAX2_HUMAN, PAX8_HUMAN
OG0001288	gfas1.m1.15527.m1	IMA1_HUMAN, IMA8_HUMAN
OG0001289	gfas1.m1.19104.m1	S39A8_HUMAN, S39AE_HUMAN
OG0001290	gfas1.m1.1983.m1	DHX36_HUMAN
OG0001291	gfas1.m1.7993.m1, gfas1.m1.7994.m1, gfas1.m1.14487.m1	LMO3_HUMAN, RBTN1_HUMAN
OG0001292	gfas1.m1.18911.m1	CAC1E_HUMAN, CAC1B_HUMAN, CAC1A_HUMAN
OG0001293	gfas1.m1.2658.m1	RHOQ_HUMAN, RHOU_HUMAN, CDC42_HUMAN
OG0001294	gfas1.m1.20208.m1	PLXA3_HUMAN, PLXA1_HUMAN, PLXA4_HUMAN, PLXA2_HUMAN
OG0001295	gfas1.m1.3547.m1, gfas1.m1.14222.m1, gfas1.m1.3558.m1	ATOH8_HUMAN
OG0001296	gfas1.m1.446.m1	CRX_HUMAN, OTX1_HUMAN, OTX2_HUMAN
OG0001297	gfas1.m1.7275.m1	FURIN_HUMAN, PCSK4_HUMAN, PCSK6_HUMAN, PCSK5_HUMAN
OG0001298	gfas1.m1.21265.m1	NTRK1_HUMAN, NTRK3_HUMAN, NTRK2_HUMAN
OG0001299	gfas1.m1.5950.m1	NRK_HUMAN, MINK1_HUMAN, TNIK_HUMAN, M4K4_HUMAN
OG0001300	gfas1.m1.9557.m1	NPNT_HUMAN, EGFL6_HUMAN
OG0001301	gfas1.m1.3974.m1	RAB5A_HUMAN, RAB5C_HUMAN, RAB5B_HUMAN
OG0001302	gfas1.m1.17780.m1	GIMA6_HUMAN, GIMA5_HUMAN, GIMA2_HUMAN, GIMA1_HUMAN
OG0001303	gfas1.m1.2944.m1, gfas1.m1.2950.m1	VGLU3_HUMAN, VGLU1_HUMAN, VGLU2_HUMAN
OG0001304	gfas1.m1.19915.m1, gfas1.m1.20014.m1, gfas1.m1.16051.m1, gfas1.m1.2131.m1	TFF3_HUMAN, TFF1_HUMAN
OG0001305	gfas1.m1.21637.m1, gfas1.m1.17881.m1, gfas1.m1.17879.m1	PGBM_HUMAN
OG0001306	gfas1.m1.2882.m1	PLPL2_HUMAN, PLPL3_HUMAN
OG0001307	gfas1.m1.16312.m1, gfas1.m1.13838.m1, gfas1.m1.13840.m1, gfas1.m1.13839.m1, gfas1.m1.4260.m1	DHRS7_HUMAN
OG0001309	gfas1.m1.13183.m1	IPO8_HUMAN, IPO7_HUMAN
OG0001310	gfas1.m1.11229.m1, gfas1.m1.9530.m1	CCD47_HUMAN
OG0001311	gfas1.m1.1785.m1	STMN1_HUMAN, STMN4_HUMAN, STMN2_HUMAN, STMN3_HUMAN
OG0001312	gfas1.m1.16211.m1	ELYS_HUMAN
OG0001314	gfas1.m1.6157.m1, gfas1.m1.22429.m1	FKBP7_HUMAN, FKB14_HUMAN
OG0001315	gfas1.m1.16761.m1, gfas1.m1.15435.m1	HNRL1_HUMAN, HNRL2_HUMAN, HNRPU_HUMAN
OG0001316	gfas1.m1.21979.m1, gfas1.m1.22278.m1, gfas1.m1.23792.m1	CN093_HUMAN
OG0001319	gfas1.m1.5601.m1	ENOA_HUMAN, ENOG_HUMAN, ENOB_HUMAN
OG0001321	gfas1.m1.21199.m1	UBA7_HUMAN, UBA1_HUMAN
OG0001322	gfas1.m1.11155.m1, gfas1.m1.9772.m1, gfas1.m1.22580.m1, gfas1.m1.12927.m1, gfas1.m1.6097.m1, gfas1.m1.22360.m1	AOC1_HUMAN
OG0001323	gfas1.m1.3046.m1	CPZIP_HUMAN, WAC2A_HUMAN, WAC2C_HUMAN
OG0001324	gfas1.m1.7450.m1	GIPC1_HUMAN, GIPC3_HUMAN, GIPC2_HUMAN
OG0001325	gfas1.m1.3544.m1, gfas1.m1.16332.m1, gfas1.m1.1741.m1, gfas1.m1.19719.m1, gfas1.m1.4983.m1	DIRC2_HUMAN
OG0001326	gfas1.m1.1384.m1, gfas1.m1.1385.m1	TOIP2_HUMAN, TOIP1_HUMAN
OG0001330	gfas1.m1.8194.m1, gfas1.m1.6990.m1	P2RX5_HUMAN, P2RX4_HUMAN
OG0001331	gfas1.m1.23290.m1, gfas1.m1.7874.m1, gfas1.m1.23184.m1	HYKK_HUMAN
OG0001332	gfas1.m1.11160.m1	REPS2_HUMAN, REPS1_HUMAN
OG0001333	gfas1.m1.13222.m1, gfas1.m1.1572.m1, gfas1.m1.838.m1	MVP_HUMAN
OG0001335	gfas1.m1.8067.m1	PDE1B_HUMAN, PDE1A_HUMAN, PDE1C_HUMAN
OG0001336	gfas1.m1.1371.m1	SCMC2_HUMAN, SCMC1_HUMAN, SCMC3_HUMAN
OG0001337	gfas1.m1.14527.m1	GRP2_HUMAN, GRP3_HUMAN, GRP4_HUMAN, GRP1_HUMAN
OG0001338	gfas1.m1.1433.m1, gfas1.m1.17029.m1, gfas1.m1.20915.m1	PGH1_HUMAN, PGH2_HUMAN
OG0001340	gfas1.m1.20636.m1	D19L1_HUMAN, D19P1_HUMAN, D19L2_HUMAN, D19P2_HUMAN
OG0001342	gfas1.m1.2610.m1	PDZ11_HUMAN, WHRN_HUMAN
OG0001343	gfas1.m1.2713.m1	PRR36_HUMAN, BTBD8_HUMAN
OG0001346	gfas1.m1.21357.m1, gfas1.m1.19763.m1, gfas1.m1.12560.m1	NISCH_HUMAN
OG0001347	gfas1.m1.19083.m1, gfas1.m1.21819.m1	CND2_HUMAN
OG0001349	gfas1.m1.763.m1, gfas1.m1.9132.m1	AHR_HUMAN, AHRR_HUMAN
OG0001350	gfas1.m1.16942.m1, gfas1.m1.20008.m1	HERC2_HUMAN, HRC23_HUMAN
OG0001352	gfas1.m1.23411.m1	MRC1_HUMAN, MRC2_HUMAN, PLA2R_HUMAN
OG0001353	gfas1.m1.15649.m1	HSF2_HUMAN, HSF4_HUMAN, HSF1_HUMAN
OG0001354	gfas1.m1.841.m1, gfas1.m1.17687.m1, gfas1.m1.21520.m1, gfas1.m1.23759.m1, gfas1.m1.12540.m1, gfas1.m1.16264.m1	KMT5A_HUMAN
OG0001355	gfas1.m1.6929.m1, gfas1.m1.17368.m1	TASOR_HUMAN
OG0001356	gfas1.m1.4591.m1	MANF_HUMAN, CDNF_HUMAN
OG0001357	gfas1.m1.16224.m1	IREB2_HUMAN, ACOHC_HUMAN
OG0001358	gfas1.m1.15858.m1	AT2B4_HUMAN, AT2B1_HUMAN, AT2B3_HUMAN, AT2B2_HUMAN
OG0001360	gfas1.m1.1482.m1	CHD4_HUMAN, CHD3_HUMAN, CHD5_HUMAN
OG0001361	gfas1.m1.18514.m1	EHD4_HUMAN, EHD2_HUMAN, EHD1_HUMAN, EHD3_HUMAN
OG0001362	gfas1.m1.16214.m1	RHG44_HUMAN, RHG17_HUMAN, 3BP1_HUMAN, BGIN_HUMAN
OG0001363	gfas1.m1.15125.m1	PDLI2_HUMAN, PDLI1_HUMAN, PDLI4_HUMAN, PDLI3_HUMAN
OG0001364	gfas1.m1.1042.m1	NIN_HUMAN, NINL_HUMAN
OG0001365	gfas1.m1.1471.m1	FOLR2_HUMAN, FOLR3_HUMAN, FOLR1_HUMAN, JUNO_HUMAN
OG0001366	gfas1.m1.3636.m1, gfas1.m1.10967.m1	KINH_HUMAN, KIF5A_HUMAN, KIF5C_HUMAN
OG0001368	gfas1.m1.9344.m1	CDK16_HUMAN, CDK18_HUMAN, CDK17_HUMAN
OG0001369	gfas1.m1.4128.m1, gfas1.m1.2432.m1	H6ST1_HUMAN, H6ST3_HUMAN, H6ST2_HUMAN
OG0001370	gfas1.m1.14940.m1	TKT_HUMAN, TKTL1_HUMAN, TKTL2_HUMAN
OG0001371	gfas1.m1.14205.m1	JADE3_HUMAN, JADE2_HUMAN, JADE1_HUMAN
OG0001372	gfas1.m1.3922.m1	S12A3_HUMAN, S12A1_HUMAN, S12A2_HUMAN
OG0001373	gfas1.m1.18254.m1, gfas1.m1.18257.m1, gfas1.m1.18258.m1	SMIP4_HUMAN
OG0001374	gfas1.m1.1086.m1, gfas1.m1.9542.m1	METK2_HUMAN, METK1_HUMAN
OG0001375	gfas1.m1.6664.m1	ARHGB_HUMAN, ARHG1_HUMAN, ARHGC_HUMAN
OG0001376	gfas1.m1.1441.m1	GRDN_HUMAN, DAPLE_HUMAN
OG0001377	gfas1.m1.1965.m1, gfas1.m1.7972.m1, gfas1.m1.19700.m1	PRD14_HUMAN
OG0001379	gfas1.m1.23209.m1	NOL4L_HUMAN, NOL4_HUMAN
OG0001380	gfas1.m1.16526.m1	FMR1_HUMAN, FXR2_HUMAN, FXR1_HUMAN
OG0001381	gfas1.m1.21006.m1, gfas1.m1.7100.m1	NAA25_HUMAN
OG0001385	gfas1.m1.537.m1, gfas1.m1.536.m1	TT39A_HUMAN, TT39B_HUMAN
OG0001386	gfas1.m1.20251.m1, gfas1.m1.12769.m1, gfas1.m1.21544.m1	MGT4C_HUMAN
OG0001387	gfas1.m1.8948.m1, gfas1.m1.2925.m1	BST1_HUMAN, CD38_HUMAN
OG0001388	gfas1.m1.9357.m1	TBC20_HUMAN
OG0001390	gfas1.m1.13599.m1	CDS1_HUMAN, CDS2_HUMAN
OG0001391	gfas1.m1.9600.m1, gfas1.m1.16386.m1	S2542_HUMAN
OG0001392	gfas1.m1.1716.m1	LDHB_HUMAN, LDHA_HUMAN, LDH6A_HUMAN, LDH6B_HUMAN, LDHC_HUMAN
OG0001393	gfas1.m1.23197.m1	ARHG4_HUMAN, ARHG9_HUMAN, SPT13_HUMAN
OG0001394	gfas1.m1.2140.m1	PPIP1_HUMAN, PPIP2_HUMAN
