Orthogroup	Nvec	Hsap
OG0000167	NV2t020462003.1, NV2t020462005.1, NV2t020462002.1, NV2t020462001.1, NV2t020462006.1, NV2t020462007.1, NV2t020462004.1, NV2t020465002.1, NV2t020465005.1, NV2t020465003.1, NV2t020465006.1, NV2t020465004.1, NV2t020465008.1, NV2t020465007.1, NV2t020465001.1, NV2t020463002.1, NV2t020463004.1, NV2t020463005.1, NV2t020463003.1, NV2t020463001.1, NV2t020467001.1	PAPOG_HUMAN, PAPOB_HUMAN, PAPOA_HUMAN
OG0000186	NV2t014645001.1, NV2t014645002.1, NV2t004108001.1, NV2t011693001.1, NV2t013525001.1, NV2t014964001.1	B4GN4_HUMAN, B4GN3_HUMAN
OG0000149	NV2t020822001.1, NV2t020110001.1, NV2t020610001.1, NV2t020610002.1, NV2t023334001.1, NV2t023334002.1, NV2t023334003.1, NV2t023334004.1	SCNBA_HUMAN, SCNAA_HUMAN, SCN5A_HUMAN, SCN4A_HUMAN, SCN8A_HUMAN, SCN7A_HUMAN, SCN9A_HUMAN, SCN3A_HUMAN, SCN1A_HUMAN, SCN2A_HUMAN
OG0000159	NV2t010538001.1	CRBB1_HUMAN, CRBB2_HUMAN, CRBB3_HUMAN, CRBA2_HUMAN, CRBA4_HUMAN, CRBA1_HUMAN, CRGN_HUMAN, CRYGS_HUMAN, CRGB_HUMAN, CRGD_HUMAN, CRGA_HUMAN, CRGC_HUMAN
OG0000189	NV2t007367001.1, NV2t007950001.1, NV2t011930001.1, NV2t011930002.1	KCNJ8_HUMAN, KCJ11_HUMAN, KCNJ4_HUMAN, KCJ12_HUMAN, KCJ18_HUMAN, KCNJ2_HUMAN, KCJ14_HUMAN, KCNJ3_HUMAN, KCNJ9_HUMAN, KCNJ6_HUMAN, KCNJ5_HUMAN
OG0000224	NV2t018168007.1, NV2t018168010.1, NV2t018168001.1, NV2t018168002.1, NV2t018168004.1, NV2t018168009.1, NV2t018168011.1, NV2t018168012.1, NV2t018168013.1, NV2t024855001.1, NV2t018168006.1, NV2t018168005.1, NV2t018168014.1, NV2t018168015.1, NV2t018168008.1, NV2t018168003.1, NV2t014976001.1, NV2t014977001.1, NV2t001417001.1	FAXC_HUMAN
OG0000165	NV2t003471001.1, NV2t001397001.1, NV2t019247001.1, NV2t007985001.1	HGS_HUMAN
OG0000177	NV2t007608001.1, NV2t023292001.1, NV2t022974001.1, NV2t023056001.1, NV2t023294001.1, NV2t023019001.1, NV2t006809001.1, NV2t023815001.1, NV2t023280001.1, NV2t023280002.1	RXFP2_HUMAN, RXFP1_HUMAN
OG0000185	NV2t023480001.1, NV2t023483001.1, NV2t023483002.1, NV2t023475001.1, NV2t023475002.1, NV2t023475003.1, NV2t023475004.1, NV2t023475005.1, NV2t023475006.1, NV2t023479001.1, NV2t023478001.1, NV2t023478004.1, NV2t023481001.1, NV2t023478002.1, NV2t023478003.1	NPTN_HUMAN, BASI_HUMAN
OG0000217	NV2t025369001.1	LORF2_HUMAN
OG0000231	NV2t000083001.1, NV2t002143001.1, NV2t013199001.1, NV2t013200001.1, NV2t002159001.1	T121B_HUMAN
OG0000036	NV2t005941001.1, NV2t015623002.1	G2E3_HUMAN
OG0000055	NV2t010165001.1	TTHY_HUMAN
OG0000079	NV2t010336001.1	CRNN_HUMAN, S10A9_HUMAN, S10AD_HUMAN, S10AB_HUMAN, S10A5_HUMAN, S10A3_HUMAN, S10A6_HUMAN, S10A4_HUMAN, S10A2_HUMAN, S10A1_HUMAN, S100Z_HUMAN, S10AA_HUMAN, S100B_HUMAN, S100P_HUMAN, S100G_HUMAN, S1A7B_HUMAN, S10A7_HUMAN, S1A7A_HUMAN, S10AC_HUMAN, S10A8_HUMAN, FILA_HUMAN, HORN_HUMAN, FILA2_HUMAN, TRHY_HUMAN
OG0000218	NV2t014358001.1, NV2t014358002.1, NV2t009731001.1, NV2t008564001.1, NV2t001775001.1, NV2t017327001.1, NV2t023160001.1, NV2t018959001.1, NV2t018957001.1, NV2t018960001.1, NV2t023162001.1, NV2t018961001.1	NPTX1_HUMAN, NPTXR_HUMAN, NPTX2_HUMAN
OG0000230	NV2t010481001.1, NV2t024034001.1, NV2t008707001.1, NV2t008707002.1, NV2t008710001.1, NV2t016397001.1, NV2t009645001.1, NV2t009641001.1, NV2t009718001.1, NV2t009638001.1, NV2t009638002.1, NV2t009638003.1, NV2t009624001.1, NV2t009623001.1, NV2t009626001.1, NV2t009627001.1, NV2t009634001.1, NV2t009637001.1, NV2t014196001.1	ZNF22_HUMAN, ZN572_HUMAN
OG0000180	NV2t024359001.1, NV2t024359002.1	MMP2_HUMAN, MMP9_HUMAN, MMP20_HUMAN, MMP26_HUMAN, MMP7_HUMAN, MMP13_HUMAN, MMP12_HUMAN, MMP8_HUMAN, MMP1_HUMAN, MMP27_HUMAN, MMP3_HUMAN, MMP10_HUMAN, ESPB1_HUMAN
OG0000221	NV2t025250003.1, NV2t002175001.1	THA11_HUMAN
OG0000248	NV2t025583001.1, NV2t000201001.1	TRAF1_HUMAN, TRAF2_HUMAN
OG0000257	NV2t004481001.1, NV2t004481002.1, NV2t004482001.1, NV2t004482002.1, NV2t004482003.1, NV2t018720001.1, NV2t016230001.1, NV2t003212001.1	C27C1_HUMAN, CP27A_HUMAN, CP27B_HUMAN
OG0000154	NV2t000061001.1, NV2t001081001.1, NV2t001081002.1	RDH13_HUMAN, RDH11_HUMAN, RDH12_HUMAN
OG0000176	NV2t003177002.1, NV2t008227001.1	HARB1_HUMAN
OG0000190	NV2t019609020.1, NV2t019609004.1, NV2t019609010.1, NV2t019609009.1, NV2t019609013.1, NV2t019609002.1, NV2t019609003.1, NV2t019609005.1, NV2t019609001.1, NV2t019609006.1, NV2t019609016.1, NV2t019609014.1, NV2t019609015.1, NV2t019609018.1, NV2t019609019.1, NV2t019609012.1, NV2t019609017.1, NV2t019609008.1, NV2t019609011.1	MARK4_HUMAN, MARK3_HUMAN, MARK1_HUMAN, MARK2_HUMAN
OG0000229	NV2t025235001.1, NV2t021884001.1, NV2t022378001.1, NV2t022382001.1	CAHM5_HUMAN, CAHM6_HUMAN, CAHM1_HUMAN, CAHM3_HUMAN, CAHM2_HUMAN, CAHM4_HUMAN
OG0000242	NV2t004704001.1, NV2t009601001.1, NV2t009601003.1, NV2t009601002.1, NV2t011326001.1, NV2t011326004.1, NV2t011326003.1, NV2t011326002.1	CNTP1_HUMAN, CNTP2_HUMAN, CNTP5_HUMAN, CNT3B_HUMAN, CNTP3_HUMAN, CNTP4_HUMAN
OG0000228	NV2t000599001.1, NV2t000599002.1, NV2t000595001.1, NV2t000578001.1, NV2t000579001.1, NV2t000593001.1, NV2t000593002.1, NV2t000581002.1, NV2t000581001.1, NV2t000581004.1, NV2t000580001.1, NV2t000597001.1, NV2t000596001.1, NV2t000585001.1, NV2t000576001.1	PTPRT_HUMAN, PTPRM_HUMAN, PTPRU_HUMAN, PTPRK_HUMAN
OG0000241	NV2t008618001.1, NV2t009760001.1, NV2t024843001.1, NV2t024844001.1, NV2t008614001.1, NV2t008609001.1, NV2t000850001.1, NV2t014432001.1	COCH_HUMAN, VITRN_HUMAN, MATN1_HUMAN, MATN3_HUMAN, MATN2_HUMAN, MATN4_HUMAN
OG0000262	NV2t015887001.1, NV2t015887003.1, NV2t015887004.1, NV2t015887002.1, NV2t015887005.1, NV2t015887006.1	LYN_HUMAN, HCK_HUMAN, LCK_HUMAN, BLK_HUMAN, SRC_HUMAN, YES_HUMAN, FYN_HUMAN, FGR_HUMAN
OG0000174	NV2t013603001.1, NV2t001890001.1, NV2t005822001.1, NV2t024461001.1, NV2t021585001.1, NV2t024741004.1, NV2t024741002.1, NV2t024741001.1, NV2t024741003.1	CUZD1_HUMAN
OG0000188	NV2t005899016.1, NV2t005899015.1, NV2t005899017.1, NV2t005899003.1, NV2t005899022.1, NV2t005899014.1, NV2t005899018.1, NV2t005899009.1, NV2t005899012.1, NV2t005899013.1, NV2t005899010.1, NV2t005899011.1, NV2t005899023.1, NV2t005899019.1, NV2t005899020.1	PABP4_HUMAN, PAP1L_HUMAN, PABP1_HUMAN, PABP3_HUMAN
OG0000223	NV2t009183001.1, NV2t011028001.1, NV2t023332001.1, NV2t023332002.1, NV2t023640001.1	PE2R3_HUMAN, TA2R_HUMAN, PF2R_HUMAN, PE2R1_HUMAN, PE2R4_HUMAN, PI2R_HUMAN, PE2R2_HUMAN, PD2R_HUMAN
OG0000261	NV2t005984001.1, NV2t005985001.1, NV2t021375001.1, NV2t010232001.1, NV2t016576001.1	CLC4E_HUMAN, CLC4D_HUMAN, CLC4A_HUMAN, CLC4C_HUMAN, CLC6A_HUMAN, CD209_HUMAN, CLC4M_HUMAN
OG0000132	NV2t008317001.1, NV2t019483001.1, NV2t025096001.1, NV2t025101001.1, NV2t024811001.1, NV2t000814001.1, NV2t000814002.1, NV2t013873001.1, NV2t024925001.1, NV2t013528001.1, NV2t013528002.1, NV2t013528003.1, NV2t007833001.1, NV2t014298001.1, NV2t014298003.1, NV2t014298002.1	CEL3A_HUMAN, CEL3B_HUMAN, CTRC_HUMAN, CEL2A_HUMAN, CEL2B_HUMAN, CELA1_HUMAN
OG0000140	NV2t013605001.1, NV2t014198001.1, NV2t014198002.1	CAD15_HUMAN, CADH2_HUMAN, CADH4_HUMAN, CADH5_HUMAN, CAD19_HUMAN, CAD22_HUMAN, CAD20_HUMAN, CADH7_HUMAN, CAD12_HUMAN, CAD10_HUMAN, CADH6_HUMAN, CADH9_HUMAN, CAD18_HUMAN, CADH8_HUMAN, CAD24_HUMAN, CAD11_HUMAN
OG0000195	NV2t001511001.1, NV2t001959001.1	THAP9_HUMAN
OG0000240	NV2t020201002.1, NV2t020201003.1, NV2t020545001.1, NV2t020545002.1, NV2t002705001.1, NV2t002705002.1, NV2t015106001.1, NV2t023949001.1, NV2t023947001.1, NV2t023947002.1, NV2t021338001.1, NV2t021338002.1, NV2t022595001.1	MRP4_HUMAN
OG0000255	NV2t022942001.1	CX062_HUMAN, YG039_HUMAN, CA200_HUMAN, BEND2_HUMAN, CN165_HUMAN, GVQW3_HUMAN, GLYG2_HUMAN, NC336_HUMAN, CI037_HUMAN, CN178_HUMAN, ARGFX_HUMAN, CU037_HUMAN, TMM78_HUMAN, LMO7D_HUMAN, DSCR8_HUMAN, MYL10_HUMAN, GVQW2_HUMAN, ZMAT1_HUMAN, CI085_HUMAN
OG0000156	NV2t021804001.1, NV2t021826001.1, NV2t020022001.1, NV2t022402001.1, NV2t003070001.1, NV2t022945001.1, NV2t003032001.1, NV2t005983001.1, NV2t002815001.1, NV2t006515001.1, NV2t005631001.1, NV2t005632001.1, NV2t009165001.1	XLRS1_HUMAN
OG0000194	NV2t016416001.1, NV2t016404001.1, NV2t016404002.1, NV2t016417001.1, NV2t016410001.1, NV2t016406001.1, NV2t016407001.1, NV2t016407002.1, NV2t016407003.1, NV2t016407004.1, NV2t016407005.1, NV2t019429001.1	SACS_HUMAN
OG0000138	NV2t025507001.1	ACSM3_HUMAN, ACSM5_HUMAN, ACSM4_HUMAN, ACS2A_HUMAN, ACS2B_HUMAN, ACSM1_HUMAN, NPIA2_HUMAN, NPIA1_HUMAN, NPIA7_HUMAN, NPIA8_HUMAN, NPIA5_HUMAN, NPIA6_HUMAN, NPIA9_HUMAN, NPIA3_HUMAN, NPIB8_HUMAN, NPB15_HUMAN, NPIB7_HUMAN, NPIB6_HUMAN, NPIB9_HUMAN, NPIB2_HUMAN, NPB11_HUMAN, NPIB5_HUMAN, NPIB3_HUMAN, NPIB4_HUMAN, NPB13_HUMAN, NPB12_HUMAN
OG0000211	NV2t001994001.1, NV2t000907004.1, NV2t000907005.1, NV2t000903003.1, NV2t000903001.1, NV2t000907003.1, NV2t000904001.1, NV2t000904002.1, NV2t000908001.1, NV2t000903002.1, NV2t000907002.1, NV2t000907001.1, NV2t000628001.1	CAHD1_HUMAN
OG0000225	NV2t007615001.1	U17L6_HUMAN, U17LN_HUMAN, U17LA_HUMAN, U17L7_HUMAN, U17L2_HUMAN, U17L1_HUMAN, U17L3_HUMAN, U17L4_HUMAN, U17L8_HUMAN, U17LD_HUMAN, U17LH_HUMAN, U17LM_HUMAN, U17LK_HUMAN, U17LL_HUMAN, UL17C_HUMAN, U17L5_HUMAN, U17LO_HUMAN, U17LJ_HUMAN, U17LI_HUMAN, U17LB_HUMAN, U17LF_HUMAN, UBP36_HUMAN
OG0000277	NV2t008622001.1, NV2t021517001.1, NV2t025533001.1, NV2t007405001.1, NV2t007405003.1, NV2t007405004.1, NV2t007405006.1, NV2t007405002.1, NV2t007405005.1, NV2t007408004.1, NV2t007408001.1, NV2t007408003.1, NV2t007408005.1, NV2t007408002.1, NV2t007408006.1	PTHD3_HUMAN
OG0000300	NV2t006535001.1, NV2t006537001.1, NV2t001237001.1, NV2t005973001.1, NV2t016447001.1, NV2t000416001.1	HPGDS_HUMAN, GSTA4_HUMAN, GSTA5_HUMAN, GSTA1_HUMAN, GSTA2_HUMAN, GSTA3_HUMAN
OG0000243	NV2t003783001.1, NV2t003783002.1, NV2t003783003.1, NV2t003783015.1, NV2t003783014.1, NV2t003783016.1, NV2t003783004.1, NV2t003783005.1, NV2t003783007.1, NV2t003783006.1, NV2t003783009.1, NV2t003783008.1, NV2t003783012.1, NV2t003783011.1, NV2t003783013.1, NV2t003783010.1, NV2t011474001.1	DCX_HUMAN, DCLK2_HUMAN, DCLK1_HUMAN
OG0000292	NV2t018750002.1, NV2t018750003.1, NV2t018750005.1, NV2t018750006.1, NV2t018750004.1	TRAF6_HUMAN
OG0000305	NV2t015468010.1, NV2t015468001.1, NV2t015468002.1, NV2t015468003.1, NV2t015468004.1, NV2t015468005.1, NV2t015468006.1, NV2t015468007.1, NV2t015468008.1, NV2t015468009.1, NV2t015468012.1, NV2t015468011.1, NV2t015468013.1	LIN7C_HUMAN, LIN7A_HUMAN, LIN7B_HUMAN
OG0000272	NV2t020329001.1, NV2t020328001.1, NV2t021449001.1	HEPS_HUMAN, PRSS8_HUMAN, TM11D_HUMAN, TM11E_HUMAN, TM11F_HUMAN, TM11A_HUMAN, TM11B_HUMAN
OG0000304	NV2t020616003.1, NV2t020616008.1, NV2t020616009.1, NV2t020616010.1, NV2t020616011.1, NV2t020616012.1, NV2t020616013.1, NV2t020616014.1, NV2t020616016.1, NV2t020616015.1, NV2t020616001.1, NV2t020616002.1, NV2t020616005.1, NV2t020616007.1, NV2t020616006.1, NV2t020616004.1	DLL4_HUMAN, DLL1_HUMAN
OG0000312	NV2t002979001.1, NV2t002979002.1	CD158_HUMAN
OG0000325	NV2t006074001.1, NV2t011747001.1, NV2t011747005.1, NV2t011747002.1, NV2t011747003.1, NV2t011747004.1	B4GT6_HUMAN, B4GT5_HUMAN, B4GT2_HUMAN, B4GT1_HUMAN, B4GT3_HUMAN, B4GT4_HUMAN
OG0000330	NV2t010435001.1, NV2t002141001.1, NV2t023941001.1, NV2t023941003.1, NV2t023941002.1, NV2t023941004.1, NV2t023893001.1, NV2t023893002.1, NV2t023893003.1	B2CL2_HUMAN, BCL2_HUMAN, B2CL1_HUMAN
OG0000303	NV2t021561003.1, NV2t021561001.1, NV2t021561002.1, NV2t021561004.1, NV2t021299002.1, NV2t021299001.1, NV2t021299003.1	ATP4A_HUMAN, AT12A_HUMAN, AT1A1_HUMAN, AT1A4_HUMAN, AT1A2_HUMAN, AT1A3_HUMAN
OG0000321	NV2t006580001.1, NV2t006580002.1, NV2t006580003.1, NV2t006580004.1, NV2t006580005.1, NV2t006580006.1, NV2t006580007.1, NV2t006580008.1, NV2t006580009.1	NAT8B_HUMAN, NAT8_HUMAN
OG0000326	NV2t002812001.1	PLXB2_HUMAN, PLXB3_HUMAN, PLXB1_HUMAN, PLXC1_HUMAN, PLXD1_HUMAN, PLXA4_HUMAN, PLXA2_HUMAN, PLXA3_HUMAN, PLXA1_HUMAN
OG0000331	NV2t001355004.1, NV2t001355005.1, NV2t001355010.1, NV2t001355011.1, NV2t001355013.1, NV2t001355007.1, NV2t001355006.1, NV2t001355001.1, NV2t001355008.1, NV2t001355009.1, NV2t001355012.1, NV2t001355002.1, NV2t001355003.1	PTBP2_HUMAN, PTBP3_HUMAN, PTBP1_HUMAN
OG0000054	NV2t012149001.1, NV2t012149002.1, NV2t002297001.1, NV2t014365001.1, NV2t022187001.1, NV2t015512001.1, NV2t016355001.1, NV2t016359001.1, NV2t009133001.1, NV2t021351003.1, NV2t021351001.1, NV2t021351002.1, NV2t021351004.1, NV2t022510001.1, NV2t008378001.1, NV2t008378002.1, NV2t008378003.1, NV2t008361001.1	MOT8_HUMAN, MOT10_HUMAN, MOT11_HUMAN, MOT13_HUMAN, MOT6_HUMAN, MOT1_HUMAN, MOT2_HUMAN, MOT3_HUMAN, MOT4_HUMAN
OG0000161	NV2t003357001.1, NV2t008110002.1, NV2t021893002.1	H2A2B_HUMAN, H2AX_HUMAN, H2AJ_HUMAN, H2A2C_HUMAN, H2A2A_HUMAN, H2A1C_HUMAN, H2A1_HUMAN, H2A1D_HUMAN, H2A3_HUMAN, H2A1B_HUMAN
OG0000281	NV2t023331009.1, NV2t023331001.1, NV2t023331005.1, NV2t023331006.1, NV2t023331008.1, NV2t023331004.1, NV2t023331007.1, NV2t023331003.1, NV2t023331002.1, NV2t022391006.1, NV2t022391001.1, NV2t022391002.1, NV2t022391003.1, NV2t022391004.1	ASTRC_HUMAN, ASTRB_HUMAN, ASTRA_HUMAN
OG0000284	NV2t017646001.1, NV2t005015001.1, NV2t003904001.1, NV2t023828001.1, NV2t013599001.1, NV2t005853001.1, NV2t013600001.1, NV2t006372001.1, NV2t025282001.1, NV2t014016001.1	FUT4_HUMAN, FUT9_HUMAN, FUT6_HUMAN, FUT3_HUMAN, FUT5_HUMAN, FUT7_HUMAN
OG0000319	NV2t001728002.1, NV2t021833001.1, NV2t021833002.1, NV2t022738001.1, NV2t022675001.1, NV2t022675002.1	EAA3_HUMAN, EAA4_HUMAN, EAA1_HUMAN
OG0000169	NV2t015756001.1	KRBD2_HUMAN
OG0000256	NV2t022271003.1, NV2t022271001.1, NV2t022271002.1, NV2t020319001.1	CD27_HUMAN, TNR6_HUMAN, TNR1B_HUMAN, TNF6B_HUMAN, TR11B_HUMAN, TNR5_HUMAN, TNR14_HUMAN
OG0000269	NV2t015573001.1, NV2t015573002.1, NV2t010708001.1, NV2t012418001.1	TYRO_HUMAN, TYRP1_HUMAN, TYRP2_HUMAN
OG0000289	NV2t012640001.1, NV2t012885001.1, NV2t016121001.1	HSP7C_HUMAN, HSP72_HUMAN, HSP76_HUMAN, HS71L_HUMAN, HS71A_HUMAN, HS71B_HUMAN
OG0000302	NV2t009869001.1, NV2t010348003.1, NV2t010348001.1, NV2t010348004.1, NV2t010348002.1, NV2t010348005.1, NV2t010348010.1, NV2t010348008.1, NV2t010348006.1, NV2t010348009.1, NV2t010348011.1, NV2t010348007.1	TGM4_HUMAN, F13A_HUMAN, TGM1_HUMAN
OG0000338	NV2t010295001.1, NV2t010254001.1, NV2t010316001.1, NV2t010144001.1, NV2t015603001.1, NV2t009751001.1, NV2t009751003.1, NV2t010206001.1, NV2t010206003.1, NV2t010206002.1	PA2GE_HUMAN, PA2GA_HUMAN, PA2G5_HUMAN, PA2GD_HUMAN
OG0000193	NV2t005481001.1, NV2t004178001.1	VPS4A_HUMAN, VPS4B_HUMAN
OG0000205	NV2t024979003.1, NV2t024979001.1, NV2t024979002.1, NV2t025722001.1, NV2t025727001.1, NV2t025727002.1, NV2t025725004.1, NV2t025725001.1, NV2t025725002.1, NV2t025725003.1, NV2t025725006.1, NV2t025725005.1	LYAM2_HUMAN, LYAM3_HUMAN, LYAM1_HUMAN
OG0000227	NV2t004773001.1, NV2t005104001.1, NV2t005903001.1, NV2t025255001.1, NV2t007785001.1	NTH_HUMAN
OG0000254	NV2t010462001.1, NV2t013781005.1, NV2t013781002.1, NV2t013781001.1, NV2t013781004.1, NV2t013781003.1	GTR5_HUMAN, GTR7_HUMAN, GTR11_HUMAN, GTR9_HUMAN, GLUT4_HUMAN, GTR2_HUMAN, GTR1_HUMAN, GTR14_HUMAN, GTR3_HUMAN
OG0000320	NV2t001741001.1, NV2t016774004.1, NV2t016774003.1, NV2t016774001.1, NV2t016774002.1, NV2t001830001.1, NV2t001831007.1, NV2t001830002.1, NV2t001831005.1, NV2t001831001.1, NV2t001831002.1, NV2t001831004.1, NV2t001831003.1, NV2t001831006.1	SRSF3_HUMAN
OG0000328	NV2t017180006.1, NV2t017180001.1, NV2t017180005.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1, NV2t008624001.1, NV2t014368002.1, NV2t014368001.1, NV2t014368003.1	SRSF5_HUMAN, SRSF6_HUMAN, SRSF4_HUMAN
OG0000336	NV2t019969001.1, NV2t020830001.1, NV2t008457001.1, NV2t003131001.1	DHRS9_HUMAN, RDH5_HUMAN, DR9C7_HUMAN, RDH16_HUMAN, H17B6_HUMAN
OG0000347	NV2t009919001.1, NV2t007162001.1, NV2t006885001.1, NV2t006884001.1, NV2t006884002.1, NV2t006884003.1, NV2t006884004.1, NV2t006883001.1	ANO5_HUMAN, ANO4_HUMAN, ANO3_HUMAN
OG0000361	NV2t003818001.1, NV2t018346006.1, NV2t018346001.1, NV2t018346002.1, NV2t018346003.1, NV2t018346004.1, NV2t018346005.1, NV2t018346007.1, NV2t018346008.1	LBP_HUMAN, BPI_HUMAN, PLTP_HUMAN, BPIFC_HUMAN
OG0000276	NV2t022109001.1, NV2t003436001.1, NV2t002426001.1, NV2t014586001.1, NV2t013708001.1, NV2t013715001.1, NV2t000086001.1, NV2t013453001.1, NV2t004537001.1	5HT4R_HUMAN
OG0000349	NV2t015665001.1, NV2t021127001.1, NV2t000952001.1, NV2t014598001.1, NV2t006633001.1, NV2t000636001.1, NV2t017220001.1, NV2t017220002.1	CP1A1_HUMAN, CP1A2_HUMAN, CP17A_HUMAN
OG0000364	NV2t021915001.1, NV2t021924001.1, NV2t021902003.1, NV2t021902006.1, NV2t021902005.1, NV2t021902007.1, NV2t021902008.1, NV2t021902002.1, NV2t021902004.1, NV2t021902009.1, NV2t021902010.1, NV2t021902001.1	NCAM1_HUMAN, NCAM2_HUMAN
OG0000198	NV2t024601001.1, NV2t016811001.1	PRRT4_HUMAN, PRRT3_HUMAN
OG0000209	NV2t004330001.1, NV2t006359001.1, NV2t020582001.1, NV2t020585001.1, NV2t017768001.1, NV2t018284001.1, NV2t018284002.1	KCA10_HUMAN, KCNA5_HUMAN, KCNA6_HUMAN, KCNA4_HUMAN, KCNA3_HUMAN, KCNA2_HUMAN, KCNA1_HUMAN
OG0000219	NV2t020861001.1, NV2t012452001.1	OMD_HUMAN, FMOD_HUMAN, LUM_HUMAN, OPT_HUMAN, MIME_HUMAN, EPYC_HUMAN, ASPN_HUMAN, PGS2_HUMAN, PODN_HUMAN, PONL1_HUMAN
OG0000273	NV2t005693001.1	LOX5_HUMAN, LOX12_HUMAN, LOX15_HUMAN, LX15B_HUMAN, LOXE3_HUMAN, LX12B_HUMAN
OG0000301	NV2t020396003.1, NV2t020396001.1, NV2t020396002.1, NV2t020396004.1, NV2t020396005.1	MIA_HUMAN, OTOR_HUMAN, TGO1_HUMAN, MIA2_HUMAN, CTGE3_HUMAN, CTGE2_HUMAN, CTGE6_HUMAN, CTGEF_HUMAN, CTGE8_HUMAN, CTGE9_HUMAN, CTGE4_HUMAN
OG0000332	NV2t019096006.1, NV2t019096001.1, NV2t019096003.1, NV2t019096004.1, NV2t019096005.1, NV2t019096002.1, NV2t019093001.1	FGRL1_HUMAN
OG0000368	NV2t019648001.1, NV2t019648004.1, NV2t019648003.1, NV2t019648005.1, NV2t019648006.1, NV2t019648007.1, NV2t019648009.1, NV2t019648010.1, NV2t019648011.1, NV2t019648002.1	MEIS2_HUMAN, MEIS1_HUMAN, MEIS3_HUMAN, ME3L2_HUMAN, ME3L1_HUMAN
OG0000339	NV2t013907002.1, NV2t013907001.1, NV2t013907003.1, NV2t013907004.1, NV2t013907005.1, NV2t013899008.1, NV2t013899006.1, NV2t013899007.1, NV2t013899005.1, NV2t013899004.1, NV2t013899002.1, NV2t013899003.1, NV2t013899001.1	ZO1_HUMAN, ZO2_HUMAN, ZO3_HUMAN
OG0000350	NV2t025753001.1, NV2t025753002.1, NV2t025753004.1, NV2t025753003.1, NV2t025419001.1, NV2t025419005.1, NV2t025419002.1, NV2t025419003.1, NV2t025419004.1, NV2t025419006.1	CTL4_HUMAN, CTL2_HUMAN, CTL5_HUMAN
OG0000363	NV2t020874002.1, NV2t020874001.1, NV2t020874003.1, NV2t010882001.1, NV2t010315001.1, NV2t010408001.1, NV2t011080001.1, NV2t006176001.1, NV2t010601001.1, NV2t010604001.1	NALD2_HUMAN, FOH1B_HUMAN, FOLH1_HUMAN
OG0000280	NV2t005240001.1	CP4B1_HUMAN, CP4AB_HUMAN, CP4AM_HUMAN, CP4Z1_HUMAN, CP4Z2_HUMAN, CP4X1_HUMAN, CP4FN_HUMAN, CP4F3_HUMAN, CP4F2_HUMAN, CP4F8_HUMAN, CP4FB_HUMAN, CP4FC_HUMAN
OG0000306	NV2t002243001.1, NV2t002243002.1, NV2t002243007.1, NV2t002243006.1, NV2t002243003.1, NV2t002243011.1, NV2t002243013.1, NV2t002243009.1, NV2t002243008.1, NV2t002243010.1, NV2t002243005.1, NV2t002243012.1, NV2t002243004.1	PDE4C_HUMAN, PDE4D_HUMAN, PDE4B_HUMAN, PDE4A_HUMAN
OG0000370	NV2t017595003.1, NV2t017595001.1, NV2t017595002.1, NV2t017594002.1, NV2t017594006.1, NV2t017594007.1, NV2t017594004.1, NV2t017594001.1, NV2t017594005.1, NV2t017594008.1, NV2t017594003.1	ADDA_HUMAN, ADDG_HUMAN, ADDB_HUMAN
OG0000397	NV2t011191001.1, NV2t004879001.1, NV2t004557001.1, NV2t004558001.1, NV2t004249001.1	CATS_HUMAN, CATL1_HUMAN, CATL3_HUMAN, CATL2_HUMAN
OG0000327	NV2t007520001.1, NV2t007008001.1, NV2t007008002.1, NV2t002198001.1, NV2t020581001.1, NV2t020584001.1, NV2t020581004.1, NV2t020581002.1, NV2t020584002.1, NV2t020581003.1, NV2t011261001.1, NV2t011261002.1, NV2t013542001.1, NV2t013542002.1	TMM26_HUMAN
OG0000333	NV2t012379001.1, NV2t016303001.1, NV2t016305001.1, NV2t007352001.1, NV2t007352002.1, NV2t007352003.1, NV2t007352005.1, NV2t007352006.1, NV2t007352007.1, NV2t007352008.1, NV2t007352004.1	PLAC8_HUMAN, CNFN_HUMAN, PL8L1_HUMAN
OG0000358	NV2t008613001.1, NV2t016597001.1	TLC3B_HUMAN, TLC3A_HUMAN
OG0000389	NV2t006638001.1	GIMA4_HUMAN, GIMA7_HUMAN, GIMA5_HUMAN, GIMA8_HUMAN, GIMA6_HUMAN, GIMA2_HUMAN, GIMA1_HUMAN
OG0000401	NV2t015743007.1, NV2t015743009.1, NV2t015743008.1, NV2t015743004.1, NV2t015743003.1, NV2t015743006.1, NV2t015743002.1, NV2t015743005.1, NV2t015743001.1, NV2t015743012.1, NV2t015743010.1, NV2t015743011.1	CLIP2_HUMAN, CLIP1_HUMAN
OG0000282	NV2t019653001.1, NV2t016569001.1, NV2t017107001.1, NV2t025686001.1, NV2t025685001.1	NRX1A_HUMAN, NRX1B_HUMAN, NRX3B_HUMAN, NRX3A_HUMAN, NRX2B_HUMAN, NRX2A_HUMAN
OG0000340	NV2t021667001.1, NV2t022761001.1, NV2t019921001.1	HSPB2_HUMAN, HSPB8_HUMAN, HSPB1_HUMAN, HSPB6_HUMAN, CRYAA_HUMAN, CRYAB_HUMAN
OG0000353	NV2t016523001.1, NV2t016477001.1	LMBD1_HUMAN
