Orthogroup	Nvec	Acer
OG0000067	NV2t023990001.1	KAK2564012.1, KAK2572866.1, KAK2572867.1, KAK2571738.1, KAK2571969.1, KAK2572895.1, KAK2573198.1, KAK2573199.1, KAK2572896.1, KAK2571970.1, KAK2568804.1, KAK2553242.1, KAK2558206.1, KAK2561167.1, KAK2560943.1, KAK2570418.1, KAK2573414.1, KAK2573409.1, KAK2573719.1, KAK2573856.1, KAK2573350.1, KAK2573498.1, KAK2573857.1, KAK2573499.1, KAK2573501.1, KAK2573614.1, KAK2573617.1, KAK2560908.1, KAK2560945.1, KAK2574467.1, KAK2561012.1, KAK2569121.1, KAK2561904.1, KAK2555426.1, KAK2560906.1, KAK2574474.1, KAK2574377.1, KAK2574473.1, KAK2574468.1, KAK2574469.1, KAK2574470.1
OG0000078	NV2t013847001.1	KAK2556342.1, KAK2562543.1
OG0000078	NV2t018136001.1	KAK2556325.1, KAK2547139.1, KAK2571944.1, KAK2556326.1, KAK2560026.1, KAK2556346.1, KAK2556349.1, KAK2556331.1, KAK2556402.1, KAK2551066.1, KAK2546638.1, KAK2567591.1, KAK2551933.1, KAK2546702.1, KAK2547232.1, KAK2547422.1, KAK2547211.1, KAK2546953.1, KAK2547215.1, KAK2547218.1, KAK2547234.1, KAK2547212.1, KAK2547229.1
OG0000078	NV2t017872001.1	KAK2572109.1
OG0000078	NV2t018114001.1, NV2t025674001.1, NV2t025675002.1, NV2t021307001.1, NV2t021320001.1	KAK2568523.1, KAK2572732.1, KAK2572733.1, KAK2562131.1, KAK2564981.1
OG0000089	NV2t004709001.1, NV2t015485001.1	KAK2554246.1, KAK2554254.1, KAK2562005.1, KAK2561518.1
OG0000089	NV2t011589001.1, NV2t011589002.1, NV2t011589003.1	KAK2566480.1
OG0000006	NV2t022979001.1	KAK2555878.1, KAK2552223.1, KAK2562748.1, KAK2570095.1, KAK2548161.1, KAK2546709.1, KAK2566435.1
OG0000006	NV2t010222001.1	KAK2560484.1, KAK2550381.1, KAK2552971.1, KAK2550379.1, KAK2567729.1, KAK2550299.1, KAK2551981.1, KAK2571750.1, KAK2560840.1, KAK2560328.1, KAK2548048.1, KAK2558684.1, KAK2566808.1, KAK2547018.1, KAK2560323.1, KAK2557941.1, KAK2572006.1, KAK2555773.1, KAK2558921.1
OG0000006	NV2t004821001.1, NV2t025345001.1	KAK2552038.1
OG0000006	NV2t006321001.1	KAK2549158.1
OG0000006	NV2t008073001.1	KAK2549819.1, KAK2550382.1, KAK2551401.1, KAK2562549.1
OG0000020	NV2t006410002.1, NV2t006408001.1, NV2t006408002.1, NV2t006205001.1, NV2t005960001.1, NV2t023071001.1, NV2t023071002.1, NV2t023070001.1, NV2t023769001.1, NV2t023776001.1, NV2t005962001.1, NV2t023770001.1, NV2t005958001.1, NV2t023773001.1, NV2t015715001.1, NV2t015698001.1, NV2t015716001.1, NV2t005959001.1, NV2t023650001.1, NV2t010123001.1, NV2t003033001.1, NV2t010122001.1, NV2t020968001.1, NV2t020965001.1, NV2t006173001.1, NV2t007913001.1, NV2t003021001.1, NV2t003936001.1, NV2t004841001.1, NV2t008682001.1, NV2t008687002.1, NV2t008680001.1, NV2t008685001.1, NV2t009821001.1, NV2t021374001.1, NV2t022501001.1, NV2t013623001.1, NV2t015121001.1, NV2t015220001.1, NV2t015220002.1, NV2t015077001.1, NV2t015077002.1, NV2t009820001.1, NV2t015735001.1, NV2t015735002.1, NV2t008991002.1, NV2t007568001.1, NV2t007566001.1, NV2t007566002.1, NV2t007567001.1, NV2t007567002.1, NV2t007567003.1, NV2t005882001.1, NV2t025452001.1, NV2t025452002.1, NV2t016869001.1, NV2t023765001.1, NV2t023736001.1, NV2t014912001.1, NV2t004789001.1, NV2t003847001.1, NV2t004796001.1, NV2t004796002.1, NV2t025155001.1, NV2t011381001.1, NV2t004222001.1, NV2t022714001.1, NV2t022714003.1, NV2t022714002.1, NV2t021296002.1, NV2t021294001.1, NV2t021296001.1, NV2t004972001.1, NV2t007830001.1, NV2t007830002.1	KAK2570895.1
OG0000081	NV2t019902001.1	KAK2549191.1, KAK2549190.1, KAK2571516.1, KAK2549188.1, KAK2550178.1, KAK2547620.1, KAK2554125.1, KAK2546745.1, KAK2547580.1, KAK2547103.1, KAK2559455.1, KAK2564353.1, KAK2558741.1, KAK2547104.1, KAK2564354.1, KAK2558702.1, KAK2558704.1, KAK2547026.1, KAK2561741.1, KAK2564469.1, KAK2549152.1, KAK2564146.1, KAK2564067.1, KAK2571514.1, KAK2550175.1, KAK2549386.1, KAK2549186.1, KAK2564069.1, KAK2566755.1, KAK2564066.1, KAK2552793.1, KAK2564347.1, KAK2558746.1, KAK2559454.1, KAK2558744.1, KAK2561747.1, KAK2559456.1, KAK2559457.1, KAK2558745.1, KAK2561743.1
OG0000100	NV2t000663001.1	KAK2555705.1
OG0000100	NV2t000671001.1, NV2t000671002.1	KAK2569674.1
OG0000100	NV2t005314001.1	KAK2557451.1, KAK2558619.1
OG0000100	NV2t005234001.1	KAK2565280.1, KAK2551865.1, KAK2552651.1, KAK2563242.1, KAK2559636.1
OG0000100	NV2t001998001.1	KAK2557207.1, KAK2558245.1, KAK2556566.1, KAK2564662.1
OG0000046	NV2t003789001.1	KAK2556771.1
OG0000046	NV2t023196001.1	KAK2569787.1, KAK2569619.1, KAK2569735.1, KAK2569620.1
OG0000046	NV2t010443001.1	KAK2561990.1
OG0000046	NV2t006395001.1	KAK2563169.1, KAK2553351.1, KAK2563318.1, KAK2553350.1
OG0000046	NV2t005634001.1, NV2t005685001.1, NV2t014321001.1, NV2t014321002.1	KAK2557789.1
OG0000046	NV2t018782001.1	KAK2572679.1
OG0000046	NV2t006023001.1, NV2t003658001.1	KAK2559437.1, KAK2547849.1, KAK2547864.1, KAK2565858.1, KAK2566077.1
OG0000046	NV2t009759001.1	KAK2571232.1, KAK2571231.1, KAK2571236.1
OG0000046	NV2t010396001.1, NV2t007690004.1, NV2t025027001.1, NV2t004565001.1, NV2t005336001.1, NV2t020327001.1, NV2t011571001.1	KAK2554406.1, KAK2554407.1
OG0000071	NV2t014535002.1, NV2t014535003.1, NV2t014535004.1, NV2t014525001.1, NV2t014535001.1	KAK2559135.1
OG0000071	NV2t006615001.1, NV2t007044001.1, NV2t019700001.1, NV2t005880001.1, NV2t005881001.1, NV2t005871001.1, NV2t011976002.1, NV2t011976003.1, NV2t011976001.1, NV2t011977001.1	KAK2547912.1, KAK2547915.1, KAK2547121.1, KAK2565905.1, KAK2548230.1, KAK2548238.1, KAK2548233.1, KAK2548223.1, KAK2548225.1, KAK2547700.1, KAK2547708.1, KAK2570320.1, KAK2562095.1, KAK2562192.1, KAK2554427.1, KAK2574194.1, KAK2554389.1, KAK2554390.1, KAK2554410.1, KAK2554374.1, KAK2554382.1, KAK2554426.1, KAK2554397.1, KAK2554425.1, KAK2571609.1, KAK2571612.1, KAK2551292.1, KAK2553500.1
OG0000080	NV2t004698001.1	KAK2566264.1, KAK2549045.1, KAK2567789.1, KAK2559071.1, KAK2551572.1, KAK2557083.1, KAK2552172.1, KAK2558942.1, KAK2569434.1, KAK2557000.1, KAK2564379.1, KAK2551648.1, KAK2565417.1, KAK2551084.1, KAK2565573.1, KAK2548073.1, KAK2553303.1, KAK2550512.1, KAK2549867.1, KAK2566630.1, KAK2547654.1, KAK2565632.1, KAK2562573.1, KAK2552802.1, KAK2547657.1, KAK2564052.1, KAK2553011.1, KAK2548193.1, KAK2564248.1, KAK2558897.1, KAK2551940.1, KAK2558742.1, KAK2558896.1, KAK2547905.1, KAK2558972.1, KAK2553473.1, KAK2558973.1, KAK2546636.1, KAK2550578.1, KAK2552078.1
OG0000095	NV2t025385001.1, NV2t025385002.1	KAK2567783.1
OG0000103	NV2t008312001.1	KAK2558135.1
OG0000103	NV2t010788001.1, NV2t019047001.1, NV2t011044001.1, NV2t011743001.1	KAK2557128.1
OG0000103	NV2t008823001.1, NV2t008825001.1	KAK2561511.1
OG0000103	NV2t015476001.1, NV2t020479001.1	KAK2561764.1
OG0000026	NV2t006311001.1	KAK2557029.1, KAK2559070.1, KAK2568613.1, KAK2551994.1, KAK2559084.1, KAK2557030.1, KAK2568608.1, KAK2550872.1, KAK2555114.1, KAK2555120.1, KAK2553517.1, KAK2557036.1, KAK2557035.1, KAK2559069.1, KAK2570327.1, KAK2570467.1, KAK2551995.1, KAK2547390.1, KAK2559533.1, KAK2563973.1, KAK2549920.1, KAK2547308.1, KAK2549462.1, KAK2550328.1, KAK2568625.1, KAK2552964.1, KAK2555121.1, KAK2555115.1, KAK2563972.1, KAK2569019.1
OG0000026	NV2t009063001.1	KAK2554184.1, KAK2552215.1, KAK2553643.1, KAK2552238.1, KAK2549289.1, KAK2564168.1, KAK2556275.1, KAK2565585.1, KAK2555021.1, KAK2552485.1, KAK2546676.1, KAK2551841.1, KAK2548149.1, KAK2552488.1, KAK2564888.1, KAK2560751.1, KAK2558407.1, KAK2564638.1, KAK2558016.1, KAK2551539.1, KAK2549144.1, KAK2558885.1, KAK2566218.1, KAK2552194.1, KAK2555181.1, KAK2551697.1, KAK2557614.1, KAK2549858.1, KAK2552030.1, KAK2551977.1, KAK2555123.1, KAK2564332.1, KAK2560646.1, KAK2551827.1, KAK2566657.1, KAK2564080.1, KAK2573981.1
OG0000048	NV2t025732001.1	KAK2552447.1, KAK2556996.1, KAK2571671.1, KAK2549625.1, KAK2569010.1, KAK2555819.1, KAK2549886.1, KAK2549887.1, KAK2557388.1, KAK2548569.1, KAK2559493.1, KAK2552767.1, KAK2558661.1, KAK2559726.1, KAK2561634.1, KAK2572715.1, KAK2547649.1, KAK2549069.1, KAK2555920.1, KAK2548724.1, KAK2558766.1, KAK2567026.1
OG0000048	NV2t019365001.1	KAK2556059.1, KAK2574045.1, KAK2560639.1, KAK2557418.1, KAK2561679.1, KAK2561978.1, KAK2563788.1, KAK2567908.1, KAK2551618.1, KAK2559366.1
OG0000053	NV2t003150001.1	KAK2547199.1, KAK2548628.1
OG0000053	NV2t013313001.1	KAK2565069.1
OG0000053	NV2t013576001.1, NV2t013576002.1	KAK2571926.1, KAK2572642.1
OG0000053	NV2t008716001.1	KAK2571002.1
OG0000053	NV2t009095001.1	KAK2570908.1
OG0000053	NV2t008714001.1, NV2t008714002.1	KAK2570907.1
OG0000053	NV2t010263001.1, NV2t010263002.1, NV2t010263003.1, NV2t010263004.1	KAK2572955.1
OG0000053	NV2t010262002.1, NV2t010262003.1	KAK2572954.1
OG0000053	NV2t023851001.1, NV2t023852001.1, NV2t023913001.1	KAK2552870.1
OG0000062	NV2t004843001.1	KAK2552158.1, KAK2551942.1, KAK2551941.1, KAK2564326.1, KAK2565588.1, KAK2551993.1, KAK2552014.1, KAK2564619.1, KAK2556939.1, KAK2560817.1, KAK2555128.1, KAK2555127.1, KAK2558589.1, KAK2552284.1, KAK2564539.1, KAK2558683.1, KAK2547533.1, KAK2560721.1, KAK2565587.1, KAK2547339.1, KAK2567966.1, KAK2567761.1, KAK2567965.1, KAK2547840.1, KAK2549366.1, KAK2552157.1, KAK2569512.1, KAK2552482.1, KAK2552243.1, KAK2551992.1, KAK2551355.1, KAK2565586.1, KAK2569829.1, KAK2552118.1, KAK2561726.1, KAK2552806.1, KAK2559201.1, KAK2558761.1, KAK2567998.1, KAK2556274.1, KAK2567989.1, KAK2554032.1, KAK2567894.1, KAK2550112.1, KAK2550111.1, KAK2555198.1
OG0000083	NV2t000834001.1	KAK2552232.1, KAK2550373.1, KAK2546995.1, KAK2549830.1, KAK2565590.1, KAK2549023.1
OG0000083	NV2t009584001.1	KAK2565249.1, KAK2554933.1, KAK2569832.1, KAK2559665.1, KAK2550164.1, KAK2559568.1, KAK2555895.1, KAK2558378.1, KAK2558490.1, KAK2566959.1, KAK2557285.1, KAK2564202.1, KAK2564265.1, KAK2564296.1, KAK2564293.1, KAK2571065.1, KAK2563421.1, KAK2549530.1, KAK2549239.1, KAK2563420.1, KAK2555782.1, KAK2571500.1, KAK2550394.1, KAK2564495.1, KAK2564482.1, KAK2556347.1, KAK2560261.1, KAK2564299.1, KAK2550241.1, KAK2547382.1, KAK2560667.1, KAK2567570.1, KAK2548649.1
OG0000094	NV2t024746001.1	KAK2566000.1
OG0000094	NV2t013919001.1, NV2t019412001.1	KAK2553772.1, KAK2563275.1
OG0000094	NV2t010038001.1, NV2t010253001.1, NV2t014919001.1, NV2t014919004.1, NV2t014919002.1, NV2t014919003.1, NV2t014919005.1, NV2t010399001.1, NV2t017647001.1, NV2t002666001.1, NV2t025851001.1, NV2t025851002.1, NV2t017429002.1, NV2t017429001.1, NV2t017429004.1, NV2t017429003.1, NV2t017421001.1, NV2t017422001.1, NV2t025847001.1, NV2t025847002.1	KAK2557465.1, KAK2564826.1, KAK2557475.1, KAK2564823.1, KAK2557464.1
OG0000013	NV2t022758001.1	KAK2573735.1
OG0000013	NV2t000530001.1, NV2t020120001.1	KAK2553845.1
OG0000013	NV2t010261001.1, NV2t017651002.1, NV2t024582001.1	KAK2570101.1
OG0000013	NV2t014330001.1, NV2t017852002.1, NV2t017852001.1, NV2t017852003.1, NV2t017852004.1	KAK2565368.1, KAK2568182.1, KAK2568184.1
OG0000013	NV2t013630001.1, NV2t013966001.1, NV2t015018001.1, NV2t014863001.1, NV2t014279002.1, NV2t014279001.1, NV2t014279003.1, NV2t004021001.1, NV2t004021002.1, NV2t004021003.1, NV2t013964001.1	KAK2559376.1, KAK2565258.1, KAK2558430.1, KAK2559309.1, KAK2559444.1, KAK2572836.1
OG0000063	NV2t006566001.1, NV2t006567001.1	KAK2560020.1, KAK2552985.1, KAK2553015.1, KAK2553028.1, KAK2553030.1, KAK2560025.1, KAK2552984.1, KAK2559850.1, KAK2559935.1, KAK2559853.1, KAK2559934.1, KAK2559933.1, KAK2559931.1, KAK2559937.1, KAK2559852.1
OG0000063	NV2t016902001.1, NV2t016903001.1, NV2t016901001.1	KAK2574075.1, KAK2574078.1
OG0000063	NV2t013953001.1	KAK2566425.1
OG0000063	NV2t004129001.1	KAK2566473.1, KAK2566474.1, KAK2559754.1
OG0000082	NV2t004851001.1	KAK2572246.1, KAK2546941.1, KAK2572186.1, KAK2546929.1, KAK2546934.1, KAK2546935.1, KAK2572188.1, KAK2546943.1, KAK2572185.1, KAK2546942.1
OG0000105	NV2t008024005.1, NV2t008024002.1, NV2t008024012.1, NV2t008024010.1, NV2t008024014.1, NV2t008024015.1, NV2t008024011.1, NV2t008024013.1, NV2t008024016.1, NV2t008024001.1, NV2t008024006.1, NV2t008024004.1, NV2t008024007.1, NV2t008024009.1, NV2t008024003.1, NV2t008024008.1	KAK2571603.1
OG0000005	NV2t009579001.1	KAK2553588.1
OG0000005	NV2t009984001.1	KAK2561795.1, KAK2550412.1, KAK2554081.1, KAK2561793.1, KAK2565025.1, KAK2564117.1, KAK2564973.1, KAK2565454.1, KAK2549281.1, KAK2553600.1, KAK2553621.1, KAK2551627.1, KAK2567632.1, KAK2549704.1, KAK2555947.1, KAK2556066.1, KAK2556148.1, KAK2549576.1, KAK2570326.1, KAK2558626.1
OG0000005	NV2t017957001.1	KAK2550279.1, KAK2567802.1, KAK2554152.1, KAK2549010.1, KAK2554153.1, KAK2555237.1, KAK2563070.1, KAK2553547.1, KAK2562628.1, KAK2562705.1, KAK2552961.1, KAK2562704.1, KAK2567819.1, KAK2552390.1, KAK2552479.1, KAK2554150.1, KAK2549043.1, KAK2567855.1, KAK2567854.1, KAK2571535.1, KAK2558993.1, KAK2548287.1, KAK2552049.1, KAK2564605.1, KAK2551647.1, KAK2555917.1, KAK2570387.1, KAK2550337.1, KAK2555916.1, KAK2549846.1, KAK2551644.1, KAK2546696.1, KAK2549597.1, KAK2559797.1, KAK2551334.1, KAK2549545.1, KAK2559796.1, KAK2565908.1, KAK2553512.1, KAK2561725.1, KAK2566697.1, KAK2557744.1, KAK2564681.1, KAK2559802.1, KAK2553587.1, KAK2557049.1, KAK2563076.1, KAK2571601.1, KAK2549382.1, KAK2563077.1, KAK2571597.1, KAK2557087.1, KAK2546944.1, KAK2562645.1, KAK2548387.1, KAK2547357.1, KAK2549231.1, KAK2561658.1, KAK2564680.1, KAK2548425.1, KAK2557339.1, KAK2551596.1, KAK2546731.1, KAK2564383.1, KAK2552064.1, KAK2562269.1, KAK2551988.1, KAK2547482.1, KAK2546730.1, KAK2552269.1, KAK2564585.1, KAK2558827.1, KAK2564035.1, KAK2569515.1, KAK2574217.1, KAK2548727.1, KAK2557293.1, KAK2549885.1, KAK2558915.1, KAK2551989.1, KAK2564053.1, KAK2548418.1, KAK2556249.1, KAK2555238.1, KAK2558609.1, KAK2550088.1, KAK2553549.1, KAK2568666.1, KAK2550089.1, KAK2558881.1, KAK2566041.1, KAK2550336.1, KAK2549284.1, KAK2568665.1, KAK2568482.1, KAK2548422.1, KAK2555271.1, KAK2572830.1, KAK2548888.1, KAK2549591.1, KAK2552192.1, KAK2558716.1, KAK2558608.1, KAK2548085.1, KAK2548726.1, KAK2557292.1
OG0000018	NV2t010573001.1, NV2t010573002.1	KAK2563181.1, KAK2563153.1, KAK2563152.1, KAK2563154.1, KAK2550896.1, KAK2561498.1, KAK2550898.1, KAK2550871.1, KAK2551966.1, KAK2546776.1, KAK2552004.1, KAK2561497.1, KAK2546909.1, KAK2550897.1, KAK2561499.1, KAK2546908.1, KAK2552003.1, KAK2546912.1, KAK2556485.1, KAK2551651.1, KAK2546790.1, KAK2557868.1, KAK2561263.1, KAK2567048.1, KAK2567047.1, KAK2567053.1, KAK2567050.1, KAK2567052.1, KAK2566880.1, KAK2566881.1, KAK2567051.1, KAK2567046.1, KAK2546662.1, KAK2566962.1, KAK2571734.1, KAK2551860.1, KAK2573879.1, KAK2547735.1, KAK2548451.1, KAK2550591.1, KAK2550631.1, KAK2573882.1, KAK2566301.1, KAK2566306.1, KAK2561767.1, KAK2559371.1, KAK2555467.1, KAK2559239.1, KAK2555473.1, KAK2555469.1, KAK2559369.1, KAK2568798.1, KAK2568800.1, KAK2564478.1, KAK2554471.1, KAK2570597.1, KAK2571131.1, KAK2562539.1, KAK2561415.1, KAK2547740.1, KAK2560411.1, KAK2551484.1, KAK2552294.1, KAK2557879.1, KAK2557042.1, KAK2549233.1, KAK2547493.1, KAK2557568.1, KAK2562662.1, KAK2565881.1, KAK2556960.1, KAK2557074.1, KAK2562340.1, KAK2562563.1, KAK2548650.1, KAK2557040.1
OG0000043	NV2t014294001.1, NV2t019940001.1, NV2t019860001.1, NV2t019866001.1, NV2t019861001.1, NV2t019858001.1, NV2t019864001.1, NV2t019863002.1, NV2t019863001.1	KAK2552685.1, KAK2552725.1, KAK2552753.1, KAK2552726.1, KAK2552750.1, KAK2552718.1, KAK2552715.1, KAK2547907.1, KAK2552711.1, KAK2552684.1, KAK2552716.1, KAK2547910.1, KAK2552710.1, KAK2552728.1
OG0000043	NV2t013658001.1	KAK2547906.1, KAK2547918.1
OG0000064	NV2t004279001.1	KAK2559386.1, KAK2563813.1
OG0000064	NV2t014172001.1	KAK2549675.1, KAK2549326.1, KAK2570464.1, KAK2555855.1, KAK2566441.1, KAK2566346.1, KAK2559875.1, KAK2559194.1, KAK2559193.1, KAK2552352.1, KAK2559978.1, KAK2557458.1, KAK2557453.1, KAK2562854.1, KAK2562855.1
OG0000092	NV2t013216001.1	KAK2560196.1
OG0000092	NV2t024405001.1, NV2t024405002.1, NV2t011870001.1	KAK2548178.1, KAK2558630.1, KAK2558636.1, KAK2558631.1, KAK2558577.1, KAK2558637.1, KAK2558842.1, KAK2558841.1, KAK2560779.1, KAK2555134.1, KAK2549028.1, KAK2550102.1, KAK2550369.1, KAK2558575.1, KAK2548991.1, KAK2549103.1, KAK2568614.1, KAK2554870.1, KAK2564391.1, KAK2554019.1, KAK2565731.1, KAK2554164.1, KAK2558633.1, KAK2554041.1, KAK2568609.1, KAK2558632.1, KAK2552962.1, KAK2564538.1, KAK2551354.1, KAK2552470.1, KAK2562499.1, KAK2555743.1, KAK2555113.1, KAK2564279.1
OG0000104	NV2t020920001.1, NV2t004581001.1, NV2t004581002.1, NV2t016712001.1, NV2t019935001.1, NV2t019935002.1, NV2t019938001.1, NV2t019939001.1, NV2t019931001.1, NV2t011923001.1, NV2t002668001.1, NV2t024749001.1, NV2t001006001.1, NV2t003325001.1, NV2t003325002.1, NV2t018893001.1, NV2t016159002.1, NV2t004982001.1, NV2t016159001.1, NV2t019089001.1, NV2t012134001.1, NV2t012134002.1, NV2t011320001.1, NV2t010407001.1, NV2t021525001.1, NV2t016051001.1, NV2t022201001.1, NV2t008550001.1, NV2t008549001.1, NV2t008548001.1, NV2t001001001.1	KAK2567441.1, KAK2567443.1
OG0000025	NV2t005011001.1	KAK2548373.1
OG0000025	NV2t015264001.1, NV2t010292001.1, NV2t025760001.1, NV2t025882001.1	KAK2557314.1
OG0000025	NV2t002184001.1	KAK2547771.1
OG0000049	NV2t014578001.1	KAK2566431.1
OG0000049	NV2t014579001.1	KAK2568135.1, KAK2568386.1, KAK2568141.1, KAK2568392.1
OG0000049	NV2t010732001.1	KAK2546635.1, KAK2563382.1, KAK2547246.1, KAK2547245.1, KAK2562547.1, KAK2547431.1, KAK2548543.1, KAK2568830.1, KAK2548037.1, KAK2560428.1, KAK2555846.1, KAK2551694.1, KAK2567110.1, KAK2548036.1, KAK2549449.1, KAK2565693.1, KAK2564999.1, KAK2568139.1, KAK2564477.1, KAK2567766.1, KAK2555413.1, KAK2552514.1, KAK2565000.1, KAK2559671.1, KAK2547621.1, KAK2552518.1, KAK2552520.1
OG0000074	NV2t005668001.1, NV2t024724001.1	KAK2554616.1, KAK2571813.1, KAK2546799.1, KAK2571812.1, KAK2568307.1
OG0000074	NV2t006804001.1, NV2t004956001.1	KAK2555778.1
OG0000074	NV2t020050001.1, NV2t007674001.1, NV2t019393001.1	KAK2548863.1, KAK2571488.1, KAK2546800.1, KAK2546798.1, KAK2572002.1, KAK2571811.1, KAK2571807.1, KAK2571814.1, KAK2553734.1, KAK2572064.1, KAK2565564.1, KAK2565563.1, KAK2571156.1, KAK2571494.1, KAK2562636.1, KAK2548862.1, KAK2548900.1, KAK2556005.1, KAK2558956.1, KAK2556006.1, KAK2558954.1, KAK2558300.1, KAK2558190.1, KAK2556355.1, KAK2556401.1, KAK2556442.1, KAK2556446.1, KAK2570882.1
OG0000087	NV2t005945001.1	KAK2569026.1, KAK2569156.1, KAK2569480.1, KAK2569481.1
OG0000087	NV2t011067002.1, NV2t011067001.1	KAK2570477.1, KAK2570329.1, KAK2570492.1, KAK2547027.1, KAK2549056.1
OG0000087	NV2t011070001.1	KAK2570079.1, KAK2553735.1
OG0000087	NV2t012117001.1	KAK2561390.1, KAK2561257.1, KAK2561222.1, KAK2561259.1, KAK2561224.1, KAK2561254.1, KAK2561218.1, KAK2561225.1
OG0000113	NV2t019339001.1, NV2t019339002.1	KAK2568712.1
OG0000113	NV2t019340001.1, NV2t019340002.1, NV2t019340003.1, NV2t019340004.1, NV2t019340005.1, NV2t019340006.1, NV2t019340007.1, NV2t019340008.1, NV2t019340009.1, NV2t019340010.1, NV2t019340011.1, NV2t019340012.1, NV2t019340013.1	KAK2568716.1
OG0000113	NV2t019749001.1, NV2t020774001.1, NV2t020205001.1	KAK2568714.1
OG0000088	NV2t010079001.1	KAK2548907.1, KAK2548906.1, KAK2567785.1, KAK2568554.1, KAK2551961.1
OG0000088	NV2t003715001.1, NV2t003717001.1, NV2t003717002.1	KAK2553521.1, KAK2553002.1, KAK2553522.1, KAK2563849.1, KAK2570455.1, KAK2549507.1, KAK2565921.1, KAK2551991.1, KAK2555820.1, KAK2564167.1, KAK2556151.1, KAK2555206.1, KAK2566186.1, KAK2561778.1, KAK2573457.1, KAK2547141.1, KAK2561913.1, KAK2562454.1, KAK2564122.1, KAK2557853.1, KAK2549416.1, KAK2558918.1, KAK2551873.1, KAK2551083.1, KAK2565248.1, KAK2549499.1, KAK2559324.1, KAK2571257.1, KAK2574503.1, KAK2553061.1, KAK2562852.1
OG0000109	NV2t006114001.1, NV2t006668001.1, NV2t006668002.1, NV2t006667002.1, NV2t006667003.1, NV2t006667001.1, NV2t006667004.1	KAK2565310.1, KAK2565311.1
OG0000109	NV2t015547001.1, NV2t015547003.1, NV2t015547002.1, NV2t015547004.1	KAK2572598.1
OG0000109	NV2t006409001.1, NV2t021725001.1	KAK2564867.1, KAK2550634.1, KAK2550632.1, KAK2550633.1
OG0000120	NV2t025283001.1	KAK2570276.1, KAK2570275.1, KAK2564195.1, KAK2562688.1, KAK2569729.1, KAK2564194.1, KAK2548534.1, KAK2560616.1, KAK2548495.1, KAK2561787.1, KAK2557412.1, KAK2554202.1, KAK2568042.1, KAK2557411.1, KAK2548496.1, KAK2566437.1, KAK2561665.1, KAK2555969.1, KAK2565695.1, KAK2558906.1, KAK2562655.1, KAK2552436.1, KAK2554104.1, KAK2557072.1, KAK2564386.1, KAK2562522.1, KAK2548374.1, KAK2555801.1, KAK2547577.1, KAK2547579.1, KAK2552013.1
OG0000129	NV2t000526001.1	KAK2556749.1
OG0000129	NV2t000507001.1, NV2t020510001.1, NV2t020510002.1, NV2t020510003.1, NV2t020510004.1, NV2t020510005.1, NV2t020510006.1, NV2t020510007.1, NV2t020510008.1, NV2t020510009.1, NV2t020510010.1, NV2t001797001.1	KAK2551307.1, KAK2563114.1, KAK2563113.1, KAK2563117.1, KAK2551308.1, KAK2551784.1, KAK2566340.1, KAK2560734.1, KAK2566337.1, KAK2556680.1
OG0000134	NV2t008147001.1, NV2t000712001.1, NV2t000715001.1	KAK2557336.1, KAK2562633.1, KAK2552147.1, KAK2549853.1, KAK2560842.1, KAK2552592.1, KAK2549849.1, KAK2560847.1, KAK2570459.1, KAK2560841.1, KAK2559049.1, KAK2547257.1, KAK2559522.1, KAK2548868.1, KAK2558596.1, KAK2548502.1, KAK2547099.1, KAK2548515.1, KAK2563707.1, KAK2572696.1, KAK2547188.1, KAK2547452.1, KAK2573068.1
OG0000134	NV2t012555001.1	KAK2572693.1, KAK2548516.1, KAK2553013.1, KAK2563827.1
OG0000093	NV2t014349001.1	KAK2573352.1, KAK2573770.1
OG0000093	NV2t013321001.1, NV2t016101001.1, NV2t017680001.1, NV2t019584001.1, NV2t000866001.1	KAK2571964.1
OG0000093	NV2t003518001.1, NV2t018273001.1, NV2t011411002.1, NV2t007402001.1, NV2t007714001.1, NV2t006236001.1, NV2t010201001.1, NV2t010201002.1, NV2t009840001.1, NV2t008085001.1	KAK2563021.1, KAK2563024.1, KAK2563023.1, KAK2563020.1, KAK2571116.1, KAK2571822.1, KAK2561477.1, KAK2557723.1, KAK2548611.1, KAK2558203.1, KAK2550446.1, KAK2572289.1, KAK2572292.1, KAK2572291.1, KAK2572290.1, KAK2572554.1, KAK2566232.1
OG0000107	NV2t010727004.1	KAK2554218.1
OG0000107	NV2t009295001.1, NV2t009373001.1, NV2t009372001.1, NV2t009287004.1, NV2t009287003.1, NV2t009287005.1, NV2t009287001.1, NV2t009287002.1, NV2t009290001.1, NV2t009290002.1, NV2t009290005.1, NV2t009361001.1, NV2t009361002.1, NV2t009374001.1, NV2t021786001.1, NV2t021785001.1, NV2t009359001.1, NV2t009302001.1, NV2t009305001.1, NV2t005727001.1, NV2t002216004.1, NV2t002216001.1, NV2t002216003.1, NV2t002216002.1	KAK2546812.1, KAK2563303.1, KAK2546811.1, KAK2563308.1, KAK2563238.1, KAK2563201.1, KAK2563202.1, KAK2563267.1
