Orthogroup	Nvec	Mmus
OG0000128	NV2t024651001.1, NV2t024651002.1, NV2t018706002.1, NV2t018706001.1, NV2t018706003.1, NV2t018706004.1, NV2t018706007.1, NV2t018706005.1, NV2t018706006.1, NV2t018706008.1, NV2t018706009.1, NV2t018708001.1, NV2t018708004.1, NV2t018708005.1, NV2t018708003.1, NV2t018708006.1	DCE1_MOUSE, DCE2_MOUSE, GADL1_MOUSE, CSAD_MOUSE
OG0000132	NV2t012450001.1, NV2t015069001.1, NV2t021947001.1, NV2t002546001.1, NV2t025177001.1, NV2t003123001.1, NV2t024629001.1, NV2t024629002.1, NV2t001190001.1	ACTHR_MOUSE, MSHR_MOUSE, MC3R_MOUSE, MC4R_MOUSE, MC5R_MOUSE
OG0000133	NV2t011760001.1, NV2t022623001.1, NV2t022624001.1, NV2t022627001.1, NV2t022622001.1, NV2t022626001.1, NV2t012169001.1, NV2t007792001.1	LYVE1_MOUSE, CSPG2_MOUSE, PGCB_MOUSE, PGCA_MOUSE, NCAN_MOUSE, HPLN2_MOUSE, HPLN3_MOUSE, HPLN1_MOUSE, HPLN4_MOUSE
OG0000135	NV2t000817001.1	MAGBG_MOUSE, MAGBI_MOUSE, NSE3_MOUSE
OG0000140	NV2t024535001.1, NV2t024535002.1, NV2t011872001.1, NV2t011872002.1, NV2t010959002.1, NV2t010959003.1, NV2t010959004.1, NV2t010959005.1, NV2t010959001.1	CO3A1_MOUSE, CO1A2_MOUSE, CO1A1_MOUSE, CO2A1_MOUSE, CO5A2_MOUSE
OG0000145	NV2t004708001.1, NV2t021398001.1, NV2t013854001.1, NV2t002121001.1, NV2t010347001.1, NV2t023025001.1, NV2t002178001.1, NV2t011621001.1, NV2t004950001.1, NV2t025040001.1, NV2t014952001.1	P52K_MOUSE
OG0000150	NV2t019150001.1, NV2t002378001.1, NV2t024653001.1, NV2t024655001.1, NV2t002527004.1, NV2t002527001.1, NV2t002527002.1, NV2t002527003.1	TNR6_MOUSE
OG0000151	NV2t015419001.1, NV2t015419002.1, NV2t020120001.1, NV2t000530001.1, NV2t020329001.1, NV2t020328001.1, NV2t021449001.1	PRSS8_MOUSE, TEST_MOUSE, PRS41_MOUSE, TM11D_MOUSE, TM11E_MOUSE, TM11F_MOUSE, TM11G_MOUSE, TM11A_MOUSE, TM11C_MOUSE, TM11B_MOUSE
OG0000154	NV2t000923001.1, NV2t000922001.1, NV2t000922002.1, NV2t015241001.1, NV2t013246001.1, NV2t013345001.1, NV2t023185001.1, NV2t023185002.1, NV2t023838001.1, NV2t012442001.1, NV2t012443001.1	G3ST1_MOUSE, G3ST2_MOUSE
OG0000155	NV2t003062001.1, NV2t003062002.1, NV2t003062003.1	SRGEF_MOUSE
OG0000157	NV2t014588004.1, NV2t014588001.1, NV2t014588003.1, NV2t014588005.1, NV2t014588002.1, NV2t013920001.1	UNC5D_MOUSE, UNC5B_MOUSE, UNC5C_MOUSE, UNC5A_MOUSE
OG0000158	NV2t022863001.1, NV2t022863003.1, NV2t022863002.1	SEM3B_MOUSE, SEM3C_MOUSE, SEM3F_MOUSE, SEM3E_MOUSE, SEM3G_MOUSE, SEM3D_MOUSE, SEM3A_MOUSE, SEM4D_MOUSE, SEM4G_MOUSE, SEM4C_MOUSE, SEM4F_MOUSE, SEM4A_MOUSE, SEM4B_MOUSE
OG0000159	NV2t007608001.1, NV2t019080001.1, NV2t019080002.1, NV2t023292001.1, NV2t023019001.1, NV2t022974001.1, NV2t023056001.1, NV2t023294001.1, NV2t006809001.1	RXFP1_MOUSE, RXFP2_MOUSE
OG0000160	NV2t003420001.1, NV2t017147001.1, NV2t017147002.1, NV2t010678001.1	GLB1L_MOUSE, BGAL_MOUSE
OG0000162	NV2t020211001.1, NV2t022279001.1, NV2t022278001.1, NV2t021333001.1	TAAR5_MOUSE, TAAR4_MOUSE, TAAR2_MOUSE, TAAR3_MOUSE, TAAR1_MOUSE, TAAR9_MOUSE, TAAR6_MOUSE, TAA8B_MOUSE, TAA8A_MOUSE, TAA8C_MOUSE, TAA7A_MOUSE, TAA7D_MOUSE, TAA7B_MOUSE, TAA7E_MOUSE, TAA7F_MOUSE
OG0000163	NV2t006421001.1, NV2t005553001.1, NV2t005777001.1, NV2t005777002.1, NV2t005789001.1, NV2t005791001.1, NV2t005794001.1, NV2t005792001.1, NV2t005792003.1, NV2t005792002.1, NV2t005796001.1, NV2t005796002.1, NV2t005796003.1, NV2t006478001.1, NV2t006478002.1, NV2t003870001.1, NV2t003870002.1	M4A8_MOUSE, M4A15_MOUSE
OG0000164	NV2t023229001.1, NV2t023229002.1, NV2t023229003.1, NV2t023230001.1, NV2t023706002.1, NV2t023706006.1, NV2t023706004.1, NV2t023706003.1, NV2t023706005.1, NV2t014043001.1, NV2t014041002.1, NV2t014041003.1, NV2t014041001.1, NV2t014046006.1, NV2t014048001.1, NV2t014046005.1, NV2t014046004.1, NV2t014046003.1, NV2t014047001.1, NV2t014046001.1, NV2t014046002.1, NV2t014049001.1	TEFF2_MOUSE, TEFF1_MOUSE
OG0000170	NV2t007367001.1, NV2t007950001.1, NV2t011930001.1, NV2t011930002.1	KCNJ8_MOUSE, KCJ11_MOUSE, KCJ14_MOUSE, KCNJ2_MOUSE, KCNJ4_MOUSE, KCJ12_MOUSE, KCNJ3_MOUSE, KCNJ9_MOUSE, KCNJ6_MOUSE, KCNJ5_MOUSE
OG0000171	NV2t020467001.1, NV2t020462001.1, NV2t020462002.1, NV2t020462005.1, NV2t020462006.1, NV2t020462007.1, NV2t020462004.1, NV2t020462003.1, NV2t020465002.1, NV2t020465007.1, NV2t020463001.1, NV2t020463003.1, NV2t020463002.1, NV2t020463004.1, NV2t020463005.1, NV2t020465005.1, NV2t020465001.1, NV2t020465003.1, NV2t020465006.1, NV2t020465004.1, NV2t020465008.1	PAPOG_MOUSE, PAPOA_MOUSE, PAPOB_MOUSE
OG0000173	NV2t000926001.1, NV2t005137001.1, NV2t005138001.1, NV2t005136001.1, NV2t004231001.1, NV2t004233001.1, NV2t004139001.1, NV2t004141001.1, NV2t024767001.1, NV2t000928001.1	P4HTM_MOUSE
OG0000174	NV2t002894001.1	UFM1_MOUSE
OG0000176	NV2t023480001.1, NV2t023475001.1, NV2t023475002.1, NV2t023475003.1, NV2t023475004.1, NV2t023475005.1, NV2t023475006.1, NV2t023483001.1, NV2t023483002.1, NV2t023479001.1, NV2t023478004.1, NV2t023478001.1, NV2t023478002.1, NV2t023478003.1, NV2t023481001.1	NPTN_MOUSE, BASI_MOUSE
OG0000179	NV2t023334001.1, NV2t023334002.1, NV2t023334003.1, NV2t023334004.1, NV2t019947001.1	SCNBA_MOUSE, SCNAA_MOUSE, SCN5A_MOUSE, SCN4A_MOUSE, SCN8A_MOUSE, SCN7A_MOUSE, SCN9A_MOUSE, SCN3A_MOUSE, SCN1A_MOUSE, SCN2A_MOUSE
OG0000181	NV2t014645001.1, NV2t014645002.1, NV2t004108001.1, NV2t001667001.1, NV2t001669001.1, NV2t016977001.1, NV2t013525001.1, NV2t014964001.1, NV2t022449001.1, NV2t009020001.1, NV2t018213001.1	B4GN4_MOUSE, B4GN3_MOUSE
OG0000184	NV2t012004001.1, NV2t012007001.1, NV2t012008001.1, NV2t011327001.1, NV2t012279001.1	HXC4_MOUSE, HXD4_MOUSE, HXB4_MOUSE, HXA4_MOUSE, HXC5_MOUSE, HXB5_MOUSE, HXB6_MOUSE, HXC6_MOUSE, HXA6_MOUSE
OG0000185	NV2t006438001.1	NOTC2_MOUSE, MYOME_MOUSE
OG0000186	NV2t009183001.1, NV2t011028001.1, NV2t013881001.1, NV2t023332001.1, NV2t023332002.1, NV2t023640001.1	PE2R3_MOUSE, TA2R_MOUSE, PF2R_MOUSE, PE2R1_MOUSE, PE2R4_MOUSE, PI2R_MOUSE, PE2R2_MOUSE, PD2R_MOUSE
OG0000187	NV2t016303001.1, NV2t016305001.1, NV2t012379001.1, NV2t007352001.1, NV2t007352002.1, NV2t007352003.1, NV2t007352005.1, NV2t007352006.1, NV2t007352007.1, NV2t007352008.1, NV2t007352004.1	PLAC8_MOUSE, CNFN_MOUSE, PL8L1_MOUSE
OG0000188	NV2t001273001.1, NV2t001273003.1, NV2t010161001.1, NV2t001171001.1, NV2t000325001.1, NV2t023124001.1, NV2t023124003.1, NV2t023124002.1	HMCN1_MOUSE, HMCN2_MOUSE
OG0000191	NV2t011474001.1, NV2t003783009.1, NV2t003783008.1, NV2t003783006.1, NV2t003783005.1, NV2t003783007.1, NV2t003783004.1, NV2t003783011.1, NV2t003783013.1, NV2t003783010.1, NV2t003783012.1, NV2t003783015.1, NV2t003783014.1, NV2t003783016.1, NV2t003783003.1, NV2t003783002.1, NV2t003783001.1	DCX_MOUSE, DCLK1_MOUSE, DCLK2_MOUSE
OG0000192	NV2t011401001.1, NV2t005693001.1	LOX5_MOUSE, ALOX8_MOUSE, LOXE3_MOUSE, LX12B_MOUSE, LOX12_MOUSE, LX12E_MOUSE, LOX15_MOUSE
OG0000195	NV2t025638001.1, NV2t025638002.1, NV2t014579001.1, NV2t014578001.1	GBP5_MOUSE, GBP1_MOUSE, GBP2_MOUSE, GBP4_MOUSE, GBP6_MOUSE, GBP3_MOUSE, GBP7_MOUSE
OG0000199	NV2t015476001.1	HBAZ_MOUSE, HBA_MOUSE, HBB0_MOUSE, HBBZ_MOUSE, HBE_MOUSE, HBB1_MOUSE, HBB2_MOUSE, MYG_MOUSE, CYGB_MOUSE
OG0000200	NV2t002215001.1, NV2t003230001.1	FGF20_MOUSE, FGF16_MOUSE, FGF9_MOUSE, FGF6_MOUSE, FGF3_MOUSE, FGF22_MOUSE, FGF10_MOUSE, FGF7_MOUSE
OG0000201	NV2t018299001.1, NV2t021927001.1	HS12B_MOUSE, HS12A_MOUSE
OG0000202	NV2t006580001.1, NV2t006580002.1, NV2t006580003.1, NV2t006580004.1, NV2t006580005.1, NV2t006580006.1, NV2t006580007.1, NV2t006580008.1, NV2t006580009.1	NT8F2_MOUSE, CMLO5_MOUSE, NAT8_MOUSE, CMLO1_MOUSE, NAT8B_MOUSE, NT8F3_MOUSE, NT8F7_MOUSE
OG0000206	NV2t023476001.1, NV2t023078001.1, NV2t023067001.1, NV2t023067002.1, NV2t023067003.1, NV2t023157001.1, NV2t024289001.1	SCNNG_MOUSE, SCNNB_MOUSE, SCNNA_MOUSE
OG0000207	NV2t021476001.1, NV2t022547003.1, NV2t022547005.1, NV2t022547006.1, NV2t022547004.1, NV2t019701001.1, NV2t019701002.1, NV2t019701004.1, NV2t019627002.1, NV2t019701005.1, NV2t019626001.1, NV2t019682001.1, NV2t019701003.1, NV2t019681002.1, NV2t019681001.1, NV2t019627001.1	FH17E_MOUSE, FRIH_MOUSE, FTMT_MOUSE
OG0000209	NV2t017628001.1	CYTF_MOUSE, CYTC_MOUSE, CSTD_MOUSE, CSTL1_MOUSE, CST11_MOUSE, CST9_MOUSE, CST12_MOUSE, CSTD1_MOUSE, CST13_MOUSE, CST8_MOUSE
OG0000210	NV2t007615001.1	UBP36_MOUSE
OG0000212	NV2t016659001.1, NV2t002830001.1, NV2t004062001.1, NV2t007434001.1, NV2t007218001.1, NV2t012368001.1, NV2t007437001.1	PK1L2_MOUSE
OG0000213	NV2t025290002.1, NV2t024679001.1, NV2t016886001.1, NV2t022831001.1, NV2t001843001.1, NV2t025290001.1	GAPD1_MOUSE
OG0000216	NV2t022271003.1, NV2t022271001.1, NV2t022271002.1, NV2t020319001.1	TNR5_MOUSE, TNR14_MOUSE, TNR1B_MOUSE, TR11B_MOUSE, TNR22_MOUSE, TNR23_MOUSE, TNR26_MOUSE, CD27_MOUSE, NRADD_MOUSE, TNR16_MOUSE
OG0000218	NV2t000526001.1, NV2t020510001.1, NV2t020510002.1, NV2t020510003.1, NV2t020510004.1, NV2t020510005.1, NV2t020510006.1, NV2t020510007.1, NV2t020510008.1, NV2t020510009.1, NV2t020510010.1, NV2t001797001.1	LIPR1_MOUSE, LIPR2_MOUSE, LIPP_MOUSE
OG0000219	NV2t009601001.1, NV2t009601003.1, NV2t009601002.1, NV2t011326001.1, NV2t011326002.1, NV2t011326004.1, NV2t011326003.1, NV2t004704001.1	CNTP1_MOUSE, CNTP2_MOUSE, CTP5A_MOUSE, CTP5B_MOUSE, CTP5C_MOUSE, CNTP4_MOUSE
OG0000220	NV2t008622001.1, NV2t021517001.1, NV2t025533001.1, NV2t007405001.1, NV2t007405003.1, NV2t007405004.1, NV2t007405006.1, NV2t007405002.1, NV2t007405005.1, NV2t007408004.1, NV2t007408001.1, NV2t007408003.1, NV2t007408005.1, NV2t007408002.1, NV2t007408006.1	PTHD3_MOUSE
OG0000221	NV2t021315001.1, NV2t021321001.1, NV2t021308001.1, NV2t021322001.1, NV2t021310001.1, NV2t021318001.1, NV2t021316001.1, NV2t021317001.1, NV2t021309001.1	HELZ_MOUSE, HELZ2_MOUSE
OG0000223	NV2t011516002.1, NV2t011516001.1, NV2t011516003.1, NV2t012411001.1, NV2t012411003.1, NV2t012411002.1, NV2t011346001.1, NV2t011346002.1, NV2t011346003.1	COSA1_MOUSE, CO6A6_MOUSE, CO6A5_MOUSE, CO6A4_MOUSE
OG0000224	NV2t011591010.1, NV2t011591002.1, NV2t011591003.1, NV2t011591005.1, NV2t011591006.1, NV2t011591011.1, NV2t011591016.1, NV2t011591017.1, NV2t011591007.1, NV2t011591014.1, NV2t011591018.1, NV2t011591015.1, NV2t011591013.1, NV2t011591008.1, NV2t011591009.1, NV2t011591019.1, NV2t011591004.1, NV2t011591001.1, NV2t011591012.1	SRCN1_MOUSE, SKT_MOUSE
OG0000229	NV2t013369001.1, NV2t013369002.1, NV2t024331001.1, NV2t003907001.1, NV2t009790001.1, NV2t012693001.1, NV2t012693002.1, NV2t012693003.1, NV2t011913001.1, NV2t014387001.1	GBRB3_MOUSE, GBRB2_MOUSE, GBRB1_MOUSE
OG0000230	NV2t011267001.1, NV2t005817001.1, NV2t017619001.1, NV2t005936001.1, NV2t005936002.1, NV2t021346001.1	GRM6_MOUSE, GRM4_MOUSE, GRM8_MOUSE, GRM7_MOUSE, GRM3_MOUSE, GRM2_MOUSE
OG0000231	NV2t009562001.1, NV2t009562002.1	ANX11_MOUSE, ANXA8_MOUSE, ANXA6_MOUSE, ANXA5_MOUSE, ANXA4_MOUSE, ANXA2_MOUSE, ANXA3_MOUSE, ANX10_MOUSE, ANXA7_MOUSE
OG0000232	NV2t015885001.1, NV2t015887002.1, NV2t015887005.1, NV2t015887006.1, NV2t015887004.1, NV2t015887001.1, NV2t015887003.1	LYN_MOUSE, HCK_MOUSE, LCK_MOUSE, BLK_MOUSE, SRC_MOUSE, YES_MOUSE, FYN_MOUSE, FGR_MOUSE
OG0000234	NV2t002923001.1, NV2t022373001.1, NV2t021872001.1, NV2t015881001.1, NV2t015882001.1, NV2t015882002.1, NV2t016661001.1	VEGFC_MOUSE, VEGFD_MOUSE, VEGFB_MOUSE, VEGFA_MOUSE, PLGF_MOUSE
OG0000237	NV2t014196001.1, NV2t024034001.1, NV2t008707001.1, NV2t008707002.1, NV2t008710001.1, NV2t016397001.1, NV2t009638001.1, NV2t009638002.1, NV2t009638003.1, NV2t009624001.1, NV2t009623001.1, NV2t009626001.1, NV2t009627001.1, NV2t009634001.1, NV2t009637001.1, NV2t009645001.1, NV2t009718001.1, NV2t009641001.1	ZNF22_MOUSE, ZN239_MOUSE
OG0000239	NV2t022942001.1	ZMAT1_MOUSE, CI085_MOUSE
OG0000242	NV2t016346001.1, NV2t005126001.1, NV2t004427001.1, NV2t025986001.1, NV2t004425001.1, NV2t004991001.1, NV2t005630001.1, NV2t006314001.1	OPN4_MOUSE
OG0000243	NV2t011325001.1, NV2t004236001.1, NV2t004237001.1, NV2t011956001.1, NV2t011955001.1, NV2t011955002.1, NV2t010873001.1	S22AF_MOUSE
OG0000244	NV2t010499001.1, NV2t020263001.1, NV2t020258001.1, NV2t020261001.1, NV2t024569001.1	RN227_MOUSE, RN224_MOUSE, RN182_MOUSE
OG0000248	NV2t005899003.1, NV2t005899016.1, NV2t005899015.1, NV2t005899017.1, NV2t005899022.1, NV2t005899014.1, NV2t005899018.1, NV2t005899013.1, NV2t005899010.1, NV2t005899023.1, NV2t005899009.1, NV2t005899012.1, NV2t005899011.1, NV2t005899019.1, NV2t005899020.1	PAP1L_MOUSE, PABP1_MOUSE
OG0000249	NV2t019653001.1, NV2t017107001.1, NV2t016569001.1, NV2t017038001.1, NV2t017148001.1, NV2t016567001.1	NRX1A_MOUSE, NRX1B_MOUSE, NRX3B_MOUSE, NRX3A_MOUSE, NRX2B_MOUSE, NRX2A_MOUSE
OG0000251	NV2t010186001.1, NV2t010186002.1, NV2t014267005.1, NV2t014267009.1, NV2t014267003.1, NV2t014267008.1, NV2t014267010.1, NV2t014267001.1, NV2t014267002.1, NV2t014267004.1, NV2t014267006.1, NV2t014267007.1	FRPD2_MOUSE, PTN13_MOUSE, FRMD6_MOUSE
OG0000252	NV2t019770001.1, NV2t024915001.1, NV2t000833001.1, NV2t000833002.1, NV2t009595001.1, NV2t023616002.1, NV2t023616001.1, NV2t023616003.1	NDUF5_MOUSE
OG0000253	NV2t005727001.1, NV2t002216003.1, NV2t002216004.1, NV2t002216001.1, NV2t002216002.1, NV2t021785001.1, NV2t009302001.1, NV2t009305001.1, NV2t009359001.1	VWDE_MOUSE
OG0000255	NV2t007630001.1, NV2t000205001.1, NV2t016854001.1, NV2t000733001.1	ANR63_MOUSE, PANKY_MOUSE, AN33B_MOUSE
OG0000256	NV2t016021001.1, NV2t016754001.1, NV2t016754002.1, NV2t003676001.1, NV2t003676002.1, NV2t003674001.1, NV2t003674002.1, NV2t016022001.1	GGT1_MOUSE
OG0000257	NV2t007047001.1, NV2t007050001.1, NV2t017854001.1, NV2t024411002.1, NV2t018962001.1, NV2t018962007.1, NV2t018962003.1, NV2t018962005.1, NV2t018962006.1, NV2t018433001.1	FUCO2_MOUSE, FUCO_MOUSE
OG0000258	NV2t025463001.1, NV2t011255001.1	SRPX2_MOUSE, SRPX_MOUSE
OG0000260	NV2t022391006.1, NV2t022391003.1, NV2t022391004.1, NV2t022391001.1, NV2t022391002.1, NV2t023331009.1, NV2t023331001.1, NV2t023331006.1, NV2t023331005.1, NV2t023331008.1, NV2t023331007.1, NV2t023331004.1, NV2t023331002.1, NV2t023331003.1	ASTRC_MOUSE, ASTRB_MOUSE, ASTRA_MOUSE
OG0000261	NV2t021778001.1, NV2t021778002.1, NV2t020721005.1, NV2t020721001.1, NV2t020721002.1, NV2t020721003.1, NV2t020721006.1, NV2t020721007.1, NV2t020721004.1, NV2t000565001.1, NV2t021776001.1, NV2t021776002.1	BCL3_MOUSE, IKBA_MOUSE, IKBE_MOUSE
OG0000264	NV2t022444001.1, NV2t022444002.1	AGRL4_MOUSE
OG0000265	NV2t024979003.1, NV2t024979001.1, NV2t024979002.1, NV2t025728001.1, NV2t025727001.1, NV2t025727002.1, NV2t025725002.1, NV2t025725003.1, NV2t025725004.1, NV2t025725001.1, NV2t025725005.1, NV2t025725006.1	CSMD3_MOUSE, CSMD1_MOUSE
OG0000266	NV2t003061001.1, NV2t013773001.1, NV2t014463001.1, NV2t014463002.1, NV2t014463004.1, NV2t014463003.1, NV2t024786001.1, NV2t008821001.1	OPSX_MOUSE
OG0000267	NV2t010925001.1, NV2t004259001.1, NV2t004257001.1, NV2t022542001.1	TBB4B_MOUSE, TBB4A_MOUSE, TBB5_MOUSE, TBB2A_MOUSE, TBB2B_MOUSE
OG0000268	NV2t019340001.1, NV2t019340002.1, NV2t019340003.1, NV2t019340004.1, NV2t019340005.1, NV2t019340006.1, NV2t019340007.1, NV2t019340008.1, NV2t019340009.1, NV2t019340010.1, NV2t019340011.1, NV2t019340012.1, NV2t019340013.1, NV2t019339001.1, NV2t019339002.1	JDP2_MOUSE, ATF3_MOUSE
OG0000269	NV2t017321002.1, NV2t017321001.1, NV2t017321007.1, NV2t017321008.1, NV2t017321006.1, NV2t017321009.1, NV2t017321003.1, NV2t017321005.1, NV2t017321004.1, NV2t019697001.1, NV2t001276002.1, NV2t001276005.1, NV2t001276004.1, NV2t001276003.1, NV2t001276006.1	RSRC2_MOUSE
OG0000272	NV2t021338001.1, NV2t021338002.1, NV2t022595001.1, NV2t022593002.1, NV2t022593001.1, NV2t022593003.1, NV2t020201001.1, NV2t020201002.1, NV2t020545001.1, NV2t020545002.1, NV2t012875001.1, NV2t002705001.1, NV2t002705002.1	MRP4_MOUSE
OG0000275	NV2t014368002.1, NV2t014368001.1, NV2t014368003.1, NV2t017180001.1, NV2t017180006.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1, NV2t008624001.1	SRSF5_MOUSE, SRSF6_MOUSE, SRSF4_MOUSE
OG0000276	NV2t021837001.1, NV2t006142001.1	ARSB_MOUSE, ARSI_MOUSE, ARSJ_MOUSE
OG0000277	NV2t005928002.1	KLRA2_MOUSE, KLRA7_MOUSE, KLRA1_MOUSE, KLRA4_MOUSE, KLRA5_MOUSE, KLRA3_MOUSE, KLRA8_MOUSE, KLRA6_MOUSE, CLC7A_MOUSE, CLC5A_MOUSE, KLRB1_MOUSE, KLRBF_MOUSE, KLRBA_MOUSE, KLRBC_MOUSE, KRBBA_MOUSE, KRBBB_MOUSE
OG0000279	NV2t019969001.1, NV2t020830001.1, NV2t003131001.1, NV2t008457001.1	DHRS9_MOUSE, RDH5_MOUSE, DR9C7_MOUSE, H17B6_MOUSE, RDH16_MOUSE, RDH7_MOUSE
OG0000280	NV2t016694001.1, NV2t004676001.1, NV2t012258001.1, NV2t020279001.1	TRAF4_MOUSE
OG0000281	NV2t009930001.1, NV2t001999001.1, NV2t012547001.1, NV2t007753001.1, NV2t007753002.1, NV2t003272001.1	VIAAT_MOUSE
OG0000282	NV2t020874001.1, NV2t020874002.1, NV2t020874003.1, NV2t010882001.1, NV2t010124001.1, NV2t010124002.1, NV2t010604001.1, NV2t010408001.1, NV2t010315001.1	NALD2_MOUSE, FOLH1_MOUSE
OG0000283	NV2t016985001.1, NV2t004640001.1, NV2t004649001.1, NV2t004649002.1, NV2t004642001.1, NV2t004945001.1, NV2t004647001.1	CKLF8_MOUSE, PLLP_MOUSE, CKLF7_MOUSE, CKLF6_MOUSE, CKLF4_MOUSE
OG0000284	NV2t005984001.1, NV2t005985001.1, NV2t025674001.1	REG4_MOUSE, LIT1_MOUSE, LIT2_MOUSE, REG3A_MOUSE, REG3B_MOUSE, REG3G_MOUSE
OG0000285	NV2t008576001.1, NV2t003825001.1, NV2t012644001.1, NV2t012252004.1, NV2t012252003.1, NV2t012252001.1, NV2t012252002.1	MYL6_MOUSE, MYL6B_MOUSE, MYL1_MOUSE, MYL3_MOUSE, MYL4_MOUSE
OG0000286	NV2t020616003.1, NV2t020616008.1, NV2t020616009.1, NV2t020616010.1, NV2t020616011.1, NV2t020616012.1, NV2t020616013.1, NV2t020616014.1, NV2t020616016.1, NV2t020616015.1, NV2t020616001.1, NV2t020616002.1, NV2t020616005.1, NV2t020616007.1, NV2t020616006.1, NV2t020616004.1	DLL4_MOUSE, DLL1_MOUSE
OG0000287	NV2t021561003.1, NV2t021561001.1, NV2t021561002.1, NV2t021561004.1, NV2t021299002.1, NV2t021299001.1, NV2t021299003.1	ATP4A_MOUSE, AT12A_MOUSE, AT1A3_MOUSE, AT1A1_MOUSE, AT1A4_MOUSE, AT1A2_MOUSE
OG0000288	NV2t002243008.1, NV2t002243005.1, NV2t002243010.1, NV2t002243007.1, NV2t002243012.1, NV2t002243004.1, NV2t002243009.1, NV2t002243001.1, NV2t002243002.1, NV2t002243003.1, NV2t002243006.1, NV2t002243011.1, NV2t002243013.1	PDE4C_MOUSE, PDE4D_MOUSE, PDE4A_MOUSE
OG0000294	NV2t007354001.1, NV2t007354002.1, NV2t007355001.1, NV2t013196001.1, NV2t007661001.1, NV2t008119001.1, NV2t008119002.1, NV2t008125001.1	ACTBL_MOUSE, ACTB_MOUSE, ACTG_MOUSE
OG0000295	NV2t025583001.1	TRAF1_MOUSE, TRAF2_MOUSE
OG0000296	NV2t002270001.1, NV2t002272001.1, NV2t002273001.1	SC5AB_MOUSE, SC5A2_MOUSE, SC5A1_MOUSE, S5A4B_MOUSE, S5A4A_MOUSE, SC5AA_MOUSE, SC5A9_MOUSE
OG0000297	NV2t005189001.1, NV2t004511001.1, NV2t005196001.1, NV2t005196003.1, NV2t005196004.1, NV2t005199001.1, NV2t005199002.1, NV2t005196002.1, NV2t005194001.1, NV2t005200001.1	EVA1C_MOUSE, EVA1A_MOUSE
OG0000301	NV2t016774004.1, NV2t016774003.1, NV2t016774001.1, NV2t016774002.1, NV2t001830001.1, NV2t001831007.1, NV2t001831001.1, NV2t001831002.1, NV2t001831005.1, NV2t001830002.1, NV2t001831004.1, NV2t001831003.1, NV2t001831006.1, NV2t001741001.1	SRSF3_MOUSE
OG0000304	NV2t022646011.1, NV2t022646012.1, NV2t022646001.1, NV2t022646004.1, NV2t022646009.1, NV2t022646002.1, NV2t022646003.1, NV2t022646005.1, NV2t022646006.1, NV2t022646007.1, NV2t022646008.1, NV2t022646010.1, NV2t022646013.1	MBNL3_MOUSE, MBNL1_MOUSE, MBNL2_MOUSE
OG0000305	NV2t025235001.1, NV2t022378001.1, NV2t022382001.1, NV2t021884001.1	CAHM5_MOUSE, CAHM6_MOUSE, CAHM1_MOUSE, CAHM3_MOUSE, CAHM2_MOUSE, CAHM4_MOUSE
OG0000306	NV2t018290001.1, NV2t018292002.1, NV2t018084001.1, NV2t018192003.1, NV2t018192001.1, NV2t018192002.1, NV2t017539001.1, NV2t017539002.1	FR1L5_MOUSE, DYSF_MOUSE, MYOF_MOUSE
OG0000307	NV2t010232001.1, NV2t016576001.1, NV2t025143001.1	SFTPD_MOUSE, SFTPA_MOUSE, MBL1_MOUSE, MBL2_MOUSE, CLC11_MOUSE, CLC3A_MOUSE, TETN_MOUSE
OG0000309	NV2t013899007.1, NV2t013899006.1, NV2t013899008.1, NV2t013907004.1, NV2t013907003.1, NV2t013907001.1, NV2t013907002.1, NV2t013907005.1, NV2t013899005.1, NV2t013899002.1, NV2t013899004.1, NV2t013899001.1, NV2t013899003.1	ZO3_MOUSE, ZO1_MOUSE, ZO2_MOUSE
OG0000316	NV2t015468010.1, NV2t015468001.1, NV2t015468002.1, NV2t015468003.1, NV2t015468004.1, NV2t015468005.1, NV2t015468006.1, NV2t015468007.1, NV2t015468008.1, NV2t015468009.1, NV2t015468012.1, NV2t015468011.1, NV2t015468013.1	LIN7B_MOUSE, LIN7C_MOUSE
OG0000317	NV2t015573001.1, NV2t015573002.1, NV2t010708001.1, NV2t012418001.1	TYRO_MOUSE, TYRP1_MOUSE, TYRP2_MOUSE
OG0000321	NV2t012905001.1, NV2t010268001.1, NV2t010269001.1, NV2t006424001.1, NV2t024742001.1	CDN2C_MOUSE, CDN2B_MOUSE, CDN2A_MOUSE, CDN2D_MOUSE
OG0000323	NV2t025266001.1, NV2t025266002.1, NV2t025266003.1	OAS1A_MOUSE, OAS1C_MOUSE, OAS1D_MOUSE, OAS1B_MOUSE, OAS2_MOUSE, OAS3_MOUSE, OASL2_MOUSE, OASL1_MOUSE
OG0000324	NV2t014038001.1, NV2t006516001.1, NV2t006516002.1, NV2t012104001.1, NV2t023541001.1, NV2t024281001.1, NV2t023540001.1, NV2t023540002.1, NV2t024223001.1, NV2t023543001.1, NV2t023543002.1, NV2t023538002.1, NV2t023538003.1, NV2t023795001.1, NV2t024050001.1, NV2t012159001.1	WFDC2_MOUSE
