Orthogroup	Nvec	Gfas
OG0000014	NV2t014349001.1	gfas1.m1.11915.m1, gfas1.m1.17089.m1
OG0000014	NV2t024024001.1, NV2t013321001.1	gfas1.m1.19735.m1, gfas1.m1.17837.m1, gfas1.m1.17840.m1, gfas1.m1.17839.m1, gfas1.m1.17838.m1, gfas1.m1.17841.m1, gfas1.m1.17842.m1, gfas1.m1.4078.m1, gfas1.m1.4081.m1, gfas1.m1.15916.m1, gfas1.m1.19927.m1, gfas1.m1.11655.m1, gfas1.m1.11654.m1, gfas1.m1.11656.m1
OG0000014	NV2t009840001.1, NV2t008085001.1, NV2t011411002.1, NV2t007402001.1, NV2t007714001.1, NV2t006236001.1, NV2t010201001.1, NV2t010201002.1	gfas1.m1.19689.m1, gfas1.m1.19307.m1, gfas1.m1.19560.m1, gfas1.m1.2563.m1, gfas1.m1.21137.m1, gfas1.m1.21138.m1, gfas1.m1.22373.m1, gfas1.m1.19947.m1, gfas1.m1.827.m1, gfas1.m1.12659.m1, gfas1.m1.12500.m1, gfas1.m1.21209.m1, gfas1.m1.20154.m1, gfas1.m1.12215.m1, gfas1.m1.21207.m1, gfas1.m1.12209.m1, gfas1.m1.11436.m1, gfas1.m1.23058.m1, gfas1.m1.12210.m1, gfas1.m1.12811.m1, gfas1.m1.12449.m1, gfas1.m1.20108.m1, gfas1.m1.21476.m1
OG0000015	NV2t014609001.1	gfas1.m1.9046.m1, gfas1.m1.4811.m1, gfas1.m1.13005.m1, gfas1.m1.23246.m1, gfas1.m1.19987.m1, gfas1.m1.13773.m1, gfas1.m1.1684.m1, gfas1.m1.13764.m1, gfas1.m1.2461.m1, gfas1.m1.13772.m1, gfas1.m1.13758.m1, gfas1.m1.13768.m1, gfas1.m1.12857.m1, gfas1.m1.557.m1, gfas1.m1.18522.m1, gfas1.m1.22076.m1, gfas1.m1.4712.m1, gfas1.m1.20655.m1, gfas1.m1.23787.m1, gfas1.m1.3497.m1, gfas1.m1.12488.m1, gfas1.m1.14441.m1, gfas1.m1.12691.m1, gfas1.m1.11957.m1, gfas1.m1.11152.m1, gfas1.m1.11751.m1, gfas1.m1.12637.m1, gfas1.m1.12864.m1, gfas1.m1.11549.m1, gfas1.m1.12863.m1, gfas1.m1.22075.m1, gfas1.m1.21376.m1, gfas1.m1.8605.m1, gfas1.m1.10841.m1, gfas1.m1.19198.m1, gfas1.m1.20195.m1, gfas1.m1.10112.m1, gfas1.m1.15768.m1, gfas1.m1.7037.m1, gfas1.m1.7070.m1, gfas1.m1.10939.m1, gfas1.m1.19690.m1, gfas1.m1.16736.m1, gfas1.m1.23604.m1, gfas1.m1.5732.m1, gfas1.m1.4857.m1, gfas1.m1.16048.m1, gfas1.m1.4856.m1, gfas1.m1.3861.m1, gfas1.m1.5733.m1, gfas1.m1.16746.m1, gfas1.m1.16742.m1, gfas1.m1.9986.m1, gfas1.m1.11765.m1, gfas1.m1.19531.m1, gfas1.m1.9657.m1, gfas1.m1.12608.m1, gfas1.m1.10976.m1, gfas1.m1.11667.m1, gfas1.m1.21569.m1, gfas1.m1.11764.m1, gfas1.m1.3659.m1, gfas1.m1.21811.m1, gfas1.m1.7985.m1, gfas1.m1.12013.m1, gfas1.m1.12355.m1, gfas1.m1.12574.m1, gfas1.m1.10119.m1, gfas1.m1.12019.m1, gfas1.m1.9654.m1, gfas1.m1.23542.m1, gfas1.m1.12379.m1, gfas1.m1.14355.m1, gfas1.m1.20756.m1, gfas1.m1.17750.m1, gfas1.m1.14357.m1, gfas1.m1.17122.m1, gfas1.m1.12692.m1, gfas1.m1.19360.m1, gfas1.m1.4694.m1, gfas1.m1.4693.m1, gfas1.m1.11756.m1, gfas1.m1.12030.m1, gfas1.m1.10171.m1, gfas1.m1.19340.m1, gfas1.m1.7516.m1
OG0000016	NV2t010575001.1, NV2t010575005.1, NV2t010575002.1, NV2t010575004.1, NV2t010575003.1, NV2t010575006.1, NV2t010575007.1	gfas1.m1.16724.m1
OG0000016	NV2t011008001.1	gfas1.m1.15017.m1
OG0000016	NV2t016530001.1, NV2t016530002.1, NV2t016530003.1, NV2t016530004.1, NV2t016530005.1	gfas1.m1.15473.m1, gfas1.m1.4603.m1, gfas1.m1.1985.m1, gfas1.m1.7300.m1
OG0000016	NV2t009996001.1	gfas1.m1.13696.m1
OG0000016	NV2t010102001.1	gfas1.m1.9567.m1, gfas1.m1.9566.m1
OG0000016	NV2t010100001.1	gfas1.m1.11054.m1
OG0000016	NV2t010586001.1	gfas1.m1.23077.m1, gfas1.m1.22331.m1
OG0000016	NV2t010582001.1, NV2t010582002.1	gfas1.m1.12630.m1, gfas1.m1.13000.m1
OG0000016	NV2t008989001.1	gfas1.m1.18015.m1, gfas1.m1.218.m1, gfas1.m1.3725.m1, gfas1.m1.15742.m1
OG0000016	NV2t000557001.1, NV2t010078001.1, NV2t010078002.1	gfas1.m1.4480.m1
OG0000016	NV2t009619001.1, NV2t009619002.1, NV2t009619003.1	gfas1.m1.5714.m1, gfas1.m1.16726.m1, gfas1.m1.5716.m1, gfas1.m1.9870.m1, gfas1.m1.5717.m1, gfas1.m1.9869.m1, gfas1.m1.15476.m1
OG0000016	NV2t021604001.1, NV2t021604002.1, NV2t021604003.1, NV2t021604004.1, NV2t021604005.1, NV2t021604006.1	gfas1.m1.7979.m1, gfas1.m1.703.m1, gfas1.m1.708.m1
OG0000017	NV2t024992001.1	gfas1.m1.14478.m1
OG0000017	NV2t009070002.1	gfas1.m1.23531.m1, gfas1.m1.5627.m1, gfas1.m1.5629.m1, gfas1.m1.21584.m1, gfas1.m1.21046.m1, gfas1.m1.5633.m1
OG0000017	NV2t000996001.1, NV2t020083004.1, NV2t020083005.1, NV2t001001001.1, NV2t001004001.1	gfas1.m1.12202.m1, gfas1.m1.12978.m1, gfas1.m1.12793.m1, gfas1.m1.8831.m1, gfas1.m1.13067.m1, gfas1.m1.8830.m1, gfas1.m1.22651.m1, gfas1.m1.22462.m1
OG0000017	NV2t019426001.1, NV2t019426002.1, NV2t024867001.1, NV2t025466001.1	gfas1.m1.10867.m1, gfas1.m1.10316.m1, gfas1.m1.10318.m1, gfas1.m1.21689.m1, gfas1.m1.21484.m1, gfas1.m1.5689.m1, gfas1.m1.18703.m1, gfas1.m1.20041.m1, gfas1.m1.18998.m1, gfas1.m1.12512.m1, gfas1.m1.21833.m1, gfas1.m1.16321.m1, gfas1.m1.19287.m1, gfas1.m1.17525.m1, gfas1.m1.18523.m1, gfas1.m1.2676.m1, gfas1.m1.1029.m1, gfas1.m1.12673.m1, gfas1.m1.20427.m1, gfas1.m1.17787.m1, gfas1.m1.12989.m1, gfas1.m1.12988.m1, gfas1.m1.12763.m1, gfas1.m1.11857.m1, gfas1.m1.11737.m1, gfas1.m1.11855.m1, gfas1.m1.2810.m1, gfas1.m1.11896.m1, gfas1.m1.12049.m1, gfas1.m1.20499.m1, gfas1.m1.20667.m1, gfas1.m1.9900.m1, gfas1.m1.9902.m1, gfas1.m1.15913.m1, gfas1.m1.18875.m1, gfas1.m1.17715.m1, gfas1.m1.8069.m1, gfas1.m1.14051.m1, gfas1.m1.22696.m1
OG0000017	NV2t015122001.1	gfas1.m1.1617.m1, gfas1.m1.18103.m1
OG0000018	NV2t012863001.1, NV2t012863002.1	gfas1.m1.4284.m1
OG0000018	NV2t012864001.1	gfas1.m1.22853.m1
OG0000018	NV2t011069001.1	gfas1.m1.19544.m1, gfas1.m1.3474.m1
OG0000018	NV2t023645001.1, NV2t025403001.1, NV2t025462001.1, NV2t025392001.1, NV2t025392002.1, NV2t025402001.1, NV2t025395001.1, NV2t025394001.1, NV2t025394002.1, NV2t025401001.1, NV2t025400001.1, NV2t025391001.1, NV2t024938002.1, NV2t024938001.1, NV2t025393003.1, NV2t025393001.1, NV2t025393002.1, NV2t024877001.1, NV2t021585001.1, NV2t024741004.1, NV2t024741002.1, NV2t024741001.1, NV2t024741003.1, NV2t024461001.1, NV2t024478001.1, NV2t024478002.1	gfas1.m1.11307.m1, gfas1.m1.21382.m1, gfas1.m1.21177.m1, gfas1.m1.20937.m1, gfas1.m1.20207.m1, gfas1.m1.10856.m1, gfas1.m1.21878.m1, gfas1.m1.19314.m1, gfas1.m1.6541.m1, gfas1.m1.10855.m1, gfas1.m1.22960.m1, gfas1.m1.20206.m1
OG0000018	NV2t021283003.1, NV2t021283001.1, NV2t021283002.1	gfas1.m1.13866.m1
OG0000018	NV2t021284001.1, NV2t021284002.1	gfas1.m1.21110.m1
OG0000018	NV2t005824001.1, NV2t005824002.1	gfas1.m1.12347.m1, gfas1.m1.4727.m1
OG0000019	NV2t001273002.1	gfas1.m1.14416.m1, gfas1.m1.22514.m1, gfas1.m1.23823.m1
OG0000019	NV2t000570001.1	gfas1.m1.8458.m1, gfas1.m1.9456.m1, gfas1.m1.18196.m1, gfas1.m1.9457.m1
OG0000019	NV2t016932001.1	gfas1.m1.22873.m1
OG0000019	NV2t010733001.1	gfas1.m1.17291.m1
OG0000019	NV2t000735001.1, NV2t012207001.1, NV2t012207002.1	gfas1.m1.12975.m1, gfas1.m1.14308.m1, gfas1.m1.22492.m1, gfas1.m1.6696.m1, gfas1.m1.14307.m1, gfas1.m1.22928.m1
OG0000019	NV2t019077001.1	gfas1.m1.12820.m1, gfas1.m1.8856.m1
OG0000019	NV2t020188001.1, NV2t020188002.1	gfas1.m1.3585.m1
OG0000019	NV2t022551001.1	gfas1.m1.19292.m1, gfas1.m1.12647.m1, gfas1.m1.21057.m1, gfas1.m1.6956.m1, gfas1.m1.23967.m1, gfas1.m1.11379.m1, gfas1.m1.10517.m1, gfas1.m1.10516.m1, gfas1.m1.20406.m1, gfas1.m1.10515.m1, gfas1.m1.10857.m1
OG0000019	NV2t017702001.1	gfas1.m1.17260.m1
OG0000019	NV2t011958001.1	gfas1.m1.15437.m1, gfas1.m1.16813.m1, gfas1.m1.6025.m1, gfas1.m1.16811.m1, gfas1.m1.6023.m1
OG0000019	NV2t011373002.1, NV2t011373001.1	gfas1.m1.5147.m1, gfas1.m1.5142.m1
OG0000019	NV2t016933001.1	gfas1.m1.9591.m1, gfas1.m1.12541.m1, gfas1.m1.21968.m1, gfas1.m1.23000.m1, gfas1.m1.20481.m1, gfas1.m1.9590.m1, gfas1.m1.20663.m1, gfas1.m1.23964.m1
OG0000021	NV2t015297001.1	gfas1.m1.21117.m1, gfas1.m1.11752.m1, gfas1.m1.23610.m1, gfas1.m1.8696.m1, gfas1.m1.18413.m1, gfas1.m1.22080.m1, gfas1.m1.23160.m1, gfas1.m1.23144.m1
OG0000021	NV2t019797001.1, NV2t000711001.1, NV2t000714001.1	gfas1.m1.10549.m1, gfas1.m1.3335.m1, gfas1.m1.22905.m1, gfas1.m1.10739.m1, gfas1.m1.8810.m1, gfas1.m1.12082.m1, gfas1.m1.12889.m1, gfas1.m1.23154.m1, gfas1.m1.10314.m1, gfas1.m1.21366.m1, gfas1.m1.13115.m1, gfas1.m1.23088.m1, gfas1.m1.8697.m1, gfas1.m1.19998.m1, gfas1.m1.23157.m1, gfas1.m1.22261.m1
OG0000021	NV2t018044001.1	gfas1.m1.22513.m1, gfas1.m1.22096.m1, gfas1.m1.19663.m1, gfas1.m1.22587.m1, gfas1.m1.11620.m1
OG0000021	NV2t025492001.1, NV2t007335001.1, NV2t007337001.1	gfas1.m1.9883.m1
OG0000023	NV2t019779002.1, NV2t019779001.1	gfas1.m1.20891.m1
OG0000023	NV2t022609001.1, NV2t022609002.1, NV2t022610001.1	gfas1.m1.5268.m1
OG0000023	NV2t025469001.1, NV2t025526001.1	gfas1.m1.2148.m1, gfas1.m1.20764.m1, gfas1.m1.7165.m1, gfas1.m1.4073.m1, gfas1.m1.16109.m1, gfas1.m1.20680.m1, gfas1.m1.7112.m1, gfas1.m1.12992.m1, gfas1.m1.16162.m1, gfas1.m1.9975.m1, gfas1.m1.12892.m1, gfas1.m1.22407.m1, gfas1.m1.10834.m1, gfas1.m1.11890.m1, gfas1.m1.21455.m1, gfas1.m1.9019.m1, gfas1.m1.12599.m1, gfas1.m1.11892.m1, gfas1.m1.11891.m1, gfas1.m1.21790.m1, gfas1.m1.12947.m1, gfas1.m1.10833.m1, gfas1.m1.10902.m1, gfas1.m1.9020.m1, gfas1.m1.12074.m1, gfas1.m1.10091.m1, gfas1.m1.12518.m1, gfas1.m1.12519.m1, gfas1.m1.22307.m1, gfas1.m1.20623.m1, gfas1.m1.21456.m1, gfas1.m1.10092.m1, gfas1.m1.7997.m1, gfas1.m1.12075.m1, gfas1.m1.13157.m1, gfas1.m1.23147.m1, gfas1.m1.9974.m1, gfas1.m1.10321.m1, gfas1.m1.770.m1, gfas1.m1.275.m1, gfas1.m1.23299.m1, gfas1.m1.2983.m1, gfas1.m1.23101.m1, gfas1.m1.9194.m1, gfas1.m1.21514.m1, gfas1.m1.10662.m1, gfas1.m1.17009.m1
OG0000024	NV2t023644001.1	gfas1.m1.8609.m1
OG0000024	NV2t014862004.1	gfas1.m1.20908.m1, gfas1.m1.14489.m1, gfas1.m1.7736.m1, gfas1.m1.17553.m1
OG0000024	NV2t015011001.1	gfas1.m1.7738.m1
OG0000024	NV2t023859001.1	gfas1.m1.15260.m1, gfas1.m1.20763.m1
OG0000024	NV2t023064001.1, NV2t023064002.1	gfas1.m1.14099.m1, gfas1.m1.18699.m1, gfas1.m1.17827.m1
OG0000024	NV2t021684001.1, NV2t021687001.1, NV2t013368001.1	gfas1.m1.13342.m1
OG0000024	NV2t011270001.1	gfas1.m1.6147.m1
OG0000024	NV2t020640001.1, NV2t025961001.1, NV2t020641002.1, NV2t020641003.1, NV2t020641005.1, NV2t020641004.1, NV2t020641001.1	gfas1.m1.18328.m1
OG0000024	NV2t016035001.1, NV2t016035002.1	gfas1.m1.2813.m1
OG0000024	NV2t016036001.1	gfas1.m1.2811.m1
OG0000024	NV2t017022001.1, NV2t015925001.1, NV2t015925002.1, NV2t008948001.1, NV2t015924001.1	gfas1.m1.1848.m1
OG0000024	NV2t017021001.1, NV2t016574001.1, NV2t023642001.1	gfas1.m1.14152.m1
OG0000024	NV2t006019001.1	gfas1.m1.4778.m1, gfas1.m1.4781.m1, gfas1.m1.7821.m1, gfas1.m1.8607.m1, gfas1.m1.8608.m1, gfas1.m1.15270.m1
OG0000024	NV2t003953001.1	gfas1.m1.18023.m1, gfas1.m1.7004.m1, gfas1.m1.18808.m1
OG0000025	NV2t006738001.1	gfas1.m1.21945.m1
OG0000025	NV2t016800001.1	gfas1.m1.18844.m1, gfas1.m1.23538.m1, gfas1.m1.8880.m1, gfas1.m1.6091.m1, gfas1.m1.19664.m1, gfas1.m1.10507.m1, gfas1.m1.16877.m1, gfas1.m1.7960.m1, gfas1.m1.21536.m1, gfas1.m1.6071.m1, gfas1.m1.9850.m1, gfas1.m1.9180.m1, gfas1.m1.11653.m1, gfas1.m1.23744.m1, gfas1.m1.17052.m1, gfas1.m1.11908.m1, gfas1.m1.12208.m1, gfas1.m1.10043.m1, gfas1.m1.20743.m1, gfas1.m1.10521.m1, gfas1.m1.19153.m1, gfas1.m1.11115.m1, gfas1.m1.10742.m1, gfas1.m1.20844.m1, gfas1.m1.6386.m1, gfas1.m1.11664.m1, gfas1.m1.9639.m1, gfas1.m1.21996.m1, gfas1.m1.11577.m1, gfas1.m1.11780.m1, gfas1.m1.9658.m1, gfas1.m1.8000.m1, gfas1.m1.20914.m1, gfas1.m1.16879.m1, gfas1.m1.7641.m1, gfas1.m1.7867.m1, gfas1.m1.10403.m1, gfas1.m1.10467.m1, gfas1.m1.10520.m1, gfas1.m1.11114.m1, gfas1.m1.1523.m1, gfas1.m1.11080.m1, gfas1.m1.1525.m1, gfas1.m1.10950.m1, gfas1.m1.21126.m1, gfas1.m1.16476.m1, gfas1.m1.21000.m1, gfas1.m1.9258.m1, gfas1.m1.21429.m1, gfas1.m1.16802.m1, gfas1.m1.18285.m1, gfas1.m1.17356.m1, gfas1.m1.7096.m1, gfas1.m1.16274.m1, gfas1.m1.20327.m1, gfas1.m1.19395.m1, gfas1.m1.21270.m1, gfas1.m1.17734.m1, gfas1.m1.6942.m1, gfas1.m1.18915.m1, gfas1.m1.10949.m1, gfas1.m1.8070.m1, gfas1.m1.9424.m1, gfas1.m1.11189.m1, gfas1.m1.6925.m1, gfas1.m1.22450.m1
OG0000026	NV2t024340001.1	gfas1.m1.22740.m1
OG0000026	NV2t007979001.1	gfas1.m1.23623.m1, gfas1.m1.22640.m1, gfas1.m1.12669.m1, gfas1.m1.23724.m1, gfas1.m1.12154.m1, gfas1.m1.12558.m1, gfas1.m1.22739.m1, gfas1.m1.20514.m1, gfas1.m1.19098.m1, gfas1.m1.11299.m1, gfas1.m1.20058.m1, gfas1.m1.5209.m1, gfas1.m1.21642.m1, gfas1.m1.3625.m1, gfas1.m1.5171.m1, gfas1.m1.22476.m1, gfas1.m1.22663.m1, gfas1.m1.12234.m1, gfas1.m1.10809.m1, gfas1.m1.869.m1, gfas1.m1.11831.m1, gfas1.m1.11344.m1, gfas1.m1.5790.m1, gfas1.m1.11276.m1, gfas1.m1.21185.m1, gfas1.m1.21186.m1, gfas1.m1.12881.m1, gfas1.m1.7583.m1, gfas1.m1.4141.m1, gfas1.m1.11396.m1, gfas1.m1.21188.m1, gfas1.m1.21187.m1, gfas1.m1.23935.m1, gfas1.m1.1281.m1, gfas1.m1.23726.m1, gfas1.m1.12458.m1, gfas1.m1.8117.m1, gfas1.m1.20590.m1, gfas1.m1.10860.m1, gfas1.m1.21869.m1, gfas1.m1.21868.m1, gfas1.m1.12816.m1, gfas1.m1.22826.m1, gfas1.m1.12817.m1, gfas1.m1.14292.m1, gfas1.m1.22334.m1, gfas1.m1.10866.m1, gfas1.m1.19006.m1, gfas1.m1.9021.m1, gfas1.m1.21871.m1, gfas1.m1.1487.m1, gfas1.m1.11274.m1, gfas1.m1.17143.m1, gfas1.m1.8405.m1, gfas1.m1.9269.m1, gfas1.m1.13402.m1, gfas1.m1.5580.m1, gfas1.m1.22955.m1, gfas1.m1.10482.m1, gfas1.m1.21724.m1, gfas1.m1.18460.m1, gfas1.m1.23513.m1, gfas1.m1.22015.m1, gfas1.m1.22382.m1, gfas1.m1.18459.m1
OG0000027	NV2t005605003.1, NV2t005605001.1, NV2t005605002.1	gfas1.m1.23011.m1, gfas1.m1.10864.m1
OG0000027	NV2t009367005.1, NV2t025886001.1, NV2t009407001.1, NV2t008196001.1	gfas1.m1.21644.m1
OG0000027	NV2t009984001.1	gfas1.m1.22762.m1, gfas1.m1.8323.m1, gfas1.m1.22907.m1, gfas1.m1.11130.m1, gfas1.m1.8319.m1, gfas1.m1.11715.m1, gfas1.m1.10658.m1
OG0000028	NV2t013137001.1	gfas1.m1.5769.m1
OG0000028	NV2t024582001.1	gfas1.m1.14373.m1, gfas1.m1.14371.m1, gfas1.m1.14383.m1
OG0000028	NV2t017651001.1, NV2t017651002.1	gfas1.m1.6839.m1
OG0000028	NV2t013630001.1, NV2t015018001.1	gfas1.m1.9514.m1
OG0000028	NV2t004021001.1, NV2t004021002.1, NV2t004021003.1, NV2t014863001.1	gfas1.m1.2.m1
OG0000028	NV2t013966001.1	gfas1.m1.9597.m1
OG0000028	NV2t014330001.1, NV2t017852002.1, NV2t017852001.1, NV2t017852003.1, NV2t017852004.1	gfas1.m1.2134.m1, gfas1.m1.2137.m1, gfas1.m1.2136.m1, gfas1.m1.15875.m1, gfas1.m1.3591.m1, gfas1.m1.19711.m1, gfas1.m1.9512.m1, gfas1.m1.9511.m1
OG0000029	NV2t019652001.1	gfas1.m1.7430.m1
OG0000029	NV2t018358001.1	gfas1.m1.7425.m1
OG0000029	NV2t016955001.1	gfas1.m1.13319.m1, gfas1.m1.3733.m1, gfas1.m1.3734.m1, gfas1.m1.12396.m1, gfas1.m1.12181.m1, gfas1.m1.9133.m1, gfas1.m1.21313.m1
OG0000029	NV2t024542001.1, NV2t025141001.1	gfas1.m1.9766.m1, gfas1.m1.9764.m1, gfas1.m1.20887.m1, gfas1.m1.12795.m1, gfas1.m1.23469.m1, gfas1.m1.10570.m1, gfas1.m1.11404.m1, gfas1.m1.23660.m1, gfas1.m1.8178.m1, gfas1.m1.4398.m1, gfas1.m1.10113.m1, gfas1.m1.22821.m1, gfas1.m1.12815.m1, gfas1.m1.10115.m1, gfas1.m1.3597.m1, gfas1.m1.22244.m1, gfas1.m1.21509.m1, gfas1.m1.21222.m1, gfas1.m1.2807.m1, gfas1.m1.962.m1, gfas1.m1.2803.m1, gfas1.m1.2809.m1, gfas1.m1.16644.m1, gfas1.m1.16645.m1, gfas1.m1.2805.m1, gfas1.m1.970.m1, gfas1.m1.19946.m1, gfas1.m1.9279.m1, gfas1.m1.9278.m1, gfas1.m1.21501.m1, gfas1.m1.9277.m1, gfas1.m1.17723.m1, gfas1.m1.23301.m1, gfas1.m1.9604.m1, gfas1.m1.10328.m1, gfas1.m1.10327.m1, gfas1.m1.9605.m1, gfas1.m1.10329.m1, gfas1.m1.13266.m1, gfas1.m1.20448.m1, gfas1.m1.3677.m1, gfas1.m1.15071.m1, gfas1.m1.15070.m1, gfas1.m1.15067.m1, gfas1.m1.15068.m1
OG0000032	NV2t005119001.1	gfas1.m1.10498.m1, gfas1.m1.12667.m1
OG0000032	NV2t009101001.1	gfas1.m1.11800.m1, gfas1.m1.14120.m1, gfas1.m1.7754.m1, gfas1.m1.9834.m1, gfas1.m1.11644.m1, gfas1.m1.11798.m1, gfas1.m1.12593.m1, gfas1.m1.13078.m1, gfas1.m1.12784.m1, gfas1.m1.11094.m1, gfas1.m1.12937.m1, gfas1.m1.7459.m1, gfas1.m1.22152.m1, gfas1.m1.21751.m1, gfas1.m1.12450.m1, gfas1.m1.12235.m1
OG0000032	NV2t022115001.1	gfas1.m1.7881.m1, gfas1.m1.7883.m1, gfas1.m1.7240.m1, gfas1.m1.1396.m1, gfas1.m1.1395.m1, gfas1.m1.22381.m1, gfas1.m1.7243.m1, gfas1.m1.12828.m1, gfas1.m1.22858.m1, gfas1.m1.23785.m1, gfas1.m1.6938.m1, gfas1.m1.6936.m1, gfas1.m1.6463.m1, gfas1.m1.11619.m1, gfas1.m1.11845.m1, gfas1.m1.21379.m1, gfas1.m1.10678.m1, gfas1.m1.20938.m1, gfas1.m1.9072.m1, gfas1.m1.10891.m1, gfas1.m1.23975.m1, gfas1.m1.8639.m1
OG0000032	NV2t003941001.1	gfas1.m1.15827.m1
OG0000032	NV2t006207001.1	gfas1.m1.15824.m1
OG0000033	NV2t024173001.1	gfas1.m1.20603.m1
OG0000033	NV2t013576001.1, NV2t013576002.1	gfas1.m1.15962.m1
OG0000033	NV2t008022001.1	gfas1.m1.7311.m1, gfas1.m1.7307.m1
OG0000033	NV2t013313001.1	gfas1.m1.19458.m1, gfas1.m1.9996.m1, gfas1.m1.19451.m1, gfas1.m1.16108.m1
OG0000033	NV2t023338001.1	gfas1.m1.8316.m1
OG0000033	NV2t023339001.1, NV2t000753001.1, NV2t023340001.1	gfas1.m1.8674.m1
OG0000033	NV2t010263001.1, NV2t010263002.1, NV2t010263003.1, NV2t010263004.1	gfas1.m1.16656.m1
OG0000033	NV2t010262002.1, NV2t010262003.1	gfas1.m1.9565.m1
OG0000033	NV2t010809001.1	gfas1.m1.8224.m1
OG0000033	NV2t008714001.1, NV2t008714002.1	gfas1.m1.3870.m1
OG0000033	NV2t009095001.1	gfas1.m1.3871.m1
OG0000033	NV2t009096001.1, NV2t009096002.1	gfas1.m1.3880.m1
OG0000033	NV2t023096001.1	gfas1.m1.8312.m1
OG0000036	NV2t018907001.1	gfas1.m1.22827.m1, gfas1.m1.12715.m1, gfas1.m1.22352.m1, gfas1.m1.18341.m1, gfas1.m1.12410.m1, gfas1.m1.22534.m1, gfas1.m1.6473.m1, gfas1.m1.1772.m1, gfas1.m1.23884.m1, gfas1.m1.1695.m1, gfas1.m1.23695.m1, gfas1.m1.22923.m1, gfas1.m1.8955.m1, gfas1.m1.5929.m1, gfas1.m1.21246.m1, gfas1.m1.11659.m1, gfas1.m1.22829.m1, gfas1.m1.12260.m1, gfas1.m1.17462.m1, gfas1.m1.4048.m1, gfas1.m1.12931.m1, gfas1.m1.22866.m1, gfas1.m1.9951.m1, gfas1.m1.7910.m1, gfas1.m1.12119.m1, gfas1.m1.3670.m1, gfas1.m1.23959.m1, gfas1.m1.3437.m1, gfas1.m1.7919.m1, gfas1.m1.22026.m1, gfas1.m1.23912.m1, gfas1.m1.8332.m1, gfas1.m1.9308.m1, gfas1.m1.21675.m1, gfas1.m1.6741.m1, gfas1.m1.10645.m1, gfas1.m1.11870.m1, gfas1.m1.10037.m1, gfas1.m1.15366.m1, gfas1.m1.22800.m1, gfas1.m1.15780.m1, gfas1.m1.18374.m1, gfas1.m1.22028.m1, gfas1.m1.21259.m1, gfas1.m1.8175.m1, gfas1.m1.22861.m1, gfas1.m1.4876.m1, gfas1.m1.12762.m1, gfas1.m1.22397.m1, gfas1.m1.15983.m1, gfas1.m1.1745.m1, gfas1.m1.22367.m1, gfas1.m1.21371.m1, gfas1.m1.22878.m1, gfas1.m1.13103.m1, gfas1.m1.22511.m1, gfas1.m1.20486.m1, gfas1.m1.5279.m1, gfas1.m1.11749.m1, gfas1.m1.22564.m1
OG0000037	NV2t009253001.1	gfas1.m1.23490.m1, gfas1.m1.23732.m1, gfas1.m1.12086.m1, gfas1.m1.12502.m1, gfas1.m1.4545.m1, gfas1.m1.10332.m1, gfas1.m1.12152.m1, gfas1.m1.4546.m1, gfas1.m1.11014.m1, gfas1.m1.12085.m1, gfas1.m1.17685.m1, gfas1.m1.10825.m1, gfas1.m1.11013.m1, gfas1.m1.6220.m1, gfas1.m1.23548.m1, gfas1.m1.22064.m1, gfas1.m1.12153.m1, gfas1.m1.23642.m1, gfas1.m1.18207.m1, gfas1.m1.11314.m1, gfas1.m1.22498.m1, gfas1.m1.1747.m1, gfas1.m1.23643.m1, gfas1.m1.10863.m1
OG0000037	NV2t020729001.1	gfas1.m1.10388.m1, gfas1.m1.5217.m1, gfas1.m1.22020.m1
OG0000037	NV2t011666001.1	gfas1.m1.8754.m1, gfas1.m1.3082.m1, gfas1.m1.19785.m1, gfas1.m1.20789.m1, gfas1.m1.1766.m1, gfas1.m1.6562.m1, gfas1.m1.2603.m1, gfas1.m1.7233.m1, gfas1.m1.3331.m1, gfas1.m1.1376.m1, gfas1.m1.5850.m1
OG0000039	NV2t010075001.1, NV2t010075002.1	gfas1.m1.2021.m1
OG0000039	NV2t010076001.1, NV2t010076002.1	gfas1.m1.2022.m1
OG0000039	NV2t024983001.1	gfas1.m1.3854.m1
OG0000039	NV2t022136001.1	gfas1.m1.13280.m1, gfas1.m1.13282.m1
OG0000039	NV2t021302002.1, NV2t021302001.1, NV2t022132001.1, NV2t022132002.1, NV2t021659001.1, NV2t021659002.1, NV2t021659003.1	gfas1.m1.13277.m1
OG0000039	NV2t011164002.1, NV2t011164001.1, NV2t011164003.1	gfas1.m1.762.m1, gfas1.m1.2911.m1
OG0000039	NV2t003314001.1, NV2t003314002.1, NV2t003314003.1, NV2t003314004.1	gfas1.m1.21708.m1, gfas1.m1.17586.m1, gfas1.m1.18213.m1, gfas1.m1.18543.m1
OG0000039	NV2t000620001.1	gfas1.m1.10566.m1
OG0000039	NV2t010405001.1	gfas1.m1.1748.m1, gfas1.m1.6476.m1, gfas1.m1.2027.m1
OG0000039	NV2t009673001.1	gfas1.m1.4774.m1, gfas1.m1.2033.m1, gfas1.m1.1760.m1, gfas1.m1.1762.m1, gfas1.m1.1750.m1, gfas1.m1.16001.m1
OG0000039	NV2t001942001.1	gfas1.m1.18728.m1
OG0000039	NV2t000511001.1	gfas1.m1.18729.m1, gfas1.m1.22485.m1, gfas1.m1.18730.m1
