Orthogroup	Mmus	Acer
OG0000000	CE290_MOUSE	KAK2555414.1, KAK2549296.1, KAK2562736.1, KAK2565661.1, KAK2548275.1, KAK2551943.1, KAK2555389.1, KAK2551090.1, KAK2551944.1, KAK2549263.1, KAK2571587.1, KAK2551946.1, KAK2551086.1, KAK2551592.1, KAK2551544.1, KAK2551591.1, KAK2552803.1, KAK2553065.1, KAK2564450.1, KAK2553066.1, KAK2548210.1, KAK2570470.1, KAK2559240.1, KAK2555355.1, KAK2560659.1, KAK2574504.1, KAK2564249.1, KAK2558945.1, KAK2555736.1, KAK2555240.1, KAK2571162.1, KAK2564211.1, KAK2571672.1, KAK2547440.1, KAK2551962.1, KAK2552743.1, KAK2549843.1, KAK2554049.1, KAK2560970.1, KAK2561756.1, KAK2564074.1, KAK2568012.1, KAK2549083.1, KAK2564647.1, KAK2553645.1, KAK2558854.1, KAK2547269.1, KAK2556999.1, KAK2548062.1, KAK2547271.1, KAK2548065.1, KAK2558779.1, KAK2549338.1, KAK2552773.1, KAK2549330.1, KAK2572925.1, KAK2549339.1, KAK2564352.1, KAK2558624.1, KAK2558892.1, KAK2552807.1, KAK2547504.1, KAK2552366.1, KAK2546807.1, KAK2557513.1, KAK2559811.1, KAK2551372.1, KAK2548274.1, KAK2564674.1, KAK2566453.1, KAK2550689.1, KAK2564666.1, KAK2551371.1, KAK2559286.1, KAK2559407.1, KAK2556964.1, KAK2551963.1, KAK2550393.1, KAK2563193.1, KAK2561528.1, KAK2563196.1, KAK2559274.1, KAK2560089.1, KAK2550695.1, KAK2563195.1, KAK2561453.1, KAK2572805.1, KAK2546690.1, KAK2572917.1, KAK2546691.1, KAK2550140.1, KAK2559406.1, KAK2556429.1, KAK2557299.1, KAK2562403.1, KAK2552837.1, KAK2563948.1, KAK2553646.1, KAK2548231.1, KAK2554083.1, KAK2560684.1, KAK2553710.1, KAK2549376.1, KAK2560968.1, KAK2556014.1, KAK2559080.1, KAK2556015.1, KAK2560969.1, KAK2568011.1, KAK2555682.1, KAK2571014.1, KAK2559471.1, KAK2569731.1, KAK2556972.1, KAK2567036.1, KAK2546643.1, KAK2571020.1, KAK2559389.1, KAK2551281.1, KAK2548899.1, KAK2551276.1, KAK2571021.1, KAK2567037.1, KAK2548898.1, KAK2569730.1, KAK2559388.1, KAK2549299.1, KAK2548232.1, KAK2559468.1, KAK2556971.1, KAK2565870.1, KAK2551172.1, KAK2572931.1, KAK2551174.1, KAK2568472.1, KAK2560410.1, KAK2555311.1, KAK2562770.1, KAK2547470.1, KAK2548196.1, KAK2562243.1, KAK2564565.1, KAK2564559.1, KAK2549278.1, KAK2551629.1, KAK2549279.1, KAK2550413.1, KAK2560812.1, KAK2558891.1, KAK2551984.1, KAK2556969.1, KAK2558647.1, KAK2568584.1, KAK2552136.1, KAK2564054.1, KAK2547894.1, KAK2558534.1, KAK2547120.1, KAK2552409.1, KAK2546744.1, KAK2551635.1, KAK2551939.1, KAK2562729.1, KAK2555847.1, KAK2560823.1, KAK2546618.1, KAK2572293.1, KAK2566307.1, KAK2547003.1, KAK2560645.1, KAK2553368.1, KAK2573522.1, KAK2568332.1, KAK2554755.1, KAK2557501.1, KAK2572193.1, KAK2551482.1, KAK2556169.1, KAK2547002.1, KAK2554758.1, KAK2546619.1, KAK2566374.1, KAK2551481.1, KAK2549464.1, KAK2551360.1, KAK2557507.1, KAK2571539.1, KAK2571538.1, KAK2559519.1, KAK2548212.1, KAK2570905.1, KAK2547184.1, KAK2553629.1, KAK2551361.1, KAK2549265.1, KAK2571265.1, KAK2560822.1, KAK2573521.1, KAK2569319.1, KAK2553369.1, KAK2572294.1, KAK2568331.1, KAK2570013.1, KAK2553631.1, KAK2564578.1, KAK2548059.1, KAK2555791.1, KAK2568972.1, KAK2562703.1, KAK2550655.1, KAK2555250.1, KAK2559030.1, KAK2559566.1, KAK2555141.1, KAK2552231.1, KAK2555768.1, KAK2572169.1, KAK2565660.1, KAK2565659.1, KAK2549342.1, KAK2566432.1, KAK2564155.1, KAK2553064.1, KAK2556043.1, KAK2550594.1, KAK2559023.1, KAK2562809.1, KAK2565115.1, KAK2551494.1, KAK2565830.1, KAK2567813.1, KAK2568064.1, KAK2558216.1, KAK2565724.1, KAK2563558.1, KAK2562998.1, KAK2572772.1
OG0000058	ANKR7_MOUSE, ANR26_MOUSE	KAK2555581.1, KAK2555580.1
OG0000078	CLC4G_MOUSE	KAK2556342.1, KAK2562543.1, KAK2556325.1, KAK2547139.1, KAK2571944.1, KAK2556326.1, KAK2560026.1, KAK2556346.1, KAK2556349.1, KAK2556331.1, KAK2556402.1, KAK2551066.1, KAK2546638.1, KAK2567591.1, KAK2551933.1, KAK2546702.1, KAK2547232.1, KAK2547422.1, KAK2547211.1, KAK2546953.1, KAK2547215.1, KAK2547218.1, KAK2547234.1, KAK2547212.1, KAK2547229.1, KAK2572109.1, KAK2568523.1, KAK2572732.1, KAK2572733.1, KAK2562131.1, KAK2564981.1
OG0000089	CGT_MOUSE, UDB17_MOUSE, UD2A1_MOUSE, UD2A2_MOUSE, UD2A3_MOUSE, UD11_MOUSE, UD12_MOUSE, UD16_MOUSE, UD17_MOUSE, UD19_MOUSE	KAK2554246.1, KAK2554254.1, KAK2562005.1, KAK2561518.1, KAK2566480.1
OG0000098	RPA43_MOUSE	KAK2557066.1, KAK2559901.1, KAK2559895.1, KAK2559898.1, KAK2559899.1, KAK2553413.1, KAK2559929.1, KAK2559897.1, KAK2553475.1, KAK2559807.1, KAK2559808.1, KAK2559809.1, KAK2559810.1, KAK2559812.1, KAK2560289.1, KAK2560293.1, KAK2560299.1, KAK2560288.1, KAK2546716.1, KAK2553785.1, KAK2560300.1, KAK2547025.1
OG0000108	MFAP4_MOUSE, FCN1_MOUSE, FCN2_MOUSE	KAK2556160.1, KAK2551566.1, KAK2553805.1, KAK2559185.1, KAK2565557.1, KAK2569546.1, KAK2569547.1, KAK2547835.1, KAK2547138.1, KAK2547839.1, KAK2547828.1, KAK2547836.1, KAK2569549.1, KAK2569606.1, KAK2569599.1, KAK2552859.1, KAK2559022.1, KAK2574277.1
OG0000139	NOTC1_MOUSE, NOTC3_MOUSE, NOTC2_MOUSE, MYOME_MOUSE	KAK2568112.1, KAK2570741.1
OG0000170	TM135_MOUSE	KAK2565513.1, KAK2571412.1, KAK2571410.1, KAK2549396.1, KAK2556156.1, KAK2556552.1, KAK2555260.1, KAK2551398.1, KAK2548197.1, KAK2548208.1, KAK2547529.1, KAK2556551.1, KAK2562821.1, KAK2565331.1, KAK2570046.1, KAK2571413.1, KAK2567162.1, KAK2546740.1, KAK2556786.1, KAK2553125.1, KAK2546739.1, KAK2553124.1, KAK2570904.1
OG0000193	VPS4A_MOUSE, VPS4B_MOUSE	KAK2569482.1, KAK2559569.1, KAK2554046.1, KAK2554402.1, KAK2556131.1, KAK2547173.1, KAK2559139.1, KAK2566893.1, KAK2548533.1, KAK2555140.1, KAK2551724.1, KAK2555918.1, KAK2551723.1, KAK2555160.1, KAK2569239.1, KAK2549951.1, KAK2546848.1, KAK2558406.1, KAK2557416.1, KAK2573274.1, KAK2566669.1
OG0000205	LYAM2_MOUSE, LYAM3_MOUSE, LYAM1_MOUSE	KAK2566876.1, KAK2566877.1, KAK2566872.1, KAK2546850.1, KAK2566869.1, KAK2546851.1, KAK2566878.1, KAK2567187.1
OG0000227	NTH_MOUSE	KAK2547021.1, KAK2559003.1, KAK2549414.1, KAK2559000.1, KAK2552478.1, KAK2546671.1, KAK2559759.1, KAK2556335.1, KAK2557109.1, KAK2546900.1, KAK2566381.1, KAK2546672.1, KAK2556221.1, KAK2568994.1, KAK2546902.1, KAK2556781.1, KAK2574458.1
OG0000254	GTR5_MOUSE, GTR7_MOUSE, GTR9_MOUSE, GLUT4_MOUSE, GTR2_MOUSE, GTR1_MOUSE, GTR3_MOUSE	KAK2552706.1
OG0000048	CLCC1_MOUSE	KAK2553794.1, KAK2553870.1, KAK2553874.1, KAK2570675.1, KAK2570678.1, KAK2570677.1, KAK2570679.1, KAK2555884.1, KAK2556061.1, KAK2550587.1, KAK2549765.1, KAK2552447.1, KAK2556996.1, KAK2571671.1, KAK2549625.1, KAK2569010.1, KAK2555819.1, KAK2549886.1, KAK2549887.1, KAK2557388.1, KAK2548569.1, KAK2559493.1, KAK2552767.1, KAK2558661.1, KAK2559726.1, KAK2561634.1, KAK2572715.1, KAK2547649.1, KAK2549069.1, KAK2555920.1, KAK2548724.1, KAK2558766.1, KAK2567026.1, KAK2556059.1, KAK2574045.1, KAK2560639.1, KAK2557418.1, KAK2561679.1, KAK2561978.1, KAK2563788.1, KAK2567908.1, KAK2551618.1, KAK2559366.1, KAK2552190.1, KAK2565063.1, KAK2558610.1, KAK2547883.1, KAK2552956.1, KAK2563765.1
OG0000053	ACHB2_MOUSE, ACHB4_MOUSE, ACHA3_MOUSE, ACHA6_MOUSE, ACHA4_MOUSE, ACHA2_MOUSE, ACHA5_MOUSE, ACHB3_MOUSE, ACHA7_MOUSE	KAK2547199.1, KAK2548628.1, KAK2565069.1, KAK2571926.1, KAK2572642.1, KAK2571002.1, KAK2570908.1, KAK2570907.1, KAK2572955.1, KAK2572954.1, KAK2552870.1
OG0000094	PROP_MOUSE	KAK2562024.1, KAK2566000.1, KAK2553772.1, KAK2563275.1, KAK2557465.1, KAK2564826.1, KAK2557475.1, KAK2564823.1, KAK2557464.1
OG0000256	TNR22_MOUSE, TNR23_MOUSE, TNR26_MOUSE, CD27_MOUSE, TNR6_MOUSE, TNR1B_MOUSE, TR11B_MOUSE, TNR5_MOUSE, TNR14_MOUSE	KAK2556396.1, KAK2573684.1, KAK2561718.1
OG0000269	TYRO_MOUSE, TYRP1_MOUSE, TYRP2_MOUSE	KAK2547567.1, KAK2558916.1, KAK2558917.1, KAK2559028.1, KAK2571783.1, KAK2555684.1, KAK2555686.1, KAK2555683.1, KAK2553749.1, KAK2558104.1, KAK2558116.1, KAK2552396.1
OG0000289	HSP7C_MOUSE, HSP72_MOUSE, HS71L_MOUSE, HS71A_MOUSE, HS71B_MOUSE	KAK2562820.1, KAK2563006.1, KAK2562815.1, KAK2563004.1, KAK2554209.1, KAK2563905.1, KAK2563976.1
OG0000049	GBP5_MOUSE, GBP1_MOUSE, GBP2_MOUSE, GBP4_MOUSE, GBP6_MOUSE, GBP3_MOUSE, GBP7_MOUSE	KAK2566431.1, KAK2568135.1, KAK2568386.1, KAK2568141.1, KAK2568392.1, KAK2568136.1, KAK2568137.1, KAK2546635.1, KAK2563382.1, KAK2547246.1, KAK2547245.1, KAK2562547.1, KAK2547431.1, KAK2548543.1, KAK2568830.1, KAK2548037.1, KAK2560428.1, KAK2555846.1, KAK2551694.1, KAK2567110.1, KAK2548036.1, KAK2549449.1, KAK2565693.1, KAK2564999.1, KAK2568139.1, KAK2564477.1, KAK2567766.1, KAK2555413.1, KAK2552514.1, KAK2565000.1, KAK2559671.1, KAK2547621.1, KAK2552518.1, KAK2552520.1
OG0000087	TLR13_MOUSE, TLR2_MOUSE, TLR6_MOUSE, TLR1_MOUSE	KAK2551070.1, KAK2569026.1, KAK2569156.1, KAK2569480.1, KAK2569481.1, KAK2560239.1, KAK2560250.1, KAK2570477.1, KAK2570329.1, KAK2570492.1, KAK2547027.1, KAK2549056.1, KAK2570079.1, KAK2553735.1, KAK2561390.1, KAK2561257.1, KAK2561222.1, KAK2561259.1, KAK2561224.1, KAK2561254.1, KAK2561218.1, KAK2561225.1
OG0000113	JDP2_MOUSE, ATF3_MOUSE, FOSB_MOUSE, FOS_MOUSE, FOSL1_MOUSE, FOSL2_MOUSE	KAK2568712.1, KAK2568716.1, KAK2568714.1
OG0000138	ACSM3_MOUSE, ACSM5_MOUSE, ACSM4_MOUSE, ACSM2_MOUSE, ACSM1_MOUSE	KAK2567130.1
OG0000211	CAHD1_MOUSE	KAK2553937.1, KAK2553941.1, KAK2553968.1, KAK2553885.1, KAK2553883.1, KAK2553886.1, KAK2553940.1, KAK2553942.1, KAK2553884.1, KAK2553939.1, KAK2553970.1
OG0000225	UBP36_MOUSE	KAK2569054.1
OG0000277	PTHD3_MOUSE	KAK2549810.1, KAK2558041.1, KAK2558113.1, KAK2551275.1, KAK2551277.1
OG0000300	HPGDS_MOUSE, GSTA4_MOUSE, GSTA1_MOUSE, GSTA2_MOUSE, GSTA3_MOUSE	KAK2567831.1, KAK2568498.1, KAK2553441.1, KAK2567830.1
OG0000030	UROM_MOUSE, GP2_MOUSE, OIT3_MOUSE	KAK2569275.1, KAK2551043.1, KAK2569273.1, KAK2551044.1, KAK2570348.1, KAK2561452.1, KAK2548955.1, KAK2548977.1, KAK2548976.1, KAK2548971.1, KAK2548973.1, KAK2559905.1, KAK2560268.1, KAK2569258.1, KAK2555325.1, KAK2559145.1, KAK2561292.1, KAK2555594.1
OG0000036	G2E3_MOUSE	KAK2551436.1, KAK2546924.1, KAK2559057.1, KAK2550520.1, KAK2562586.1, KAK2547133.1, KAK2554105.1, KAK2562621.1, KAK2551095.1, KAK2562620.1, KAK2558696.1, KAK2565476.1, KAK2558695.1, KAK2564370.1, KAK2547355.1, KAK2549827.1, KAK2564375.1, KAK2551178.1, KAK2551079.1, KAK2551078.1, KAK2564502.1, KAK2565477.1, KAK2556269.1, KAK2562696.1, KAK2547335.1, KAK2562494.1, KAK2552213.1, KAK2568606.1, KAK2547843.1, KAK2566463.1, KAK2562533.1, KAK2555199.1, KAK2548994.1, KAK2551076.1, KAK2564431.1, KAK2566981.1, KAK2564452.1, KAK2570226.1, KAK2562248.1, KAK2552041.1, KAK2549596.1, KAK2572104.1, KAK2551393.1, KAK2556232.1, KAK2564475.1, KAK2551534.1, KAK2552015.1, KAK2559851.1, KAK2552016.1, KAK2564118.1, KAK2551457.1, KAK2558769.1, KAK2558770.1, KAK2570137.1, KAK2558005.1, KAK2550676.1, KAK2548645.1
OG0000055	HIUH_MOUSE	KAK2562801.1, KAK2572242.1, KAK2567832.1, KAK2562800.1, KAK2564011.1, KAK2553510.1, KAK2558587.1, KAK2557519.1, KAK2549950.1, KAK2557443.1, KAK2548475.1, KAK2556000.1
OG0000055	TTHY_MOUSE	KAK2547902.1, KAK2548365.1, KAK2555234.1, KAK2550790.1, KAK2561534.1, KAK2550533.1, KAK2565698.1, KAK2556238.1, KAK2555511.1, KAK2564350.1, KAK2546817.1, KAK2558464.1, KAK2555512.1, KAK2556134.1, KAK2556240.1, KAK2555105.1, KAK2546808.1, KAK2555202.1, KAK2558416.1, KAK2559498.1, KAK2555254.1, KAK2559599.1, KAK2547374.1, KAK2564277.1, KAK2564327.1, KAK2558692.1, KAK2546778.1, KAK2550252.1, KAK2556022.1, KAK2549856.1
OG0000079	S10A9_MOUSE, S10AD_MOUSE, S10AB_MOUSE, S10A5_MOUSE, S10A3_MOUSE, S10A6_MOUSE, S10A4_MOUSE, S10A1_MOUSE, S10AA_MOUSE, S100B_MOUSE, S100G_MOUSE, S115A_MOUSE, S10A8_MOUSE, HORN_MOUSE, FILA2_MOUSE	KAK2572651.1
OG0000218	NPTX1_MOUSE, NPTXR_MOUSE, NPTX2_MOUSE	KAK2568486.1, KAK2560249.1, KAK2568478.1, KAK2566407.1, KAK2548047.1, KAK2565217.1, KAK2565219.1
OG0000230	ZNF22_MOUSE, ZN239_MOUSE	KAK2562742.1
OG0000276	5HT4R_MOUSE	KAK2573567.1, KAK2549681.1, KAK2570812.1, KAK2551301.1, KAK2557736.1, KAK2563860.1, KAK2563908.1, KAK2563913.1, KAK2571564.1, KAK2555042.1, KAK2566268.1
OG0000198	PRRT4_MOUSE, PRRT3_MOUSE	KAK2559594.1, KAK2566612.1, KAK2566611.1, KAK2566728.1, KAK2559738.1, KAK2555424.1, KAK2566916.1, KAK2561091.1, KAK2561084.1, KAK2561085.1, KAK2567064.1, KAK2557273.1, KAK2561485.1, KAK2556907.1, KAK2556908.1, KAK2556909.1, KAK2558404.1, KAK2556911.1, KAK2556912.1, KAK2574313.1, KAK2574614.1
OG0000209	KCA10_MOUSE, KCNA5_MOUSE, KCNA6_MOUSE, KCNA4_MOUSE, KCNA3_MOUSE, KCNA2_MOUSE, KCNA1_MOUSE	KAK2548139.1, KAK2556372.1, KAK2550777.1, KAK2569248.1, KAK2569333.1
OG0000219	OMD_MOUSE, FMOD_MOUSE, LUM_MOUSE, OPT_MOUSE, MIME_MOUSE, EPYC_MOUSE, ASPN_MOUSE, PGS2_MOUSE, NEPN_MOUSE, PODN_MOUSE, PONL1_MOUSE	KAK2561372.1, KAK2561373.1
OG0000273	LOX5_MOUSE, LOX12_MOUSE, LX12E_MOUSE, LOX15_MOUSE, ALOX8_MOUSE, LOXE3_MOUSE, LX12B_MOUSE	KAK2554420.1, KAK2559640.1, KAK2559644.1, KAK2554379.1, KAK2559645.1, KAK2548622.1, KAK2548640.1, KAK2549700.1
OG0000301	MIA_MOUSE, OTOR_MOUSE, TGO1_MOUSE, MIA2_MOUSE	KAK2561044.1
OG0000241	COCH_MOUSE, VITRN_MOUSE, MATN1_MOUSE, MATN3_MOUSE, MATN2_MOUSE, MATN4_MOUSE	KAK2559024.1, KAK2558971.1, KAK2559026.1, KAK2574252.1
OG0000272	HEPS_MOUSE, PRSS8_MOUSE, TM11D_MOUSE, TM11E_MOUSE, TM11F_MOUSE, TM11G_MOUSE, TM11A_MOUSE, TM11C_MOUSE, TM11B_MOUSE	KAK2554970.1, KAK2569812.1, KAK2548156.1
OG0000304	DLL4_MOUSE, DLL1_MOUSE	KAK2568685.1
OG0000312	CD158_MOUSE	KAK2571610.1, KAK2547180.1, KAK2561202.1, KAK2561314.1, KAK2564381.1, KAK2547378.1, KAK2557477.1, KAK2557079.1, KAK2559081.1, KAK2569708.1, KAK2566222.1, KAK2546960.1, KAK2557006.1, KAK2571219.1, KAK2572773.1, KAK2551291.1
OG0000325	B4GT6_MOUSE, B4GT5_MOUSE, B4GT2_MOUSE, B4GT1_MOUSE, B4GT3_MOUSE, B4GT4_MOUSE	KAK2560337.1, KAK2549553.1
OG0000330	B2CL2_MOUSE, BCL2_MOUSE, B2CL1_MOUSE	KAK2573159.1, KAK2555583.1, KAK2552883.1, KAK2552774.1, KAK2554546.1
OG0000242	CNTP1_MOUSE, CNTP2_MOUSE, CTP5A_MOUSE, CTP5B_MOUSE, CTP5C_MOUSE, CNTP4_MOUSE	KAK2559760.1, KAK2559761.1, KAK2570044.1, KAK2570045.1
OG0000303	ATP4A_MOUSE, AT12A_MOUSE, AT1A1_MOUSE, AT1A4_MOUSE, AT1A2_MOUSE, AT1A3_MOUSE	KAK2566613.1, KAK2566614.1
OG0000321	NT8F2_MOUSE, CMLO5_MOUSE, NAT8_MOUSE, CMLO1_MOUSE, NAT8B_MOUSE, NT8F3_MOUSE, NT8F7_MOUSE	KAK2548266.1, KAK2560180.1
OG0000326	PLXB2_MOUSE, PLXB3_MOUSE, PLXB1_MOUSE, PLXC1_MOUSE, PLXD1_MOUSE, PLXA4_MOUSE, PLXA2_MOUSE, PLXA3_MOUSE, PLXA1_MOUSE	KAK2550072.1
OG0000331	PTBP2_MOUSE, PTBP3_MOUSE, PTBP1_MOUSE	KAK2554617.1
OG0000341	CLC9A_MOUSE, KLRI1_MOUSE, KLRI2_MOUSE, NKG2D_MOUSE, KLRE1_MOUSE, KLRD1_MOUSE, CLC1A_MOUSE, CL12B_MOUSE, CL12A_MOUSE	KAK2569651.1
OG0000006	STPG1_MOUSE	KAK2556282.1, KAK2561416.1, KAK2554961.1, KAK2553019.1, KAK2547337.1, KAK2564584.1, KAK2551980.1, KAK2567974.1, KAK2552037.1, KAK2561867.1, KAK2573321.1, KAK2559177.1, KAK2550455.1, KAK2549595.1, KAK2550096.1, KAK2571394.1, KAK2550180.1, KAK2555878.1, KAK2552223.1, KAK2562748.1, KAK2570095.1, KAK2548161.1, KAK2546709.1, KAK2566435.1, KAK2560484.1, KAK2550381.1, KAK2552971.1, KAK2550379.1, KAK2567729.1, KAK2550299.1, KAK2551981.1, KAK2571750.1, KAK2560840.1, KAK2560328.1, KAK2548048.1, KAK2558684.1, KAK2566808.1, KAK2547018.1, KAK2560323.1, KAK2557941.1, KAK2572006.1, KAK2555773.1, KAK2558921.1, KAK2547338.1, KAK2558521.1, KAK2572678.1, KAK2573421.1, KAK2557896.1, KAK2549467.1, KAK2562708.1, KAK2571207.1, KAK2558553.1, KAK2546759.1, KAK2548310.1, KAK2548642.1, KAK2561921.1, KAK2556445.1, KAK2557574.1, KAK2560100.1, KAK2566060.1, KAK2557257.1, KAK2556278.1, KAK2550850.1, KAK2550173.1, KAK2550172.1, KAK2565351.1, KAK2560750.1, KAK2547250.1, KAK2558381.1, KAK2557897.1, KAK2550672.1, KAK2562053.1, KAK2550875.1, KAK2555573.1, KAK2558952.1, KAK2559068.1, KAK2565462.1, KAK2549272.1, KAK2561664.1, KAK2550084.1, KAK2555577.1, KAK2560314.1, KAK2547012.1, KAK2567080.1, KAK2564607.1, KAK2558890.1, KAK2558613.1, KAK2552027.1, KAK2562709.1, KAK2561739.1, KAK2569713.1, KAK2546725.1, KAK2554962.1, KAK2561923.1, KAK2559299.1, KAK2551964.1, KAK2560816.1, KAK2547709.1, KAK2561919.1, KAK2551967.1, KAK2550073.1, KAK2558922.1, KAK2565740.1, KAK2552925.1, KAK2558567.1, KAK2568706.1, KAK2558447.1, KAK2564880.1, KAK2549630.1, KAK2549200.1, KAK2554843.1, KAK2560821.1, KAK2555927.1, KAK2547891.1, KAK2555906.1, KAK2552038.1, KAK2549158.1, KAK2547387.1, KAK2549819.1, KAK2550382.1, KAK2551401.1, KAK2562549.1
OG0000180	MMP2_MOUSE, MMP9_MOUSE, MMP20_MOUSE, MMP7_MOUSE, MMP13_MOUSE, MMP12_MOUSE, MMP8_MOUSE, MMP1A_MOUSE, MMP1B_MOUSE, MMP3_MOUSE, MMP10_MOUSE	KAK2551633.1, KAK2557395.1
OG0000221	THA11_MOUSE	KAK2561771.1, KAK2555750.1, KAK2553550.1, KAK2546649.1, KAK2565752.1, KAK2550818.1, KAK2570183.1, KAK2546933.1, KAK2550657.1, KAK2557961.1, KAK2558040.1, KAK2558045.1, KAK2549127.1, KAK2559893.1, KAK2552301.1, KAK2546905.1, KAK2557347.1, KAK2548402.1, KAK2547485.1, KAK2566813.1, KAK2548894.1
OG0000248	TRAF1_MOUSE, TRAF2_MOUSE	KAK2546701.1, KAK2553275.1, KAK2566064.1, KAK2566056.1, KAK2574202.1, KAK2547059.1, KAK2555964.1, KAK2566058.1, KAK2565836.1, KAK2547057.1, KAK2565835.1, KAK2566063.1, KAK2549403.1, KAK2548653.1, KAK2555797.1, KAK2548192.1, KAK2547131.1
OG0000257	CP27A_MOUSE, CP27B_MOUSE	KAK2559634.1, KAK2559635.1, KAK2559782.1, KAK2559629.1, KAK2559628.1, KAK2559630.1, KAK2571367.1, KAK2559631.1, KAK2571369.1, KAK2572401.1
OG0000282	NRX1A_MOUSE, NRX1B_MOUSE, NRX3B_MOUSE, NRX3A_MOUSE, NRX2B_MOUSE, NRX2A_MOUSE	KAK2561186.1, KAK2568929.1, KAK2562260.1, KAK2562286.1, KAK2555493.1
OG0000340	HSPB2_MOUSE, HSPB8_MOUSE, HSPB1_MOUSE, HSPB6_MOUSE, CRYAA_MOUSE, CRYAB_MOUSE	KAK2567693.1, KAK2567447.1, KAK2567449.1, KAK2567450.1, KAK2567735.1
OG0000009	DZIP3_MOUSE	KAK2564457.1, KAK2564670.1, KAK2557587.1, KAK2546917.1, KAK2550810.1, KAK2546913.1, KAK2557510.1, KAK2550808.1, KAK2557489.1, KAK2546687.1, KAK2551351.1, KAK2568676.1, KAK2547564.1, KAK2566396.1, KAK2546645.1, KAK2557492.1, KAK2557561.1, KAK2566769.1, KAK2557511.1, KAK2560414.1, KAK2568942.1, KAK2561932.1, KAK2550807.1, KAK2557542.1, KAK2557559.1, KAK2560914.1, KAK2558039.1, KAK2553680.1, KAK2553679.1, KAK2553685.1, KAK2553681.1, KAK2553732.1, KAK2547017.1, KAK2559922.1, KAK2562527.1, KAK2573986.1, KAK2562610.1, KAK2573985.1, KAK2570037.1, KAK2563804.1, KAK2556546.1, KAK2563952.1, KAK2546693.1
OG0000054	MOT8_MOUSE, MOT10_MOUSE, MOT11_MOUSE, MOT13_MOUSE, MOT6_MOUSE, MOT1_MOUSE, MOT2_MOUSE, MOT3_MOUSE, MOT4_MOUSE	KAK2554269.1, KAK2571085.1, KAK2566404.1, KAK2573689.1, KAK2570783.1, KAK2573545.1, KAK2573547.1, KAK2564918.1, KAK2569119.1, KAK2566788.1, KAK2555499.1, KAK2550585.1, KAK2554874.1, KAK2548732.1, KAK2552957.1
OG0000281	ASTRC_MOUSE, ASTRB_MOUSE, ASTRA_MOUSE	KAK2554538.1, KAK2554536.1
OG0000343	MBNL1_MOUSE, MBNL3_MOUSE, MBNL2_MOUSE	KAK2573465.1
OG0000359	RFX1_MOUSE, RFX2_MOUSE, RFX3_MOUSE	KAK2550045.1
OG0000223	PE2R3_MOUSE, TA2R_MOUSE, PF2R_MOUSE, PE2R1_MOUSE, PE2R4_MOUSE, PI2R_MOUSE, PE2R2_MOUSE, PD2R_MOUSE	KAK2570659.1, KAK2570855.1, KAK2552322.1, KAK2574206.1
OG0000261	CLC4E_MOUSE, CLC4D_MOUSE, CLC4A_MOUSE, CLC6A_MOUSE, C209A_MOUSE, C209C_MOUSE, C209E_MOUSE, C209B_MOUSE, C209D_MOUSE	KAK2552084.1
OG0000327	TMM26_MOUSE	KAK2557212.1, KAK2569262.1, KAK2550776.1, KAK2553068.1
OG0000333	PLAC8_MOUSE, CNFN_MOUSE, PL8L1_MOUSE	KAK2574659.1, KAK2557196.1, KAK2557098.1
OG0000358	TLC3B_MOUSE, TLC3A_MOUSE	KAK2558178.1, KAK2556560.1, KAK2566733.1, KAK2562325.1, KAK2564507.1, KAK2559440.1, KAK2554059.1, KAK2559439.1, KAK2549818.1, KAK2572824.1, KAK2554060.1, KAK2559443.1, KAK2556219.1
OG0000073	PIDD1_MOUSE	KAK2554627.1, KAK2549649.1, KAK2549650.1, KAK2567336.1, KAK2560327.1, KAK2559379.1, KAK2560324.1, KAK2560329.1, KAK2560325.1, KAK2560326.1, KAK2550894.1, KAK2560114.1, KAK2560108.1, KAK2560322.1, KAK2560109.1, KAK2560112.1, KAK2560113.1, KAK2547698.1, KAK2555590.1, KAK2548583.1, KAK2546910.1, KAK2552503.1, KAK2552499.1, KAK2546750.1, KAK2552496.1, KAK2566370.1, KAK2566226.1, KAK2566347.1, KAK2566204.1, KAK2566308.1, KAK2553112.1, KAK2566235.1, KAK2566129.1, KAK2566126.1, KAK2566220.1, KAK2566227.1, KAK2566125.1, KAK2566190.1, KAK2566353.1, KAK2566225.1, KAK2566111.1
OG0000132	CEL3B_MOUSE, CTRC_MOUSE, CEL2A_MOUSE, CELA1_MOUSE	KAK2558466.1, KAK2552732.1, KAK2552737.1, KAK2565770.1, KAK2552733.1, KAK2552681.1, KAK2552735.1
OG0000240	MRP4_MOUSE	KAK2564115.1, KAK2564114.1, KAK2564116.1, KAK2550574.1, KAK2567550.1, KAK2548566.1, KAK2548536.1, KAK2548564.1, KAK2563580.1
OG0000255	ZMAT1_MOUSE, CI085_MOUSE	KAK2555383.1
OG0000278	G3ST1_MOUSE, G3ST2_MOUSE	KAK2571048.1, KAK2553297.1, KAK2558342.1, KAK2555337.1, KAK2559632.1, KAK2557401.1, KAK2550559.1
OG0000288	CO3A1_MOUSE, CO1A2_MOUSE, CO1A1_MOUSE, CO2A1_MOUSE, CO5A2_MOUSE	KAK2562045.1, KAK2564898.1, KAK2564985.1, KAK2548011.1
