Orthogroup	Hsap	Nvec
OG0000154	SEM6A_HUMAN, SEM3E_HUMAN, SEM3G_HUMAN, SEM3C_HUMAN, SEM3F_HUMAN, SEM3D_HUMAN, SEM3B_HUMAN, SEM3A_HUMAN, SEM4D_HUMAN, SEM4G_HUMAN, SEM4C_HUMAN, SEM4A_HUMAN, SEM4B_HUMAN, SEM4F_HUMAN	NV2t022863002.1, NV2t022863001.1, NV2t022863003.1
OG0000162	ACES_HUMAN, CHLE_HUMAN, EST3_HUMAN, EST5A_HUMAN, EST2_HUMAN, EST4A_HUMAN, EST1_HUMAN, CES1P_HUMAN	NV2t025200001.1, NV2t025202001.1, NV2t021483001.1, NV2t021484001.1, NV2t002906001.1, NV2t021624001.1
OG0000163	MMP16_HUMAN, MMP24_HUMAN, MMP14_HUMAN, MMP15_HUMAN, MMP2_HUMAN, MMP9_HUMAN, MMP20_HUMAN, MMP13_HUMAN, MMP8_HUMAN, MMP1_HUMAN, MMP10_HUMAN, MMP3_HUMAN, MMP27_HUMAN, MMP12_HUMAN, ESPB1_HUMAN	NV2t024359001.1, NV2t024359002.1
OG0000164	ACTHR_HUMAN, MSHR_HUMAN, MC4R_HUMAN, MC3R_HUMAN, MC5R_HUMAN	NV2t024629001.1, NV2t024629002.1, NV2t001190001.1, NV2t015069001.1
OG0000166	OLR1_HUMAN, CLC7A_HUMAN, CLC1A_HUMAN, CLC1B_HUMAN, CL12B_HUMAN, CL12A_HUMAN, CLC5A_HUMAN, KLRB1_HUMAN	NV2t005928002.1
OG0000167	CP3A5_HUMAN, CP343_HUMAN, CP3A4_HUMAN, CP3A7_HUMAN	NV2t024607001.1, NV2t024603001.1, NV2t024603002.1, NV2t024608002.1, NV2t024608003.1, NV2t024608001.1, NV2t024608004.1, NV2t006409001.1, NV2t021725001.1, NV2t015547001.1, NV2t015547003.1, NV2t015547002.1, NV2t015547004.1
OG0000169	GAPR1_HUMAN	NV2t016206001.1, NV2t012160001.1, NV2t012160002.1, NV2t018762001.1, NV2t018762002.1, NV2t011839001.1, NV2t011839002.1, NV2t011839003.1, NV2t011839004.1, NV2t017827001.1, NV2t017827002.1, NV2t017827003.1
OG0000170	GBP5_HUMAN, GBP1_HUMAN, GBP3_HUMAN, GBP2_HUMAN, GBP6_HUMAN, GBP4_HUMAN, GBP7_HUMAN	NV2t014578001.1, NV2t014579001.1
OG0000171	HXC5_HUMAN, HXB5_HUMAN, HXA7_HUMAN, HXB7_HUMAN, HXC6_HUMAN, HXA6_HUMAN, HXB6_HUMAN, HXD4_HUMAN, HXC4_HUMAN, HXA4_HUMAN, HXB4_HUMAN	NV2t012279001.1, NV2t012004001.1, NV2t012007001.1, NV2t012008001.1, NV2t011327001.1
OG0000172	VWDE_HUMAN	NV2t010727004.1, NV2t009373001.1, NV2t009287004.1, NV2t009287003.1, NV2t009287005.1, NV2t009287001.1, NV2t009287002.1, NV2t009372001.1, NV2t009295001.1, NV2t009290001.1, NV2t009290002.1, NV2t009290005.1, NV2t009361001.1, NV2t009361002.1, NV2t021785001.1, NV2t021786001.1, NV2t009359001.1, NV2t009302001.1, NV2t009305001.1, NV2t005727001.1, NV2t009374001.1, NV2t002216002.1, NV2t002216003.1, NV2t002216004.1, NV2t002216001.1
OG0000175	CNS1_HUMAN	NV2t000369001.1
OG0000176	VWA7_HUMAN	NV2t002146001.1, NV2t012053001.1, NV2t012054001.1, NV2t017648001.1, NV2t002666001.1, NV2t010399001.1, NV2t017421001.1, NV2t017429003.1, NV2t017429002.1, NV2t017429004.1, NV2t017429001.1, NV2t025851001.1, NV2t025851002.1, NV2t017422001.1, NV2t025847001.1, NV2t025847002.1, NV2t014831001.1, NV2t011945001.1, NV2t013920001.1, NV2t019412001.1
OG0000179	THAP6_HUMAN	NV2t009579001.1, NV2t012052001.1
OG0000180	CC166_HUMAN	NV2t007959001.1, NV2t011352001.1, NV2t011352002.1, NV2t011352003.1, NV2t011350001.1, NV2t011353001.1, NV2t023107001.1
OG0000181	CHST1_HUMAN, CHST3_HUMAN, CHST2_HUMAN, CHST5_HUMAN, CHST6_HUMAN, CHST4_HUMAN	NV2t011597001.1, NV2t006861001.1, NV2t021053001.1
OG0000183	CAHM5_HUMAN, CAHM6_HUMAN, CAHM1_HUMAN, CAHM3_HUMAN, CAHM2_HUMAN, CAHM4_HUMAN	NV2t018130001.1, NV2t025235001.1, NV2t022378001.1, NV2t022382001.1, NV2t021884001.1, NV2t023524001.1, NV2t023526001.1, NV2t000748001.1
OG0000184	FRIL_HUMAN, FHL17_HUMAN, FHL19_HUMAN, FRIH_HUMAN, FTMT_HUMAN	NV2t021476001.1, NV2t022547003.1, NV2t022547005.1, NV2t022547006.1, NV2t022547004.1, NV2t019701001.1, NV2t019701002.1, NV2t019701004.1, NV2t019627002.1, NV2t019701005.1, NV2t019626001.1, NV2t019682001.1, NV2t019701003.1, NV2t019681002.1, NV2t019681001.1, NV2t019627001.1, NV2t021342001.1, NV2t022547001.1, NV2t022547002.1
OG0000186	NAT8B_HUMAN, NAT8_HUMAN	NV2t006580001.1, NV2t006580002.1, NV2t006580003.1, NV2t006580004.1, NV2t006580005.1, NV2t006580006.1, NV2t006580007.1, NV2t006580008.1, NV2t006580009.1
OG0000187	SACS_HUMAN	NV2t016406001.1, NV2t016404001.1, NV2t016404002.1, NV2t016416001.1, NV2t016410001.1, NV2t016407002.1, NV2t016407001.1, NV2t016407003.1, NV2t016407004.1, NV2t016407005.1, NV2t016422001.1, NV2t019429001.1
OG0000196	GBF1_HUMAN	NV2t005543001.1
OG0000197	CO6A6_HUMAN, CO6A5_HUMAN, CO6A3_HUMAN	NV2t011516002.1, NV2t011516001.1, NV2t011516003.1, NV2t011511001.1, NV2t012411001.1, NV2t012411003.1, NV2t012411002.1, NV2t014040001.1, NV2t016479001.1
OG0000198	COCH_HUMAN, VITRN_HUMAN, MATN2_HUMAN, MATN4_HUMAN, MATN3_HUMAN, MATN1_HUMAN	NV2t008635001.1, NV2t017029001.1, NV2t008633001.1, NV2t000842001.1, NV2t008618001.1, NV2t009760001.1, NV2t008609001.1, NV2t008614001.1, NV2t024843001.1, NV2t024844001.1, NV2t021262001.1
OG0000199	NALD2_HUMAN, FOH1B_HUMAN, FOLH1_HUMAN	NV2t010882001.1, NV2t009538001.1, NV2t010604001.1, NV2t010124001.1, NV2t010124002.1, NV2t011842001.1, NV2t010408001.1, NV2t010315001.1, NV2t020874002.1, NV2t020874001.1, NV2t020874003.1, NV2t020872001.1
OG0000200	MXRA7_HUMAN	NV2t009034001.1, NV2t015854001.1, NV2t008020001.1
OG0000207	PGBD5_HUMAN	NV2t003140001.1, NV2t003140002.1, NV2t013033001.1, NV2t004700001.1
OG0000208	CA5BL_HUMAN	NV2t019727001.1, NV2t004553002.1, NV2t004553004.1, NV2t004553003.1, NV2t004553001.1, NV2t015669002.1, NV2t015669005.1, NV2t015669006.1, NV2t015669003.1, NV2t015669001.1, NV2t015669004.1
OG0000209	ADAM9_HUMAN, ADA30_HUMAN, ADA20_HUMAN, ADA21_HUMAN, ADA29_HUMAN, ADA28_HUMAN, ADAM8_HUMAN, ADA15_HUMAN, ADA33_HUMAN, ADA19_HUMAN, ADA12_HUMAN	NV2t017591001.1
OG0000210	ANPRB_HUMAN, ANPRA_HUMAN	NV2t013221001.1, NV2t013220001.1, NV2t023144001.1, NV2t023144002.1, NV2t012282001.1, NV2t007809001.1, NV2t007416001.1
OG0000212	FGRL1_HUMAN, FGFR4_HUMAN, FGFR3_HUMAN, FGFR1_HUMAN, FGFR2_HUMAN	NV2t019098001.1, NV2t018089001.1, NV2t018089002.1, NV2t018089003.1, NV2t018086001.1, NV2t018086002.1, NV2t019093001.1
OG0000214	KCNJ8_HUMAN, KCJ11_HUMAN, KCNJ4_HUMAN, KCJ12_HUMAN, KCJ18_HUMAN, KCNJ2_HUMAN, KCJ14_HUMAN, KCNJ3_HUMAN, KCNJ9_HUMAN, KCNJ6_HUMAN, KCNJ5_HUMAN	NV2t007950001.1, NV2t007367001.1
OG0000215	MCM5_HUMAN	NV2t020571001.1
OG0000216	PAPOG_HUMAN, PAPOA_HUMAN, PAPOB_HUMAN	NV2t020467001.1, NV2t020463001.1, NV2t020463003.1, NV2t020465007.1, NV2t020462003.1, NV2t020462004.1, NV2t020462006.1, NV2t020462005.1, NV2t020462002.1, NV2t020462007.1, NV2t020465005.1, NV2t020463002.1, NV2t020463004.1, NV2t020463005.1, NV2t020465002.1, NV2t020465001.1, NV2t020465003.1, NV2t020465006.1, NV2t020465004.1, NV2t020465008.1
OG0000217	REG4_HUMAN, REG1A_HUMAN, REG1B_HUMAN, REG3A_HUMAN, REG3G_HUMAN	NV2t010232001.1, NV2t016576001.1, NV2t013847001.1, NV2t018114001.1, NV2t025674001.1, NV2t025675001.1, NV2t025675002.1, NV2t005984001.1, NV2t005985001.1
OG0000218	SYEP_HUMAN	NV2t011864001.1
OG0000223	CP2U1_HUMAN, CP2R1_HUMAN, CP2J2_HUMAN, CP17A_HUMAN	NV2t015665001.1, NV2t021127001.1, NV2t000952001.1, NV2t006633001.1, NV2t000636001.1, NV2t017220001.1, NV2t017220002.1
OG0000224	KCNKH_HUMAN, KCNKG_HUMAN	NV2t006163001.1, NV2t000151001.1, NV2t017763001.1, NV2t018426001.1, NV2t018425001.1, NV2t013890002.1, NV2t013890005.1, NV2t013890001.1, NV2t013890003.1, NV2t013890004.1, NV2t015569001.1, NV2t013859001.1
OG0000225	HELZ_HUMAN	NV2t021315001.1, NV2t021321001.1, NV2t021308001.1, NV2t021322001.1, NV2t021310001.1, NV2t021318001.1, NV2t021316001.1, NV2t021317001.1, NV2t021309001.1
OG0000226	TAGL_HUMAN, TAGL3_HUMAN, TAGL2_HUMAN, CNN1_HUMAN, CNN3_HUMAN, CNN2_HUMAN	NV2t008829001.1, NV2t008829002.1, NV2t008828001.1, NV2t008364004.1, NV2t008364001.1, NV2t008364002.1, NV2t008364003.1, NV2t008367001.1, NV2t009314001.1, NV2t009314002.1, NV2t008394001.1, NV2t008394002.1
OG0000227	FUT4_HUMAN, FUT9_HUMAN, FUT7_HUMAN, FUT6_HUMAN, FUT3_HUMAN, FUT5_HUMAN	NV2t017646001.1, NV2t013599001.1, NV2t005853001.1, NV2t013600001.1, NV2t006372001.1, NV2t025282001.1, NV2t014016001.1, NV2t003904001.1, NV2t023828001.1, NV2t005015001.1
OG0000229	HRH2_HUMAN	NV2t009968001.1, NV2t009968002.1, NV2t009968003.1, NV2t017817001.1, NV2t017679001.1, NV2t017813001.1, NV2t021256001.1, NV2t018515001.1, NV2t018530001.1, NV2t021975001.1
OG0000230	PABP4_HUMAN, PAP1L_HUMAN, PABP1_HUMAN, PABP3_HUMAN	NV2t005899003.1, NV2t005899016.1, NV2t005899015.1, NV2t005899017.1, NV2t005899022.1, NV2t005899014.1, NV2t005899018.1, NV2t005899009.1, NV2t005899013.1, NV2t005899012.1, NV2t005899023.1, NV2t005899011.1, NV2t005899019.1, NV2t005899020.1, NV2t005899010.1, NV2t005899008.1, NV2t005899021.1, NV2t005899005.1, NV2t005899006.1
OG0000237	HBAT_HUMAN, HBA_HUMAN, HBM_HUMAN, HBAZ_HUMAN, HBG1_HUMAN, HBG2_HUMAN, HBE_HUMAN, HBB_HUMAN, HBD_HUMAN, CYGB_HUMAN, MYG_HUMAN	NV2t020479001.1, NV2t015476001.1
OG0000240	CSK_HUMAN	NV2t022902003.1, NV2t022902008.1, NV2t009467001.1, NV2t006506001.1, NV2t019327001.1, NV2t005155001.1, NV2t005155002.1, NV2t008409001.1, NV2t005697001.1, NV2t000710001.1, NV2t019413001.1
OG0000241	DCX_HUMAN, DCLK2_HUMAN, DCLK1_HUMAN	NV2t011474001.1, NV2t003783003.1, NV2t003783001.1, NV2t003783002.1, NV2t003783009.1, NV2t003783005.1, NV2t003783007.1, NV2t003783006.1, NV2t003783004.1, NV2t003783008.1, NV2t003783015.1, NV2t003783014.1, NV2t003783016.1, NV2t003783012.1, NV2t003783011.1, NV2t003783013.1, NV2t003783010.1
OG0000242	DMRT3_HUMAN, DMTA2_HUMAN, DMRTA_HUMAN, DMRT1_HUMAN	NV2t019458001.1, NV2t020180001.1, NV2t011025001.1, NV2t012814001.1, NV2t012814002.1, NV2t012814003.1, NV2t011184001.1, NV2t025998001.1
OG0000243	P4HTM_HUMAN	NV2t005136001.1, NV2t004233001.1, NV2t004139001.1, NV2t004141001.1, NV2t000926001.1, NV2t024767001.1, NV2t000931001.1, NV2t000932001.1, NV2t000928001.1, NV2t005100001.1
OG0000244	TRPC1_HUMAN, TRPC5_HUMAN, TRPC4_HUMAN, TRPC6_HUMAN, TRPC7_HUMAN, TRPC3_HUMAN	NV2t007252001.1
OG0000245	U17L6_HUMAN, U17LM_HUMAN, U17LA_HUMAN, U17L7_HUMAN, U17L2_HUMAN, U17L1_HUMAN, U17L3_HUMAN, U17L4_HUMAN, U17L8_HUMAN, U17LN_HUMAN, U17LD_HUMAN, U17LH_HUMAN, U17LI_HUMAN, U17LF_HUMAN, U17LB_HUMAN, U17LJ_HUMAN, U17LL_HUMAN, UL17C_HUMAN, U17LK_HUMAN, U17L5_HUMAN, U17LO_HUMAN, UBP36_HUMAN	NV2t007615001.1
OG0000252	TTHY_HUMAN	NV2t012972001.1, NV2t010165001.1
OG0000253	NPTN_HUMAN, BASI_HUMAN	NV2t023475001.1, NV2t023475002.1, NV2t023475003.1, NV2t023475004.1, NV2t023475005.1, NV2t023475006.1, NV2t023480001.1, NV2t023483001.1, NV2t023483002.1, NV2t023479001.1, NV2t023478002.1, NV2t023478003.1, NV2t023478001.1, NV2t023478004.1, NV2t023481001.1
OG0000255	CATS_HUMAN, CATL2_HUMAN, CATL1_HUMAN, CATL3_HUMAN	NV2t011191001.1, NV2t004879001.1, NV2t004557001.1, NV2t004558001.1, NV2t004249001.1
OG0000257	PLAC8_HUMAN, CNFN_HUMAN, PL8L1_HUMAN	NV2t016303001.1, NV2t016305001.1, NV2t012379001.1, NV2t007352001.1, NV2t007352002.1, NV2t007352003.1, NV2t007352005.1, NV2t007352006.1, NV2t007352007.1, NV2t007352008.1, NV2t007352004.1
OG0000258	CNTP1_HUMAN, CNTP2_HUMAN, CNTP5_HUMAN, CNT3B_HUMAN, CNTP3_HUMAN, CNTP4_HUMAN	NV2t009601001.1, NV2t009601003.1, NV2t009601002.1, NV2t011326001.1, NV2t011326004.1, NV2t011326003.1, NV2t011326002.1, NV2t004704001.1
OG0000260	LIPR3_HUMAN, LIPR1_HUMAN, LIPR2_HUMAN, LIPP_HUMAN	NV2t020510001.1, NV2t020510002.1, NV2t020510003.1, NV2t020510004.1, NV2t020510005.1, NV2t020510006.1, NV2t020510007.1, NV2t020510008.1, NV2t020510009.1, NV2t020510010.1, NV2t001797001.1, NV2t000526001.1
OG0000261	PE2R3_HUMAN, TA2R_HUMAN, PF2R_HUMAN, PE2R1_HUMAN, PE2R4_HUMAN, PI2R_HUMAN, PE2R2_HUMAN, PD2R_HUMAN	NV2t009183001.1, NV2t011028001.1, NV2t023332001.1, NV2t023332002.1, NV2t023640001.1
OG0000263	TYRO_HUMAN, TYRP1_HUMAN, TYRP2_HUMAN	NV2t015573001.1, NV2t015573002.1, NV2t010708001.1, NV2t012418001.1
OG0000267	TMPS9_HUMAN	NV2t018423001.1, NV2t010163001.1, NV2t017808001.1, NV2t020120001.1, NV2t000530001.1, NV2t020329001.1, NV2t020328001.1, NV2t021449001.1, NV2t022758001.1
OG0000268	FGF2_HUMAN, FGF1_HUMAN	NV2t002685001.1, NV2t002685002.1, NV2t012704001.1, NV2t012704002.1, NV2t012629002.1, NV2t012629001.1, NV2t006376001.1, NV2t006375001.1
OG0000269	TRAF1_HUMAN, TRAF2_HUMAN	NV2t025583001.1
OG0000270	FMOD_HUMAN, LUM_HUMAN, OPT_HUMAN, MIME_HUMAN, EPYC_HUMAN, ASPN_HUMAN, PGS1_HUMAN, PGS2_HUMAN, PODN_HUMAN, PONL1_HUMAN	NV2t020861001.1
OG0000271	GRM8_HUMAN, GRM7_HUMAN, GRM4_HUMAN, GRM6_HUMAN, GRM3_HUMAN, GRM2_HUMAN	NV2t005817001.1, NV2t017619001.1, NV2t016948001.1, NV2t021346001.1, NV2t005936001.1, NV2t005936002.1
OG0000272	SAXO3_HUMAN, TRI45_HUMAN, TRIM3_HUMAN, TRIM2_HUMAN	NV2t012320002.1, NV2t012320001.1, NV2t012320003.1, NV2t018281001.1, NV2t018597001.1, NV2t018560001.1, NV2t018560002.1, NV2t023451001.1, NV2t018559001.1, NV2t018599001.1
OG0000273	LYN_HUMAN, HCK_HUMAN, LCK_HUMAN, BLK_HUMAN, SRC_HUMAN, YES_HUMAN, FYN_HUMAN, FGR_HUMAN	NV2t015885001.1, NV2t015887002.1, NV2t015887005.1, NV2t015887006.1, NV2t015887004.1, NV2t015887001.1, NV2t015887003.1
OG0000276	TIMP1_HUMAN, TIMP3_HUMAN, TIMP2_HUMAN, TIMP4_HUMAN	NV2t003669001.1, NV2t003671001.1, NV2t002779001.1
OG0000277	ZNF22_HUMAN, ZN572_HUMAN	NV2t010481001.1, NV2t009638001.1, NV2t009638002.1, NV2t009638003.1, NV2t014196001.1, NV2t016397001.1, NV2t024034001.1, NV2t008707001.1, NV2t008707002.1, NV2t008710001.1, NV2t009645001.1, NV2t009641001.1, NV2t009718001.1, NV2t009624001.1, NV2t009627001.1, NV2t009634001.1, NV2t009637001.1, NV2t009623001.1, NV2t009626001.1
OG0000287	NLGNX_HUMAN, NLGNY_HUMAN, NLGN3_HUMAN, NLGN1_HUMAN, NLGN2_HUMAN	NV2t012529001.1, NV2t012529002.1, NV2t010682001.1, NV2t010619001.1
OG0000288	NGB_HUMAN	NV2t011743001.1, NV2t011044001.1, NV2t019047001.1, NV2t010788001.1, NV2t008312001.1, NV2t008823001.1, NV2t008825001.1, NV2t012312001.1, NV2t012312002.1
OG0000289	PA21B_HUMAN	NV2t009751001.1, NV2t009751003.1, NV2t015603001.1, NV2t010144001.1, NV2t010316001.1, NV2t010295001.1, NV2t010254001.1
OG0000290	S22AD_HUMAN	NV2t016546002.1, NV2t016546003.1, NV2t016547001.1, NV2t016547002.1, NV2t016547003.1, NV2t016547004.1, NV2t023660001.1, NV2t000312001.1, NV2t000307001.1, NV2t000309001.1, NV2t017208001.1, NV2t016371001.1, NV2t017124001.1, NV2t017124002.1
OG0000291	GPIX_HUMAN, LRR3C_HUMAN, LRC3B_HUMAN, LRRC3_HUMAN, A2GL_HUMAN, ALS_HUMAN	NV2t013250001.1, NV2t013250002.1, NV2t013250003.1, NV2t013250004.1, NV2t013250005.1, NV2t013250006.1, NV2t012458002.1, NV2t012458001.1, NV2t012458003.1
OG0000292	CX062_HUMAN, YG039_HUMAN, CA200_HUMAN, CI037_HUMAN, CN178_HUMAN, NC336_HUMAN, GVQW3_HUMAN, CU037_HUMAN, TMM78_HUMAN, DSCR8_HUMAN, ARGFX_HUMAN, BEND2_HUMAN, CN165_HUMAN, GVQW2_HUMAN, MYL10_HUMAN, LMO7D_HUMAN, ZMAT1_HUMAN, CI085_HUMAN	NV2t022942001.1
OG0000293	ARSL_HUMAN, ARSF_HUMAN, ARSD_HUMAN, ARSH_HUMAN, STS_HUMAN	NV2t017776001.1, NV2t017549001.1, NV2t017775001.1, NV2t017775002.1, NV2t017775003.1
OG0000294	CTHR1_HUMAN	NV2t005041001.1, NV2t020336001.1, NV2t009852001.1
OG0000295	TGM4_HUMAN, F13A_HUMAN, TGM1_HUMAN	NV2t009869001.1, NV2t010348011.1, NV2t010348003.1, NV2t010348001.1, NV2t010348004.1, NV2t010348006.1, NV2t010348009.1, NV2t010348007.1, NV2t010348002.1, NV2t010348005.1, NV2t010348008.1, NV2t010348010.1
OG0000296	NRX3B_HUMAN, NRX3A_HUMAN, NRX1A_HUMAN, NRX1B_HUMAN, NRX2B_HUMAN, NRX2A_HUMAN	NV2t017038001.1, NV2t016569001.1, NV2t017107001.1, NV2t017148001.1, NV2t016567001.1, NV2t019653001.1
OG0000297	PK1L2_HUMAN	NV2t008047001.1, NV2t012368001.1, NV2t004062001.1, NV2t018932001.1, NV2t014988001.1, NV2t007434001.1, NV2t016658001.1, NV2t002830001.1
OG0000298	PRRT4_HUMAN	NV2t024601001.1, NV2t016811001.1
OG0000299	PTHD3_HUMAN	NV2t008622001.1, NV2t021517001.1, NV2t025533001.1, NV2t007405001.1, NV2t007405003.1, NV2t007405004.1, NV2t007405006.1, NV2t007405002.1, NV2t007405005.1, NV2t007408004.1, NV2t007408001.1, NV2t007408003.1, NV2t007408005.1, NV2t007408002.1, NV2t007408006.1
OG0000300	SC5A6_HUMAN, SC5A5_HUMAN, SC5AC_HUMAN, SC5A8_HUMAN	NV2t003628003.1, NV2t003628004.1, NV2t003628002.1, NV2t003628001.1, NV2t021648001.1, NV2t018695001.1
OG0000313	ATP4A_HUMAN, AT12A_HUMAN, AT1A4_HUMAN, AT1A1_HUMAN, AT1A2_HUMAN, AT1A3_HUMAN	NV2t021561003.1, NV2t021561001.1, NV2t021561002.1, NV2t021561004.1, NV2t021299002.1, NV2t021299001.1, NV2t021299003.1
OG0000314	B4GN1_HUMAN, B4GN2_HUMAN	NV2t013194001.1, NV2t017798001.1, NV2t019499001.1, NV2t015379001.1, NV2t012995001.1
OG0000315	B4GT5_HUMAN, B4GT6_HUMAN, B4GT2_HUMAN, B4GT1_HUMAN, B4GT3_HUMAN, B4GT4_HUMAN	NV2t006074001.1, NV2t011747001.1, NV2t011747005.1, NV2t011747002.1, NV2t011747003.1, NV2t011747004.1
OG0000316	DLL1_HUMAN, DLL4_HUMAN	NV2t020616003.1, NV2t020616008.1, NV2t020616009.1, NV2t020616010.1, NV2t020616011.1, NV2t020616012.1, NV2t020616013.1, NV2t020616014.1, NV2t020616016.1, NV2t020616015.1, NV2t020616001.1, NV2t020616002.1, NV2t020616005.1, NV2t020616007.1, NV2t020616006.1, NV2t020616004.1
OG0000319	LIN7B_HUMAN, LIN7C_HUMAN, LIN7A_HUMAN	NV2t015468010.1, NV2t015468001.1, NV2t015468002.1, NV2t015468003.1, NV2t015468004.1, NV2t015468005.1, NV2t015468006.1, NV2t015468007.1, NV2t015468008.1, NV2t015468009.1, NV2t015468012.1, NV2t015468011.1, NV2t015468013.1
OG0000321	MYL6_HUMAN, MYL6B_HUMAN, MYL1_HUMAN, MYL3_HUMAN, MYL4_HUMAN	NV2t003825001.1, NV2t012644001.1, NV2t012252001.1, NV2t012252002.1, NV2t012252003.1, NV2t012252004.1
OG0000322	PDE4C_HUMAN, PDE4D_HUMAN, PDE4B_HUMAN, PDE4A_HUMAN	NV2t002243001.1, NV2t002243002.1, NV2t002243012.1, NV2t002243007.1, NV2t002243004.1, NV2t002243005.1, NV2t002243010.1, NV2t002243008.1, NV2t002243011.1, NV2t002243013.1, NV2t002243009.1, NV2t002243006.1, NV2t002243003.1
OG0000324	SO4A1_HUMAN, SO4C1_HUMAN, SO6A1_HUMAN	NV2t006348001.1, NV2t017803001.1, NV2t017803002.1, NV2t008517001.1, NV2t008517003.1, NV2t008517002.1, NV2t008517004.1, NV2t008776001.1, NV2t016225001.1
OG0000325	SRSF5_HUMAN, SRSF6_HUMAN, SRSF4_HUMAN	NV2t017180001.1, NV2t017180005.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1, NV2t017180006.1, NV2t014368002.1, NV2t014368001.1, NV2t014368003.1, NV2t008624001.1
OG0000326	TRPA1_HUMAN	NV2t013263001.1, NV2t013263004.1, NV2t000103001.1, NV2t000642003.1, NV2t000642001.1, NV2t000642002.1, NV2t022582001.1, NV2t000229001.1, NV2t000644001.1, NV2t000659001.1, NV2t000659002.1
OG0000340	CO3A1_HUMAN, CO5A2_HUMAN, CO2A1_HUMAN, CO1A2_HUMAN, CO1A1_HUMAN	NV2t011872001.1, NV2t011872002.1
OG0000341	GABR1_HUMAN	NV2t002965001.1, NV2t016483004.1, NV2t009028001.1, NV2t010940001.1, NV2t011716001.1
OG0000342	PARPT_HUMAN	NV2t025444001.1, NV2t025560001.1
OG0000344	ABCG2_HUMAN	NV2t010982001.1, NV2t010696001.1, NV2t010696002.1, NV2t010696003.1, NV2t010696004.1, NV2t011932001.1, NV2t011932002.1, NV2t011932003.1, NV2t011931002.1, NV2t011931001.1, NV2t011931003.1, NV2t001373001.1, NV2t001370001.1, NV2t001372001.1
OG0000345	B2CL1_HUMAN, B2CL2_HUMAN, BCL2_HUMAN	NV2t010435001.1, NV2t002141001.1, NV2t023941001.1, NV2t023941003.1, NV2t023941002.1, NV2t023941004.1, NV2t023893001.1, NV2t023893002.1, NV2t023893003.1
OG0000346	COL10_HUMAN, COL11_HUMAN	NV2t008276001.1, NV2t008278001.1, NV2t008399001.1, NV2t008400001.1, NV2t001101001.1, NV2t018171001.1, NV2t007778001.1, NV2t007778002.1, NV2t007430001.1, NV2t007390001.1
OG0000347	GGTL1_HUMAN, GGT3_HUMAN, GGT2_HUMAN, GGTL3_HUMAN, GGT1_HUMAN, GGTL2_HUMAN	NV2t016021001.1, NV2t016754001.1, NV2t016754002.1, NV2t003676001.1, NV2t003674001.1, NV2t003674002.1
OG0000348	ITA9_HUMAN, ITA4_HUMAN, ITA2B_HUMAN, ITA8_HUMAN, ITAV_HUMAN, ITA5_HUMAN	NV2t012108001.1, NV2t011572001.1, NV2t011383002.1, NV2t011383001.1, NV2t011383003.1
OG0000349	LIGO4_HUMAN, LIGO3_HUMAN, LIGO1_HUMAN, LIGO2_HUMAN	NV2t021549001.1
OG0000350	MBNL2_HUMAN, MBNL1_HUMAN, MBNL3_HUMAN	NV2t022646002.1, NV2t022646001.1, NV2t022646004.1, NV2t022646011.1, NV2t022646012.1, NV2t022646009.1, NV2t022646003.1, NV2t022646013.1, NV2t022646010.1, NV2t022646007.1, NV2t022646008.1, NV2t022646005.1, NV2t022646006.1
OG0000351	MYC_HUMAN, MYCP1_HUMAN, MYCL_HUMAN, MYCN_HUMAN	NV2t015406001.1, NV2t015406002.1, NV2t015406003.1, NV2t018831001.1, NV2t018928001.1, NV2t018825001.1, NV2t018827001.1
OG0000352	VEGFD_HUMAN, VEGFB_HUMAN, VEGFA_HUMAN, PLGF_HUMAN	NV2t022375001.1, NV2t002923001.1, NV2t015881001.1, NV2t016661001.1
OG0000353	PLXB2_HUMAN, PLXB3_HUMAN, PLXB1_HUMAN, PLXC1_HUMAN, PLXD1_HUMAN, PLXA3_HUMAN, PLXA1_HUMAN, PLXA4_HUMAN, PLXA2_HUMAN	NV2t002812001.1
OG0000354	SRSF3_HUMAN	NV2t016774003.1, NV2t016774001.1, NV2t016774002.1, NV2t016774004.1, NV2t001741001.1, NV2t001830001.1, NV2t001831007.1, NV2t001831005.1, NV2t001830002.1, NV2t001831001.1, NV2t001831002.1, NV2t001831004.1, NV2t001831003.1, NV2t001831006.1
OG0000355	TNF10_HUMAN, YB003_HUMAN, TNF11_HUMAN, TNFL6_HUMAN, TNFA_HUMAN, TNFB_HUMAN	NV2t022707001.1, NV2t022707002.1, NV2t022131001.1
OG0000356	VIAAT_HUMAN	NV2t009930001.1, NV2t012547001.1, NV2t003272001.1, NV2t007753001.1, NV2t007753002.1
OG0000357	ZO3_HUMAN, ZO2_HUMAN, ZO1_HUMAN	NV2t013907004.1, NV2t013907005.1, NV2t013907003.1, NV2t013907001.1, NV2t013907002.1, NV2t013899008.1, NV2t013899007.1, NV2t013899006.1, NV2t013899002.1, NV2t013899005.1, NV2t013899004.1, NV2t013899001.1, NV2t013899003.1
