Orthogroup	Hsap	Pdam
OG0000506	CBPA5_HUMAN, CBPA1_HUMAN, CBPA4_HUMAN, CBPA2_HUMAN	pdam_00001432-RA, pdam_00024456-RA, pdam_00024455-RA, pdam_00011050-RA, pdam_00001430-RA
OG0000507	CELF6_HUMAN, CELF3_HUMAN, CELF5_HUMAN, CELF4_HUMAN	pdam_00002765-RA
OG0000508	CRUM2_HUMAN, CRUM1_HUMAN	pdam_00012768-RA
OG0000509	CSTN2_HUMAN, CSTN3_HUMAN, CSTN1_HUMAN	pdam_00014599-RA
OG0000510	DOK4_HUMAN, DOK5_HUMAN, DOK6_HUMAN, DOK1_HUMAN, DOK3_HUMAN, DOK2_HUMAN	pdam_00011358-RA
OG0000511	GAS6_HUMAN, PROS_HUMAN	pdam_00024518-RA, pdam_00025132-RA, pdam_00020489-RA, pdam_00020486-RA, pdam_00015341-RA, pdam_00020482-RA, pdam_00015573-RA, pdam_00007861-RA, pdam_00007862-RA, pdam_00007863-RA, pdam_00007860-RA
OG0000513	GSTM3_HUMAN, GSTM1_HUMAN, GSTM5_HUMAN, GSTM2_HUMAN, GSTM4_HUMAN	pdam_00015777-RA
OG0000514	GSTP1_HUMAN, HPGDS_HUMAN	pdam_00025154-RA, pdam_00025155-RA, pdam_00021222-RA, pdam_00021221-RA, pdam_00021223-RA
OG0000515	HMGB3_HUMAN, HMGB2_HUMAN, HGB1A_HUMAN, SP110_HUMAN, SP140_HUMAN, SP14L_HUMAN, SP100_HUMAN, HMGB1_HUMAN	pdam_00009551-RA
OG0000517	LMX1A_HUMAN, LMX1B_HUMAN	pdam_00013771-RA
OG0000518	MARC1_HUMAN, MARC2_HUMAN	pdam_00003782-RA, pdam_00003780-RA, pdam_00003781-RA
OG0000519	MRP2_HUMAN, MRP3_HUMAN, MRP1_HUMAN, MRP6_HUMAN	pdam_00025048-RA, pdam_00023462-RA, pdam_00019734-RA, pdam_00000247-RA, pdam_00023461-RA, pdam_00000932-RA
OG0000520	PAQR9_HUMAN, PAQR5_HUMAN, PAQR6_HUMAN	pdam_00013499-RA, pdam_00013500-RA, pdam_00005947-RA, pdam_00005948-RA, pdam_00005949-RA, pdam_00005252-RA, pdam_00005251-RA
OG0000521	PCFT_HUMAN	pdam_00006443-RA, pdam_00011269-RA, pdam_00002095-RA, pdam_00002136-RA, pdam_00002094-RA, pdam_00006271-RA
OG0000522	PPBT_HUMAN, PPBI_HUMAN, PPB1_HUMAN, PPBN_HUMAN	pdam_00001525-RA, pdam_00002061-RA, pdam_00001528-RA, pdam_00001527-RA
OG0000523	PTPRA_HUMAN, PTPRE_HUMAN	pdam_00022153-RA, pdam_00022323-RA, pdam_00014953-RA, pdam_00015776-RA, pdam_00009267-RA
OG0000524	RC3H1_HUMAN, RC3H2_HUMAN	pdam_00018313-RA, pdam_00017456-RA
OG0000525	RING1_HUMAN, RING2_HUMAN	pdam_00019512-RA, pdam_00025499-RA, pdam_00019513-RA, pdam_00014552-RA, pdam_00014551-RA, pdam_00005608-RA, pdam_00005609-RA, pdam_00005612-RA, pdam_00003154-RA
OG0000527	S28A3_HUMAN, S28A1_HUMAN, S28A2_HUMAN	pdam_00007331-RA, pdam_00001440-RA
OG0000528	SPRY3_HUMAN	pdam_00003243-RA, pdam_00011496-RA, pdam_00024112-RA, pdam_00011498-RA, pdam_00011501-RA, pdam_00011500-RA, pdam_00001888-RA
OG0000529	TMM26_HUMAN	pdam_00018334-RA, pdam_00013825-RA, pdam_00006370-RA, pdam_00000458-RA
OG0000530	UNC5D_HUMAN, UNC5B_HUMAN, UNC5A_HUMAN, UNC5C_HUMAN	pdam_00022003-RA, pdam_00002140-RA, pdam_00006904-RA
OG0000548	THAP1_HUMAN, THAP3_HUMAN	pdam_00019314-RA, pdam_00023786-RA, pdam_00025733-RA, pdam_00021015-RA, pdam_00003890-RA, pdam_00015885-RA, pdam_00025379-RA, pdam_00025205-RA, pdam_00025752-RA, pdam_00015543-RA, pdam_00025753-RA
OG0000549	ATS5_HUMAN, ATS15_HUMAN, ATS8_HUMAN, ATS4_HUMAN, ATS1_HUMAN, ATS9_HUMAN, ATS20_HUMAN	pdam_00012221-RA
OG0000550	CPNE4_HUMAN, CPNE6_HUMAN, CPNE7_HUMAN, CPNE2_HUMAN, CPNE1_HUMAN, CPNE3_HUMAN	pdam_00018862-RA, pdam_00015801-RA
OG0000551	PAX9_HUMAN, PAX1_HUMAN, PAX6_HUMAN, PAX5_HUMAN, PAX2_HUMAN, PAX8_HUMAN	pdam_00019284-RA
OG0000552	ANO7_HUMAN	pdam_00013501-RA, pdam_00013502-RA
OG0000553	1433G_HUMAN, 1433F_HUMAN, 1433S_HUMAN, 1433Z_HUMAN, 1433B_HUMAN, 1433T_HUMAN	pdam_00009441-RA
OG0000554	ABCBB_HUMAN, ABCB5_HUMAN, MDR3_HUMAN, MDR1_HUMAN	pdam_00005547-RA, pdam_00014319-RA, pdam_00006065-RA
OG0000555	ABI3_HUMAN, ABI1_HUMAN, ABI2_HUMAN	pdam_00009864-RA, pdam_00009863-RA
OG0000556	ARHG6_HUMAN, ARHG7_HUMAN	pdam_00006798-RA
OG0000557	ASIC4_HUMAN, ASIC3_HUMAN, ASIC2_HUMAN, ASIC1_HUMAN	pdam_00000930-RA, pdam_00000927-RA, pdam_00000928-RA, pdam_00001790-RA, pdam_00000929-RA, pdam_00010574-RA
OG0000558	DCOR_HUMAN, AZIN2_HUMAN, AZIN1_HUMAN	pdam_00004637-RA
OG0000559	CFAB_HUMAN, CO2_HUMAN	pdam_00010272-RA, pdam_00009423-RA, pdam_00020697-RA, pdam_00009413-RA, pdam_00009412-RA, pdam_00005825-RA
OG0000560	OVGP1_HUMAN, CHIT1_HUMAN, CHIA_HUMAN	pdam_00001652-RA, pdam_00015025-RA, pdam_00007557-RA
OG0000561	MRC1_HUMAN, MRC2_HUMAN, PLA2R_HUMAN, CL19A_HUMAN, FCER2_HUMAN	pdam_00016955-RA, pdam_00016960-RA, pdam_00016959-RA, pdam_00010591-RA
OG0000562	CO4A3_HUMAN, CO4A1_HUMAN, CO4A5_HUMAN, CO4A4_HUMAN, CO4A6_HUMAN, CO4A2_HUMAN	pdam_00001816-RA, pdam_00001814-RA
OG0000563	DERM_HUMAN	pdam_00018507-RA, pdam_00019487-RA, pdam_00012547-RA, pdam_00018508-RA, pdam_00004208-RA, pdam_00008787-RA, pdam_00008790-RA
OG0000564	DUS2_HUMAN	pdam_00010325-RA
OG0000565	EF2_HUMAN	pdam_00007646-RA
OG0000567	ENDOU_HUMAN	pdam_00002961-RA, pdam_00002958-RA, pdam_00003005-RA, pdam_00002999-RA, pdam_00003000-RA, pdam_00003002-RA, pdam_00003004-RA, pdam_00003003-RA
OG0000568	FAS_HUMAN	pdam_00016312-RA, pdam_00010753-RA, pdam_00010747-RA, pdam_00010751-RA, pdam_00010752-RA, pdam_00009755-RA
OG0000569	MGLYR_HUMAN, GP179_HUMAN	pdam_00020269-RA, pdam_00009128-RA, pdam_00004813-RA, pdam_00009131-RA, pdam_00009130-RA
OG0000570	H4_HUMAN	pdam_00017708-RA, pdam_00022737-RA, pdam_00006497-RA, pdam_00012229-RA, pdam_00010810-RA, pdam_00010801-RA, pdam_00007058-RA
OG0000572	HS3S5_HUMAN, HS3SA_HUMAN, HS3SB_HUMAN, HS3S6_HUMAN, HS3S4_HUMAN, HS3S2_HUMAN	pdam_00013206-RA, pdam_00003100-RA, pdam_00003026-RA
OG0000573	KCNQ1_HUMAN, KCNQ5_HUMAN, KCNQ4_HUMAN, KCNQ3_HUMAN, KCNQ2_HUMAN	pdam_00002653-RA
OG0000574	KDM4A_HUMAN, KDM4B_HUMAN, KDM4D_HUMAN, KDM4E_HUMAN, KDM4F_HUMAN, KDM4C_HUMAN	pdam_00022851-RA
OG0000575	KLC1_HUMAN, KLC2_HUMAN, KLC4_HUMAN, KLC3_HUMAN	pdam_00006490-RA
OG0000576	KLHL6_HUMAN, KLH24_HUMAN, KLH35_HUMAN	pdam_00010300-RA, pdam_00019088-RA, pdam_00004841-RA, pdam_00004798-RA, pdam_00004840-RA, pdam_00004842-RA, pdam_00007382-RA
OG0000577	KPCB_HUMAN, KPCG_HUMAN, KPCA_HUMAN	pdam_00020998-RA
OG0000578	MGT5A_HUMAN	pdam_00000668-RA, pdam_00020014-RA, pdam_00020016-RA, pdam_00020012-RA, pdam_00019669-RA, pdam_00020011-RA
OG0000579	TSG6_HUMAN, PCOC2_HUMAN, PCOC1_HUMAN	pdam_00005530-RA, pdam_00021096-RA, pdam_00005529-RA, pdam_00004110-RA
OG0000580	PEA15_HUMAN	pdam_00004405-RA, pdam_00004407-RA, pdam_00004417-RA, pdam_00004408-RA, pdam_00004414-RA, pdam_00004409-RA, pdam_00004411-RA, pdam_00004410-RA, pdam_00021673-RA, pdam_00016321-RA
OG0000581	PMFBP_HUMAN	pdam_00003622-RA
OG0000582	PRP39_HUMAN	pdam_00022365-RA
OG0000583	ROA0_HUMAN, ROA3_HUMAN, ROA2_HUMAN, RA1L2_HUMAN, ROA1_HUMAN, RA1L3_HUMAN	pdam_00019346-RA, pdam_00021297-RA, pdam_00019348-RA
OG0000585	RN182_HUMAN, RN224_HUMAN, RN227_HUMAN	pdam_00001496-RA, pdam_00000033-RA, pdam_00002786-RA, pdam_00018197-RA, pdam_00001900-RA
OG0000586	RUFY1_HUMAN, RUFY3_HUMAN, RUFY2_HUMAN	pdam_00003215-RA
OG0000587	SGSM3_HUMAN	pdam_00003052-RA
OG0000589	TMOD2_HUMAN, TMOD3_HUMAN, TMOD4_HUMAN, TMOD1_HUMAN	pdam_00003907-RA
OG0000590	TRFM_HUMAN, TRFL_HUMAN, TRFE_HUMAN	pdam_00002442-RA, pdam_00002441-RA, pdam_00014712-RA, pdam_00014715-RA, pdam_00014717-RA, pdam_00014718-RA, pdam_00002444-RA
OG0000591	TSN14_HUMAN, TSN5_HUMAN, TSN17_HUMAN	pdam_00001878-RA, pdam_00023241-RA, pdam_00006369-RA, pdam_00016019-RA, pdam_00016545-RA
OG0000592	ZNFX1_HUMAN	pdam_00003578-RA, pdam_00003551-RA, pdam_00022849-RA, pdam_00005261-RA, pdam_00005260-RA, pdam_00022848-RA, pdam_00004654-RA, pdam_00004649-RA, pdam_00004652-RA, pdam_00004653-RA, pdam_00004650-RA
OG0000605	EDIL3_HUMAN, MFGM_HUMAN	pdam_00003189-RA, pdam_00022968-RA, pdam_00015590-RA, pdam_00008303-RA, pdam_00008299-RA
OG0000606	THA10_HUMAN	pdam_00017571-RA, pdam_00017570-RA, pdam_00023459-RA, pdam_00015237-RA
OG0000607	CP1A1_HUMAN, CP1A2_HUMAN	pdam_00023281-RA, pdam_00023279-RA, pdam_00023280-RA, pdam_00017504-RA, pdam_00013955-RA, pdam_00009885-RA
OG0000608	MK09_HUMAN, MK10_HUMAN, MK08_HUMAN	pdam_00010352-RA
OG0000609	TBB1_HUMAN, TBB8B_HUMAN, TBB8_HUMAN, TBB6_HUMAN, TBB3_HUMAN	pdam_00015864-RA, pdam_00011860-RA
OG0000610	BARH1_HUMAN, BARH2_HUMAN	pdam_00005570-RA, pdam_00005568-RA, pdam_00010680-RA, pdam_00010682-RA, pdam_00010679-RA
OG0000611	ATOH7_HUMAN, FIGLA_HUMAN	pdam_00004918-RA, pdam_00004916-RA, pdam_00004915-RA, pdam_00004917-RA, pdam_00004919-RA, pdam_00004921-RA, pdam_00004920-RA
OG0000612	SPB9_HUMAN, SPB6_HUMAN, HMSD_HUMAN, SPB8_HUMAN, ILEU_HUMAN	pdam_00006802-RA, pdam_00006803-RA, pdam_00011538-RA
OG0000613	CDN2A_HUMAN, CDN2B_HUMAN, CDN2C_HUMAN, CDN2D_HUMAN	pdam_00003733-RA, pdam_00006656-RA
OG0000614	GBG12_HUMAN, GBG7_HUMAN, GBG4_HUMAN, GBG3_HUMAN, GBG2_HUMAN, GBG8_HUMAN	pdam_00016581-RA
OG0000615	EGFEM_HUMAN	pdam_00016031-RA, pdam_00026066-RA, pdam_00021925-RA, pdam_00006054-RA
OG0000615	CCBE1_HUMAN	pdam_00025889-RA, pdam_00023188-RA, pdam_00021081-RA, pdam_00002948-RA
OG0000616	GPX5_HUMAN, GPX3_HUMAN, GPX6_HUMAN	pdam_00007388-RA, pdam_00014688-RA, pdam_00014086-RA
OG0000617	ANR16_HUMAN	pdam_00006954-RA, pdam_00006197-RA, pdam_00013787-RA, pdam_00005627-RA
OG0000618	TNF12_HUMAN, TNF13_HUMAN, TN13B_HUMAN	pdam_00001258-RA, pdam_00001259-RA, pdam_00001264-RA
OG0000619	AGAP2_HUMAN, AGAP3_HUMAN, AGAP1_HUMAN, AGA11_HUMAN, AGAP5_HUMAN, AGAP9_HUMAN, AGAP7_HUMAN, AGAP4_HUMAN, AGAP6_HUMAN	pdam_00010617-RA
OG0000620	ANR63_HUMAN	pdam_00024165-RA, pdam_00005918-RA, pdam_00016930-RA, pdam_00000278-RA, pdam_00016602-RA, pdam_00000194-RA, pdam_00023678-RA, pdam_00024166-RA
OG0000621	APOL3_HUMAN, APOL4_HUMAN, APOL1_HUMAN, APOL2_HUMAN, APOL5_HUMAN, APOL6_HUMAN	pdam_00012539-RA, pdam_00016643-RA, pdam_00012538-RA, pdam_00023208-RA, pdam_00008246-RA, pdam_00012143-RA, pdam_00016642-RA, pdam_00020801-RA
OG0000623	BHA15_HUMAN	pdam_00016420-RA, pdam_00012553-RA, pdam_00017795-RA, pdam_00008652-RA, pdam_00006293-RA, pdam_00006290-RA
OG0000624	BHMT1_HUMAN, BHMT2_HUMAN	pdam_00017049-RA, pdam_00015005-RA, pdam_00015008-RA, pdam_00015007-RA, pdam_00023084-RA, pdam_00009164-RA
OG0000625	BMP8A_HUMAN, BMP8B_HUMAN, BMP6_HUMAN, BMP7_HUMAN, BMP5_HUMAN	pdam_00021083-RA
OG0000626	LBP_HUMAN, BPI_HUMAN	pdam_00009794-RA, pdam_00009793-RA
OG0000627	BSPH1_HUMAN	pdam_00017896-RA, pdam_00012308-RA, pdam_00011527-RA, pdam_00020546-RA, pdam_00020542-RA, pdam_00001594-RA, pdam_00001592-RA, pdam_00001593-RA, pdam_00001591-RA
OG0000628	CAC1G_HUMAN, CAC1I_HUMAN, CAC1H_HUMAN	pdam_00009305-RA, pdam_00008782-RA, pdam_00025505-RA
OG0000629	CAMP1_HUMAN, CAMP3_HUMAN, CAMP2_HUMAN	pdam_00002594-RA
OG0000630	CERU_HUMAN, HEPH_HUMAN, HPHL1_HUMAN	pdam_00006688-RA, pdam_00015933-RA, pdam_00015932-RA, pdam_00015934-RA, pdam_00015929-RA, pdam_00012802-RA, pdam_00012801-RA, pdam_00006740-RA
OG0000631	CHD7_HUMAN, CHD6_HUMAN, CHD8_HUMAN, CHD9_HUMAN	pdam_00004643-RA
OG0000632	DEST_HUMAN, COF2_HUMAN, COF1_HUMAN	pdam_00017849-RA, pdam_00006547-RA
OG0000633	CP46A_HUMAN	pdam_00017121-RA, pdam_00014893-RA, pdam_00012125-RA, pdam_00015068-RA, pdam_00012868-RA, pdam_00001012-RA, pdam_00013570-RA, pdam_00013571-RA
OG0000634	CSRP3_HUMAN, CSRP2_HUMAN, CSRP1_HUMAN	pdam_00005454-RA
OG0000635	PKP4_HUMAN, CTND2_HUMAN	pdam_00015588-RA, pdam_00000724-RA
OG0000636	IHH_HUMAN, DHH_HUMAN, SHH_HUMAN	pdam_00014018-RA, pdam_00015707-RA
OG0000637	REQU_HUMAN, DPF1_HUMAN, DPF3_HUMAN	pdam_00003766-RA
OG0000638	DPYS_HUMAN, DPYL5_HUMAN, DPYL1_HUMAN, DPYL3_HUMAN, DPYL4_HUMAN, DPYL2_HUMAN	pdam_00006951-RA
OG0000639	ELAV1_HUMAN, ELAV3_HUMAN, ELAV4_HUMAN, ELAV2_HUMAN	pdam_00013243-RA, pdam_00013247-RA, pdam_00006641-RA
OG0000640	EMAL4_HUMAN, EMAL1_HUMAN, EMAL2_HUMAN	pdam_00003911-RA
OG0000642	FADS1_HUMAN, FADS2_HUMAN, FS2P1_HUMAN, FADS3_HUMAN	pdam_00017100-RA, pdam_00015453-RA
OG0000643	FBX50_HUMAN, FBX17_HUMAN, FBX27_HUMAN, FBX2_HUMAN, FBX44_HUMAN, FBX6_HUMAN	pdam_00001556-RA, pdam_00001555-RA
OG0000644	FBXL7_HUMAN	pdam_00008154-RA, pdam_00015135-RA, pdam_00006381-RA, pdam_00010351-RA, pdam_00018774-RA, pdam_00010895-RA
OG0000645	FGF18_HUMAN, FGF17_HUMAN, FGF8_HUMAN	pdam_00011699-RA, pdam_00011707-RA, pdam_00011698-RA, pdam_00011697-RA, pdam_00007632-RA
OG0000646	FHL1_HUMAN, FHL3_HUMAN, FHL5_HUMAN, FHL2_HUMAN	pdam_00012543-RA, pdam_00011149-RA
OG0000647	FMO5_HUMAN, FMO2_HUMAN, FMO1_HUMAN, FMO6_HUMAN, FMO3_HUMAN	pdam_00000379-RA, pdam_00006962-RA, pdam_00006961-RA
OG0000648	GCNT7_HUMAN, GNT2A_HUMAN, GCNT4_HUMAN, GCNT1_HUMAN, GCNT3_HUMAN	pdam_00004389-RA
OG0000649	GLUCM_HUMAN	pdam_00023317-RA, pdam_00021006-RA, pdam_00021012-RA, pdam_00002052-RA, pdam_00002051-RA, pdam_00005335-RA, pdam_00021011-RA
OG0000650	H10_HUMAN	pdam_00013847-RA, pdam_00022882-RA, pdam_00022738-RA, pdam_00022741-RA, pdam_00007056-RA, pdam_00000775-RA
OG0000653	LAMA4_HUMAN, LAMA5_HUMAN, LAMA3_HUMAN	pdam_00005840-RA, pdam_00005839-RA, pdam_00003709-RA
OG0000654	LEMD2_HUMAN, MAN1_HUMAN	pdam_00008249-RA, pdam_00008250-RA, pdam_00008247-RA
OG0000655	LMO4_HUMAN	pdam_00007889-RA, pdam_00012799-RA, pdam_00007893-RA
OG0000656	LMTD1_HUMAN	pdam_00011730-RA
OG0000657	M4K2_HUMAN, M4K1_HUMAN, M4K3_HUMAN, M4K5_HUMAN	pdam_00022022-RA
OG0000658	MAFK_HUMAN, MAFG_HUMAN, MAFF_HUMAN	pdam_00011116-RA, pdam_00011114-RA, pdam_00018944-RA, pdam_00011115-RA, pdam_00011117-RA, pdam_00018945-RA, pdam_00009443-RA
OG0000659	MEF2D_HUMAN, MEF2C_HUMAN, MEF2A_HUMAN	pdam_00000861-RA
OG0000660	MYCD_HUMAN, MRTFB_HUMAN, MRTFA_HUMAN	pdam_00005735-RA
OG0000661	NEUL2_HUMAN, NEUL3_HUMAN, NEUL1_HUMAN, NEU1B_HUMAN	pdam_00020355-RA, pdam_00011377-RA
OG0000662	NHLC1_HUMAN	pdam_00024045-RA, pdam_00011643-RA, pdam_00011644-RA, pdam_00004677-RA, pdam_00025544-RA, pdam_00022731-RA, pdam_00024370-RA, pdam_00024043-RA, pdam_00017743-RA, pdam_00013559-RA, pdam_00012652-RA
OG0000665	NUDT3_HUMAN, NUD4B_HUMAN, NUDT4_HUMAN, NUD10_HUMAN, NUD11_HUMAN	pdam_00001026-RA
OG0000666	NWD1_HUMAN	pdam_00002962-RA, pdam_00014349-RA, pdam_00008174-RA, pdam_00021578-RA, pdam_00021580-RA, pdam_00021579-RA, pdam_00013884-RA, pdam_00004781-RA
OG0000667	PAK1_HUMAN, PAK2_HUMAN, PAK3_HUMAN	pdam_00014829-RA
OG0000668	PH4H_HUMAN, TY3H_HUMAN, TPH2_HUMAN, TPH1_HUMAN	pdam_00007442-RA
OG0000669	PIR_HUMAN	pdam_00007306-RA
OG0000670	PLPP3_HUMAN, PLPP2_HUMAN, PLPP1_HUMAN	pdam_00010780-RA, pdam_00010779-RA, pdam_00002228-RA
OG0000671	RM15_HUMAN	pdam_00022425-RA, pdam_00010270-RA, pdam_00006863-RA, pdam_00010268-RA, pdam_00010264-RA, pdam_00022424-RA, pdam_00022422-RA, pdam_00022423-RA, pdam_00022426-RA, pdam_00017467-RA, pdam_00018707-RA
OG0000672	S29A2_HUMAN, S29A1_HUMAN	pdam_00018624-RA
OG0000673	SAPL1_HUMAN, SAP_HUMAN	pdam_00020424-RA
OG0000674	SLNL1_HUMAN	pdam_00009134-RA, pdam_00002622-RA, pdam_00017799-RA
OG0000675	SPY2_HUMAN, SPY3_HUMAN, SPY4_HUMAN, SPY1_HUMAN	pdam_00011696-RA, pdam_00005041-RA, pdam_00005039-RA, pdam_00005040-RA
OG0000676	SWAHC_HUMAN, SWAHD_HUMAN, SWAHA_HUMAN, SWAHB_HUMAN	pdam_00009119-RA, pdam_00004804-RA
OG0000677	TM163_HUMAN	pdam_00013695-RA, pdam_00013697-RA, pdam_00013694-RA, pdam_00019080-RA, pdam_00019079-RA, pdam_00000129-RA, pdam_00000128-RA, pdam_00000123-RA, pdam_00015000-RA, pdam_00014999-RA
OG0000678	TOR1A_HUMAN, TOR1B_HUMAN, TOR3A_HUMAN, TOR2X_HUMAN, TOR2A_HUMAN	pdam_00022296-RA
OG0000679	UBR2_HUMAN	pdam_00012149-RA, pdam_00020015-RA, pdam_00003844-RA, pdam_00017507-RA, pdam_00024317-RA, pdam_00007581-RA, pdam_00017508-RA, pdam_00007582-RA, pdam_00000209-RA, pdam_00023749-RA, pdam_00022555-RA
OG0000680	VP13C_HUMAN, VP13A_HUMAN	pdam_00004024-RA, pdam_00007606-RA, pdam_00007607-RA, pdam_00007610-RA, pdam_00007611-RA, pdam_00007608-RA, pdam_00007609-RA
OG0000681	XKR6_HUMAN, XKR4_HUMAN, XKR7_HUMAN	pdam_00002818-RA, pdam_00002821-RA
OG0000701	CUZD1_HUMAN	pdam_00007002-RA, pdam_00007001-RA
OG0000702	SRCRL_HUMAN, CD5L_HUMAN, SRB4D_HUMAN	pdam_00022232-RA, pdam_00025302-RA
OG0000703	LRP5L_HUMAN	pdam_00017136-RA, pdam_00017140-RA, pdam_00017142-RA, pdam_00017141-RA, pdam_00015731-RA, pdam_00015732-RA, pdam_00000102-RA, pdam_00024571-RA, pdam_00000110-RA, pdam_00000105-RA
OG0000704	TSN11_HUMAN, CD151_HUMAN	pdam_00012077-RA, pdam_00012072-RA, pdam_00008597-RA
OG0000706	CO5A3_HUMAN, COBA2_HUMAN, CO5A1_HUMAN, COBA1_HUMAN	pdam_00005882-RA, pdam_00018710-RA, pdam_00007013-RA
OG0000707	TSEAR_HUMAN	pdam_00023747-RA, pdam_00017754-RA, pdam_00017757-RA, pdam_00017753-RA, pdam_00017755-RA, pdam_00017756-RA, pdam_00020730-RA
OG0000708	LGI2_HUMAN, LGI3_HUMAN, LGI4_HUMAN, LGI1_HUMAN	pdam_00018248-RA
OG0000709	S6A17_HUMAN, S6A15_HUMAN	pdam_00001146-RA, pdam_00001147-RA, pdam_00001144-RA
OG0000710	NEDD8_HUMAN	pdam_00004375-RA, pdam_00023526-RA, pdam_00004371-RA
OG0000711	PLCD4_HUMAN, PLCD3_HUMAN, PLCD1_HUMAN	pdam_00017444-RA
OG0000712	ARSB_HUMAN	pdam_00009726-RA, pdam_00001266-RA, pdam_00019336-RA, pdam_00016557-RA, pdam_00016558-RA, pdam_00009886-RA, pdam_00010072-RA, pdam_00010071-RA
OG0000713	KCRM_HUMAN, KCRB_HUMAN	pdam_00010805-RA, pdam_00010807-RA, pdam_00009166-RA, pdam_00003307-RA
OG0000715	CHSTD_HUMAN, CHSTB_HUMAN	pdam_00000781-RA, pdam_00007193-RA, pdam_00017547-RA, pdam_00010967-RA, pdam_00004099-RA, pdam_00004098-RA, pdam_00006693-RA, pdam_00016367-RA, pdam_00005240-RA
OG0000716	ABCA5_HUMAN, ABCA9_HUMAN, ABCA8_HUMAN, ABCAA_HUMAN, ABCA6_HUMAN	pdam_00005435-RA, pdam_00005437-RA
OG0000717	ACSL5_HUMAN, ACSL6_HUMAN, ACSL1_HUMAN	pdam_00009465-RA, pdam_00009469-RA, pdam_00009474-RA
OG0000718	ADHX_HUMAN, ADH4_HUMAN, ADH7_HUMAN, ADH1A_HUMAN, ADH1B_HUMAN, ADH1G_HUMAN	pdam_00019515-RA, pdam_00022046-RA
OG0000719	XDH_HUMAN, AOXA_HUMAN	pdam_00016239-RA, pdam_00015397-RA
OG0000720	ARAP1_HUMAN, ARAP3_HUMAN, ARAP2_HUMAN	pdam_00011946-RA
OG0000721	ARRD3_HUMAN, ARRD2_HUMAN, TXNIP_HUMAN, ARRD4_HUMAN	pdam_00015160-RA, pdam_00003145-RA, pdam_00015165-RA, pdam_00015168-RA
OG0000722	ASGL1_HUMAN	pdam_00024410-RA, pdam_00000248-RA, pdam_00017671-RA
OG0000723	AT1B1_HUMAN, AT1B3_HUMAN, AT1B2_HUMAN, AT1B4_HUMAN, ATP4B_HUMAN	pdam_00001774-RA
OG0000724	AT2A3_HUMAN, AT2A1_HUMAN, AT2A2_HUMAN	pdam_00006613-RA
OG0000725	C27C1_HUMAN, CP27A_HUMAN, CP27B_HUMAN	pdam_00009122-RA, pdam_00016567-RA
OG0000728	TSP3_HUMAN, TSP4_HUMAN, COMP_HUMAN	pdam_00004761-RA, pdam_00004765-RA
OG0000729	CRSPL_HUMAN, PI15_HUMAN, CRLD1_HUMAN, CRLD2_HUMAN	pdam_00020230-RA, pdam_00020229-RA, pdam_00020232-RA, pdam_00018382-RA
OG0000730	CRX_HUMAN, OTX1_HUMAN, OTX2_HUMAN	pdam_00000648-RA, pdam_00000647-RA, pdam_00000650-RA, pdam_00000649-RA
OG0000732	CSEN_HUMAN, KCIP1_HUMAN, KCIP4_HUMAN	pdam_00003580-RA
OG0000733	RDH8_HUMAN, DHB1_HUMAN	pdam_00022094-RA, pdam_00005321-RA, pdam_00005322-RA, pdam_00011271-RA, pdam_00011270-RA, pdam_00000970-RA
OG0000734	ECE1_HUMAN, ECE2_HUMAN, EFCE2_HUMAN	pdam_00016941-RA, pdam_00014595-RA
OG0000735	EGLN1_HUMAN, EGLN2_HUMAN, EGLN3_HUMAN	pdam_00023039-RA, pdam_00005262-RA
OG0000736	ETS1_HUMAN, ETS2_HUMAN	pdam_00006392-RA, pdam_00022989-RA
OG0000737	RELD1_HUMAN, FRRS1_HUMAN	pdam_00012972-RA, pdam_00015851-RA, pdam_00015853-RA, pdam_00015852-RA, pdam_00006675-RA
OG0000738	GTR14_HUMAN, GTR3_HUMAN, GLUT4_HUMAN, GTR1_HUMAN	pdam_00006372-RA
OG0000739	GON4L_HUMAN, YYAP1_HUMAN	pdam_00013959-RA
OG0000740	GP157_HUMAN	pdam_00011144-RA, pdam_00000009-RA, pdam_00011702-RA, pdam_00010164-RA, pdam_00011143-RA, pdam_00011141-RA, pdam_00011142-RA
OG0000742	HNMT_HUMAN	pdam_00016549-RA, pdam_00016553-RA, pdam_00016552-RA, pdam_00021213-RA, pdam_00006534-RA, pdam_00016486-RA
OG0000743	KANK3_HUMAN, KANK4_HUMAN, KANK2_HUMAN	pdam_00019217-RA
OG0000744	KS6A1_HUMAN, KS6A2_HUMAN, KS6A3_HUMAN, KS6A6_HUMAN	pdam_00004023-RA
OG0000745	MFSD6_HUMAN	pdam_00009662-RA, pdam_00011161-RA, pdam_00009282-RA, pdam_00025947-RA, pdam_00012681-RA, pdam_00023192-RA, pdam_00014280-RA, pdam_00012680-RA
OG0000746	MRCKG_HUMAN, MRCKA_HUMAN, MRCKB_HUMAN	pdam_00011615-RA
OG0000747	MSD1_HUMAN, MSD2_HUMAN	pdam_00023679-RA, pdam_00024508-RA, pdam_00024294-RA, pdam_00024293-RA, pdam_00024678-RA, pdam_00024986-RA
OG0000748	MYO5A_HUMAN, MYO5B_HUMAN	pdam_00017928-RA, pdam_00012322-RA
