Orthogroup	Acer	Mmus
OG0000047	KAK2572152.1, KAK2572153.1, KAK2572146.1, KAK2572296.1, KAK2572301.1, KAK2572304.1, KAK2562233.1, KAK2562236.1, KAK2562235.1, KAK2562237.1, KAK2562238.1	BKRB2_MOUSE, BKRB1_MOUSE, AGTR2_MOUSE, AGTRB_MOUSE, AGTRA_MOUSE, ACKR2_MOUSE, XCR1_MOUSE, CCR4_MOUSE, CCR5_MOUSE, CCR2_MOUSE, CCR3_MOUSE, CC1L1_MOUSE, CCR1_MOUSE, CCR8_MOUSE, CX3C1_MOUSE, CXCR2_MOUSE, CXCR1_MOUSE, CCR7_MOUSE, CCR6_MOUSE, CXCR4_MOUSE, CXCR3_MOUSE
OG0000072	KAK2549526.1, KAK2556159.1, KAK2549525.1, KAK2561842.1, KAK2568041.1, KAK2568970.1, KAK2561844.1, KAK2558884.1, KAK2568720.1, KAK2562602.1, KAK2562601.1, KAK2549380.1, KAK2549381.1, KAK2555788.1, KAK2554171.1, KAK2564500.1, KAK2554066.1, KAK2549162.1, KAK2548521.1, KAK2549163.1, KAK2547383.1, KAK2549524.1	SPD2A_MOUSE, SPD2B_MOUSE
OG0000109	KAK2565310.1, KAK2565311.1, KAK2572598.1, KAK2564867.1, KAK2550634.1, KAK2550632.1, KAK2550633.1	CP3AB_MOUSE, CP341_MOUSE, CP3AG_MOUSE, CP3AP_MOUSE, CP3AD_MOUSE
OG0000120	KAK2570276.1, KAK2570275.1, KAK2564195.1, KAK2562688.1, KAK2569729.1, KAK2564194.1, KAK2548534.1, KAK2560616.1, KAK2548495.1, KAK2561787.1, KAK2557412.1, KAK2554202.1, KAK2568042.1, KAK2557411.1, KAK2548496.1, KAK2566437.1, KAK2561665.1, KAK2555969.1, KAK2565695.1, KAK2558906.1, KAK2562655.1, KAK2552436.1, KAK2554104.1, KAK2557072.1, KAK2564386.1, KAK2562522.1, KAK2548374.1, KAK2555801.1, KAK2547577.1, KAK2547579.1, KAK2552013.1	K1958_MOUSE
OG0000087	KAK2551070.1, KAK2569026.1, KAK2569156.1, KAK2569480.1, KAK2569481.1, KAK2560239.1, KAK2560250.1, KAK2570477.1, KAK2570329.1, KAK2570492.1, KAK2547027.1, KAK2549056.1, KAK2570079.1, KAK2553735.1, KAK2561390.1, KAK2561257.1, KAK2561222.1, KAK2561259.1, KAK2561224.1, KAK2561254.1, KAK2561218.1, KAK2561225.1	TLR13_MOUSE, TLR2_MOUSE, TLR6_MOUSE, TLR1_MOUSE
OG0000113	KAK2568712.1, KAK2568716.1, KAK2568714.1	JDP2_MOUSE, ATF3_MOUSE, FOSB_MOUSE, FOS_MOUSE, FOSL1_MOUSE, FOSL2_MOUSE
OG0000098	KAK2557066.1, KAK2559901.1, KAK2559895.1, KAK2559898.1, KAK2559899.1, KAK2553413.1, KAK2559929.1, KAK2559897.1, KAK2553475.1, KAK2559807.1, KAK2559808.1, KAK2559809.1, KAK2559810.1, KAK2559812.1, KAK2560289.1, KAK2560293.1, KAK2560299.1, KAK2560288.1, KAK2546716.1, KAK2553785.1, KAK2560300.1, KAK2547025.1	RPA43_MOUSE
OG0000108	KAK2556160.1, KAK2551566.1, KAK2553805.1, KAK2559185.1, KAK2565557.1, KAK2569546.1, KAK2569547.1, KAK2547835.1, KAK2547138.1, KAK2547839.1, KAK2547828.1, KAK2547836.1, KAK2569549.1, KAK2569606.1, KAK2569599.1, KAK2552859.1, KAK2559022.1, KAK2574277.1	MFAP4_MOUSE, FCN1_MOUSE, FCN2_MOUSE
OG0000073	KAK2554627.1, KAK2549649.1, KAK2549650.1, KAK2567336.1, KAK2560327.1, KAK2559379.1, KAK2560324.1, KAK2560329.1, KAK2560325.1, KAK2560326.1, KAK2550894.1, KAK2560114.1, KAK2560108.1, KAK2560322.1, KAK2560109.1, KAK2560112.1, KAK2560113.1, KAK2547698.1, KAK2555590.1, KAK2548583.1, KAK2546910.1, KAK2552503.1, KAK2552499.1, KAK2546750.1, KAK2552496.1, KAK2566370.1, KAK2566226.1, KAK2566347.1, KAK2566204.1, KAK2566308.1, KAK2553112.1, KAK2566235.1, KAK2566129.1, KAK2566126.1, KAK2566220.1, KAK2566227.1, KAK2566125.1, KAK2566190.1, KAK2566353.1, KAK2566225.1, KAK2566111.1	PIDD1_MOUSE
OG0000132	KAK2558466.1, KAK2552732.1, KAK2552737.1, KAK2565770.1, KAK2552733.1, KAK2552681.1, KAK2552735.1	CEL3B_MOUSE, CTRC_MOUSE, CEL2A_MOUSE, CELA1_MOUSE
OG0000129	KAK2556749.1, KAK2551307.1, KAK2563114.1, KAK2563113.1, KAK2563117.1, KAK2551308.1, KAK2551784.1, KAK2566340.1, KAK2560734.1, KAK2566337.1, KAK2556680.1	LIPR1_MOUSE, LIPP_MOUSE, LIPR2_MOUSE, LIPH_MOUSE
OG0000134	KAK2557336.1, KAK2562633.1, KAK2552147.1, KAK2549853.1, KAK2560842.1, KAK2552592.1, KAK2549849.1, KAK2560847.1, KAK2570459.1, KAK2560841.1, KAK2559049.1, KAK2547257.1, KAK2559522.1, KAK2548868.1, KAK2558596.1, KAK2548502.1, KAK2547099.1, KAK2548515.1, KAK2563707.1, KAK2572696.1, KAK2547188.1, KAK2547452.1, KAK2573068.1, KAK2572693.1, KAK2548516.1, KAK2553013.1, KAK2563827.1	RN152_MOUSE
OG0000029	KAK2572785.1	ZNF18_MOUSE, ZN496_MOUSE, ZN263_MOUSE, ZSC20_MOUSE, ZN394_MOUSE, ZSC26_MOUSE, ZKSC1_MOUSE, ZNF24_MOUSE, ZKSC3_MOUSE, ZSC12_MOUSE, ZN445_MOUSE, ZSC21_MOUSE, ZKSC5_MOUSE
OG0000060	KAK2573348.1, KAK2573760.1, KAK2573349.1, KAK2573761.1, KAK2560539.1, KAK2551731.1, KAK2552141.1, KAK2551672.1, KAK2551671.1, KAK2552139.1, KAK2547806.1, KAK2551867.1, KAK2548644.1, KAK2572782.1, KAK2573180.1, KAK2557206.1, KAK2572655.1, KAK2573181.1, KAK2565199.1	GALR1_MOUSE, GALR3_MOUSE, GALR2_MOUSE
OG0000077	KAK2565404.1	RINI_MOUSE, NLRP6_MOUSE, NLRP3_MOUSE, NAL12_MOUSE, NAL10_MOUSE, NLR1A_MOUSE, NL1B2_MOUSE, NL1B3_MOUSE, NL1B4_MOUSE, NL1B1_MOUSE, NL1B5_MOUSE, NAL4B_MOUSE, NAL4F_MOUSE, NAL4A_MOUSE, NAL4C_MOUSE, NAL4E_MOUSE, NLR9B_MOUSE, NLR9A_MOUSE, NLR9C_MOUSE, NALP5_MOUSE, NAL14_MOUSE
OG0000136	KAK2551187.1, KAK2551794.1, KAK2566200.1, KAK2566384.1, KAK2566380.1, KAK2566383.1, KAK2551239.1	TEFF2_MOUSE, TEFF1_MOUSE
OG0000104	KAK2567441.1, KAK2567443.1	EDIL3_MOUSE, MFGM_MOUSE
OG0000156	KAK2573826.1, KAK2573279.1, KAK2561256.1, KAK2573284.1, KAK2561815.1, KAK2549096.1, KAK2549099.1, KAK2561812.1, KAK2557459.1, KAK2549320.1, KAK2557881.1, KAK2568789.1, KAK2568870.1, KAK2568791.1, KAK2546689.1, KAK2550773.1	XLRS1_MOUSE
OG0000079	KAK2572651.1	S10A9_MOUSE, S10AD_MOUSE, S10AB_MOUSE, S10A5_MOUSE, S10A3_MOUSE, S10A6_MOUSE, S10A4_MOUSE, S10A1_MOUSE, S10AA_MOUSE, S100B_MOUSE, S100G_MOUSE, S115A_MOUSE, S10A8_MOUSE, HORN_MOUSE, FILA2_MOUSE
OG0000165	KAK2549050.1, KAK2552233.1, KAK2552234.1, KAK2549575.1, KAK2562734.1, KAK2549210.1, KAK2549211.1, KAK2552236.1, KAK2557605.1, KAK2556938.1, KAK2564590.1, KAK2564592.1, KAK2564593.1, KAK2557076.1, KAK2551343.1, KAK2558826.1, KAK2551376.1, KAK2548174.1, KAK2551684.1, KAK2548983.1, KAK2557320.1, KAK2550543.1, KAK2564022.1, KAK2564234.1	HGS_MOUSE
OG0000177	KAK2569058.1, KAK2567948.1, KAK2549918.1, KAK2549922.1, KAK2568092.1, KAK2553402.1, KAK2568095.1, KAK2567946.1, KAK2567805.1, KAK2549919.1, KAK2569983.1, KAK2567947.1, KAK2567803.1, KAK2570744.1, KAK2568097.1	RXFP2_MOUSE, RXFP1_MOUSE
OG0000107	KAK2554218.1, KAK2546812.1, KAK2563303.1, KAK2546811.1, KAK2563308.1, KAK2563238.1, KAK2563201.1, KAK2563202.1, KAK2563267.1	VWDE_MOUSE
OG0000130	KAK2570708.1, KAK2570709.1	TAGL_MOUSE, TAGL3_MOUSE, TAGL2_MOUSE, CNN3_MOUSE, CNN1_MOUSE, CNN2_MOUSE
OG0000174	KAK2557290.1, KAK2572582.1, KAK2562022.1, KAK2570416.1, KAK2570417.1, KAK2570282.1, KAK2570468.1, KAK2570088.1, KAK2570476.1, KAK2566461.1, KAK2547428.1, KAK2548105.1, KAK2551492.1, KAK2566703.1, KAK2551476.1, KAK2557288.1, KAK2559172.1, KAK2565689.1	CUZD1_MOUSE
OG0000082	KAK2572246.1, KAK2546941.1, KAK2572186.1, KAK2546929.1, KAK2546934.1, KAK2546935.1, KAK2572188.1, KAK2546943.1, KAK2572185.1, KAK2546942.1	CRFR1_MOUSE, CRFR2_MOUSE, CALRL_MOUSE, CALCR_MOUSE, PTH1R_MOUSE, PTH2R_MOUSE, GLP2R_MOUSE, GLP1R_MOUSE, GLR_MOUSE, GIPR_MOUSE, SCTR_MOUSE, GHRHR_MOUSE, VIPR1_MOUSE, PACR_MOUSE, VIPR2_MOUSE
OG0000105	KAK2571603.1	MYH6_MOUSE, MYH7_MOUSE, MYH3_MOUSE, MYH8_MOUSE, MYH2_MOUSE, MYH4_MOUSE, MYH1_MOUSE, MYH7B_MOUSE
OG0000154	KAK2560992.1, KAK2551861.1, KAK2559515.1, KAK2546937.1, KAK2565832.1, KAK2547223.1, KAK2564510.1, KAK2566885.1, KAK2547222.1, KAK2558800.1, KAK2558784.1, KAK2550148.1, KAK2556679.1, KAK2547354.1, KAK2556678.1, KAK2548660.1, KAK2563987.1, KAK2552297.1, KAK2555186.1, KAK2572953.1, KAK2555711.1, KAK2555080.1	RDH13_MOUSE, RDH11_MOUSE, RDH12_MOUSE
OG0000176	KAK2547898.1, KAK2570465.1, KAK2549319.1, KAK2548518.1, KAK2550675.1, KAK2550668.1, KAK2548528.1, KAK2558570.1, KAK2567712.1, KAK2566342.1, KAK2548470.1, KAK2553470.1, KAK2552453.1, KAK2551685.1, KAK2562604.1, KAK2550665.1, KAK2554639.1, KAK2565618.1, KAK2558601.1, KAK2558701.1, KAK2570338.1, KAK2563828.1, KAK2568917.1, KAK2551392.1, KAK2551408.1	HARB1_MOUSE
OG0000095	KAK2567783.1	GOGA2_MOUSE
OG0000103	KAK2558135.1, KAK2557128.1, KAK2561511.1, KAK2561764.1	HBAZ_MOUSE, HBA_MOUSE, HBB0_MOUSE, HBBZ_MOUSE, HBE_MOUSE, HBB1_MOUSE, HBB2_MOUSE, MYG_MOUSE, CYGB_MOUSE, NGB_MOUSE
OG0000167	KAK2568860.1, KAK2568918.1, KAK2568865.1	PAPOG_MOUSE, PAPOB_MOUSE, PAPOA_MOUSE
OG0000186	KAK2566467.1, KAK2553135.1, KAK2564714.1, KAK2552541.1, KAK2573778.1, KAK2568212.1, KAK2566330.1, KAK2568244.1, KAK2566328.1, KAK2568405.1, KAK2566443.1, KAK2566442.1, KAK2568240.1, KAK2568242.1, KAK2566329.1, KAK2566345.1, KAK2568494.1, KAK2566444.1	B4GN4_MOUSE, B4GN3_MOUSE
OG0000094	KAK2562024.1, KAK2566000.1, KAK2553772.1, KAK2563275.1, KAK2557465.1, KAK2564826.1, KAK2557475.1, KAK2564823.1, KAK2557464.1	PROP_MOUSE
OG0000139	KAK2568112.1, KAK2570741.1	NOTC1_MOUSE, NOTC3_MOUSE, NOTC2_MOUSE, MYOME_MOUSE
OG0000170	KAK2565513.1, KAK2571412.1, KAK2571410.1, KAK2549396.1, KAK2556156.1, KAK2556552.1, KAK2555260.1, KAK2551398.1, KAK2548197.1, KAK2548208.1, KAK2547529.1, KAK2556551.1, KAK2562821.1, KAK2565331.1, KAK2570046.1, KAK2571413.1, KAK2567162.1, KAK2546740.1, KAK2556786.1, KAK2553125.1, KAK2546739.1, KAK2553124.1, KAK2570904.1	TM135_MOUSE
OG0000162	KAK2561006.1, KAK2560950.1, KAK2561008.1, KAK2552736.1, KAK2552734.1	MMP16_MOUSE, MMP24_MOUSE, MMP14_MOUSE, MMP15_MOUSE, MMP25_MOUSE
OG0000198	KAK2559594.1, KAK2566612.1, KAK2566611.1, KAK2566728.1, KAK2559738.1, KAK2555424.1, KAK2566916.1, KAK2561091.1, KAK2561084.1, KAK2561085.1, KAK2567064.1, KAK2557273.1, KAK2561485.1, KAK2556907.1, KAK2556908.1, KAK2556909.1, KAK2558404.1, KAK2556911.1, KAK2556912.1, KAK2574313.1, KAK2574614.1	PRRT4_MOUSE, PRRT3_MOUSE
OG0000180	KAK2551633.1, KAK2557395.1	MMP2_MOUSE, MMP9_MOUSE, MMP20_MOUSE, MMP7_MOUSE, MMP13_MOUSE, MMP12_MOUSE, MMP8_MOUSE, MMP1A_MOUSE, MMP1B_MOUSE, MMP3_MOUSE, MMP10_MOUSE
OG0000221	KAK2561771.1, KAK2555750.1, KAK2553550.1, KAK2546649.1, KAK2565752.1, KAK2550818.1, KAK2570183.1, KAK2546933.1, KAK2550657.1, KAK2557961.1, KAK2558040.1, KAK2558045.1, KAK2549127.1, KAK2559893.1, KAK2552301.1, KAK2546905.1, KAK2557347.1, KAK2548402.1, KAK2547485.1, KAK2566813.1, KAK2548894.1	THA11_MOUSE
OG0000185	KAK2551887.1, KAK2562802.1, KAK2562909.1, KAK2562910.1, KAK2551891.1, KAK2559181.1, KAK2571052.1, KAK2551886.1, KAK2551930.1	NPTN_MOUSE, BASI_MOUSE
OG0000217	KAK2570694.1, KAK2552958.1, KAK2561654.1, KAK2568091.1, KAK2566570.1, KAK2573942.1, KAK2570702.1, KAK2548002.1, KAK2558789.1, KAK2552210.1, KAK2554115.1, KAK2558783.1, KAK2552207.1, KAK2547361.1, KAK2558838.1, KAK2557051.1, KAK2567745.1, KAK2552829.1, KAK2565696.1, KAK2553581.1, KAK2564034.1, KAK2561845.1	LORF2_MOUSE
OG0000231	KAK2570863.1, KAK2548825.1, KAK2548844.1, KAK2548320.1, KAK2555638.1, KAK2555691.1, KAK2555695.1, KAK2564513.1, KAK2563975.1, KAK2555692.1, KAK2548321.1, KAK2555694.1, KAK2555689.1, KAK2555690.1, KAK2546615.1, KAK2555696.1, KAK2555688.1	T121B_MOUSE
OG0000193	KAK2569482.1, KAK2559569.1, KAK2554046.1, KAK2554402.1, KAK2556131.1, KAK2547173.1, KAK2559139.1, KAK2566893.1, KAK2548533.1, KAK2555140.1, KAK2551724.1, KAK2555918.1, KAK2551723.1, KAK2555160.1, KAK2569239.1, KAK2549951.1, KAK2546848.1, KAK2558406.1, KAK2557416.1, KAK2573274.1, KAK2566669.1	VPS4A_MOUSE, VPS4B_MOUSE
OG0000205	KAK2566876.1, KAK2566877.1, KAK2566872.1, KAK2546850.1, KAK2566869.1, KAK2546851.1, KAK2566878.1, KAK2567187.1	LYAM2_MOUSE, LYAM3_MOUSE, LYAM1_MOUSE
OG0000227	KAK2547021.1, KAK2559003.1, KAK2549414.1, KAK2559000.1, KAK2552478.1, KAK2546671.1, KAK2559759.1, KAK2556335.1, KAK2557109.1, KAK2546900.1, KAK2566381.1, KAK2546672.1, KAK2556221.1, KAK2568994.1, KAK2546902.1, KAK2556781.1, KAK2574458.1	NTH_MOUSE
OG0000138	KAK2567130.1	ACSM3_MOUSE, ACSM5_MOUSE, ACSM4_MOUSE, ACSM2_MOUSE, ACSM1_MOUSE
OG0000211	KAK2553937.1, KAK2553941.1, KAK2553968.1, KAK2553885.1, KAK2553883.1, KAK2553886.1, KAK2553940.1, KAK2553942.1, KAK2553884.1, KAK2553939.1, KAK2553970.1	CAHD1_MOUSE
OG0000225	KAK2569054.1	UBP36_MOUSE
OG0000084	KAK2562816.1, KAK2563829.1, KAK2570334.1, KAK2565617.1, KAK2551329.1, KAK2551414.1, KAK2548471.1, KAK2566331.1, KAK2571631.1, KAK2567711.1, KAK2550663.1, KAK2551560.1, KAK2560833.1, KAK2570328.1, KAK2548517.1, KAK2549353.1, KAK2546829.1, KAK2547901.1, KAK2553678.1, KAK2562289.1, KAK2550051.1, KAK2553682.1, KAK2552556.1, KAK2547505.1, KAK2552091.1, KAK2561936.1, KAK2562905.1, KAK2558750.1, KAK2567420.1, KAK2548527.1, KAK2548526.1, KAK2558573.1, KAK2554296.1, KAK2550662.1, KAK2555166.1	NAIF1_MOUSE
OG0000106	KAK2546642.1	H2B1A_MOUSE, H2B1M_MOUSE, H2B1H_MOUSE, H2B1C_MOUSE, H2B2B_MOUSE, H2B1B_MOUSE, H2B1P_MOUSE, H2B1F_MOUSE, H2B1K_MOUSE, H2B2E_MOUSE, H2B3A_MOUSE, H2B3B_MOUSE
OG0000128	KAK2548674.1, KAK2557806.1	MAGBG_MOUSE, MAGBI_MOUSE, NSE3_MOUSE
OG0000168	KAK2560030.1, KAK2557604.1	EST3A_MOUSE, EST3B_MOUSE, EST5A_MOUSE, EST2C_MOUSE, EST2A_MOUSE, EST2E_MOUSE, EST4A_MOUSE, EST1C_MOUSE, EST1D_MOUSE, EST1_MOUSE, EST1E_MOUSE, EST1F_MOUSE, ACES_MOUSE, CHLE_MOUSE
OG0000228	KAK2565266.1	PTPRT_MOUSE, PTPRM_MOUSE, PTPRU_MOUSE, PTPRK_MOUSE
OG0000241	KAK2559024.1, KAK2558971.1, KAK2559026.1, KAK2574252.1	COCH_MOUSE, VITRN_MOUSE, MATN1_MOUSE, MATN3_MOUSE, MATN2_MOUSE, MATN4_MOUSE
OG0000240	KAK2564115.1, KAK2564114.1, KAK2564116.1, KAK2550574.1, KAK2567550.1, KAK2548566.1, KAK2548536.1, KAK2548564.1, KAK2563580.1	MRP4_MOUSE
OG0000248	KAK2546701.1, KAK2553275.1, KAK2566064.1, KAK2566056.1, KAK2574202.1, KAK2547059.1, KAK2555964.1, KAK2566058.1, KAK2565836.1, KAK2547057.1, KAK2565835.1, KAK2566063.1, KAK2549403.1, KAK2548653.1, KAK2555797.1, KAK2548192.1, KAK2547131.1	TRAF1_MOUSE, TRAF2_MOUSE
OG0000257	KAK2559634.1, KAK2559635.1, KAK2559782.1, KAK2559629.1, KAK2559628.1, KAK2559630.1, KAK2571367.1, KAK2559631.1, KAK2571369.1, KAK2572401.1	CP27A_MOUSE, CP27B_MOUSE
OG0000149	KAK2561011.1, KAK2560867.1, KAK2550803.1, KAK2563045.1	SCNBA_MOUSE, SCNAA_MOUSE, SCN5A_MOUSE, SCN4A_MOUSE, SCN8A_MOUSE, SCN7A_MOUSE, SCN9A_MOUSE, SCN3A_MOUSE, SCN1A_MOUSE, SCN2A_MOUSE
OG0000159	KAK2554811.1, KAK2549870.1, KAK2572656.1, KAK2572810.1	CRBB1_MOUSE, CRBB2_MOUSE, CRBB3_MOUSE, CRBA2_MOUSE, CRBA4_MOUSE, CRBA1_MOUSE, CRGN_MOUSE, CRYGS_MOUSE, CRGB_MOUSE, CRGD_MOUSE, CRGE_MOUSE, CRGF_MOUSE, CRGA_MOUSE, CRGC_MOUSE
OG0000189	KAK2571638.1, KAK2571639.1, KAK2560345.1	KCNJ8_MOUSE, KCJ11_MOUSE, KCNJ4_MOUSE, KCJ12_MOUSE, KCNJ2_MOUSE, KCJ14_MOUSE, KCNJ3_MOUSE, KCNJ9_MOUSE, KCNJ6_MOUSE, KCNJ5_MOUSE
OG0000224	KAK2572454.1, KAK2562275.1, KAK2560219.1, KAK2568051.1	FAXC_MOUSE
OG0000054	KAK2554269.1, KAK2571085.1, KAK2566404.1, KAK2573689.1, KAK2570783.1, KAK2573545.1, KAK2573547.1, KAK2564918.1, KAK2569119.1, KAK2566788.1, KAK2555499.1, KAK2550585.1, KAK2554874.1, KAK2548732.1, KAK2552957.1	MOT8_MOUSE, MOT10_MOUSE, MOT11_MOUSE, MOT13_MOUSE, MOT6_MOUSE, MOT1_MOUSE, MOT2_MOUSE, MOT3_MOUSE, MOT4_MOUSE
OG0000256	KAK2556396.1, KAK2573684.1, KAK2561718.1	TNR22_MOUSE, TNR23_MOUSE, TNR26_MOUSE, CD27_MOUSE, TNR6_MOUSE, TNR1B_MOUSE, TR11B_MOUSE, TNR5_MOUSE, TNR14_MOUSE
OG0000269	KAK2547567.1, KAK2558916.1, KAK2558917.1, KAK2559028.1, KAK2571783.1, KAK2555684.1, KAK2555686.1, KAK2555683.1, KAK2553749.1, KAK2558104.1, KAK2558116.1, KAK2552396.1	TYRO_MOUSE, TYRP1_MOUSE, TYRP2_MOUSE
OG0000289	KAK2562820.1, KAK2563006.1, KAK2562815.1, KAK2563004.1, KAK2554209.1, KAK2563905.1, KAK2563976.1	HSP7C_MOUSE, HSP72_MOUSE, HS71L_MOUSE, HS71A_MOUSE, HS71B_MOUSE
OG0000218	KAK2568486.1, KAK2560249.1, KAK2568478.1, KAK2566407.1, KAK2548047.1, KAK2565217.1, KAK2565219.1	NPTX1_MOUSE, NPTXR_MOUSE, NPTX2_MOUSE
OG0000230	KAK2562742.1	ZNF22_MOUSE, ZN239_MOUSE
OG0000276	KAK2573567.1, KAK2549681.1, KAK2570812.1, KAK2551301.1, KAK2557736.1, KAK2563860.1, KAK2563908.1, KAK2563913.1, KAK2571564.1, KAK2555042.1, KAK2566268.1	5HT4R_MOUSE
OG0000194	KAK2557792.1, KAK2562565.1, KAK2562570.1, KAK2562564.1, KAK2562439.1, KAK2562492.1, KAK2552362.1, KAK2568559.1, KAK2546967.1, KAK2546971.1, KAK2546968.1, KAK2568874.1, KAK2568823.1	SACS_MOUSE
OG0000280	KAK2554403.1	CP4B1_MOUSE, CP4AE_MOUSE, CP4AA_MOUSE, CP4CA_MOUSE, CP4CB_MOUSE, CP4X1_MOUSE, CP4F3_MOUSE, CP4FE_MOUSE
OG0000306	KAK2569555.1	PDE4C_MOUSE, PDE4D_MOUSE, PDE4A_MOUSE
OG0000272	KAK2554970.1, KAK2569812.1, KAK2548156.1	HEPS_MOUSE, PRSS8_MOUSE, TM11D_MOUSE, TM11E_MOUSE, TM11F_MOUSE, TM11G_MOUSE, TM11A_MOUSE, TM11C_MOUSE, TM11B_MOUSE
OG0000304	KAK2568685.1	DLL4_MOUSE, DLL1_MOUSE
OG0000312	KAK2571610.1, KAK2547180.1, KAK2561202.1, KAK2561314.1, KAK2564381.1, KAK2547378.1, KAK2557477.1, KAK2557079.1, KAK2559081.1, KAK2569708.1, KAK2566222.1, KAK2546960.1, KAK2557006.1, KAK2571219.1, KAK2572773.1, KAK2551291.1	CD158_MOUSE
OG0000325	KAK2560337.1, KAK2549553.1	B4GT6_MOUSE, B4GT5_MOUSE, B4GT2_MOUSE, B4GT1_MOUSE, B4GT3_MOUSE, B4GT4_MOUSE
OG0000236	KAK2547150.1, KAK2549880.1, KAK2571930.1, KAK2546893.1, KAK2566841.1, KAK2571250.1, KAK2552811.1, KAK2552812.1, KAK2570020.1, KAK2571252.1, KAK2547392.1, KAK2547389.1, KAK2547403.1, KAK2547395.1, KAK2555678.1, KAK2555672.1, KAK2553849.1, KAK2553850.1, KAK2548267.1, KAK2551201.1, KAK2548834.1, KAK2548839.1	ENDD1_MOUSE
OG0000284	KAK2563758.1, KAK2574641.1, KAK2568825.1	FUT4_MOUSE, FUT9_MOUSE, FUT7_MOUSE
OG0000319	KAK2569989.1, KAK2555957.1, KAK2555930.1, KAK2555971.1, KAK2558839.1, KAK2555919.1, KAK2555921.1, KAK2548075.1	EAA3_MOUSE, EAA4_MOUSE, EAA1_MOUSE
OG0000243	KAK2570487.1	DCX_MOUSE, DCLK2_MOUSE, DCLK1_MOUSE
OG0000292	KAK2546951.1, KAK2569290.1, KAK2569163.1, KAK2569291.1, KAK2569488.1, KAK2569489.1, KAK2569490.1, KAK2546791.1, KAK2546793.1, KAK2569284.1, KAK2569169.1, KAK2546947.1, KAK2569287.1, KAK2569288.1	TRAF6_MOUSE
OG0000305	KAK2569423.1, KAK2574299.1	LIN7C_MOUSE, LIN7A_MOUSE, LIN7B_MOUSE
OG0000334	KAK2561435.1, KAK2563264.1, KAK2561436.1, KAK2560445.1	MYL6_MOUSE, MYL6B_MOUSE, MYL1_MOUSE, MYL3_MOUSE, MYL4_MOUSE
OG0000166	KAK2564685.1	SEM3E_MOUSE, SEM3G_MOUSE, SEM3B_MOUSE, SEM3A_MOUSE, SEM3D_MOUSE, SEM3C_MOUSE, SEM3F_MOUSE, SEM4D_MOUSE, SEM4G_MOUSE, SEM4C_MOUSE, SEM4F_MOUSE, SEM4B_MOUSE, SEM4A_MOUSE
OG0000178	KAK2561348.1, KAK2561350.1, KAK2561351.1, KAK2559975.1, KAK2571047.1, KAK2571384.1	ST1C1_MOUSE, ST1C2_MOUSE, ST1A1_MOUSE, ST1B1_MOUSE, ST1D1_MOUSE, ST1E1_MOUSE
OG0000187	KAK2559643.1	CD320_MOUSE
OG0000328	KAK2558345.1, KAK2570514.1, KAK2571572.1, KAK2552694.1	SRSF5_MOUSE, SRSF6_MOUSE, SRSF4_MOUSE
OG0000336	KAK2567682.1, KAK2572210.1, KAK2567440.1, KAK2572207.1, KAK2563276.1	DHRS9_MOUSE, RDH5_MOUSE, DR9C7_MOUSE, RDH16_MOUSE, RDH7_MOUSE, H17B6_MOUSE
OG0000190	KAK2567313.1	MARK4_MOUSE, MARK3_MOUSE, MARK1_MOUSE, MARK2_MOUSE
OG0000229	KAK2551858.1, KAK2567463.1, KAK2573878.1, KAK2573657.1, KAK2573411.1, KAK2573413.1, KAK2573407.1, KAK2573412.1	CAHM5_MOUSE, CAHM6_MOUSE, CAHM1_MOUSE, CAHM3_MOUSE, CAHM2_MOUSE, CAHM4_MOUSE
OG0000242	KAK2559760.1, KAK2559761.1, KAK2570044.1, KAK2570045.1	CNTP1_MOUSE, CNTP2_MOUSE, CTP5A_MOUSE, CTP5B_MOUSE, CTP5C_MOUSE, CNTP4_MOUSE
OG0000303	KAK2566613.1, KAK2566614.1	ATP4A_MOUSE, AT12A_MOUSE, AT1A1_MOUSE, AT1A4_MOUSE, AT1A2_MOUSE, AT1A3_MOUSE
OG0000321	KAK2548266.1, KAK2560180.1	NT8F2_MOUSE, CMLO5_MOUSE, NAT8_MOUSE, CMLO1_MOUSE, NAT8B_MOUSE, NT8F3_MOUSE, NT8F7_MOUSE
OG0000326	KAK2550072.1	PLXB2_MOUSE, PLXB3_MOUSE, PLXB1_MOUSE, PLXC1_MOUSE, PLXD1_MOUSE, PLXA4_MOUSE, PLXA2_MOUSE, PLXA3_MOUSE, PLXA1_MOUSE
OG0000331	KAK2554617.1	PTBP2_MOUSE, PTBP3_MOUSE, PTBP1_MOUSE
OG0000341	KAK2569651.1	CLC9A_MOUSE, KLRI1_MOUSE, KLRI2_MOUSE, NKG2D_MOUSE, KLRE1_MOUSE, KLRD1_MOUSE, CLC1A_MOUSE, CL12B_MOUSE, CL12A_MOUSE
OG0000282	KAK2561186.1, KAK2568929.1, KAK2562260.1, KAK2562286.1, KAK2555493.1	NRX1A_MOUSE, NRX1B_MOUSE, NRX3B_MOUSE, NRX3A_MOUSE, NRX2B_MOUSE, NRX2A_MOUSE
OG0000340	KAK2567693.1, KAK2567447.1, KAK2567449.1, KAK2567450.1, KAK2567735.1	HSPB2_MOUSE, HSPB8_MOUSE, HSPB1_MOUSE, HSPB6_MOUSE, CRYAA_MOUSE, CRYAB_MOUSE
